person_id	scheme	value	source
person:orcid:0000-0002-0457-2175	ORCID	0000-0002-0457-2175	doi:10.1186/s12955-022-02083-w
person:orcid:0000-0002-0476-8397	OPENALEX	A5053906209	doi:10.1007/s10198-025-01823-1
person:orcid:0000-0002-0476-8397	ORCID	0000-0002-0476-8397	doi:10.1007/s10198-025-01823-1
person:orcid:0000-0002-0484-1419	OPENALEX	A5017199089	doi:10.1007/s11136-017-1512-x
person:orcid:0000-0002-0484-1419	ORCID	0000-0002-0484-1419	doi:10.1007/s11136-017-1512-x
person:orcid:0000-0002-0525-8516	OPENALEX	A5028331339	doi:10.1007/s40271-025-00787-x
person:orcid:0000-0002-0525-8516	ORCID	0000-0002-0525-8516	doi:10.1007/s40271-025-00787-x
person:orcid:0000-0002-0680-7353	OPENALEX	A5076030034	doi:10.1007/s10198-021-01306-z
person:orcid:0000-0002-0680-7353	ORCID	0000-0002-0680-7353	doi:10.1007/s10198-021-01306-z
person:orcid:0000-0002-0702-1715	OPENALEX	A5077743133	doi:10.1186/s12955-023-02144-8
person:orcid:0000-0002-0702-1715	ORCID	0000-0002-0702-1715	doi:10.1186/s12955-023-02144-8
person:orcid:0000-0002-0918-7540	OPENALEX	A5077107645	doi:10.1007/s40273-025-01476-1
person:orcid:0000-0002-0918-7540	ORCID	0000-0002-0918-7540	doi:10.1007/s40273-025-01476-1
person:orcid:0000-0002-1000-4780	OPENALEX	A5079625782	doi:10.1007/s11136-025-04133-4
person:orcid:0000-0002-1000-4780	ORCID	0000-0002-1000-4780	doi:10.1007/s11136-025-04133-4
person:orcid:0000-0002-1002-2989	OPENALEX	A5101640408	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-1002-2989	ORCID	0000-0002-1002-2989	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-1175-2211	OPENALEX	A5042363960	doi:10.1007/s10198-025-01770-x
person:orcid:0000-0002-1175-2211	ORCID	0000-0002-1175-2211	doi:10.1007/s10198-025-01770-x
person:orcid:0000-0002-1323-4223	OPENALEX	A5089476882	doi:10.3390/children10101604
person:orcid:0000-0002-1323-4223	ORCID	0000-0002-1323-4223	doi:10.3390/children10101604
person:orcid:0000-0002-1332-0500	OPENALEX	A5065319610	doi:10.1007/s11136-021-03069-9
person:orcid:0000-0002-1332-0500	ORCID	0000-0002-1332-0500	doi:10.1007/s11136-021-03069-9
person:orcid:0000-0002-1336-5899	OPENALEX	A5055528451	doi:10.1007/s11136-026-04229-5
person:orcid:0000-0002-1336-5899	ORCID	0000-0002-1336-5899	doi:10.1007/s11136-026-04229-5
person:orcid:0000-0002-1387-8686	OPENALEX	A5062636955	doi:10.3390/cancers16111952
person:orcid:0000-0002-1387-8686	ORCID	0000-0002-1387-8686	doi:10.3390/cancers16111952
person:orcid:0000-0002-1433-818x	OPENALEX	A5086352962	doi:10.1007/s40273-024-01404-9
person:orcid:0000-0002-1433-818x	ORCID	0000-0002-1433-818x	doi:10.1007/s40273-024-01404-9
person:orcid:0000-0002-1502-0659	OPENALEX	A5019279420	doi:10.1186/s12891-024-07304-5
person:orcid:0000-0002-1502-0659	ORCID	0000-0002-1502-0659	doi:10.1186/s12891-024-07304-5
person:orcid:0000-0002-1541-3989	OPENALEX	A5066034131	doi:10.3390/ijerph19138208
person:orcid:0000-0002-1541-3989	ORCID	0000-0002-1541-3989	doi:10.3390/ijerph19138208
person:orcid:0000-0002-1633-2179	OPENALEX	A5019500608	doi:10.1186/s12955-022-02083-w
person:orcid:0000-0002-1633-2179	ORCID	0000-0002-1633-2179	doi:10.1186/s12955-022-02083-w
person:orcid:0000-0002-1686-4458	OPENALEX	A5036875819	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0002-1686-4458	ORCID	0000-0002-1686-4458	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0002-1716-9123	OPENALEX	A5079012811	doi:10.3390/cancers16111952
person:orcid:0000-0002-1716-9123	ORCID	0000-0002-1716-9123	doi:10.3390/cancers16111952
person:orcid:0000-0002-1998-9408	OPENALEX	A5035248555	doi:10.1007/s40273-015-0292-9
person:orcid:0000-0002-1998-9408	ORCID	0000-0002-1998-9408	doi:10.1007/s40273-015-0292-9
person:orcid:0000-0002-2013-6963	OPENALEX	A5067989104	doi:10.1186/s41687-024-00761-5
person:orcid:0000-0002-2013-6963	ORCID	0000-0002-2013-6963	doi:10.1186/s41687-024-00761-5
person:orcid:0000-0002-2022-4939	OPENALEX	A5043862933	doi:10.1097/mlr.0000000000002315
person:orcid:0000-0002-2022-4939	ORCID	0000-0002-2022-4939	doi:10.1097/mlr.0000000000002315
person:orcid:0000-0002-2115-2447	OPENALEX	A5059399152	doi:10.1097/mlr.0000000000002315
person:orcid:0000-0002-2115-2447	ORCID	0000-0002-2115-2447	doi:10.1097/mlr.0000000000002315
person:orcid:0000-0002-2130-4420	OPENALEX	A5001251972	doi:10.1007/s11136-026-04229-5
person:orcid:0000-0002-2130-4420	ORCID	0000-0002-2130-4420	doi:10.1007/s11136-026-04229-5
person:orcid:0000-0002-2399-6942	OPENALEX	A5038625794	doi:10.1007/s40273-025-01493-0
person:orcid:0000-0002-2399-6942	ORCID	0000-0002-2399-6942	doi:10.1007/s40273-025-01493-0
person:orcid:0000-0002-2485-505x	OPENALEX	A5040701844	doi:10.1186/s12955-024-02305-3
person:orcid:0000-0002-2485-505x	ORCID	0000-0002-2485-505x	doi:10.1186/s12955-024-02305-3
person:orcid:0000-0002-2501-3057	OPENALEX	A5008282524	doi:10.3390/curroncol32110645
person:orcid:0000-0002-2501-3057	ORCID	0000-0002-2501-3057	doi:10.3390/curroncol32110645
person:orcid:0000-0002-2559-6483	OPENALEX	A5023608008	doi:10.1007/s10198-023-01569-8
person:orcid:0000-0002-2559-6483	ORCID	0000-0002-2559-6483	doi:10.1007/s10198-023-01569-8
person:orcid:0000-0002-2570-1685	OPENALEX	A5063120574	doi:10.1136/bmjopen-2023-080985
person:orcid:0000-0002-2570-1685	ORCID	0000-0002-2570-1685	doi:10.1136/bmjopen-2023-080985
person:orcid:0000-0002-2592-8310	OPENALEX	A5100374778	doi:10.1186/s12955-023-02177-z
person:orcid:0000-0002-2592-8310	ORCID	0000-0002-2592-8310	doi:10.1186/s12955-023-02177-z
person:orcid:0000-0002-2635-7484	OPENALEX	A5067876565	doi:10.1007/s11136-022-03143-w
person:orcid:0000-0002-2635-7484	ORCID	0000-0002-2635-7484	doi:10.1007/s11136-022-03143-w
person:orcid:0000-0002-2739-6995	OPENALEX	A5010029872	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0002-2739-6995	ORCID	0000-0002-2739-6995	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0002-2791-9960	OPENALEX	A5042834834	doi:10.1007/s40273-025-01545-5
person:orcid:0000-0002-2791-9960	ORCID	0000-0002-2791-9960	doi:10.1007/s40273-025-01545-5
person:orcid:0000-0002-2862-2990	OPENALEX	A5071078329	doi:10.1007/s40258-022-00772-7
person:orcid:0000-0002-2862-2990	ORCID	0000-0002-2862-2990	doi:10.1007/s40258-022-00772-7
person:orcid:0000-0002-2874-8948	OPENALEX	A5088664027	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-2874-8948	ORCID	0000-0002-2874-8948	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-2903-1631	OPENALEX	A5052266669	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-2903-1631	ORCID	0000-0002-2903-1631	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-3025-4066	OPENALEX	A5082582215	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0002-3025-4066	ORCID	0000-0002-3025-4066	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0002-3216-9076	OPENALEX	A5001251189	doi:10.1186/s41687-025-00985-z
person:orcid:0000-0002-3216-9076	ORCID	0000-0002-3216-9076	doi:10.1186/s41687-025-00985-z
person:orcid:0000-0002-3288-036x	OPENALEX	A5025954491	doi:10.1007/s40271-024-00715-5
person:orcid:0000-0002-3288-036x	ORCID	0000-0002-3288-036x	doi:10.1007/s40271-024-00715-5
person:orcid:0000-0002-3379-2433	OPENALEX	A5076665198	doi:10.1007/s11136-018-1985-2
person:orcid:0000-0002-3379-2433	ORCID	0000-0002-3379-2433	doi:10.1007/s11136-018-1985-2
person:orcid:0000-0002-3405-6577	OPENALEX	A5008093471	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0002-3405-6577	ORCID	0000-0002-3405-6577	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0002-3531-0389	OPENALEX	A5059680031	doi:10.1007/s11136-024-03817-7
person:orcid:0000-0002-3531-0389	ORCID	0000-0002-3531-0389	doi:10.1007/s11136-024-03817-7
person:orcid:0000-0002-3581-6451	OPENALEX	A5019890398	doi:10.1186/s12955-024-02305-3
person:orcid:0000-0002-3581-6451	ORCID	0000-0002-3581-6451	doi:10.1186/s12955-024-02305-3
person:orcid:0000-0002-3614-2401	OPENALEX	A5057552039	doi:10.1186/s12955-024-02305-3
person:orcid:0000-0002-3614-2401	ORCID	0000-0002-3614-2401	doi:10.1186/s12955-024-02305-3
person:orcid:0000-0002-3730-1996	OPENALEX	A5068277876	doi:10.1007/s40273-019-00811-7
person:orcid:0000-0002-3730-1996	ORCID	0000-0002-3730-1996	doi:10.1007/s40273-019-00811-7
person:orcid:0000-0002-3745-4060	OPENALEX	A5018451810	doi:10.1186/s12955-017-0617-9
person:orcid:0000-0002-3745-4060	ORCID	0000-0002-3745-4060	doi:10.1186/s12955-017-0617-9
person:orcid:0000-0002-3797-949x	OPENALEX	A5021624866	doi:10.1007/s40273-024-01404-9
person:orcid:0000-0002-3797-949x	ORCID	0000-0002-3797-949x	doi:10.1007/s40273-024-01404-9
person:orcid:0000-0002-3816-9106	OPENALEX	A5024956914	doi:10.1136/bmjopen-2023-080985
person:orcid:0000-0002-3816-9106	ORCID	0000-0002-3816-9106	doi:10.1136/bmjopen-2023-080985
person:orcid:0000-0002-3948-6488	OPENALEX	A5005601386	doi:10.1007/s10198-024-01719-6
person:orcid:0000-0002-3948-6488	ORCID	0000-0002-3948-6488	doi:10.1007/s10198-024-01719-6
person:orcid:0000-0002-4186-314x	OPENALEX	A5004840956	doi:10.1007/s40271-025-00787-x
person:orcid:0000-0002-4186-314x	ORCID	0000-0002-4186-314x	doi:10.1007/s40271-025-00787-x
person:orcid:0000-0002-4290-4863	OPENALEX	A5015914274	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0002-4290-4863	ORCID	0000-0002-4290-4863	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0002-4331-3141	OPENALEX	A5068551112	doi:10.3389/fpubh.2021.744405
person:orcid:0000-0002-4331-3141	OPENALEX	A5107870629	doi:10.1186/s12955-019-1139-4
person:orcid:0000-0002-4331-3141	ORCID	0000-0002-4331-3141	doi:10.3389/fpubh.2021.744405
person:orcid:0000-0002-4441-6687	OPENALEX	A5049309526	doi:10.1007/s41669-024-00486-7
person:orcid:0000-0002-4441-6687	ORCID	0000-0002-4441-6687	doi:10.1007/s41669-024-00486-7
person:orcid:0000-0002-4601-0955	OPENALEX	A5102876935	doi:10.1177/0272989x211001859
person:orcid:0000-0002-4601-0955	ORCID	0000-0002-4601-0955	doi:10.1177/0272989x211001859
person:orcid:0000-0002-4749-5536	OPENALEX	A5059651488	doi:10.1007/s11136-021-03075-x
person:orcid:0000-0002-4749-5536	ORCID	0000-0002-4749-5536	doi:10.1007/s11136-021-03075-x
person:orcid:0000-0002-4758-7588	OPENALEX	A5076426425	doi:10.1007/s11136-025-04003-z
person:orcid:0000-0002-4758-7588	OPENALEX	A5083342500	doi:10.1007/s40273-022-01222-x
person:orcid:0000-0002-4758-7588	ORCID	0000-0002-4758-7588	doi:10.1007/s11136-025-04003-z
person:orcid:0000-0002-4832-7833	OPENALEX	A5033965888	doi:10.1016/j.jval.2021.03.019
person:orcid:0000-0002-4832-7833	ORCID	0000-0002-4832-7833	doi:10.1016/j.jval.2021.03.019
person:orcid:0000-0002-4867-929x	OPENALEX	A5101514432	doi:10.1186/s12955-023-02131-z
person:orcid:0000-0002-4867-929x	ORCID	0000-0002-4867-929x	doi:10.1186/s12955-023-02131-z
person:orcid:0000-0002-4875-5379	OPENALEX	A5044375482	doi:10.1186/s12955-022-01989-9
person:orcid:0000-0002-4875-5379	ORCID	0000-0002-4875-5379	doi:10.1186/s12955-022-01989-9
person:orcid:0000-0002-4949-9303	OPENALEX	A5009664731	doi:10.3390/nu16162591
person:orcid:0000-0002-4949-9303	ORCID	0000-0002-4949-9303	doi:10.3390/nu16162591
person:orcid:0000-0002-5332-5226	OPENALEX	A5066738880	doi:10.3390/children8080714
person:orcid:0000-0002-5332-5226	ORCID	0000-0002-5332-5226	doi:10.3390/children8080714
person:orcid:0000-0002-5373-410x	OPENALEX	A5006980504	doi:10.3390/ijerph19138208
person:orcid:0000-0002-5373-410x	ORCID	0000-0002-5373-410x	doi:10.3390/ijerph19138208
person:orcid:0000-0002-5416-5658	OPENALEX	A5008347262	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0002-5416-5658	ORCID	0000-0002-5416-5658	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0002-5473-1592	OPENALEX	A5101501282	doi:10.1186/s12955-025-02397-5
person:orcid:0000-0002-5473-1592	ORCID	0000-0002-5473-1592	doi:10.1186/s12955-025-02397-5
person:orcid:0000-0002-5569-3188	OPENALEX	A5000650976	doi:10.1007/s11136-020-02496-4
person:orcid:0000-0002-5569-3188	ORCID	0000-0002-5569-3188	doi:10.1007/s11136-020-02496-4
person:orcid:0000-0002-5599-2209	OPENALEX	A5083477903	doi:10.1007/s40273-024-01355-1
person:orcid:0000-0002-5599-2209	ORCID	0000-0002-5599-2209	doi:10.1007/s40273-024-01355-1
person:orcid:0000-0002-5626-8116	OPENALEX	A5007295820	doi:10.3390/ijerph19138208
person:orcid:0000-0002-5626-8116	ORCID	0000-0002-5626-8116	doi:10.3390/ijerph19138208
person:orcid:0000-0002-5649-6768	OPENALEX	A5021404933	doi:10.3389/fpsyg.2023.1175402
person:orcid:0000-0002-5649-6768	ORCID	0000-0002-5649-6768	doi:10.3389/fpsyg.2023.1175402
person:orcid:0000-0002-5692-8882	OPENALEX	A5057363004	doi:10.1007/s11136-026-04246-4
person:orcid:0000-0002-5692-8882	ORCID	0000-0002-5692-8882	doi:10.1007/s11136-026-04246-4
person:orcid:0000-0002-5882-6070	OPENALEX	A5100357092	doi:10.1007/s10198-025-01812-4
person:orcid:0000-0002-5882-6070	ORCID	0000-0002-5882-6070	doi:10.1007/s10198-025-01812-4
person:orcid:0000-0002-5956-8990	OPENALEX	A5032499712	doi:10.1186/s41687-025-00985-z
person:orcid:0000-0002-5956-8990	ORCID	0000-0002-5956-8990	doi:10.1186/s41687-025-00985-z
person:orcid:0000-0002-6012-2785	OPENALEX	A5051441138	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0002-6012-2785	ORCID	0000-0002-6012-2785	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0002-6048-521x	OPENALEX	A5101968333	doi:10.1007/s40258-021-00639-3
person:orcid:0000-0002-6048-521x	ORCID	0000-0002-6048-521x	doi:10.1007/s40258-021-00639-3
person:orcid:0000-0002-6095-2295	OPENALEX	A5034446187	doi:10.1007/s10198-024-01719-6
person:orcid:0000-0002-6095-2295	ORCID	0000-0002-6095-2295	doi:10.1007/s10198-024-01719-6
person:orcid:0000-0002-6143-1555	OPENALEX	A5019735060	doi:10.1186/s12891-024-07304-5
person:orcid:0000-0002-6143-1555	ORCID	0000-0002-6143-1555	doi:10.1186/s12891-024-07304-5
person:orcid:0000-0002-6182-499x	OPENALEX	A5087900341	doi:10.2196/27669
person:orcid:0000-0002-6182-499x	ORCID	0000-0002-6182-499x	doi:10.2196/27669
person:orcid:0000-0002-6213-5264	OPENALEX	A5005422010	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-6213-5264	ORCID	0000-0002-6213-5264	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-6359-8797	OPENALEX	A5056236835	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0002-6359-8797	ORCID	0000-0002-6359-8797	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0002-6399-5741	OPENALEX	A5011858857	doi:10.1097/mlr.0000000000002315
person:orcid:0000-0002-6399-5741	ORCID	0000-0002-6399-5741	doi:10.1097/mlr.0000000000002315
person:orcid:0000-0002-6451-2713	OPENALEX	A5016874302	doi:10.3390/children8080714
person:orcid:0000-0002-6451-2713	ORCID	0000-0002-6451-2713	doi:10.3390/children8080714
person:orcid:0000-0002-6463-1106	OPENALEX	A5077488640	doi:10.1007/s40273-018-0647-0
person:orcid:0000-0002-6463-1106	ORCID	0000-0002-6463-1106	doi:10.1007/s40273-018-0647-0
person:orcid:0000-0002-6530-5513	OPENALEX	A5011601803	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-6530-5513	ORCID	0000-0002-6530-5513	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-6555-8916	OPENALEX	A5020919441	doi:10.1007/s41669-022-00353-3
person:orcid:0000-0002-6555-8916	ORCID	0000-0002-6555-8916	doi:10.1007/s41669-022-00353-3
person:orcid:0000-0002-6891-2650	ORCID	0000-0002-6891-2650	doi:10.1007/s11136-021-03075-x
person:orcid:0000-0002-6952-7770	OPENALEX	A5042163989	doi:10.1177/0272989x211001859
person:orcid:0000-0002-6952-7770	ORCID	0000-0002-6952-7770	doi:10.1177/0272989x211001859
person:orcid:0000-0002-6986-3969	OPENALEX	A5070361492	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0002-6986-3969	ORCID	0000-0002-6986-3969	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0002-7127-9462	OPENALEX	A5006657549	doi:10.1007/s40273-025-01509-9
person:orcid:0000-0002-7127-9462	ORCID	0000-0002-7127-9462	doi:10.1007/s40273-025-01509-9
person:orcid:0000-0002-7142-3364	OPENALEX	A5022113389	doi:10.1186/s12955-023-02207-w
person:orcid:0000-0002-7142-3364	ORCID	0000-0002-7142-3364	doi:10.1186/s12955-023-02207-w
person:orcid:0000-0002-7299-6594	OPENALEX	A5048091736	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-7299-6594	ORCID	0000-0002-7299-6594	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-7302-7293	OPENALEX	A5060708607	doi:10.1007/s40271-025-00787-x
person:orcid:0000-0002-7302-7293	ORCID	0000-0002-7302-7293	doi:10.1007/s40271-025-00787-x
person:orcid:0000-0002-7319-7188	OPENALEX	A5026470404	doi:10.1371/journal.pone.0200966
person:orcid:0000-0002-7319-7188	ORCID	0000-0002-7319-7188	doi:10.1371/journal.pone.0200966
person:orcid:0000-0002-7375-4845	OPENALEX	A5033232150	doi:10.1186/s41687-024-00761-5
person:orcid:0000-0002-7375-4845	ORCID	0000-0002-7375-4845	doi:10.1186/s41687-024-00761-5
person:orcid:0000-0002-7753-4233	OPENALEX	A5018997782	doi:10.1136/bmjopen-2024-084440
person:orcid:0000-0002-7753-4233	ORCID	0000-0002-7753-4233	doi:10.1136/bmjopen-2024-084440
person:orcid:0000-0002-7797-4722	OPENALEX	A5022894428	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0002-7797-4722	ORCID	0000-0002-7797-4722	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0002-7913-7274	OPENALEX	A5078078627	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0002-7913-7274	ORCID	0000-0002-7913-7274	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0002-8169-1645	OPENALEX	A5045824020	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0002-8169-1645	ORCID	0000-0002-8169-1645	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0002-8222-0781	OPENALEX	A5006620707	doi:10.1007/s40258-021-00639-3
person:orcid:0000-0002-8222-0781	ORCID	0000-0002-8222-0781	doi:10.1007/s40258-021-00639-3
person:orcid:0000-0002-8229-4369	OPENALEX	A5084065579	doi:10.1213/ane.0000000000007107
person:orcid:0000-0002-8229-4369	ORCID	0000-0002-8229-4369	doi:10.1213/ane.0000000000007107
person:orcid:0000-0002-8249-7481	OPENALEX	A5024055768	doi:10.1371/journal.pone.0209344
person:orcid:0000-0002-8249-7481	OPENALEX	A5101381331	doi:10.1371/journal.pone.0305983
person:orcid:0000-0002-8249-7481	ORCID	0000-0002-8249-7481	doi:10.1371/journal.pone.0209344
person:orcid:0000-0002-8293-7061	OPENALEX	A5048385516	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-8293-7061	ORCID	0000-0002-8293-7061	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-8314-8259	OPENALEX	A5103219361	doi:10.1007/s10198-021-01309-w
person:orcid:0000-0002-8314-8259	ORCID	0000-0002-8314-8259	doi:10.1007/s10198-021-01309-w
person:orcid:0000-0002-8385-5965	OPENALEX	A5091495489	doi:10.1371/journal.pone.0302886
person:orcid:0000-0002-8385-5965	ORCID	0000-0002-8385-5965	doi:10.1371/journal.pone.0302886
person:orcid:0000-0002-8438-2901	OPENALEX	A5008464651	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0002-8438-2901	ORCID	0000-0002-8438-2901	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0002-8639-5191	OPENALEX	A5048876130	doi:10.1186/s41687-024-00761-5
person:orcid:0000-0002-8639-5191	ORCID	0000-0002-8639-5191	doi:10.1186/s41687-024-00761-5
person:orcid:0000-0002-8756-8699	OPENALEX	A5038489315	doi:10.1007/s40273-024-01404-9
person:orcid:0000-0002-8756-8699	ORCID	0000-0002-8756-8699	doi:10.1007/s40273-024-01404-9
person:orcid:0000-0002-8773-2786	OPENALEX	A5028001428	doi:10.3390/nu16162591
person:orcid:0000-0002-8773-2786	ORCID	0000-0002-8773-2786	doi:10.3390/nu16162591
person:orcid:0000-0002-8859-926x	OPENALEX	A5053139067	doi:10.1371/journal.pone.0302886
person:orcid:0000-0002-8859-926x	ORCID	0000-0002-8859-926x	doi:10.1371/journal.pone.0302886
person:orcid:0000-0002-8931-4086	OPENALEX	A5010785476	doi:10.1007/s11136-022-03143-w
person:orcid:0000-0002-8931-4086	ORCID	0000-0002-8931-4086	doi:10.1007/s11136-022-03143-w
person:orcid:0000-0002-8934-7267	OPENALEX	A5055501906	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0002-8934-7267	ORCID	0000-0002-8934-7267	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0002-9062-9624	OPENALEX	A5034380977	doi:10.1186/s12955-021-01889-4
person:orcid:0000-0002-9062-9624	ORCID	0000-0002-9062-9624	doi:10.1186/s12955-021-01889-4
person:orcid:0000-0002-9264-7797	OPENALEX	A5035467493	doi:10.3390/curroncol32110645
person:orcid:0000-0002-9264-7797	ORCID	0000-0002-9264-7797	doi:10.3390/curroncol32110645
person:orcid:0000-0002-9362-0086	OPENALEX	A5065860606	doi:10.1186/s12955-023-02177-z
person:orcid:0000-0002-9362-0086	ORCID	0000-0002-9362-0086	doi:10.1186/s12955-023-02177-z
person:orcid:0000-0002-9455-0104	OPENALEX	A5014493050	doi:10.1007/s40258-021-00639-3
person:orcid:0000-0002-9455-0104	ORCID	0000-0002-9455-0104	doi:10.1007/s40258-021-00639-3
person:orcid:0000-0002-9526-6922	OPENALEX	A5037744802	doi:10.1371/journal.pone.0200966
person:orcid:0000-0002-9526-6922	ORCID	0000-0002-9526-6922	doi:10.1371/journal.pone.0200966
person:orcid:0000-0002-9527-0577	OPENALEX	A5016206619	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-9527-0577	ORCID	0000-0002-9527-0577	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-9625-6902	OPENALEX	A5035942115	doi:10.1186/s12891-024-07304-5
person:orcid:0000-0002-9625-6902	ORCID	0000-0002-9625-6902	doi:10.1186/s12891-024-07304-5
person:orcid:0000-0002-9768-5389	OPENALEX	A5071945598	doi:10.1007/s10198-025-01769-4
person:orcid:0000-0002-9768-5389	ORCID	0000-0002-9768-5389	doi:10.1007/s10198-025-01769-4
person:orcid:0000-0002-9853-1592	OPENALEX	A5010461857	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0002-9853-1592	ORCID	0000-0002-9853-1592	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0002-9891-8279	OPENALEX	A5056957640	doi:10.1186/s12955-023-02144-8
person:orcid:0000-0002-9891-8279	ORCID	0000-0002-9891-8279	doi:10.1186/s12955-023-02144-8
person:orcid:0000-0003-0131-1444	OPENALEX	A5006394311	doi:10.1007/s11136-021-03069-9
person:orcid:0000-0003-0131-1444	ORCID	0000-0003-0131-1444	doi:10.1007/s11136-021-03069-9
person:orcid:0000-0003-0221-9914	OPENALEX	A5053654153	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0003-0221-9914	ORCID	0000-0003-0221-9914	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0003-0239-7278	OPENALEX	A5027337947	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-0239-7278	ORCID	0000-0003-0239-7278	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-0331-5182	OPENALEX	A5082185641	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-0331-5182	ORCID	0000-0003-0331-5182	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-0370-4903	OPENALEX	A5037446166	doi:10.1007/s10198-022-01481-7
person:orcid:0000-0003-0370-4903	ORCID	0000-0003-0370-4903	doi:10.1007/s10198-022-01481-7
person:orcid:0000-0003-0517-7625	OPENALEX	A5000367184	doi:10.1007/s40273-025-01519-7
person:orcid:0000-0003-0517-7625	ORCID	0000-0003-0517-7625	doi:10.1007/s40273-025-01519-7
person:orcid:0000-0003-0519-509x	OPENALEX	A5064571617	doi:10.1186/s41687-025-00928-8
person:orcid:0000-0003-0519-509x	ORCID	0000-0003-0519-509x	doi:10.1186/s41687-025-00928-8
person:orcid:0000-0003-0545-1567	OPENALEX	A5017550412	doi:10.1371/journal.pone.0305983
person:orcid:0000-0003-0545-1567	OPENALEX	A5113847032	doi:10.1371/journal.pone.0209344
person:orcid:0000-0003-0545-1567	ORCID	0000-0003-0545-1567	doi:10.1371/journal.pone.0305983
person:orcid:0000-0003-0634-8756	OPENALEX	A5024031603	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0003-0634-8756	ORCID	0000-0003-0634-8756	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0003-0666-7431	OPENALEX	A5073996936	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-0666-7431	ORCID	0000-0003-0666-7431	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-0804-3307	OPENALEX	A5078486897	doi:10.1186/s12955-025-02421-8
person:orcid:0000-0003-0804-3307	ORCID	0000-0003-0804-3307	doi:10.1186/s12955-025-02421-8
person:orcid:0000-0003-0851-8341	OPENALEX	A5044553114	doi:10.1007/s10198-021-01306-z
person:orcid:0000-0003-0851-8341	ORCID	0000-0003-0851-8341	doi:10.1007/s10198-021-01306-z
person:orcid:0000-0003-1026-570x	OPENALEX	A5010411606	doi:10.3389/fpsyg.2023.1175402
person:orcid:0000-0003-1026-570x	ORCID	0000-0003-1026-570x	doi:10.3389/fpsyg.2023.1175402
person:orcid:0000-0003-1071-0017	OPENALEX	A5082703972	doi:10.1186/s41687-020-00247-0
person:orcid:0000-0003-1071-0017	ORCID	0000-0003-1071-0017	doi:10.1186/s41687-020-00247-0
person:orcid:0000-0003-1079-5655	OPENALEX	A5061454592	doi:10.2196/27669
