person_id	name	name_type	source
person:leader:c776fcba6574	Hilton Y Lam	PUBLICATION_NAME	doi:10.1007/s11136-022-03143-w
person:leader:c776fcba6574	Hilton Y. Lam	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:c9be2e978859	Tie Parma Yamato	CANONICAL	artefacts/01_people.csv
person:leader:c9be2e978859	Tiê P Yamato	PUBLICATION_NAME	doi:10.1007/s10198-025-01770-x
person:leader:c9be2e978859	Tiê Parma Yamato	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:c9be2e978859	Tiê Parma Yamato	PUBLICATION_NAME	doi:10.1007/s40273-024-01404-9
person:leader:cc619763f8c9	Aysenur Ahsen	CANONICAL	artefacts/01_people.csv
person:leader:d1d5bf1eb595	Sander M. J. van Kuijk	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:d1d5bf1eb595	Sander van Kuijk	CANONICAL	artefacts/01_people.csv
person:leader:d2015a3f2b80	Min-Joo Woo	CANONICAL	artefacts/01_people.csv
person:leader:d2015a3f2b80	Woo‐Jung Song	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:d3568854a78c	Camilla Falivena	CANONICAL	artefacts/01_people.csv
person:leader:d5cba38082b1	Bosiljka Djikanovic	CANONICAL	artefacts/01_people.csv
person:leader:d6add53f5977	Julie Ratcliffe	CANONICAL	artefacts/01_people.csv
person:leader:d772564e6aa2	Hannah Hussain	CANONICAL	artefacts/01_people.csv
person:leader:d9674d98607b	Yared Belete Belay	CANONICAL	artefacts/01_people.csv
person:leader:d9674d98607b	Yared Belete Belay	PUBLICATION_NAME	doi:10.1007/s11136-023-03372-7
person:leader:d9674d98607b	Yared Belete Belay	PUBLICATION_NAME	doi:10.1007/s40273-025-01509-9
person:leader:d9674d98607b	Yared Belete Belay	PUBLICATION_NAME	doi:10.1186/s41687-025-00928-8
person:leader:da1bac7dcc2d	Madeeha Malik	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:da1bac7dcc2d	Madeeha Malik	PUBLICATION_NAME	doi:10.1007/s41669-023-00437-8
person:leader:da1bac7dcc2d	Madeeha Malik	PUBLICATION_NAME	doi:10.1186/s12955-025-02397-5
person:leader:da1bac7dcc2d	madeeha malik	CANONICAL	artefacts/01_people.csv
person:leader:da2b6bcaceb6	Annushiah Vasan Thakumar	CANONICAL	artefacts/01_people.csv
person:leader:da2b6bcaceb6	Annushiah Vasan Thakumar	PUBLICATION_NAME	doi:10.1007/s40273-025-01519-7
person:leader:da2b6bcaceb6	Annushiah Vasan Thakumar	PUBLICATION_NAME	doi:10.1017/s0266462326103602
person:leader:db0cd1478ab2	Akanksha Akanksha	CANONICAL	artefacts/01_people.csv
person:leader:db0cd1478ab2	Akanksha Akanksha	PUBLICATION_NAME	doi:10.1007/s11136-026-04315-8
person:leader:db2b81f67ca6	Sarega Gurudas	CANONICAL	artefacts/01_people.csv
person:leader:dc2e8227c8a1	Patricia Cubi-Molla	CANONICAL	artefacts/01_people.csv
person:leader:dc2e8227c8a1	Patricia Cubí‐Mollá	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:dd5e12d302df	Fernando Argento	CANONICAL	artefacts/01_people.csv
person:leader:e1f7f2dac043	Birol Yetim	CANONICAL	artefacts/01_people.csv
person:leader:e26a260838e7	Jan Faller	CANONICAL	artefacts/01_people.csv
person:leader:e26a260838e7	Jan Faller	PUBLICATION_NAME	doi:10.1007/s40273-025-01509-9
person:leader:e349178eacdd	Stephen Coons	CANONICAL	artefacts/01_people.csv
person:leader:e349178eacdd	Stephen Joel Coons	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:e441983c0a65	Shitong Xie	CANONICAL	artefacts/01_people.csv
person:leader:e441983c0a65	Shitong Xie	PUBLICATION_NAME	doi:10.1007/s11136-024-03618-y
person:leader:e448059d8472	Philip A Powell	PUBLICATION_NAME	doi:10.1007/s40273-025-01550-8
person:leader:e448059d8472	Philip A Powell	PUBLICATION_NAME	doi:10.1186/s12955-021-01858-x
person:leader:e448059d8472	Philip A. Powell	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:e448059d8472	Philip A. Powell	PUBLICATION_NAME	doi:10.1007/s11136-022-03304-x
person:leader:e448059d8472	Philip Powell	CANONICAL	artefacts/01_people.csv
person:leader:e670fd71e94e	Bernhard Slaap	CANONICAL	artefacts/01_people.csv
person:leader:eb823a3d3fe9	Annette K. Regan	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:eb823a3d3fe9	Annette K. Regan	PUBLICATION_NAME	doi:10.1007/s40258-023-00798-5
person:leader:eb823a3d3fe9	Annette Regan	CANONICAL	artefacts/01_people.csv
person:leader:ece94cf47888	Begashaw Melaku Gebresillassie	CANONICAL	artefacts/01_people.csv
person:leader:ece94cf47888	Begashaw Melaku Gebresillassie	PUBLICATION_NAME	doi:10.1186/s41687-025-00928-8
person:leader:ed61cee9d2ba	Cristina Guttierez	CANONICAL	artefacts/01_people.csv
person:leader:ed94eca24d3c	Thao Phuong Thi Thai	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:ed94eca24d3c	Thao Thai	CANONICAL	artefacts/01_people.csv
person:leader:ef46534448d4	Vincent Issac Lau	PUBLICATION_NAME	doi:10.5492/wjccm.v11.i4.236
person:leader:ef46534448d4	Vincent Lau	CANONICAL	artefacts/01_people.csv
person:leader:efeacb8233a1	Jermaine Dambi	CANONICAL	artefacts/01_people.csv
person:leader:efeacb8233a1	Jermaine M. Dambi	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:f05e8daa6389	Lan Gao	CANONICAL	artefacts/01_people.csv
person:leader:f16894fd3cc6	Julia Fox-Rushby	CANONICAL	artefacts/01_people.csv
person:leader:f16894fd3cc6	Professor Julia Fox-Rushby	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:f5a715e2f518	Meixia Liao	CANONICAL	artefacts/01_people.csv
person:leader:f5a715e2f518	Meixia Liao	PUBLICATION_NAME	doi:10.1186/s12955-026-02521-z
person:leader:f6aec8a6037d	Abdelghafour MARFAK	CANONICAL	artefacts/01_people.csv
person:leader:f6aec8a6037d	Abdelghafour Marfak	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:f6aec8a6037d	Abdelghafour Marfak	PUBLICATION_NAME	doi:10.1007/s11136-025-03930-1
person:leader:f7a23dbb0eb8	Sayem Ahmed	CANONICAL	artefacts/01_people.csv
person:leader:f7fda3adfcf0	Jiyoung Park	CANONICAL	artefacts/01_people.csv
person:leader:f832ce9d79bc	Jahangir Khan	CANONICAL	artefacts/01_people.csv
person:leader:fa2f4d6479ec	Mihretab Gebreslassie	CANONICAL	artefacts/01_people.csv
person:leader:fa3dd095d626	Pei Wang	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:fa3dd095d626	Pei Wang	PUBLICATION_NAME	doi:10.1002/ppul.71031
person:leader:fa3dd095d626	Pei Wang	PUBLICATION_NAME	doi:10.1007/s10198-021-01309-w
person:leader:fa3dd095d626	Pei Wang	PUBLICATION_NAME	doi:10.1007/s11136-025-03917-y
person:leader:fa3dd095d626	Pei Wang	PUBLICATION_NAME	doi:10.1007/s40273-022-01216-9
person:leader:fa3dd095d626	Pei Wang	PUBLICATION_NAME	doi:10.3389/fpsyg.2023.1175402
person:leader:fa3dd095d626	Pei wang	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:fa3dd095d626	pei wang	CANONICAL	artefacts/01_people.csv
person:leader:fa9a063b5705	Elena Olariu	CANONICAL	artefacts/01_people.csv
person:leader:fa9a063b5705	Elena Olariu	PUBLICATION_NAME	doi:10.1007/s10198-022-01481-7
person:leader:fa9a063b5705	Elena Olariu	PUBLICATION_NAME	doi:10.1186/s12955-023-02144-8
person:leader:fb586bce648f	Nyantara Wickramasekera	CANONICAL	artefacts/01_people.csv
person:leader:fbb9eb69f451	Titi Fitriana	CANONICAL	artefacts/01_people.csv
person:leader:fbb9eb69f451	Titi Sahidah Fitriana	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:fbb9eb69f451	Titi Sahidah Fitriana	PUBLICATION_NAME	doi:10.1007/s11136-016-1445-9
person:leader:fbb9eb69f451	Titi Sahidah Fitriana	PUBLICATION_NAME	doi:10.1007/s40273-017-0538-9
person:leader:fbb9eb69f451	Titi Sahidah Fitriana	PUBLICATION_NAME	doi:10.1007/s40273-022-01210-1
person:leader:fbb9eb69f451	Titi Sahidah Fitriana	PUBLICATION_NAME	doi:10.1186/s12889-018-5706-0
person:leader:fbb9eb69f451	Titi Sahidah Fitriana	PUBLICATION_NAME	doi:10.1186/s12955-021-01889-4
person:leader:fbb9eb69f451	Titi Sahidah Fitriana	PUBLICATION_NAME	doi:10.1186/s12955-022-01996-w
person:leader:fbb9eb69f451	Titi Sahidah Fitriana	PUBLICATION_NAME	doi:10.1371/journal.pone.0197098
person:leader:fc07b6540d1a	Michela Meregaglia	CANONICAL	artefacts/01_people.csv
person:leader:fc07b6540d1a	Michela Meregaglia	PUBLICATION_NAME	doi:10.1007/s40258-022-00772-7
person:leader:fc07b6540d1a	Michela Meregaglia	PUBLICATION_NAME	doi:10.1007/s41669-024-00486-7
person:leader:fcc3440e8385	Shankar Prinja	CANONICAL	artefacts/01_people.csv
person:leader:fd46e61b3734	Benedicte Lescrauwaet	CANONICAL	artefacts/01_people.csv
person:leader:fd46e61b3734	Bénédicte Lescrauwaet	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:fe53e5b0d472	Prudence Cheung	CANONICAL	artefacts/01_people.csv
person:leader:fe53e5b0d472	Prudence Wing Hang Cheung	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:fe69a449d6e0	Dr Norma Bulamu	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:fe69a449d6e0	Norma Bulamu	CANONICAL	artefacts/01_people.csv
person:leader:ff5ebc6fc226	SeungJin Bae	SOURCE_ALIAS	artefacts/01_people.csv
person:leader:ff5ebc6fc226	Seungjin Bae	CANONICAL	artefacts/01_people.csv
person:leader:ff8b4f185128	Darshini Govindasamy	CANONICAL	artefacts/01_people.csv
person:openalex:A5011128673	Shirley YW Liu	PUBLICATION_NAME	doi:10.1186/s12955-023-02177-z
person:openalex:A5011340679	Margareta Lindén-Boström	PUBLICATION_NAME	doi:10.1007/s11136-018-1985-2
person:openalex:A5012652576	Yu Cho Woo	PUBLICATION_NAME	doi:10.1186/s12955-023-02177-z
person:openalex:A5013588948	Shilana Yip	PUBLICATION_NAME	doi:10.3390/children10101604
person:openalex:A5013588948	Shilana Yip	PUBLICATION_NAME	doi:10.3390/children8080714
person:openalex:A5013644553	Katarzyna Graczyk	PUBLICATION_NAME	doi:10.1007/s40273-019-00811-7
person:openalex:A5014702512	Amal Boutib	PUBLICATION_NAME	doi:10.1007/s11136-025-03930-1
person:openalex:A5014870235	Rina Rahmatika	PUBLICATION_NAME	doi:10.1186/s12955-021-01889-4
person:openalex:A5018364694	Vicky He	PUBLICATION_NAME	doi:10.1007/s10198-025-01804-4
person:openalex:A5019640605	Sahar A Al Shabasy	PUBLICATION_NAME	doi:10.1007/s40273-021-01002-z
person:openalex:A5019640605	Sahar Al Shabasy	PUBLICATION_NAME	doi:10.1007/s40271-022-00572-0
person:openalex:A5019640605	Sahar Al Shabasy	PUBLICATION_NAME	doi:10.1007/s40273-021-01100-y
person:openalex:A5019640605	Sahar Al Shabasy	PUBLICATION_NAME	doi:10.1007/s40273-022-01208-9
person:openalex:A5019640605	Sahar Al Shabasy	PUBLICATION_NAME	doi:10.1136/bmjopen-2021-051727
person:openalex:A5031125763	Millie Gaydon	PUBLICATION_NAME	doi:10.1007/s11136-024-03875-x
person:openalex:A5032068645	Krista Brower	PUBLICATION_NAME	doi:10.1002/hsr2.70308
person:openalex:A5035696719	Irene Florentino-Fariñas	PUBLICATION_NAME	doi:10.1007/s11136-022-03143-w
person:openalex:A5040717022	Lisa Warner	PUBLICATION_NAME	doi:10.1186/s12955-023-02207-w
person:openalex:A5045399261	John N Yfantopolous	PUBLICATION_NAME	doi:10.1007/s11136-024-03754-5
person:openalex:A5045399261	John Yfantopolous	PUBLICATION_NAME	doi:10.3389/fepid.2023.1144162
person:openalex:A5046103327	Hubert Wong	PUBLICATION_NAME	doi:10.1097/mlr.0000000000002315
person:openalex:A5048456007	Xinyu Qian	PUBLICATION_NAME	doi:10.1007/s40273-019-00854-w
person:openalex:A5050491421	Abdu Mengesha	PUBLICATION_NAME	doi:10.1186/s12955-024-02305-3
person:openalex:A5053842557	Xingju Qi	PUBLICATION_NAME	doi:10.1136/bmjopen-2025-102509
person:openalex:A5054412185	D Bartholomew	PUBLICATION_NAME	doi:10.1038/s41433-023-02860-x
person:openalex:A5054515213	Mariska de Jongh	PUBLICATION_NAME	doi:10.1186/s12955-019-1139-4
person:openalex:A5058173329	Lena Cuthbertson	PUBLICATION_NAME	doi:10.1097/mlr.0000000000002315
person:openalex:A5058639972	Eileen Keogh	PUBLICATION_NAME	doi:10.1186/s12955-023-02207-w
person:openalex:A5061247569	Ma-Ann Zarsuelo	PUBLICATION_NAME	doi:10.1007/s11136-022-03143-w
person:openalex:A5062656907	Helen Leonard	PUBLICATION_NAME	doi:10.1007/s11136-026-04223-x
person:openalex:A5062956353	Kristy McGregor	PUBLICATION_NAME	doi:10.3390/children10101604
person:openalex:A5062956353	Kristy McGregor	PUBLICATION_NAME	doi:10.3390/children8080714
person:openalex:A5063917571	Gashaw Arega	PUBLICATION_NAME	doi:10.1186/s13643-025-03060-2
person:openalex:A5069067858	Anne Julienne Genuino-Marfori	PUBLICATION_NAME	doi:10.1007/s11136-022-03143-w
person:openalex:A5072165119	Wondemagegnhu Tigneh	PUBLICATION_NAME	doi:10.1186/s12955-024-02305-3
person:openalex:A5072547675	Bhash Naidoo	PUBLICATION_NAME	doi:10.1007/s10198-021-01306-z
person:openalex:A5073821926	Galina Opikova	PUBLICATION_NAME	doi:10.3389/ijph.2026.1608807
person:openalex:A5074077987	Jake Hitch	PUBLICATION_NAME	doi:10.1007/s40273-025-01545-5
person:openalex:A5077284198	Andrew Tuan Phuong Dao	PUBLICATION_NAME	doi:10.1007/s11136-025-03996-x
person:openalex:A5078510482	Anle Shen	PUBLICATION_NAME	doi:10.1007/s10198-021-01309-w
person:openalex:A5078510482	Anle Shen	PUBLICATION_NAME	doi:10.1007/s11136-025-03917-y
person:openalex:A5080215797	F Deomansingh	PUBLICATION_NAME	doi:10.1038/s41433-023-02860-x
person:openalex:A5086528283	Li Huang	PUBLICATION_NAME	doi:10.1007/s10198-025-01804-4
person:openalex:A5086528283	Li Huang	PUBLICATION_NAME	doi:10.1007/s40273-024-01355-1
person:openalex:A5087010532	V Maharaj	PUBLICATION_NAME	doi:10.1038/s41433-023-02860-x
person:openalex:A5087311184	Xueyun Zeng	PUBLICATION_NAME	doi:10.1186/s12955-023-02131-z
person:openalex:A5088417854	A. Rogier T. Donders	PUBLICATION_NAME	doi:10.1177/0272989x18765184
person:openalex:A5088417854	A. Rogier T. Donders	PUBLICATION_NAME	doi:10.1177/0272989x19841587
person:openalex:A5090671455	Anna-Katrine Sussex	PUBLICATION_NAME	doi:10.1007/s11136-024-03875-x
person:openalex:A5091194414	Alfons G. M. Olde Loohuis	PUBLICATION_NAME	doi:10.1007/s11136-021-03069-9
person:openalex:A5102432342	Wendy WL Chan	PUBLICATION_NAME	doi:10.1186/s12955-023-02177-z
person:openalex:A5102623414	Shakib Rahman	PUBLICATION_NAME	doi:10.1016/j.pecinn.2025.100421
person:openalex:A5102623414	Shakib Rahman	PUBLICATION_NAME	doi:10.1186/s12891-024-07304-5
person:openalex:A5104134946	Kathe Holmes	PUBLICATION_NAME	doi:10.1007/s11136-025-03996-x
person:openalex:A5108557660	Adele Berry	PUBLICATION_NAME	doi:10.1007/s11136-025-03996-x
person:openalex:A5108712913	Al‐Bakir Ali	PUBLICATION_NAME	doi:10.1002/hsr2.70308
person:openalex:A5109331936	Anna Melissa Guerrero	PUBLICATION_NAME	doi:10.1007/s11136-022-03143-w
person:openalex:A5109630235	Matrix MH Fung	PUBLICATION_NAME	doi:10.1186/s12955-023-02177-z
person:openalex:A5109778098	D Singh	PUBLICATION_NAME	doi:10.1038/s41433-023-02860-x
person:openalex:A5110068367	Churn-Shiouh Gau	PUBLICATION_NAME	doi:10.1371/journal.pone.0209344
person:openalex:A5110068367	Churn-Shiouh Gau	PUBLICATION_NAME	doi:10.1371/journal.pone.0305983
person:openalex:A5110255509	Mike Herdman	PUBLICATION_NAME	doi:10.1007/s10198-025-01804-4
person:openalex:A5111023994	Alex HY Suen	PUBLICATION_NAME	doi:10.1186/s12955-023-02177-z
person:openalex:A5111246879	Caique Melo Espirito Santo	PUBLICATION_NAME	doi:10.1007/s40273-024-01404-9
person:openalex:A5111788632	Rosemary Lovett	PUBLICATION_NAME	doi:10.1007/s10198-021-01306-z
person:openalex:A5111900822	Andrew Briggs	PUBLICATION_NAME	doi:10.1177/0272989x251380556
person:openalex:A5112406075	Chia-Ing Li	PUBLICATION_NAME	doi:10.1371/journal.pone.0209344
person:openalex:A5112406075	Chia-Ing Li	PUBLICATION_NAME	doi:10.1371/journal.pone.0305983
person:openalex:A5112728116	Pallavi Aytha Swathi	PUBLICATION_NAME	doi:10.1007/s40258-023-00798-5
person:openalex:A5112901636	Niklas Weber	PUBLICATION_NAME	doi:10.1007/s12311-023-01597-3
person:openalex:A5112901636	Niklas Weber	PUBLICATION_NAME	doi:10.1007/s12311-024-01657-2
person:openalex:A5113535557	Joke A M Hunfeld	PUBLICATION_NAME	doi:10.1007/s40273-017-0538-9
person:openalex:A5113535557	Joke A M Hunfeld	PUBLICATION_NAME	doi:10.1186/s12889-018-5706-0
person:openalex:A5113535557	Joke A M Hunfeld	PUBLICATION_NAME	doi:10.1371/journal.pone.0200966
person:openalex:A5113535557	Joke A. M. Hunfeld	PUBLICATION_NAME	doi:10.1007/s11136-016-1445-9
person:openalex:A5113535557	Joke A. M. Hunfeld	PUBLICATION_NAME	doi:10.1371/journal.pone.0197098
person:openalex:A5114202758	Yue Sun	PUBLICATION_NAME	doi:10.1007/s11136-025-03917-y
person:openalex:A5114345756	Laura Lüdtke	PUBLICATION_NAME	doi:10.1007/s11136-026-04226-8
person:openalex:A5117455132	Johann Saavaste	PUBLICATION_NAME	doi:10.3389/ijph.2026.1608807
person:openalex:A5117715736	Elena J Zhou	PUBLICATION_NAME	doi:10.3390/curroncol32060308
person:openalex:A5117785012	Kirsten Pini	PUBLICATION_NAME	doi:10.1007/s11136-025-03996-x
person:openalex:A5117785013	Einat Martonovich-Lantsberg	PUBLICATION_NAME	doi:10.1007/s11136-025-03996-x
person:openalex:A5118390306	Bai Guannan	PUBLICATION_NAME	doi:10.1136/bmjopen-2025-102509
person:openalex:A5119599136	Bradley Sugden	PUBLICATION_NAME	doi:10.1007/s10198-025-01812-4
person:openalex:A5122353169	S. Schieskow	PUBLICATION_NAME	doi:10.1007/s11136-025-04150-3
person:openalex:A5122380022	E. Bidgood	PUBLICATION_NAME	doi:10.1007/s11136-025-04150-3
person:openalex:A5122382176	J. Jelsma	PUBLICATION_NAME	doi:10.1007/s11136-025-04150-3
person:openalex:A5122911844	Bastiaan Rutjens	PUBLICATION_NAME	doi:10.1007/s11136-025-04145-0
person:openalex:A5123867361	Andrew JO Whitehouse	PUBLICATION_NAME	doi:10.1007/s11136-026-04223-x
person:openalex:A5124253158	Peter Jacoby	PUBLICATION_NAME	doi:10.1007/s11136-026-04223-x
person:openalex:A5125700763	Fatma S. E. Ebeid	PUBLICATION_NAME	doi:10.1186/s41687-025-00985-z
person:openalex:A5125757955	Manar G. Elgaar	PUBLICATION_NAME	doi:10.1186/s41687-025-00985-z
person:openalex:A5129360275	Jianjun Xiang	PUBLICATION_NAME	doi:10.1186/s12955-026-02521-z
person:openalex:A5130219809	Rick Sawatzky	PUBLICATION_NAME	doi:10.1097/mlr.0000000000002315
person:openalex:A5132638343	M F Bas Janssen	PUBLICATION_NAME	doi:10.1007/s11136-026-04226-8
person:openalex:A5132638343	M F Bas Janssen	PUBLICATION_NAME	doi:10.1007/s11136-026-04285-x
person:openalex:A5132705166	Margo Bryan	PUBLICATION_NAME	doi:10.1007/s11136-026-04230-y
person:openalex:A5138142464	Joëlle Eijkens	PUBLICATION_NAME	doi:10.1007/s11136-026-04285-x
person:orcid:0000-0001-5091-3180	Hari Setyowibowo	PUBLICATION_NAME	doi:10.1007/s11136-025-03925-y
person:orcid:0000-0001-5091-3180	Hari Setyowibowo	PUBLICATION_NAME	doi:10.1186/s12955-024-02303-5
person:orcid:0000-0001-5091-3180	Hari Setyowibowo	PUBLICATION_NAME	doi:10.1371/journal.pone.0200966
person:orcid:0000-0001-5099-3483	Zhi Min Ng	PUBLICATION_NAME	doi:10.1186/s12955-024-02290-7
person:orcid:0000-0001-5126-9104	Sawitri S Sadarjoen	PUBLICATION_NAME	doi:10.1186/s12889-018-5706-0
person:orcid:0000-0001-5126-9104	Sawitri S Sadarjoen	PUBLICATION_NAME	doi:10.1371/journal.pone.0200966
person:orcid:0000-0001-5126-9104	Sawitri S. Sadarjoen	PUBLICATION_NAME	doi:10.1007/s11136-016-1445-9
person:orcid:0000-0001-5126-9104	Sawitri S. Sadarjoen	PUBLICATION_NAME	doi:10.1371/journal.pone.0197098
person:orcid:0000-0001-5126-9104	Sawitri Supardi Sadarjoen	PUBLICATION_NAME	doi:10.1007/s40273-017-0538-9
person:orcid:0000-0001-5193-918x	B. M. Morrow	PUBLICATION_NAME	doi:10.1007/s11136-025-04150-3
person:orcid:0000-0001-5307-0692	Kelly Muzyczka	PUBLICATION_NAME	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0001-5374-5100	Marcianna Nosek	PUBLICATION_NAME	doi:10.1007/s40258-023-00798-5
person:orcid:0000-0001-5396-0265	Sebastian King	PUBLICATION_NAME	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0001-5416-042x	Robbin H. Ophuis	PUBLICATION_NAME	doi:10.1007/s11136-019-02156-2
person:orcid:0000-0001-5430-9810	Marit Sijbrandij	PUBLICATION_NAME	doi:10.1371/journal.pone.0200966
person:orcid:0000-0001-5541-5930	Shreya Chatterjee	PUBLICATION_NAME	doi:10.3390/curroncol32060308
person:orcid:0000-0001-5559-2574	Yanming Lu	PUBLICATION_NAME	doi:10.1002/ppul.71031
person:orcid:0000-0001-5559-2574	Yanming Lu	PUBLICATION_NAME	doi:10.1007/s40273-025-01473-4
person:orcid:0000-0001-5823-7375	M. E. van Baar	PUBLICATION_NAME	doi:10.1186/s12955-020-01394-0
person:orcid:0000-0001-5913-0297	Kaushalendra Kumar	PUBLICATION_NAME	doi:10.1136/bmjopen-2023-080985
person:orcid:0000-0001-6121-5409	Tim Luckett	PUBLICATION_NAME	doi:10.1007/s11136-026-04230-y
person:orcid:0000-0001-6159-2482	Janel Hanmer	PUBLICATION_NAME	doi:10.1007/s40273-021-01109-3
person:orcid:0000-0001-6174-5442	Thomas Klockgether	PUBLICATION_NAME	doi:10.1007/s12311-023-01597-3
person:orcid:0000-0001-6174-5442	Thomas Klockgether	PUBLICATION_NAME	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0001-6241-0249	Krystallia Pantiri	PUBLICATION_NAME	doi:10.1007/s10198-018-0993-z
person:orcid:0000-0001-6404-1117	Kath Feely	PUBLICATION_NAME	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0001-6489-171x	Raluca Caplescu	PUBLICATION_NAME	doi:10.1007/s10198-022-01481-7
person:orcid:0000-0001-6489-171x	Raluca Caplescu	PUBLICATION_NAME	doi:10.1186/s12955-023-02144-8
person:orcid:0000-0001-6534-1242	Ola Rolfson	PUBLICATION_NAME	doi:10.1007/s11136-018-1985-2
person:orcid:0000-0001-6534-1242	Ola Rolfson	PUBLICATION_NAME	doi:10.1136/bmjopen-2020-048176
person:orcid:0000-0001-6534-1242	Ola Rolfson	PUBLICATION_NAME	doi:10.1186/s12955-023-02115-z
person:orcid:0000-0001-6534-1242	Ola Rolfson	PUBLICATION_NAME	doi:10.2196/27669
person:orcid:0000-0001-6610-3369	Kimberley A Lewis	PUBLICATION_NAME	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6638-421x	Admassu N. Lamu	PUBLICATION_NAME	doi:10.1007/s11136-026-04294-w
person:orcid:0000-0001-6660-5246	Jen-Yu Chang	PUBLICATION_NAME	doi:10.1371/journal.pone.0209344
person:orcid:0000-0001-6660-5246	Jen-Yu Chang	PUBLICATION_NAME	doi:10.1371/journal.pone.0305983
person:orcid:0000-0001-6699-6072	Riski Muhaimin	PUBLICATION_NAME	doi:10.1186/s12955-021-01889-4
person:orcid:0000-0001-6712-5535	Julian Thumboo	PUBLICATION_NAME	doi:10.1007/s40273-025-01519-7
person:orcid:0000-0001-6780-0019	Dennis Revicki	PUBLICATION_NAME	doi:10.1007/s40273-015-0292-9
person:orcid:0000-0001-6783-0023	Luiz Flavio Andrade	PUBLICATION_NAME	doi:10.1007/s40273-019-00876-4
person:orcid:0000-0001-6962-0564	Vu Quynh Mai	PUBLICATION_NAME	doi:10.1007/s11136-020-02469-7
person:orcid:0000-0001-6962-0564	Vu Quynh Mai	PUBLICATION_NAME	doi:10.1007/s11136-021-03075-x
person:orcid:0000-0001-6983-0166	Misel Trajanovska	PUBLICATION_NAME	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0001-7058-5102	Jashvant Poeran	PUBLICATION_NAME	doi:10.1213/ane.0000000000007107
person:orcid:0000-0001-7147-2222	Kali Barrett	PUBLICATION_NAME	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-7161-6767	M Mercédesz Angyal	PUBLICATION_NAME	doi:10.1007/s10198-024-01719-6
person:orcid:0000-0001-7335-4852	Valeriia Sokolova	PUBLICATION_NAME	doi:10.1007/s40273-025-01509-9
person:orcid:0000-0001-7458-6460	Surrey Walton	PUBLICATION_NAME	doi:10.1007/s11136-020-02712-1
person:orcid:0000-0001-7470-528x	Chien-Ning Hsu	PUBLICATION_NAME	doi:10.1371/journal.pone.0209344
person:orcid:0000-0001-7470-528x	Chien-Ning Hsu	PUBLICATION_NAME	doi:10.1371/journal.pone.0305983
person:orcid:0000-0001-7472-2039	Victoria Gale	PUBLICATION_NAME	doi:10.1007/s40273-025-01550-8
person:orcid:0000-0001-7536-8481	Cindy LK Lam	PUBLICATION_NAME	doi:10.1186/s12955-023-02177-z
person:orcid:0000-0001-7548-1775	Emily Stella Scott	PUBLICATION_NAME	doi:10.1007/s11136-024-03754-5
person:orcid:0000-0001-7548-1775	Emily Stella Scott	PUBLICATION_NAME	doi:10.3389/fepid.2023.1144162
person:orcid:0000-0001-7644-8088	Jeehee Pyo	PUBLICATION_NAME	doi:10.3961/jpmph.22.151
person:orcid:0000-0001-7928-1260	Mingxia Jing	PUBLICATION_NAME	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0001-8076-9626	Waleed Alhazzani	PUBLICATION_NAME	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-8144-6220	Shunping Li	PUBLICATION_NAME	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0001-8574-8429	Luke Vale	PUBLICATION_NAME	doi:10.1007/s10198-022-01481-7
person:orcid:0000-0001-8574-8429	Luke Vale	PUBLICATION_NAME	doi:10.1186/s12955-023-02144-8
person:orcid:0000-0001-8685-3212	Lisa Lix	PUBLICATION_NAME	doi:10.1097/mlr.0000000000002315
person:orcid:0000-0001-8771-6578	Bo Ding	PUBLICATION_NAME	doi:10.1007/s40273-025-01473-4
person:orcid:0000-0001-8778-5055	Anabel Estévez-Carrillo	PUBLICATION_NAME	doi:10.1007/s40271-022-00573-z
