publication_id	author_order	source_person_id	resolved_person_id	source_name	source_orcid	openalex_id	openalex_name	openalex_orcid	resolution_method	resolution_status	note
doi:10.1186/s12955-021-01858-x	3	author:doi:10.1186/s12955-021-01858-x:3	person:eqmember:17960	Oliver Rivero-Arias		A5014510851	Oliver Rivero‐Arias	0000-0003-2233-6544	CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1186/s12955-021-01858-x	4	author:doi:10.1186/s12955-021-01858-x:4	person:eqmember:17790	Aki Tsuchiya		A5015417862	Aki Tsuchiya	0000-0003-4245-5399	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-021-01858-x	5	author:doi:10.1186/s12955-021-01858-x:5	person:eqmember:17885	John E Brazier		A5007276743	John Brazier	0000-0001-8645-4780	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-021-01889-4	1	orcid:0000-0001-5062-6886	person:leader:fbb9eb69f451	Titi Sahidah Fitriana	0000-0001-5062-6886	A5049547434	Titi Sahidah Fitriana	0000-0001-5062-6886	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-021-01889-4	2	author:doi:10.1186/s12955-021-01889-4:2	person:eqmember:17855	Fredrick Dermawan Purba		A5059806422	Fredrick Dermawan Purba	0000-0002-7336-3043	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-021-01889-4	3	author:doi:10.1186/s12955-021-01889-4:3	person:openalex:A5014870235	Rina Rahmatika		A5014870235	Rina Rahmatika		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-021-01889-4	4	author:doi:10.1186/s12955-021-01889-4:4	person:orcid:0000-0001-6699-6072	Riski Muhaimin		A5108017545	Riski Muhaimin	0000-0001-6699-6072	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-021-01889-4	5	author:doi:10.1186/s12955-021-01889-4:5	person:orcid:0000-0002-9062-9624	Nur Melani Sari		A5034380977	Nur Melani Sari	0000-0002-9062-9624	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-021-01889-4	6	author:doi:10.1186/s12955-021-01889-4:6	person:eqmember:17861	Gouke Bonsel		A5047977076	Gouke J. Bonsel	0000-0002-8364-1086	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-021-01889-4	7	author:doi:10.1186/s12955-021-01889-4:7	person:eqmember:17837	Elly Stolk		A5033903811	Elly Stolk	0000-0001-5968-0416	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-021-01889-4	8	author:doi:10.1186/s12955-021-01889-4:8	person:eqmember:17875	Jan J. V. Busschbach		A5020122364	Jan J.V. Busschbach	0000-0002-8602-0381	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-01989-9	1	author:doi:10.1186/s12955-022-01989-9:1	person:leader:9f2c2404b4d6	Suzana Karim		A5003389681	Suzana Karim	0000-0002-3370-1554	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-01989-9	2	author:doi:10.1186/s12955-022-01989-9:2	person:eqmember:19813	Benjamin M Craig		A5029949490	Benjamin M. Craig	0000-0003-1121-1316	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-01989-9	3	author:doi:10.1186/s12955-022-01989-9:3	person:orcid:0000-0002-4875-5379	Catharina G M Groothuis-Oudshoorn		A5044375482	Karin Groothuis‐Oudshoorn	0000-0002-4875-5379	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-022-01996-w	1	author:doi:10.1186/s12955-022-01996-w:1	person:leader:fbb9eb69f451	Titi Sahidah Fitriana		A5049547434	Titi Sahidah Fitriana	0000-0001-5062-6886	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-01996-w	2	author:doi:10.1186/s12955-022-01996-w:2	person:eqmember:17855	Fredrick Dermawan Purba		A5059806422	Fredrick Dermawan Purba	0000-0002-7336-3043	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-01996-w	3	author:doi:10.1186/s12955-022-01996-w:3	person:eqmember:17837	Elly Stolk		A5033903811	Elly Stolk	0000-0001-5968-0416	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-01996-w	4	author:doi:10.1186/s12955-022-01996-w:4	person:eqmember:17875	Jan J. V. Busschbach		A5020122364	Jan J.V. Busschbach	0000-0002-8602-0381	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-02031-8	1	orcid:0000-0003-1737-2989	person:eqmember:17980	Ruixuan Jiang	0000-0003-1737-2989	A5049026946	Ruixuan Jiang	0000-0003-1737-2989	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-02031-8	2	author:doi:10.1186/s12955-022-02031-8:2	person:eqmember:17897	Kim Rand			Kim Rand		CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1186/s12955-022-02031-8	3	author:doi:10.1186/s12955-022-02031-8:3	person:eqmember:19030	Maja Kuharic		A5007210675	Maja Kuharić	0000-0003-3696-9086	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-02031-8	4	author:doi:10.1186/s12955-022-02031-8:4	person:eqmember:17988	A. Simon Pickard		A5058888906	A. Simon Pickard	0000-0001-5645-7091	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-02083-w	1	orcid:0000-0001-5948-3025	person:eqmember:17996	Sun Sun	0000-0001-5948-3025	A5081188742	Sun Sun	0000-0001-5948-3025	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-02083-w	2	orcid:0000-0001-8043-0411	person:eqmember:17913	Ling-Hsiang Chuang	0000-0001-8043-0411	A5057802030	Ling‐Hsiang Chuang		CANONICAL_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-022-02083-w	3	orcid:0000-0002-3975-4868	person:leader:ba7c286781f3	Klas-Göran Sahlén	0000-0002-3975-4868	A5069574274	Klas-Göran Sahlèn	0000-0002-3975-4868	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-022-02083-w	4	orcid:0000-0002-1633-2179	person:orcid:0000-0002-1633-2179	Lars Lindholm	0000-0002-1633-2179	A5019500608	Lars Lindholm	0000-0002-1633-2179	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-022-02083-w	5	orcid:0000-0002-0457-2175	person:orcid:0000-0002-0457-2175	Fredrik Norström	0000-0002-0457-2175	A5069767747	Fredrik Norström	0000-0002-0457-2175	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02115-z	1	author:doi:10.1186/s12955-023-02115-z:1	person:orcid:0000-0002-6182-499x	Fitsum Sebsibe Teni		A5087900341	Fitsum Sebsibe Teni	0000-0002-6182-499x	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02115-z	2	author:doi:10.1186/s12955-023-02115-z:2	person:leader:5b6527858de5	Kristina Burström		A5005862614	Kristina Burström	0000-0001-9996-4317	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02115-z	3	author:doi:10.1186/s12955-023-02115-z:3	person:eqmember:17946	Nancy Devlin		A5103206776	Nancy Devlin	0000-0002-1561-5361	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02115-z	4	author:doi:10.1186/s12955-023-02115-z:4	person:eqmember:17823	David Parkin		A5081956728	David Parkin	0000-0002-9990-8208	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02115-z	5	author:doi:10.1186/s12955-023-02115-z:5	person:orcid:0000-0001-6534-1242	Ola Rolfson		A5044372933	Ola Rolfson	0000-0001-6534-1242	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02115-z	6	author:doi:10.1186/s12955-023-02115-z:6	group:swedish-quality-register-study-group	The Swedish Quality Register (SWEQR) Study Group			The Swedish Quality Register (SWEQR) Study Group		COLLECTIVE_AUTHOR	ACCEPTED	
doi:10.1186/s12955-023-02131-z	1	author:doi:10.1186/s12955-023-02131-z:1	person:eqmember:18019	Zhihao Yang		A5028809099	Zhihao Yang	0000-0001-5468-0847	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02131-z	2	author:doi:10.1186/s12955-023-02131-z:2	person:openalex:A5087311184	Xueyun Zeng		A5087311184	Xueyun Zeng		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-023-02131-z	3	author:doi:10.1186/s12955-023-02131-z:3	person:orcid:0000-0003-2798-4735	Weidong Huang		A5083535676	Weidong Huang	0000-0003-2798-4735	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02131-z	4	author:doi:10.1186/s12955-023-02131-z:4	person:orcid:0000-0003-4871-1840	Qingqing Chai		A5073921106	Qingqing Chai	0000-0003-4871-1840	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02131-z	5	author:doi:10.1186/s12955-023-02131-z:5	person:orcid:0009-0004-5019-9094	Angela Zhao		A5060516605	Angela Zhao	0009-0004-5019-9094	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02131-z	6	author:doi:10.1186/s12955-023-02131-z:6	person:eqmember:17913	Ling-Hsiang Chuang		A5057802030	Ling‐Hsiang Chuang		CANONICAL_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-023-02131-z	7	author:doi:10.1186/s12955-023-02131-z:7	person:orcid:0000-0002-4867-929x	Bin Wu		A5101514432	Bin Wu	0000-0002-4867-929x	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02131-z	8	author:doi:10.1186/s12955-023-02131-z:8	person:eqmember:17944	Nan Luo		A5064398143	Nan Luo	0000-0001-7980-6979	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02144-8	1	orcid:0000-0002-8718-5516	person:leader:fa9a063b5705	Elena Olariu	0000-0002-8718-5516	A5018887750	Elena Olariu	0000-0002-8718-5516	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02144-8	2	orcid:0000-0001-6489-171x	person:orcid:0000-0001-6489-171x	Raluca Caplescu	0000-0001-6489-171x	A5054647242	Raluca Căplescu	0000-0001-6489-171x	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02144-8	3	orcid:0000-0001-8574-8429	person:orcid:0000-0001-8574-8429	Luke Vale	0000-0001-8574-8429	A5000940073	Luke Vale	0000-0001-8574-8429	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02144-8	4	orcid:0000-0003-2902-1641	person:orcid:0000-0003-2902-1641	Ileana Gabriela Niculescu-Aron	0000-0003-2902-1641	A5086290664	Ileana Gabriela Niculescu-Aron	0000-0003-2902-1641	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02144-8	5	orcid:0000-0002-9891-8279	person:orcid:0000-0002-9891-8279	Yemi Oluboyede	0000-0002-9891-8279	A5056957640	Yemi Oluboyede	0000-0002-9891-8279	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02144-8	6	orcid:0000-0002-0702-1715	person:orcid:0000-0002-0702-1715	Marian Sorin Paveliu	0000-0002-0702-1715	A5077743133	Marian Sorin Paveliu	0000-0002-0702-1715	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	1	author:doi:10.1186/s12955-023-02177-z:1	person:orcid:0000-0002-2592-8310	Xiaodong Liu		A5100374778	Xiaodong Liu	0000-0002-2592-8310	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	2	author:doi:10.1186/s12955-023-02177-z:2	person:openalex:A5102432342	Wendy WL Chan		A5102432342	Wendy WL Chan		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	3	author:doi:10.1186/s12955-023-02177-z:3	person:orcid:0000-0003-4196-8686	Eric HM Tang		A5048766394	Eric Ho Man Tang	0000-0003-4196-8686	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	4	author:doi:10.1186/s12955-023-02177-z:4	person:openalex:A5111023994	Alex HY Suen		A5111023994	Alex HY Suen		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	5	author:doi:10.1186/s12955-023-02177-z:5	person:openalex:A5109630235	Matrix MH Fung		A5109630235	Matrix MH Fung		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	6	author:doi:10.1186/s12955-023-02177-z:6	person:openalex:A5012652576	Yu Cho Woo		A5012652576	Yu Cho Woo		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	7	author:doi:10.1186/s12955-023-02177-z:7	person:openalex:A5011128673	Shirley YW Liu		A5011128673	Shirley Y.W. Liu		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	8	author:doi:10.1186/s12955-023-02177-z:8	person:orcid:0000-0001-7536-8481	Cindy LK Lam		A5015626145	Cindy Lo Kuen Lam	0000-0001-7536-8481	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	9	author:doi:10.1186/s12955-023-02177-z:9	person:eqmember:17944	Nan Luo		A5064398143	Nan Luo	0000-0001-7980-6979	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	10	author:doi:10.1186/s12955-023-02177-z:10	person:eqmember:17811	Carlos KH Wong		A5041610413	Carlos King Ho Wong	0000-0002-6895-6071	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02177-z	11	author:doi:10.1186/s12955-023-02177-z:11	person:orcid:0000-0002-9362-0086	Brian HH Lang		A5065860606	Brian Hung‐Hin Lang	0000-0002-9362-0086	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02207-w	1	author:doi:10.1186/s12955-023-02207-w:1	person:orcid:0000-0002-7142-3364	Hilary Short		A5022113389	Hilary Short	0000-0002-7142-3364	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02207-w	2	author:doi:10.1186/s12955-023-02207-w:2	person:eqmember:17847	Fatima Al Sayah		A5026033494	Fatima Al Sayah	0000-0003-3891-5452	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02207-w	3	author:doi:10.1186/s12955-023-02207-w:3	person:orcid:0000-0003-2802-2810	Katie Churchill		A5026943664	Katie Churchill	0000-0003-2802-2810	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02207-w	4	author:doi:10.1186/s12955-023-02207-w:4	person:openalex:A5058639972	Eileen Keogh		A5058639972	Eileen Keogh		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-023-02207-w	5	author:doi:10.1186/s12955-023-02207-w:5	person:openalex:A5040717022	Lisa Warner		A5040717022	Lisa Warner		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-023-02207-w	6	author:doi:10.1186/s12955-023-02207-w:6	person:eqmember:17795	Arto Ohinmaa		A5087246819	Arto Öhinmaa	0000-0002-7094-1573	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-023-02207-w	7	author:doi:10.1186/s12955-023-02207-w:7	person:eqmember:17879	Jeffrey A Johnson		A5067514299	Jeffrey Johnson	0000-0001-8290-2857	CANONICAL_NAME_AND_LINKED_PROJECT	ACCEPTED	
doi:10.1186/s12955-024-02266-7	1	author:doi:10.1186/s12955-024-02266-7:1	person:eqmember:17867	Henry Bailey		A5090969739	Henry Bailey	0000-0002-4479-9948	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02266-7	2	author:doi:10.1186/s12955-024-02266-7:2	person:eqmember:17920	Marcel F Jonker		A5063358434	Marcel F. Jonker	0000-0001-8433-1402	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02266-7	3	author:doi:10.1186/s12955-024-02266-7:3	person:eqmember:17835	Eleanor Pullenayegum		A5029465719	Eleanor Pullenayegum	0000-0003-4265-1330	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02266-7	4	author:doi:10.1186/s12955-024-02266-7:4	person:eqmember:17845	Fanni Rencz		A5024021740	Fanni Rencz	0000-0001-9674-620x	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02266-7	5	author:doi:10.1186/s12955-024-02266-7:5	person:eqmember:17805	Bram Roudijk		A5028508726	Bram Roudijk	0000-0001-5000-0875	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02271-w	1	author:doi:10.1186/s12955-024-02271-w:1	person:leader:6fe4e81455db	Maksat Jumamyradov		A5067862987	Maksat Jumamyradov	0009-0008-0180-7224	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02271-w	2	author:doi:10.1186/s12955-024-02271-w:2	person:eqmember:19813	Benjamin M. Craig		A5029949490	Benjamin M. Craig	0000-0003-1121-1316	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02271-w	3	author:doi:10.1186/s12955-024-02271-w:3	person:eqmember:17934	Michał Jakubczyk		A5015781187	Michał Jakubczyk	0000-0002-0006-6769	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02290-7	1	author:doi:10.1186/s12955-024-02290-7:1	person:eqmember:18648	Rachel Lee-Yin Tan		A5047279366	Rachel Lee-Yin Tan	0000-0002-4610-1195	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02290-7	2	author:doi:10.1186/s12955-024-02290-7:2	person:orcid:0000-0001-5099-3483	Zhi Min Ng		A5005876438	Zhi Min Ng	0000-0001-5099-3483	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02290-7	3	author:doi:10.1186/s12955-024-02290-7:3	person:orcid:0000-0001-9937-4149	Le Ann Chen		A5003942201	Le Ann Chen	0000-0001-9937-4149	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02290-7	4	author:doi:10.1186/s12955-024-02290-7:4	person:eqmember:17930	Michael Herdman		A5107835766	Michael Herdman		CANONICAL_PROPAGATED_EXACT_NAME	ACCEPTED	exact name recurs after source-confirmed canonical linkage
doi:10.1186/s12955-024-02290-7	5	author:doi:10.1186/s12955-024-02290-7:5	person:eqmember:17944	Nan Luo		A5064398143	Nan Luo	0000-0001-7980-6979	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02303-5	1	author:doi:10.1186/s12955-024-02303-5:1	person:leader:606823d7ed51	Stevanus Pangestu		A5033743427	Stevanus Pangestu	0000-0003-2546-9449	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02303-5	2	author:doi:10.1186/s12955-024-02303-5:2	person:eqmember:17855	Fredrick Dermawan Purba		A5059806422	Fredrick Dermawan Purba	0000-0002-7336-3043	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02303-5	3	author:doi:10.1186/s12955-024-02303-5:3	person:orcid:0000-0001-5091-3180	Hari Setyowibowo		A5046364454	Hari Setyowibowo	0000-0001-5091-3180	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02303-5	4	author:doi:10.1186/s12955-024-02303-5:4	person:eqmember:17819	Clara Mukuria		A5043083823	Clara Mukuria	0000-0003-4318-1481	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02303-5	5	author:doi:10.1186/s12955-024-02303-5:5	person:eqmember:17845	Fanni Rencz		A5024021740	Fanni Rencz	0000-0001-9674-620x	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02305-3	1	author:doi:10.1186/s12955-024-02305-3:1	person:leader:5fdc94f27d8c	Girma Tekle Gebremariam		A5008650274	Girma Tekle Gebremariam	0000-0002-2747-7955	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02305-3	2	author:doi:10.1186/s12955-024-02305-3:2	person:orcid:0000-0002-2485-505x	Gebremedhin Beedemariam Gebretekle		A5040701844	Gebremedhin Beedemariam Gebretekle	0000-0002-2485-505x	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02305-3	3	author:doi:10.1186/s12955-024-02305-3:3	person:openalex:A5072165119	Wondemagegnhu Tigneh		A5072165119	Wondemagegnhu Tigneh		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-024-02305-3	4	author:doi:10.1186/s12955-024-02305-3:4	person:orcid:0000-0002-3614-2401	Biruck Gashawbeza		A5057552039	Biruck Gashawbeza	0000-0002-3614-2401	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02305-3	5	author:doi:10.1186/s12955-024-02305-3:5	person:author:doi:10.1186/s12955-024-02305-3:5	Alemu Belayneh			Alemu Belayneh		PUBLICATION_LOCAL	UNRESOLVED	
doi:10.1186/s12955-024-02305-3	6	author:doi:10.1186/s12955-024-02305-3:6	person:openalex:A5050491421	Abdu Mengesha		A5050491421	Abdu Mengesha		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-024-02305-3	7	author:doi:10.1186/s12955-024-02305-3:7	person:eqmember:17787	Abraham G Welie		A5061701004	Abraham Gebregziabiher Welie	0000-0003-4661-7287	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02305-3	8	author:doi:10.1186/s12955-024-02305-3:8	person:orcid:0000-0002-3581-6451	Eskinder Eshetu Ali		A5019890398	Eskinder Eshetu Ali	0000-0002-3581-6451	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02323-1	1	author:doi:10.1186/s12955-024-02323-1:1	person:eqmember:17867	Henry Bailey		A5090969739	Henry Bailey	0000-0002-4479-9948	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02323-1	2	author:doi:10.1186/s12955-024-02323-1:2	person:eqmember:17920	Marcel F Jonker		A5063358434	Marcel F. Jonker	0000-0001-8433-1402	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02323-1	3	author:doi:10.1186/s12955-024-02323-1:3	person:eqmember:17835	Eleanor Pullenayegum		A5029465719	Eleanor Pullenayegum	0000-0003-4265-1330	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02323-1	4	author:doi:10.1186/s12955-024-02323-1:4	person:eqmember:17845	Fanni Rencz		A5024021740	Fanni Rencz	0000-0001-9674-620x	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-024-02323-1	5	author:doi:10.1186/s12955-024-02323-1:5	person:eqmember:17805	Bram Roudijk		A5028508726	Bram Roudijk	0000-0001-5000-0875	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-025-02397-5	1	author:doi:10.1186/s12955-025-02397-5:1	person:leader:da1bac7dcc2d	Madeeha Malik		A5053689562	Madeeha Malik	0000-0001-5824-9405	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-025-02397-5	2	author:doi:10.1186/s12955-025-02397-5:2	person:orcid:0000-0002-5473-1592	Azhar Hussain		A5101501282	Azhar Hussain	0000-0002-5473-1592	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-025-02397-5	3	author:doi:10.1186/s12955-025-02397-5:3	person:eqmember:17855	Fredrick Dermawan Purba		A5059806422	Fredrick Dermawan Purba	0000-0002-7336-3043	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-025-02397-5	4	author:doi:10.1186/s12955-025-02397-5:4	person:eqmember:17956	Ning Yan Gu		A5063972558	Ning Yan Gu	0000-0002-1250-7605	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-025-02421-8	1	author:doi:10.1186/s12955-025-02421-8:1	person:leader:7fbd807010a1	Kidu Gidey		A5040157120	Kidu Gidey	0000-0002-7363-1327	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-025-02421-8	2	author:doi:10.1186/s12955-025-02421-8:2	person:leader:708432e727df	Yirga Legesse Niriayo		A5025678242	Yirga Legesse Niriayo	0000-0002-6943-753x	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-025-02421-8	3	author:doi:10.1186/s12955-025-02421-8:3	person:orcid:0000-0003-0804-3307	Solomon Weldegebreal Asgedom		A5078486897	Solomon Weldegebreal Asgedom	0000-0003-0804-3307	AUTHOR_ORCID	ACCEPTED	
doi:10.1186/s12955-025-02421-8	4	author:doi:10.1186/s12955-025-02421-8:4	person:eqmember:17839	Erica Lubetkin		A5037314317	Erica I. Lubetkin	0000-0001-9962-7775	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-026-02478-z	1	orcid:0000-0002-4486-8632	person:leader:b74a5997703c	Maresa Buchholz	0000-0002-4486-8632	A5124110567	Maresa Buchholz		CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1186/s12955-026-02478-z	2	author:doi:10.1186/s12955-026-02478-z:2	person:eqmember:17911	Lidia Engel		A5039737173	Lidia Engel	0000-0002-7959-3149	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-026-02478-z	3	author:doi:10.1186/s12955-026-02478-z:3	person:eqmember:17851	Feng Xie		A5124054846	Feng Xie		CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1186/s12955-026-02478-z	4	author:doi:10.1186/s12955-026-02478-z:4	person:eqmember:17803	Bernhard Michalowsky		A5076720276	B Michalowsky		CANONICAL_NAME_AND_LINKED_PROJECT	ACCEPTED	
doi:10.1186/s12955-026-02521-z	1	author:doi:10.1186/s12955-026-02521-z:1	person:leader:f5a715e2f518	Meixia Liao		A5079423723	Meixia Liao	0000-0001-7859-3684	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-026-02521-z	2	author:doi:10.1186/s12955-026-02521-z:2	person:eqmember:17845	Fanni Rencz		A5024021740	Fanni Rencz	0000-0001-9674-620x	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s12955-026-02521-z	3	author:doi:10.1186/s12955-026-02521-z:3	person:eqmember:18019	Zhihao Yang		A5051597671	Zhihao Yang	0000-0001-6186-2024	CANONICAL_NAME_AND_AFFILIATION	ACCEPTED	
doi:10.1186/s12955-026-02521-z	4	author:doi:10.1186/s12955-026-02521-z:4	person:openalex:A5129360275	Jianjun Xiang		A5129360275	Jianjun Xiang		AUTHOR_OPENALEX_ID	ACCEPTED	
doi:10.1186/s12955-026-02521-z	5	author:doi:10.1186/s12955-026-02521-z:5	person:eqmember:17944	Nan Luo		A5133014501	Nan Luo		CANONICAL_NAME_AND_LINKED_PROJECT	ACCEPTED	
doi:10.1186/s13561-022-00374-y	1	orcid:0000-0002-2576-9110	person:eqmember:17958	Ole Marten	0000-0002-2576-9110	A5033160244	Ole Marten	0000-0002-2576-9110	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s13561-022-00374-y	2	orcid:0000-0001-9552-6969	person:eqmember:18010	Wolfgang Greiner	0000-0001-9552-6969	A5001823062	Wolfgang Greiner	0000-0001-9552-6969	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s13643-025-03060-2	1	author:doi:10.1186/s13643-025-03060-2:1	person:leader:6cc4c9299d70	Goitom Molalign Takele		A5009462612	Goitom Molalign Takele	0000-0002-9344-3390	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s13643-025-03060-2	2	author:doi:10.1186/s13643-025-03060-2:2	person:eqmember:18004	Trudy Sullivan		A5022698267	Trudy Sullivan	0000-0001-8452-2591	CANONICAL_ORCID	ACCEPTED	
doi:10.1186/s13643-025-03060-2	3	author:doi:10.1186/s13643-025-03060-2:3	person:orcid:0000-0003-4933-9569	Ari Samaranayaka		A5016114433	Ari Samaranayaka	0000-0003-4933-9569	AUTHOR_ORCID	ACCEPTED	
