project_id	person_id	role	source_name	resolution_method	resolution_status
2015460	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
2015470	person:eqmember:17789	PRINCIPAL_INVESTIGATOR	Agota Szende	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016-RA	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016010	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016020	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016030	person:eqmember:17952	PRINCIPAL_INVESTIGATOR	Nick Bansback	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016040	person:eqmember:17875	PRINCIPAL_INVESTIGATOR	Jan Busschbach	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016050	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016060	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016070	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016080	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016090	person:eqmember:17988	PRINCIPAL_INVESTIGATOR	Simon Pickard	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016100	person:leader:09fa3c498378	PRINCIPAL_INVESTIGATOR	Asrul Shafie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016110	person:eqmember:17831	PRINCIPAL_INVESTIGATOR	Dominik Golicki	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016120	person:eqmember:17881	PRINCIPAL_INVESTIGATOR	Jennifer Jelsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016130	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016140	person:eqmember:17924	PRINCIPAL_INVESTIGATOR	Mark Oppe	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016150	person:eqmember:17901	PRINCIPAL_INVESTIGATOR	Koonal Shah	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016160	person:eqmember:17861	PRINCIPAL_INVESTIGATOR	Gouke Bonsel	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016170	person:eqmember:17869	PRINCIPAL_INVESTIGATOR	Ines Buchholz	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016180	person:eqmember:17881	PRINCIPAL_INVESTIGATOR	Jennifer Jelsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016190	person:leader:09fa3c498378	PRINCIPAL_INVESTIGATOR	Asrul Shafie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016200	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016210	person:eqmember:17988	PRINCIPAL_INVESTIGATOR	Simon Pickard	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016220	person:leader:3063ea56e68a	PRINCIPAL_INVESTIGATOR	Alexander Arons	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016230	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016240	person:eqmember:17819	PRINCIPAL_INVESTIGATOR	Clara Mukuria	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016250	person:eqmember:17974	PRINCIPAL_INVESTIGATOR	Richard Norman	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016260	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016270	person:eqmember:21548	PRINCIPAL_INVESTIGATOR	Ulrike Ravens-Sieberer Ravens-Sieberer	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016280	person:eqmember:17976	PRINCIPAL_INVESTIGATOR	Rosalie Viney	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016290	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016300	person:eqmember:17916	PRINCIPAL_INVESTIGATOR	Louise Longworth	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016310	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016320	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016330	person:eqmember:18016	PRINCIPAL_INVESTIGATOR	Yan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016340	person:eqmember:17918	PRINCIPAL_INVESTIGATOR	Lucila Rey Ares	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016350	person:eqmember:17825	PRINCIPAL_INVESTIGATOR	David Whitehurst	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016360	person:eqmember:17849	PRINCIPAL_INVESTIGATOR	Federico Augustovski	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016370	person:eqmember:17901	PRINCIPAL_INVESTIGATOR	Koonal Shah	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016380	person:eqmember:18008	PRINCIPAL_INVESTIGATOR	victor zarate	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016390	person:eqmember:18008	PRINCIPAL_INVESTIGATOR	victor zarate	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016410	person:eqmember:17837	PRINCIPAL_INVESTIGATOR	Elly Stolk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016420	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016421	person:eqmember:17875	PRINCIPAL_INVESTIGATOR	Jan Busschbach	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016430	person:eqmember:17893	PRINCIPAL_INVESTIGATOR	Juan M. Ramos-Goñi	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016440	person:leader:53444d26184b	PRINCIPAL_INVESTIGATOR	Hsiang-Wen Lin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016450	person:eqmember:17954	PRINCIPAL_INVESTIGATOR	Nils Gutacker	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016460	person:leader:dc2e8227c8a1	PRINCIPAL_INVESTIGATOR	Patricia Cubi-Molla	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016470	person:eqmember:17988	PRINCIPAL_INVESTIGATOR	Simon Pickard	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016480	person:leader:5b6527858de5	PRINCIPAL_INVESTIGATOR	Kristina Burström	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016490	person:leader:44719d5c83d6	PRINCIPAL_INVESTIGATOR	Luis Rajmil	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016500	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016510	person:eqmember:17893	PRINCIPAL_INVESTIGATOR	Juan M. Ramos-Goñi	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016520	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016530	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016540	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016560	person:eqmember:17937	PRINCIPAL_INVESTIGATOR	Milad Karimi	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016570	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016571	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016580	person:eqmember:17942	PRINCIPAL_INVESTIGATOR	Minghui Li	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016590	person:eqmember:17924	PRINCIPAL_INVESTIGATOR	Mark Oppe	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016600	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016610	person:eqmember:17893	PRINCIPAL_INVESTIGATOR	Juan M. Ramos-Goñi	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016620	person:eqmember:19005	PRINCIPAL_INVESTIGATOR	Bas Janssen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016630	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016631	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016640	person:eqmember:17934	PRINCIPAL_INVESTIGATOR	Michał Jakubczyk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016650	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016660	person:eqmember:17885	PRINCIPAL_INVESTIGATOR	John Brazier	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016670	person:eqmember:17861	PRINCIPAL_INVESTIGATOR	Gouke Bonsel	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016680	person:eqmember:17887	PRINCIPAL_INVESTIGATOR	John Hartman	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016690	person:eqmember:17887	PRINCIPAL_INVESTIGATOR	John Hartman	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016700	person:leader:2457503d9523	PRINCIPAL_INVESTIGATOR	KM Vermeulen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016710	person:eqmember:17885	PRINCIPAL_INVESTIGATOR	John Brazier	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016720	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016730	person:eqmember:17930	PRINCIPAL_INVESTIGATOR	Michael Herdman	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016740	person:leader:1064c67128ac	PRINCIPAL_INVESTIGATOR	Brigitte Essers	CANONICAL_PROJECT_SOURCE	ACCEPTED
2016750	person:eqmember:17861	PRINCIPAL_INVESTIGATOR	Gouke Bonsel	CANONICAL_PROJECT_SOURCE	ACCEPTED
2017-RA	person:leader:50cca9cff5d9	PRINCIPAL_INVESTIGATOR	Kim Dalziel	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170010	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170020	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170100	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170130	person:eqmember:18000	PRINCIPAL_INVESTIGATOR	thomas kohlmann	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170160	person:eqmember:17875	PRINCIPAL_INVESTIGATOR	Jan Busschbach	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170170	person:eqmember:17849	PRINCIPAL_INVESTIGATOR	Federico Augustovski	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170180	person:eqmember:17936	PRINCIPAL_INVESTIGATOR	Mihir Gandhi	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170210	person:eqmember:19003	PRINCIPAL_INVESTIGATOR	A Finch	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170220	person:leader:1a4259c27e31	PRINCIPAL_INVESTIGATOR	Hoang Van Mi	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170230	person:leader:c776fcba6574	PRINCIPAL_INVESTIGATOR	Hilton Lam	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170250	person:eqmember:17881	PRINCIPAL_INVESTIGATOR	Jennifer Jelsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170260	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170280	person:eqmember:18006	PRINCIPAL_INVESTIGATOR	Valentina Rupel	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170290	person:eqmember:17948	PRINCIPAL_INVESTIGATOR	Narcis Gusi	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170310R2	person:eqmember:17893	PRINCIPAL_INVESTIGATOR	Juan M. Ramos-Goñi	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170330	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170360	person:eqmember:17861	PRINCIPAL_INVESTIGATOR	Gouke Bonsel	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170390	person:eqmember:17867	PRINCIPAL_INVESTIGATOR	Henry Bailey	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170400	person:eqmember:17817	PRINCIPAL_INVESTIGATOR	Claire Gudex	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170401	person:leader:8b1b3321c511	PRINCIPAL_INVESTIGATOR	Lars Ehlers	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170410	person:eqmember:17974	PRINCIPAL_INVESTIGATOR	Richard Norman	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170430	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170440	person:eqmember:17823	PRINCIPAL_INVESTIGATOR	David Parkin	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170450	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170460	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170470	person:eqmember:18008	PRINCIPAL_INVESTIGATOR	victor zarate	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170480	person:eqmember:17787	PRINCIPAL_INVESTIGATOR	Abraham Gebregziabiher	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170491	person:leader:49d1d576ca39	PRINCIPAL_INVESTIGATOR	Gerkens Sophie	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170500	person:eqmember:17845	PRINCIPAL_INVESTIGATOR	Fanni Rencz	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170510	person:leader:942313d653a7	PRINCIPAL_INVESTIGATOR	Gerard De Pouvourville	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170520	person:leader:fcc3440e8385	PRINCIPAL_INVESTIGATOR	Shankar Prinja	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170530	person:leader:fa3dd095d626	PRINCIPAL_INVESTIGATOR	pei wang	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170540	person:eqmember:17881	PRINCIPAL_INVESTIGATOR	Jennifer Jelsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170560	person:eqmember:17974	PRINCIPAL_INVESTIGATOR	Richard Norman	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170600	person:eqmember:19005	PRINCIPAL_INVESTIGATOR	Bas Janssen	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170610	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170630	person:eqmember:18008	PRINCIPAL_INVESTIGATOR	victor zarate	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170640	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170650	person:eqmember:17881	PRINCIPAL_INVESTIGATOR	Jennifer Jelsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170660	person:eqmember:17849	PRINCIPAL_INVESTIGATOR	Federico Augustovski	CANONICAL_PROJECT_SOURCE	ACCEPTED
20170670	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180010	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180030R1	person:leader:fa9a063b5705	PRINCIPAL_INVESTIGATOR	Elena Olariu	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180040R1	person:eqmember:17867	PRINCIPAL_INVESTIGATOR	Henry Bailey	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180060	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180070R1	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180080	person:eqmember:17988	PRINCIPAL_INVESTIGATOR	Simon Pickard	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180130	person:leader:39e3bb2019e3	PRINCIPAL_INVESTIGATOR	Samar Farid	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180140	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180150	person:eqmember:21551	PRINCIPAL_INVESTIGATOR	Alice Yu	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180160	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180170R1	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180190	person:leader:dc2e8227c8a1	PRINCIPAL_INVESTIGATOR	Patricia Cubi-Molla	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180210	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180230	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180240	person:eqmember:17960	PRINCIPAL_INVESTIGATOR	Oliver Rivero-Arias	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180250	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180260	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180270	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180280	person:leader:4001f58df21c	PRINCIPAL_INVESTIGATOR	Takeru Shiroiwa	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180290	person:leader:ed61cee9d2ba	PRINCIPAL_INVESTIGATOR	Cristina Guttierez	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180300	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180301	person:leader:4a644920a969	PRINCIPAL_INVESTIGATOR	Katie Page	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180310	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180320	person:eqmember:17920	PRINCIPAL_INVESTIGATOR	Marcel Jonker	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180330	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180340R1	person:eqmember:17805	PRINCIPAL_INVESTIGATOR	Bram Roudijk	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180350	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180380	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180420	person:leader:b101d0407270	PRINCIPAL_INVESTIGATOR	Sesil Lim	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180430	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180450	person:eqmember:17990	PRINCIPAL_INVESTIGATOR	Simone Schieskow	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180460	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180470	person:eqmember:18004	PRINCIPAL_INVESTIGATOR	Trudy Sullivan	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180490	person:leader:fbb9eb69f451	PRINCIPAL_INVESTIGATOR	Titi Fitriana	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180500	person:eqmember:17787	PRINCIPAL_INVESTIGATOR	Abraham Gebregziabiher	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180510	person:eqmember:18010	PRINCIPAL_INVESTIGATOR	Wolfgang Greiner	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180520	person:eqmember:17988	PRINCIPAL_INVESTIGATOR	Simon Pickard	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180530	person:eqmember:17811	PRINCIPAL_INVESTIGATOR	Carlos Wong	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180560	person:eqmember:17887	PRINCIPAL_INVESTIGATOR	John Hartman	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180580	person:eqmember:17849	PRINCIPAL_INVESTIGATOR	Federico Augustovski	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180600	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180610	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180620	person:eqmember:17942	PRINCIPAL_INVESTIGATOR	Minghui Li	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180630	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180640	person:eqmember:17984	PRINCIPAL_INVESTIGATOR	Sarah Dewilde	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180641	person:eqmember:17984	PRINCIPAL_INVESTIGATOR	Sarah Dewilde	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180650	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180660	person:leader:da1bac7dcc2d	PRINCIPAL_INVESTIGATOR	madeeha malik	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180670	person:leader:b37527295362	PRINCIPAL_INVESTIGATOR	Katie Spencer	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180710	person:leader:681e21cecf79	PRINCIPAL_INVESTIGATOR	Mark Sculpher	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180730	person:eqmember:17877	PRINCIPAL_INVESTIGATOR	Janine Verstraete	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180740	person:eqmember:18016	PRINCIPAL_INVESTIGATOR	Yan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180750	person:leader:31a5417532b0	PRINCIPAL_INVESTIGATOR	Eliza Wong	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180760	person:leader:602c131b5ab8	PRINCIPAL_INVESTIGATOR	Emelie Heintz	CANONICAL_PROJECT_SOURCE	ACCEPTED
20180770	person:leader:ba7c286781f3	PRINCIPAL_INVESTIGATOR	Klas Goran Sahlen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2019-EO	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190010	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190020	person:leader:942313d653a7	PRINCIPAL_INVESTIGATOR	Gerard De Pouvourville	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190030	person:eqmember:17881	PRINCIPAL_INVESTIGATOR	Jennifer Jelsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190040	person:leader:7709fc0eb80b	PRINCIPAL_INVESTIGATOR	Hajer Falfel	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190050	person:eqmember:17847	PRINCIPAL_INVESTIGATOR	Fatima Al Sayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190070	person:eqmember:17934	PRINCIPAL_INVESTIGATOR	Michał Jakubczyk	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190080R1	person:eqmember:17992	PRINCIPAL_INVESTIGATOR	Stefan Lipman	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190120	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190130	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190140	person:eqmember:17833	PRINCIPAL_INVESTIGATOR	Donna Rowen	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190150R1	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190151	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190170	person:eqmember:17920	PRINCIPAL_INVESTIGATOR	Marcel Jonker	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190200	person:eqmember:17877	PRINCIPAL_INVESTIGATOR	Janine Verstraete	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190220	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190230R1	person:leader:9f2c2404b4d6	PRINCIPAL_INVESTIGATOR	Suzana Karim	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190250	person:eqmember:17811	PRINCIPAL_INVESTIGATOR	Carlos Wong	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190260	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190270	person:eqmember:17835	PRINCIPAL_INVESTIGATOR	Eleanor Pullenayegum	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190290	person:leader:09fa3c498378	PRINCIPAL_INVESTIGATOR	Asrul Shafie	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190310	person:eqmember:17819	PRINCIPAL_INVESTIGATOR	Clara Mukuria	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190350	person:eqmember:17827	PRINCIPAL_INVESTIGATOR	Deborah Street	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190360	person:eqmember:17988	PRINCIPAL_INVESTIGATOR	Simon Pickard	CANONICAL_PROJECT_SOURCE	ACCEPTED
