record_id,title,year,doi,pmid,pmcid,linked_people,screen_code,screen_reason,full_text_status,full_text_source,assessment_status,connection,connection_evidence,funding_raw,funding_scope,funding_evidence,funding_scope_evidence,project_link,project_ids,project_evidence,confidence,manual_adjudication
P3fa1cf03065a,Mapping onto Eq-5 D for patients in poor health,2010,10.1186/1477-7525-8-141,21110838,PMC3002322,Elly Stolk,R1,"[R1] Develops and evaluates algorithms mapping disease-specific measures onto EQ-5D utilities, specifically addressing bias in poor health states.",available,europe_pmc_xml,assessed,direct_eq,The paper investigates why mapping algorithms onto EQ-5D overpredict utilities in poor health and develops separate EQ-5D utility mapping algorithms.,no_funding_statement,no_funding_statement,none stated,none stated,none,,"The 2010 article gives no project ID or project funding; all supplied candidates begin in 2013 or later and concern distinct later valuation, DCE, mapping, or outreach work.",high,
P29d8cf63a7c6,A nonparametric elicitation of the equity-efficiency trade-off in cost-utility analysis,2005,10.1016/j.jhealeco.2004.10.001,15960990,,Elly Stolk,R2,"[R2] Develops and applies an elicitation method for equity-efficiency trade-offs within the QALY framework, making QALY methodology the central object.",unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pbc1c4aba0fe4,Acceptability of less than perfect health states,2005,10.1016/j.socscimed.2004.04.032,15522481,,Elly Stolk,RU,"[RU] Examines respondents' acceptability of domain-specific health states across age, which may constitute health-state valuation but is not clearly described as a valuation method.",unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P9aaca33920e9,Equity in health care prioritisation: An empirical inquiry into social value,2005,10.1016/j.healthpol.2005.01.018,16226144,,Elly Stolk,R2,"[R2] Empirically evaluates equity concepts and their QALY-based weighting of treatment priorities, making the QALY concept central to the research.",unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P034f025c9af2,Diabetic foot ulcers and amputations: Estimates of health utility for use in cost-effectiveness analyses of new treatments,2004,10.1016/s1262-3636(07)70154-4,15671925,,Elly Stolk,R2,"[R2] The study directly elicits general-public TTO utilities for diabetic-foot health states, making health-state valuation its central object.",unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P3e8fad37e4bc,Are patients and the general public like-minded about the effect of erectile dysfunction on quality of life?,2003,10.1016/s0090-4295(02)02516-5,12670570,,Elly Stolk,R2,[R2] The research directly compares patient and public TTO valuations of erectile-dysfunction health states.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pd461625584c7,Validity and feasibility of the use of condition-specific outcome measures in economic evaluation,2003,10.1023/a:1023453405252,12797709,,Elly Stolk,R2,[R2] The study evaluates the validity and feasibility of deriving condition-specific utility scores using TTO.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P711bb3c4e60e,The valuation of the international prostate symptom score (IPSS) for use in economic evaluations,2002,10.1016/s0302-2838(02)00403-7,12429159,,Elly Stolk,R2,[R2] The article elicits TTO values for IPSS-defined health states to create condition-specific utilities.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P9f2e9056474e,Performance of the EuroQol in children with imperforate anus,2000,10.1023/a:1008923029886,10981204,,Elly Stolk,R1,[R1] The study evaluates feasibility and validity of a proxy EuroQol version in children with imperforate anus.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pf53a5ee15eef,Adaptation of the Experimental Version of EQ-5D-Y-5L Into Bahasa Indonesia,2025,10.1016/j.vhri.2025.101121,40347856,,Elly Stolk; Fredrick Purba,R1,[R1] This article reports translation and cognitive-debriefing adaptation of the EQ-5D-Y-5L into Bahasa Indonesia.,available,openalex_pdf,assessed,direct_eq,"The article’s objective is to report the EQ-5D-Y-5L adaptation process into Bahasa Indonesia, including translation and cognitive debriefing to establish a comprehensible version.",explicit_euroqol,study_funding,Funding/Support states: ‘This study was supported by the EuroQol Group grant (EQ Project 20180140) and the Indonesian Endowment Fund for Education (LPDP).’,Funding/Support states the study was supported by a EuroQol Group grant (EQ Project 20180140); the funder role says EuroQol provides the grant for the study.,explicit,20180140,"The funding statement explicitly names EQ Project 20180140, which matches candidate project 20180140.",high,
Pdd3d4c609f52,Valuing health-related quality of life: an EQ-5D-5L value set for Morocco.,2025,10.1007/s11136-025-03930-1,40019677,PMC12119695,Elly Stolk; Fredrick Purba,R1,[R1] The study develops and models a Moroccan EQ-5D-5L value set using the EuroQol valuation protocol.,available,europe_pmc_xml,assessed,direct_eq,"The article develops a Moroccan EQ-5D-5L value set using the EuroQol EQ-VT protocol, cTTO and DCE valuation data.",explicit_euroqol,study_funding,"The Moroccan EQ-5D-5L valuation study was funded from the EuroQol Research Foundation, the Netherlands (Grant Number: 1411-VS).",Funding states that the Moroccan EQ-5D-5L valuation study was funded by the EuroQol Research Foundation (Grant Number: 1411-VS).,explicit,1411-VS,"The funding statement explicitly names Grant Number 1411-VS, whose supplied candidate title exactly matches this article.",high,
P5e758f731736,Evaluation of EuroQol Valuation Technology (EQ-VT) Designs to Generate National Value Sets: Learnings from the Development of an EQ-5D Value Set for India Using an Extended Design (DEVINE) Study.,2023,10.1177/0272989x231180134,37480281,PMC10422850,Elly Stolk; Fredrick Purba,R1,[R1] This research evaluates extensions to EQ-VT design for producing more precise national EQ-5D value sets.,available,europe_pmc_xml,assessed,direct_eq,The primary aim is to assess extensions of the EuroQol Valuation Technology design for generating EQ-5D-5L national value sets and their predictive precision.,explicit_euroqol,publication_support_only,The authors thank the EuroQol Research Foundation for financial support to make the paper open access; the study funding itself is stated as a Government of India Department of Health Research grant.,Acknowledgments say the EuroQol Research Foundation provided financial support to make the paper open access; the stated study funding was a Government of India Department of Health Research grant.,none,,None of the supplied candidates identifies the Indian DEVINE study or its Indian government grant; author overlap and general valuation-topic overlap do not establish a project output.,high,
P837f91603190,"Indonesia youth population norms for EQ-5D-Y-3 L, EQ-5D-Y-5 L and the PedsQL generic core scale: lower health related quality of life relates to high economic status and stress.",2023,10.1186/s12889-023-16003-0,37308934,PMC10262504,Elly Stolk; Fredrick Purba,R1,[R1] The primary aim is to establish Indonesian youth population norms for EQ-5D-Y instruments and a generic HRQoL scale.,available,europe_pmc_xml,assessed,direct_eq,"The study's stated objective was to derive Indonesian population norms for EQ-5D-Y-3L and EQ-5D-Y-5L, and it reports their health-state values and measurement results; these EQ instruments are primary research objects.",explicit_euroqol,study_funding,Funding for this study was provided by the EuroQol Group and Indonesian Endowment Fund for Education (LPDP); both grants were unrestricted.,Funding section: ‘Funding for this study was provided by the EuroQol Group’ and LPDP; competing-interests text says EuroQol grants ‘in part funded this research.’,possible,20180140,"Project 20180140 overlaps on Indonesian EQ-5D-Y-3L/-5L research and Purba, but its pediatric-patient validation focus does not specifically identify this general-population norms study.",medium,
P21b08206cd9b,Development of an EQ-5D Value Set for India Using an Extended Design (DEVINE) Study: The Indian 5-Level Version EQ-5D Value Set.,2022,10.1016/j.jval.2021.11.1370,35779943,,Elly Stolk; Fredrick Purba,R1,"[R1] The study develops the Indian EQ-5D-5L value set using cTTO, DCE, and hybrid valuation models.",unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P6958d2dbffde,EQ-5D-Y-3L and EQ-5D-Y-5L proxy report: psychometric performance and agreement with self-report.,2022,10.1186/s12955-022-01996-w,35659313,PMC9164342,Elly Stolk; Fredrick Purba,R1,"[R1] The study directly compares psychometric performance, responsiveness, and proxy/self-report agreement of EQ-5D-Y descriptive systems.",available,europe_pmc_xml,assessed,direct_eq,"The study directly compares the psychometric performance, responsiveness, and proxy–self-report agreement of EQ-5D-Y-3L and experimental EQ-5D-Y-5L proxy versions.",explicit_euroqol,study_funding,Funding for this study was provided by the EuroQol Group grant EQ Project 20180140 and the Indonesian Endowment Fund for Education (LPDP).,Funding states: ‘Funding for this study was provided by the EuroQol Group grant EQ Project 20180140’ (alongside LPDP funding).,explicit,20180140,"The Funding section explicitly identifies EuroQol Group grant EQ Project 20180140, whose candidate description matches the Indonesian paediatric EQ-5D-Y 3L/5L and proxy psychometric study.",high,
P9cd3ec6c2594,Estimating an EQ-5D-Y-3L Value Set for Indonesia by Mapping the DCE onto TTO Values.,2022,10.1007/s40273-022-01210-1,36348155,PMC9758088,Elly Stolk; Fredrick Purba,R1,[R1] The study derives an Indonesian EQ-5D-Y-3L value set by mapping DCE data onto cTTO health-state values.,available,europe_pmc_xml,assessed,direct_eq,"The article develops Indonesia’s first EQ-5D-Y-3L value set, testing DCE-to-cTTO mapping and an expanded youth valuation protocol.",explicit_euroqol,study_funding,Acknowledgements: ‘The authors thank the EuroQol Group (EQ Project 20180490) and Indonesian Endowment Fund for Education (LPDP) for providing funding for this study.’,Acknowledgements: The authors thank the EuroQol Group (EQ Project 20180490) and LPDP for providing funding for this study.,explicit,20180490,"The funding acknowledgement explicitly names EuroQol EQ Project 20180490, whose supplied title and methods match the article’s expanded cTTO EQ-5D-Y-3L valuation study.",high,
P5e59af1995bc,Comparing measurement properties of EQ-5D-Y-3L and EQ-5D-Y-5L in paediatric patients.,2021,10.1186/s12955-021-01889-4,34781978,PMC8591892,Elly Stolk; Fredrick Purba,R1,[R1] The study directly evaluates and compares measurement properties and responsiveness of EQ-5D-Y-3L and EQ-5D-Y-5L.,available,europe_pmc_xml,assessed,direct_eq,"The article directly compares EQ-5D-Y-3L and EQ-5D-Y-5L feasibility, validity, test–retest reliability, and responsiveness in paediatric patients.",explicit_euroqol,no_euroqol_support,The supplied text lists ‘EuroQol Research Foundation’ alongside project ID 20180140 and also names the Indonesian Endowment Fund for Education (LPDP).,"EuroQol Research Foundation is listed with project ID 20180140, but the extract does not state that it funded or otherwise supported this study; a project ID alone does not establish funding.",explicit,20180140,"Project ID 20180140 is explicitly present in the article text, and its stated paediatric Indonesian EQ-5D-Y-3L versus 5L psychometric aim and sample match the article.",high,
P239faea706d6,A randomised equivalence study of the EQ-5D-5L Shona versions: evaluation of measurement equivalence between digital and paper formats,2026,10.1186/s12955-026-02575-z,42374495,,Fredrick Purba,R1,[R1] The randomized study directly evaluates measurement equivalence and known-groups validity of digital versus paper Shona EQ-5D-5L.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P9d705ba2d740,Exploring Perceived Interactions between EQ-5D-5L and Bolt-ons Using Composite Time-Tradeoff Valuations: A Qualitative Study,2026,10.1177/0272989x261446644,42206353,,Fredrick Purba,R1,[R1] The qualitative study investigates how EQ-5D-5L bolt-ons affect reasoning and interactions when valuing health states with cTTO.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P75339c6d635f,The EQ-5D-5L valuation study in Nigeria,2026,10.1007/s11136-026-04319-4,42295458,PMC13269515,Fredrick Purba,R1,"[R1] The study develops Nigeria's EQ-5D-5L value set using cTTO, DCE, and hybrid health-state valuation models.",available,europe_pmc_xml,assessed,direct_eq,"The study’s stated objective is to develop Nigeria’s first EQ-5D-5L value set, using EQ-PVT cTTO and DCE valuation tasks to estimate utilities for all EQ-5D-5L health states.",explicit_euroqol,study_funding,Funding states: ‘This research is funded by ... the EuroQol Research Foundation.’,"The Funding section says: ‘This research is funded by’ the MUHTA program, NHIA Nigeria, ‘and the EuroQol Research Foundation.’",none,,None of the supplied projects concerns a Nigerian EQ-5D-5L valuation study; shared author Fredrick Purba alone does not establish an output link.,high,
P1de4bedca39b,WHAT DO HTA AGENCIES NEED FOR GENERATING HEALTH-RELATED QUALITY OF LIFE EVIDENCE? FINDINGS FROM A GLOBAL SURVEY,2026,10.1017/s0266462326103602,41749053,PMC13071849,Fredrick Purba,R2,"[R2] This global survey examines practitioners' measurement and valuation methods, data needs, and priorities for generating HRQoL evidence.",available,europe_pmc_xml,assessed,adjacent_measurement,"The article surveys HTA practitioners worldwide about HRQoL measurement, health-state utility valuation, instruments, and elicitation methods; EQ-5D is one commonly reported instrument rather than the specific research focus.",explicit_euroqol,study_funding,Funding statement: ‘This project is supported by the EuroQol Research Foundation (Grant Number: 1505-RA).’,Acknowledgements state: ‘This study was funded by the EuroQol Research Foundation.’,explicit,1505-RA,Grant 1505-RA is stated explicitly and its supplied phase-2 Global HTA Agency Survey description matches the article's global survey of HTA practitioners' HRQoL evidence needs.,high,
P9d193fc1cb20,Assessing health-related quality of life in schizophrenia patients using EQ-5D-5L index: Insights from patients and caregivers,2025,10.52225/narra.v5i2.1314,40951509,PMC12425544,Fredrick Purba,R1,[R1] The study directly compares patient and caregiver EQ-5D-5L reports and evaluates their agreement for proxy use.,available,europe_pmc_xml,assessed,direct_eq,"The study’s stated aim is to compare patient and family-caregiver responses to the EQ-5D-5L in schizophrenia, including agreement and utility-score analyses.",no_funding_statement,no_funding_statement,"none stated; the text contains acknowledgments to participants, hospital management, and named individuals, but no funding or support statement.","none stated; the text contains acknowledgments to participants, hospital management, and named individuals, but no funding or support statement.",none,,No project ID or funding link is stated; this 2023 cross-sectional EQ-5D-5L proxy-comparison study does not match the supplied candidate projects’ aims or methods.,high,
Pa06ed50f6556,Comparisons of Preferences Toward EQ-5D-Y-3L Health States Between Adult Own and Child Perspectives,2025,10.1016/j.jval.2025.06.008,40602680,,Fredrick Purba,R1,[R1] The study elicits and compares adult and child-perspective preferences for EQ-5D-Y-3L health states using DCE and cTTO.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P47b90029fc2b,Cross-cultural adaptation and psychometric validation of the Indonesian version of the PTSD Checklist for DSM-5 (PCL-5) in a trauma-exposed sample of women,2025,10.1080/20008066.2025.2543629,40899462,PMC12409912,Fredrick Purba,R2,[R2] The study cross-culturally adapts and psychometrically validates the Indonesian PCL-5 health measurement instrument.,available,europe_pmc_xml,assessed,adjacent_measurement,"The study’s primary object is cross-cultural adaptation and psychometric validation of the PTSD Checklist for DSM-5 (PCL-5), including reliability, validity, factor structure, and a diagnostic cut-off; WHOQOL-BREF is only a divergent-validity comparator.",other_funding_only,other_funding_only,This experiment was funded by the Universitas Padjadjaran [grant number 1549/UN6.3.1/PT.00/2023].,This experiment was funded by the Universitas Padjadjaran [grant number 1549/UN6.3.1/PT.00/2023].,none,,"None of the candidates is identified in the article; the funded study validates the PCL-5 in trauma-exposed women, rather than an EQ-HWB/EQ-5D instrument or method.",high,
Pae5185ee3e27,Design and implementation of data quality controls in the EQ-DAPHNIE study: insights from the pilot phase and 15-country analysis,2025,10.1007/s11136-025-04074-y,,,Fredrick Purba,R1,[R1] The study evaluates implementation and data-quality controls for the EuroQol EQ-DAPHNIE population health-measure survey.,available,europe_pmc_xml,assessed,direct_eq,The EQ-DAPHNIE project is the research object; this paper describes its multi-country survey quality-control processes and data-quality metrics for EQ health measures.,explicit_euroqol,study_funding,"The supplied text ends with ‘EuroQol Research Foundation367-RA,’ explicitly identifying EuroQol Research Foundation support.",The article reports on the EQ-DAPHNIE project; the supplied funding evidence explicitly identifies EuroQol Research Foundation support (367-RA).,explicit,367-RA,The text explicitly gives project ID 367-RA and identifies the EQ-DAPHNIE project; candidate 367-RA is the Population Health Primary Data Collection Project describing the same initiative.,high,
P3c8f282ec847,EuroQol data for assessment of population health needs and instrument evaluation (EQ-DAPHNIE): a study for enhancing population health assessment,2025,10.1007/s11136-025-03983-2,40317454,PMC12689827,Fredrick Purba,R1,[R1] The EQ-DAPHNIE design develops standardized population-health data infrastructure to evaluate health-status and wellbeing instruments.,available,europe_pmc_xml,assessed,direct_eq,"EQ-DAPHNIE’s stated aims are to standardize cross-country population-health data collection and evaluate health-status measures, including EQ-5D-5L, bolt-ons, and EQ-HWB.",explicit_euroqol,study_funding,Funding section: ‘This study was funded by EuroQol Research Foundation Grant Number: 367-RA.’,Funding: ‘This study was funded by EuroQol Research Foundation Grant Number: 367-RA.’,explicit,367-RA,"The funding statement explicitly identifies EuroQol Research Foundation Grant Number 367-RA, whose candidate title is ‘Population Health Primary Data Collection Project’ and describes EQ-DAPHNIE infrastructure and data collection.",high,
P5e2520ed6043,Findings from a roundtable discussion with Pakistani stakeholders on measuring and valuing health and health-related quality of life for children and adolescents,2025,10.1186/s12955-025-02397-5,40598511,PMC12210699,Fredrick Purba,R1,"[R1] Explores stakeholder views to inform a Pakistani EQ-5D-Y-3L value set, making EuroQol youth health-state valuation central.",available,europe_pmc_xml,assessed,direct_eq,"The roundtable directly informs development of a Pakistani EQ-5D-Y-3L value set, addressing health-state preference measurement and youth valuation methods as its central aim.",explicit_euroqol,study_funding,Funding: This study was funded by the EuroQol Research Foundation (Grant #344-VS).,Funding: This study was funded by the EuroQol Research Foundation (Grant # 344-VS). Publication was not contingent on sponsor approval or censorship.,explicit,344-VS,"The funding statement explicitly gives EuroQol Research Foundation Grant #344-VS, which exactly identifies candidate project 344-VS and its Pakistani EQ-5D-Y-3L valuation work.",high,
Pc9a77fba9c71,Indonesian Translation and Adaptation of Social Appearance Anxiety Scale (SAAS) for Early Adolescent Girls in Indonesia,2025,10.2147/prbm.s498021,40046606,PMC11881766,Fredrick Purba,R2,"[R2] Translates and validates the SAAS-Indonesia, with adolescent mental-health measurement instrument evaluation central.",available,europe_pmc_xml,assessed,adjacent_measurement,"The article’s primary object is translation, adaptation, reliability, and validity testing of the Social Appearance Anxiety Scale for Indonesian early adolescent girls, with no EQ instrument studied.",no_funding_statement,no_funding_statement,none stated,none stated,none,,"No supplied project is identified or supported by the article: it evaluates SAAS in adolescent girls, whereas all candidates concern EQ-HWB or EQ-5D research.",high,
Pcf6c6fa55dfb,"Psychometric Performance of EQ-HWB and EQ-HWB-9 Self-Complete and Interviewer-Administered Versions in Literate, Low-Literacy, and Patient Populations in Indonesia",2025,10.1016/j.vhri.2025.101543,41259893,,Fredrick Purba,R1,"[R1] Evaluates reliability and validity of interviewer and self-complete EQ-HWB instruments, making an EQ instrument central.",unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P31ff012c0beb,"Content validity of the EQ-HWB and EQ-HWB-S in a sample of Italian patients, informal caregivers and members of the general public",2024,10.1186/s41687-024-00706-y,38519577,PMC10959916,Fredrick Purba,R1,[R1] The study evaluates content validity of the Italian EQ-HWB and EQ-HWB-S instruments.,available,europe_pmc_xml,assessed,direct_eq,"The study directly assesses content validity of the Italian EQ-HWB and EQ-HWB-S, newly developed EuroQol instruments, using cognitive-debriefing interviews.",no_funding_statement,no_funding_statement,none stated,none stated,none,,"None of the supplied projects is identified in the article; the closest EQ-HWB candidates concern different countries, aims, and/or later project periods.",high,
P0ef22a2d682a,PROPERTI PSIKOMETRI BAHASA INDONESIA DARI KUALITAS HIDUP TERKAIT KESEHATAN TERHADAP REMAJA (KINDL-R),2024,10.35760/psi.2024.v17i1.10252,,,Fredrick Purba,R2,[R2] The study evaluates validity and reliability of the Indonesian KINDL-R HRQoL instrument.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P650f5e85d7ff,Parental burnout assessment: Validation in Indonesian parents,2024,10.1016/j.mhp.2024.200372,,,Fredrick Purba,R2,[R2] The primary aim is validation of the Indonesian Parental Burnout Assessment measurement instrument.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P035b3c61e918,Psychometric Evaluation of Brief Reason for Living Inventory for Adolescents (BRFL-A) Instrument in the Indonesian Language,2024,10.1177/2333794x241254690,38808325,PMC11131399,Fredrick Purba,R2,[R2] The study validates psychometric properties of the Indonesian Brief Reason for Living Inventory for Adolescents.,available,europe_pmc_xml,assessed,adjacent_measurement,"The study validates the Indonesian BRFL-A, a psychometric instrument measuring protective factors against suicide; it has no EQ instrument or valuation focus.",other_funding_only,other_funding_only,"The study was supported by Indonesia Endowment Fund for Education (LPDP) under Productive Innovative Research (RISPRO), funding agreement PRJ-72/LPDP/2019.","The study was supported by Indonesia Endowment Fund for Education (LPDP) under Productive Innovative Research (RISPRO), funding agreement PRJ-72/LPDP/2019.",none,,"Despite shared author Fredrick Purba, no candidate addresses BRFL-A or suicide-protective-factor validation; the supplied candidates concern EQ instruments.",high,
P70ea9c866ad3,"The psychometric properties of the EQ-HWB and EQ-HWB-S in patients with breast cancer: a comparative analysis with EQ-5D-5L, FACT-8D and SWEMWBS",2024,10.1016/j.jval.2024.12.003,39733837,,Fredrick Purba,R1,[R1] The study evaluates psychometric performance of EQ-HWB and EQ-HWB-S and compares them with other instruments.,available,openalex_pdf,assessed,direct_eq,The study’s stated purpose is to assess the psychometric performance of the EQ-HWB and EQ-HWB-S in Indonesian patients with breast cancer and compare them with other instruments.,explicit_euroqol,study_funding,Funding/Support: ‘This study was funded by the EuroQol Research Foundation (1644-RA).’,Funding/Support states: ‘This study was funded by the EuroQol Research Foundation (1644-RA).’,explicit,1644-RA,The article explicitly names project 1644-RA in its EuroQol funding statement; its breast-cancer EQ-HWB psychometric study is the candidate project’s stated work.,high,
Pe9255247bec9,Validity and reliability of the Difficulties in Emotion Regulation Scale Short Form in Indonesian non-clinical population,2024,10.3389/fpsyt.2024.1380354,38590788,PMC11000630,Fredrick Purba,R2,[R2] The study evaluates psychometric properties and factor structure of the Indonesian DERS-SF instrument.,available,europe_pmc_xml,assessed,adjacent_measurement,"The article's primary aim is psychometric validation of the Indonesian DERS-SF, including reliability, content/convergent validity, and CFA; it does not study an EQ or EuroQol method.",other_funding_only,other_funding_only,"It explicitly states funding by Indonesia's Educational Fund Management Agency for Productive Innovative Research (RISPRO), Contract ID PRJ-72/LPDP/2019.","It explicitly states funding by Indonesia's Educational Fund Management Agency for Productive Innovative Research (RISPRO), Contract ID PRJ-72/LPDP/2019.",none,,"The study is a 2021 student-sample DERS-SF adaptation funded by RISPRO and contains no EQ-HWB/EQ-5D project identifier, aim, or methods matching any supplied candidate.",high,
P0640f26e484e,"Validity, test-retest reliability, and responsiveness of the Indonesian version of FACIT-COST measure for subjective financial toxicity",2024,10.1186/s12955-024-02303-5,39427212,PMC11491015,Fredrick Purba,R2,[R2] The study validates the Indonesian FACIT-COST measure and tests its measurement properties.,available,europe_pmc_xml,assessed,adjacent_measurement,"The article validates the Indonesian FACIT-COST, a cancer-specific measure of subjective financial toxicity, through structural validity, reliability, and responsiveness testing.",explicit_euroqol,study_funding,Data collection was supported by the EuroQol Research Foundation (Project no. 1644-RA).,Funding states that data collection for this FACIT-COST study was supported by the EuroQol Research Foundation (Project no. 1644-RA).,explicit,1644-RA,The funding statement explicitly identifies Project no. 1644-RA; the study is a 2023–24 Indonesian breast-cancer psychometric study using the same 300-patient cohort described by that candidate.,high,
P5c074146b339,Valuation of EQ-5D-5L in the Kingdom of Saudi Arabia: A National Representative Study,2024,10.1016/j.jval.2024.01.017,38342365,,Fredrick Purba,R1,[R1] The study derives a Saudi EQ-5D-5L value set using cTTO and DCE valuation data.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P93749e68c902,Valuation of the EQ-5D-3L in Jordan,2024,10.1007/s10198-024-01712-z,39225720,PMC11937146,Fredrick Purba,R1,[R1] The study develops a Jordanian EQ-5D-3L value set using cTTO and DCE data.,available,europe_pmc_xml,assessed,direct_eq,"The study's stated aim is to develop a Jordanian EQ-5D-3L value set using the EuroQol Valuation Technology protocol, cTTO, DCE, and hybrid modelling.",explicit_euroqol,study_funding,This study has been funded by EuroQol Research Foundation (60-2020VS).,Funding section: ‘This study has been funded by EuroQol Research Foundation (60-2020VS).’,none,,None of the supplied candidate projects identifies the Jordanian EQ-5D-3L valuation study or funding code 60-2020VS.,high,
P0cbb0f98ea9e,Adaptasi Alat Ukur Professional Quality of Life pada Psikolog Klinis di Fasilitas Kesehatan,2023,10.35134/jpsy165.v16i1.224,,,Fredrick Purba,R2,[R2] The study adapts and evaluates validity and reliability of the Indonesian PROQOL-V instrument.,available,openalex_pdf,assessed,adjacent_measurement,"The study adapts and evaluates the Indonesian PROQOL-V for clinical psychologists, testing content/construct validity and Cronbach alpha; it does not study an EQ instrument.",no_funding_statement,no_funding_statement,none stated,none stated,none,,"No candidate project is identified or supported: the article concerns PROQOL-V adaptation for clinical psychologists, whereas supplied candidates concern EQ-HWB/EQ-5D research, valuation, or EuroQol outreach.",high,
P2e4f7b903efa,Mapping EORTC-QLQ-C30 onto EQ-5D-5L Index in Indonesian Cancer Patients,2023,10.31557/apjcp.2023.24.4.1125,37116132,PMC10352743,Fredrick Purba,R1,[R1] Develops and evaluates an algorithm mapping EORTC QLQ-C30 scores to EQ-5D-5L utilities.,available,europe_pmc_xml,assessed,direct_eq,The stated aim was to develop a mapping algorithm from EORTC QLQ-C30 to the EQ-5D-5L that produces utility values for Indonesian cancer patients.,other_funding_only,other_funding_only,Funding Statement: ‘This study is funded by the Ministry of Research and Technology/ Badan Riset dan Inovasi Nasional No: 9/E1/KPT/2021.’,Funding Statement: ‘This study is funded by the Ministry of Research and Technology/ Badan Riset dan Inovasi Nasional No: 9/E1/KPT/2021.’,none,,"None of the supplied projects is identified by the article; their EQ-HWB, youth, mode-of-administration, recall-period, or later breast-cancer bolt-on aims do not match this 2020 EORTC-to-EQ-5D-5L mapping study.",high,
Pcb41e95c5907,Mapping functions of cancer patients&amp;#39; quality of life in Indonesia: from EORTC-QlQ -C-30 to EQ-5D-5L &amp;lrm;,2023,10.51847/avg60w3ar5,,,Fredrick Purba,R1,[R1] The stated aim is to map Indonesian EORTC QLQ-C30 functions to the EQ-5D-5L.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
