person_id,name,paper_count,project_count,euroqol_member,project_leader,orcid,openalex_id,publication_ids
person:orcid:0000-0002-2501-3057,Kelvin Chan,2,0,False,False,0000-0002-2501-3057,A5008282524,doi:10.3390/curroncol32060308;doi:10.3390/curroncol32110645
person:leader:ba7c286781f3,Klas Goran Sahlen,2,1,False,True,0000-0002-3975-4868,A5069574274,doi:10.1007/s11136-020-02469-7;doi:10.1186/s12955-022-02083-w
person:openalex:A5062956353,Kristy McGregor,2,0,False,False,,A5062956353,doi:10.3390/children10101604;doi:10.3390/children8080714
person:orcid:0000-0002-1633-2179,Lars Lindholm,2,0,False,False,0000-0002-1633-2179,A5019500608,doi:10.1007/s11136-020-02469-7;doi:10.1186/s12955-022-02083-w
person:openalex:A5086528283,Li Huang,2,0,False,False,,A5086528283,doi:10.1007/s10198-025-01804-4;doi:10.1007/s40273-024-01355-1
person:eqmember:19028,Ling Jie Cheng,2,8,True,True,0000-0002-5338-578x,A5082193621,doi:10.1007/s11136-026-04294-w;doi:10.1007/s40273-025-01519-7
person:openalex:A5080865059,Lisa K. Sharp,2,0,False,False,0000-0002-7809-9042,A5080865059,doi:10.1016/j.ssmqr.2024.100398;doi:10.21203/rs.3.rs-2423517/v1
person:orcid:0000-0002-1502-0659,Lisa Wozniak,2,0,False,False,0000-0002-1502-0659,A5019279420,doi:10.1016/j.pecinn.2025.100421;doi:10.1186/s12891-024-07304-5
person:orcid:0000-0001-8574-8429,Luke Vale,2,0,False,False,0000-0001-8574-8429,A5000940073,doi:10.1007/s10198-022-01481-7;doi:10.1186/s12955-023-02144-8
person:openalex:A5132638343,M. F. Bas Janssen,2,0,False,False,,A5132638343,doi:10.1007/s11136-026-04226-8;doi:10.1007/s11136-026-04285-x
person:orcid:0000-0002-5569-3188,M.J.M. Panneman,2,0,False,False,0000-0002-5569-3188,A5000650976,doi:10.1007/s11136-019-02156-2;doi:10.1007/s11136-020-02496-4
person:orcid:0000-0001-5823-7375,Margriet E. van Baar,2,0,False,False,0000-0001-5823-7375,A5003131836,doi:10.1016/j.burns.2020.08.015;doi:10.1186/s12955-020-01394-0
person:orcid:0000-0002-0702-1715,Marian Sorin Paveliu,2,0,False,False,0000-0002-0702-1715,A5077743133,doi:10.1007/s10198-022-01481-7;doi:10.1186/s12955-023-02144-8
person:orcid:0000-0001-9005-9185,Mariska A. C. de Jongh,2,0,False,False,0000-0001-9005-9185,A5015764426,doi:10.1007/s11136-019-02256-z;doi:10.1186/s12955-020-01404-1
person:leader:320b99af03c2,María Belizán,2,3,False,True,0000-0002-8739-5249,A5058351382,doi:10.1016/j.jval.2020.05.004;doi:10.1186/s12955-026-02581-1
person:eqmember:17940,Min-Woo Jo,2,0,True,False,0000-0002-4574-1318,A5015763173,doi:10.1007/s11136-021-03075-x;doi:10.3961/jpmph.22.151
person:leader:086bfe1b27fe,Minh Pham,2,3,False,True,0000-0003-2974-3484,A5088028488,doi:10.1007/s11136-025-04053-3;doi:10.1007/s11136-026-04242-8
person:openalex:A5063084519,Murat K. Munkin,2,0,False,False,0000-0001-8929-3572,A5063084519,doi:10.1007/s10614-024-10637-x;doi:10.3390/econometrics11010004
person:eqmember:17952,Nick Bansback,2,7,True,True,0000-0002-1510-3462,A5052496992,doi:10.1017/s0266462326103602;doi:10.1097/mlr.0000000000002315
person:openalex:A5112901636,Niklas Weber,2,0,False,False,,A5112901636,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2
person:eqmember:17954,Nils Gutacker,2,8,True,True,0000-0002-2833-0621,A5023093255,doi:10.1007/s11136-025-03983-2;doi:10.1136/bmjopen-2023-080985
person:leader:4fa690feeeb8,Oriana Ciani,2,1,False,True,0000-0002-3607-0508,A5008052793,doi:10.1007/s40258-022-00772-7;doi:10.1016/j.socscimed.2021.114519
person:eqmember:18648,Rachel Tan,2,0,True,False,0000-0002-4610-1195,A5047279366,doi:10.1007/s40273-019-00854-w;doi:10.1186/s12955-024-02290-7
person:orcid:0000-0001-6489-171x,Raluca Căplescu,2,0,False,False,0000-0001-6489-171x,A5054647242,doi:10.1007/s10198-022-01481-7;doi:10.1186/s12955-023-02144-8
person:orcid:0000-0002-9264-7797,Rebecca E. Mercer,2,0,False,False,0000-0002-9264-7797,A5035467493,doi:10.3390/curroncol32060308;doi:10.3390/curroncol32110645
person:eqmember:21678,Richard Xu,2,12,True,True,0000-0002-4720-5172,A5057171540,doi:10.1007/s10198-024-01682-2;doi:10.1016/j.jval.2026.01.001
person:openalex:A5079545906,Robin S. Turpin,2,0,False,False,,A5079545906,doi:10.1016/j.ssmqr.2024.100398;doi:10.21203/rs.3.rs-2423517/v1
person:orcid:0000-0002-6048-521x,Sabrina Storgaard Sørensen,2,0,False,False,0000-0002-6048-521x,A5101968333,doi:10.1007/s40258-021-00639-3;doi:10.1016/j.jval.2025.05.014
person:eqmember:17982,Sarah Derrett,2,5,True,True,0000-0003-2867-0498,A5021576811,doi:10.1016/j.vhri.2021.09.007;doi:10.1186/s13643-025-03060-2
person:eqmember:17984,Sarah Dewilde,2,5,True,True,0000-0002-7315-3230,A5043932217,doi:10.1007/s40271-022-00573-z;doi:10.1016/j.jval.2025.09.009
person:openalex:A5102623414,Shakib Rahman,2,0,False,False,,A5102623414,doi:10.1016/j.pecinn.2025.100421;doi:10.1186/s12891-024-07304-5
person:openalex:A5013588948,Shilana Yip,2,0,False,False,,A5013588948,doi:10.3390/children10101604;doi:10.3390/children8080714
person:leader:e441983c0a65,Shitong Xie,2,2,False,True,,A5113241600,doi:10.1007/s11136-024-03618-y;doi:10.1016/j.jval.2025.07.016
person:eqmember:17996,Sun Sun,2,1,True,True,0000-0001-5948-3025,A5081188742,doi:10.1007/s11136-020-02469-7;doi:10.1186/s12955-022-02083-w
person:orcid:0000-0003-4833-5937,Tanja Schmitz‐Hübsch,2,0,False,False,0000-0003-4833-5937,A5072290180,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2
person:leader:bc605a168c15,Teresa Tsui,2,1,False,True,0000-0002-9806-9393,A5089652474,doi:10.3390/curroncol32060308;doi:10.3390/curroncol32110645
person:orcid:0000-0001-6174-5442,Thomas Klockgether,2,0,False,False,0000-0001-6174-5442,A5037328125,doi:10.1007/s12311-023-01597-3;doi:10.1007/s12311-024-01657-2
person:leader:c9be2e978859,Tie Parma Yamato,2,2,False,True,0000-0002-5228-1292,A5034831401,doi:10.1007/s10198-025-01770-x;doi:10.1007/s40273-024-01404-9
person:eqmember:18004,Trudy Sullivan,2,2,True,True,0000-0001-8452-2591,A5022698267,doi:10.1007/s11136-025-03983-2;doi:10.1186/s13643-025-03060-2
person:orcid:0000-0002-6095-2295,Valentin Brodszky,2,0,False,False,0000-0002-6095-2295,A5034446187,doi:10.1007/s10198-024-01719-6;doi:10.1016/j.jval.2020.03.019
person:orcid:0000-0002-1433-818x,Verônica Souza Santos,2,0,False,False,0000-0002-1433-818x,A5086352962,doi:10.1007/s10198-025-01770-x;doi:10.1007/s40273-024-01404-9
person:orcid:0000-0001-7472-2039,Victoria Gale,2,0,False,False,0000-0001-7472-2039,A5092392626,doi:10.1007/s40273-025-01550-8;doi:10.1186/s12955-026-02578-w
person:orcid:0000-0001-6962-0564,Vu Quynh,2,0,False,False,0000-0001-6962-0564,A5065576118,doi:10.1007/s11136-020-02469-7;doi:10.1007/s11136-021-03075-x
person:orcid:0000-0003-2798-4735,Weidong Huang,2,0,False,False,0000-0003-2798-4735,A5083535676,doi:10.1007/s40273-022-01216-9;doi:10.1186/s12955-023-02131-z
person:openalex:A5025774387,William H. Greene,2,0,False,False,,A5025774387,doi:10.1007/s10614-024-10637-x;doi:10.3390/econometrics11010004
person:orcid:0000-0003-4509-1308,Xiaoyu Xi,2,0,False,False,0000-0003-4509-1308,A5103185016,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2023.03.003
person:eqmember:18012,Xuejing Jin,2,2,True,True,0000-0003-3513-2364,A5008581679,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2024.11.006
person:orcid:0000-0002-9891-8279,Yemi Oluboyede,2,0,False,False,0000-0002-9891-8279,A5056957640,doi:10.1007/s10198-022-01481-7;doi:10.1186/s12955-023-02144-8
person:orcid:0000-0003-3187-2007,Yu Fang,2,0,False,False,0000-0003-3187-2007,A5050744717,doi:10.1007/s40273-022-01216-9;doi:10.1016/j.jval.2023.03.003
person:leader:da1bac7dcc2d,madeeha malik,2,3,False,True,0000-0001-5824-9405,A5053689562,doi:10.1007/s41669-023-00437-8;doi:10.1186/s12955-025-02397-5
person:orcid:0000-0002-1000-4780,AM Garratt,1,0,False,False,0000-0002-1000-4780,A5079625782,doi:10.1007/s11136-025-04133-4
person:openalex:A5103487818,AS Pickard,1,0,False,False,,A5103487818,doi:10.1186/s12955-026-02561-5
person:author:doi:10.1007/s11136-025-03996-x:10,Abby Palmer,1,0,False,False,,,doi:10.1007/s11136-025-03996-x
person:leader:f6aec8a6037d,Abdelghafour MARFAK,1,1,False,True,0000-0002-4212-8438,A5024805890,doi:10.1007/s11136-025-03930-1
person:orcid:0000-0003-0221-9914,Abderraouf Hilali,1,0,False,False,0000-0003-0221-9914,A5053654153,doi:10.1007/s11136-025-03930-1
person:openalex:A5050491421,Abdu Mengesha,1,0,False,False,,A5050491421,doi:10.1186/s12955-024-02305-3
person:orcid:0000-0002-2559-6483,Adam Martin,1,0,False,False,0000-0002-2559-6483,A5023608008,doi:10.1007/s10198-023-01569-8
person:orcid:0000-0003-0519-509x,Adeladlew Kassie Netere,1,0,False,False,0000-0003-0519-509x,A5064571617,doi:10.1186/s41687-025-00928-8
person:openalex:A5108557660,Adele Berry,1,0,False,False,,A5108557660,doi:10.1007/s11136-025-03996-x
person:leader:a0721a90a44f,Ademola Itiola,1,1,False,True,,A5093433205,doi:10.1186/s12891-024-07304-5
person:orcid:0000-0001-9074-7359,Ademola Joshua Itiola,1,0,False,False,0000-0001-9074-7359,A5009099235,doi:10.1016/j.pecinn.2025.100421
person:orcid:0000-0001-6638-421x,Admassu N. Lamu,1,0,False,False,0000-0001-6638-421x,A5073774833,doi:10.1007/s11136-026-04294-w
person:orcid:0000-0003-2533-0818,Adovich S. Rivera,1,0,False,False,0000-0003-2533-0818,A5052048899,doi:10.1007/s11136-022-03143-w
person:leader:db0cd1478ab2,Akanksha Akanksha,1,2,False,True,0000-0002-4899-7538,A5031359113,doi:10.1007/s11136-026-04315-8
person:openalex:A5051988707,Alan Davidson,1,0,False,False,0000-0002-4646-4332,A5051988707,doi:10.36469/001c.145813
person:orcid:0000-0003-0239-7278,Alastair Gray,1,0,False,False,0000-0003-0239-7278,A5027337947,doi:10.1038/s41433-023-02860-x
person:orcid:0009-0007-1555-7169,Aleksandra Dudzisz,1,0,False,False,0009-0007-1555-7169,A5050497223,doi:10.1007/s11136-025-04077-9
person:author:doi:10.1186/s12955-024-02305-3:5,Alemu Belayneh,1,0,False,False,,,doi:10.1186/s12955-024-02305-3
person:openalex:A5111023994,Alex HY Suen,1,0,False,False,,A5111023994,doi:10.1186/s12955-023-02177-z
person:openalex:A5091194414,Alfons G. M. Olde Loohuis,1,0,False,False,,A5091194414,doi:10.1007/s11136-021-03069-9
person:orcid:0000-0003-1681-698x,Alison Fraser,1,0,False,False,0000-0003-1681-698x,A5037111300,doi:10.1038/s41433-023-02860-x
person:openalex:A5112697096,Alvin Ndondo,1,0,False,False,,A5112697096,doi:10.36469/001c.145813
person:openalex:A5108712913,Al‐Bakir Ali,1,0,False,False,,A5108712913,doi:10.1002/hsr2.70308
person:openalex:A5014702512,Amal Boutib,1,0,False,False,,A5014702512,doi:10.1007/s11136-025-03930-1
person:openalex:A5037261695,Amanda Cole,1,0,False,False,0000-0001-6179-7752,A5037261695,doi:10.1016/j.jval.2018.05.002
person:openalex:A5111900822,Andrew Briggs,1,0,False,False,,A5111900822,doi:10.1177/0272989x251380556
person:openalex:A5123867361,Andrew JO Whitehouse,1,0,False,False,,A5123867361,doi:10.1007/s11136-026-04223-x
person:openalex:A5077284198,Andrew Tuan Phuong Dao,1,0,False,False,,A5077284198,doi:10.1007/s11136-025-03996-x
person:orcid:0009-0004-5019-9094,Angela Zhao,1,0,False,False,0009-0004-5019-9094,A5060516605,doi:10.1186/s12955-023-02131-z
person:leader:c52a5fd501e9,Ann Charlotte Egmar,1,1,False,True,0000-0003-2504-343x,A5037683865,doi:10.1007/s11136-019-02115-x
person:openalex:A5109331936,Anna Melissa Guerrero,1,0,False,False,,A5109331936,doi:10.1007/s11136-022-03143-w
person:openalex:A5090671455,Anna-Katrine Sussex,1,0,False,False,,A5090671455,doi:10.1007/s11136-024-03875-x
person:openalex:A5069067858,Anne Julienne Genuino-Marfori,1,0,False,False,,A5069067858,doi:10.1007/s11136-022-03143-w
person:orcid:0000-0003-0131-1444,Annemieke de Groot,1,0,False,False,0000-0003-0131-1444,A5006394311,doi:10.1007/s11136-021-03069-9
person:leader:eb823a3d3fe9,Annette Regan,1,3,False,True,0000-0002-3879-6193,A5010948852,doi:10.1007/s40258-023-00798-5
person:orcid:0000-0002-1336-5899,Annie Hawton,1,0,False,False,0000-0002-1336-5899,A5055528451,doi:10.1007/s11136-026-04229-5
person:orcid:0000-0002-1716-9123,Anouk S. Huberts,1,0,False,False,0000-0002-1716-9123,A5079012811,doi:10.3390/cancers16111952
person:orcid:0000-0003-2449-2516,Anthea Sutton,1,0,False,False,0000-0003-2449-2516,A5018481496,doi:10.1007/s40273-025-01550-8
person:orcid:0000-0003-4933-9569,Ari Samaranayaka,1,0,False,False,0000-0003-4933-9569,A5016114433,doi:10.1186/s13643-025-03060-2
person:openalex:A5116048522,Asma Al Mannaei,1,0,False,False,,A5116048522,doi:10.1016/j.jval.2025.01.003
person:orcid:0000-0002-5416-5658,Asmaa Azizi,1,0,False,False,0000-0002-5416-5658,A5008347262,doi:10.1007/s11136-025-03930-1
person:leader:09fa3c498378,Asrul Shafie,1,3,False,True,0000-0002-5629-9270,A5089160643,doi:10.1007/s11136-021-03075-x
person:eqmember:17797,Ataru Igarashi,1,0,True,False,0000-0001-6307-6916,A5071771037,doi:10.1007/s11136-021-03075-x
person:leader:45e0db20f70b,Ava Hoogenboom,1,1,False,True,0009-0004-2252-454x,A5117116214,doi:10.1007/s10198-025-01823-1
person:orcid:0000-0003-4402-9211,Axel Mühlbacher,1,0,False,False,0000-0003-4402-9211,A5054826547,doi:10.1007/s11136-020-02712-1
person:orcid:0000-0002-5473-1592,Azhar Hussain,1,0,False,False,0000-0002-5473-1592,A5101501282,doi:10.1186/s12955-025-02397-5
person:orcid:0000-0003-3941-4553,Azhar Hussain,1,0,False,False,0000-0003-3941-4553,A5015174016,doi:10.1007/s41669-023-00437-8
person:orcid:0000-0002-8756-8699,Aírton Tetelbom Stein,1,0,False,False,0000-0002-8756-8699,A5038489315,doi:10.1007/s40273-024-01404-9
person:orcid:0000-0001-5193-918x,B. M. Morrow,1,0,False,False,0000-0001-5193-918x,A5122377113,doi:10.1007/s11136-025-04150-3
person:openalex:A5118390306,Bai Guannan,1,0,False,False,,A5118390306,doi:10.1136/bmjopen-2025-102509
person:orcid:0000-0002-0412-4276,Bas Donkers,1,0,False,False,0000-0002-0412-4276,A5033508635,doi:10.1007/s40273-018-0694-6
person:openalex:A5122911844,Bastiaan T. Rutjens,1,0,False,False,,A5122911844,doi:10.1007/s11136-025-04145-0
person:openalex:A5032844648,Beate Sander,1,0,False,False,0000-0003-2128-9133,A5032844648,doi:10.1007/s10198-021-01412-y
person:leader:ece94cf47888,Begashaw Melaku Gebresillassie,1,2,False,True,0000-0003-0071-732x,A5013305477,doi:10.1186/s41687-025-00928-8
person:openalex:A5072547675,Bhash Naidoo,1,0,False,False,,A5072547675,doi:10.1007/s10198-021-01306-z
person:orcid:0000-0002-4867-929x,Bin Wu,1,0,False,False,0000-0002-4867-929x,A5101514432,doi:10.1186/s12955-023-02131-z
person:orcid:0000-0001-9558-304x,Bin Zheng,1,0,False,False,0000-0001-9558-304x,A5027996110,doi:10.1007/s40273-022-01216-9
person:orcid:0000-0002-3614-2401,Biruck Gashawbeza,1,0,False,False,0000-0002-3614-2401,A5057552039,doi:10.1186/s12955-024-02305-3
person:openalex:A5119599136,Bradely Sugden,1,0,False,False,,A5119599136,doi:10.1007/s10198-025-01812-4
person:orcid:0000-0002-8293-7061,Bram Rochwerg,1,0,False,False,0000-0002-8293-7061,A5048385516,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-9362-0086,Brian Hung‐Hin Lang,1,0,False,False,0000-0002-9362-0086,A5065860606,doi:10.1186/s12955-023-02177-z
person:leader:1064c67128ac,Brigitte Essers,1,1,False,True,0000-0002-7703-7114,A5056962219,doi:10.3389/fpsyg.2023.1175402
person:openalex:A5111246879,Caique Melo Espirito Santo,1,0,False,False,,A5111246879,doi:10.1007/s40273-024-01404-9
person:orcid:0000-0002-1175-2211,Caique de Melo do Espírito Santo,1,0,False,False,0000-0002-1175-2211,A5042363960,doi:10.1007/s10198-025-01770-x
person:orcid:0000-0002-3379-2433,Carina Persson,1,0,False,False,0000-0002-3379-2433,A5076665198,doi:10.1007/s11136-018-1985-2
person:eqmember:17811,Carlos Wong,1,6,True,True,0000-0002-6895-6071,A5041610413,doi:10.1186/s12955-023-02177-z
person:orcid:0000-0002-4441-6687,Carlotta Varriale,1,0,False,False,0000-0002-4441-6687,A5049309526,doi:10.1007/s41669-024-00486-7
person:orcid:0000-0002-0377-3389,Carmen D. Dirksen,1,0,False,False,0000-0002-0377-3389,A5055643997,doi:10.3389/fpsyg.2023.1175402
person:orcid:0000-0002-8773-2786,Carolien Verheij,1,0,False,False,0000-0002-8773-2786,A5028001428,doi:10.3390/nu16162591
person:leader:22c287b45ebd,Carrie-Anne Ng,1,1,False,True,0000-0001-9326-8492,A5035818265,doi:10.1007/s11136-026-04230-y
person:orcid:0000-0001-9610-8507,Chakib Nejjari,1,0,False,False,0000-0001-9610-8507,A5025677569,doi:10.1007/s11136-025-03930-1
person:orcid:0000-0003-0545-1567,Chao‐Hsiun Tang,1,0,False,False,0000-0003-0545-1567,A5017550412,doi:10.1371/journal.pone.0209344
person:openalex:A5112406075,Chia-Ing Li,1,0,False,False,,A5112406075,doi:10.1371/journal.pone.0209344
person:orcid:0000-0001-7470-528x,Chien‐Ning Hsu,1,0,False,False,0000-0001-7470-528x,A5020538411,doi:10.1371/journal.pone.0209344
person:eqmember:17815,Chris Sampson,1,3,True,True,0000-0001-9470-2369,A5002636040,doi:10.1002/hec.4863
person:author:doi:10.1371/journal.pone.0200966:8,Chung-Ying Lin,1,0,False,False,,,doi:10.1371/journal.pone.0200966
person:openalex:A5110068367,Churn‐Shiouh Gau,1,0,False,False,,A5110068367,doi:10.1371/journal.pone.0209344
person:leader:33ce5d686145,Ciaran O'Neill,1,1,False,True,0000-0001-7668-3934,A5016414995,doi:10.1007/s40273-025-01476-1
person:orcid:0000-0001-7536-8481,Cindy Lo Kuen Lam,1,0,False,False,0000-0001-7536-8481,A5015626145,doi:10.1186/s12955-023-02177-z
person:orcid:0000-0003-4833-7967,Cristina Valcárcel‐Nazco,1,0,False,False,0000-0003-4833-7967,A5067175379,doi:10.3390/ijerph19138208
person:orcid:0009-0003-6953-6997,Curtis Y. L. Yeung,1,0,False,False,0009-0003-6953-6997,,doi:10.3390/curroncol32060308
person:openalex:A5109778098,D. Singh,1,0,False,False,,A5109778098,doi:10.1038/s41433-023-02860-x
person:openalex:A5041379430,D.S. Reddy,1,0,False,False,0000-0001-5575-7586,A5041379430,doi:10.36469/001c.145813
person:orcid:0000-0002-9527-0577,Daniel J. Niven,1,0,False,False,0000-0002-9527-0577,A5016206619,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-1988-1250,David C. Currow,1,0,False,False,0000-0003-1988-1250,A5007993808,doi:10.1007/s11136-024-03817-7
person:orcid:0000-0002-1998-9408,David Feeny,1,0,False,False,0000-0002-1998-9408,A5035248555,doi:10.1007/s40273-015-0292-9
person:openalex:A5054412185,David M. Bartholomew,1,0,False,False,,A5054412185,doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-1369-2483,David Meads,1,0,False,False,0000-0003-1369-2483,A5086640521,doi:10.1007/s10198-023-01569-8
person:author:doi:10.5492/wjccm.v11.i4.236:19,Deborah J Cook,1,0,False,False,,,doi:10.5492/wjccm.v11.i4.236
person:eqmember:17827,Deborah Street,1,1,True,True,0000-0002-4476-0656,A5053497885,doi:10.1007/s40271-025-00735-9
person:orcid:0000-0001-6780-0019,Dennis A. Revicki,1,0,False,False,0000-0001-6780-0019,A5001054264,doi:10.1007/s40273-015-0292-9
person:orcid:0000-0003-4007-8243,Diana Truong,1,0,False,False,0000-0003-4007-8243,A5037889272,doi:10.1007/s11136-025-03996-x
person:orcid:0000-0003-3634-7906,Dinah Reddihough,1,0,False,False,0000-0003-3634-7906,A5037576805,doi:10.1007/s11136-026-04223-x
person:orcid:0000-0002-3405-6577,Doha Achak,1,0,False,False,0000-0002-3405-6577,A5008093471,doi:10.1007/s11136-025-03930-1
person:orcid:0000-0001-9784-6472,Dong Dong,1,0,False,False,0000-0001-9784-6472,A5100318622,doi:10.1007/s10198-024-01682-2
person:openalex:A5122380022,E. Bidgood,1,0,False,False,,A5122380022,doi:10.1007/s11136-025-04150-3
person:eqmember:18646,Edward Webb,1,2,True,True,0000-0001-7918-839x,A5011344482,doi:10.1007/s10198-023-01569-8
person:openalex:A5058639972,Eileen Keogh,1,0,False,False,,A5058639972,doi:10.1186/s12955-023-02207-w
person:openalex:A5117785013,Einat Martonovich-Lantsberg,1,0,False,False,,A5117785013,doi:10.1007/s11136-025-03996-x
person:openalex:A5117715736,Elena J. Zhou,1,0,False,False,,A5117715736,doi:10.3390/curroncol32060308
person:orcid:0000-0003-3113-3079,Eliza Brożek-Mądry,1,0,False,False,0000-0003-3113-3079,A5012212375,doi:10.1007/s11136-025-04077-9
person:leader:31a5417532b0,Eliza Wong,1,1,False,True,0000-0001-9983-6219,A5033480820,doi:10.1007/s11136-021-03075-x
person:orcid:0000-0003-1351-9170,Elizabeth Goodwin,1,0,False,False,0000-0003-1351-9170,A5091619938,doi:10.1007/s11136-026-04229-5
person:openalex:A5093786284,Elizabeth Walkley,1,0,False,False,,A5093786284,doi:10.1136/archdischild-2025-329475
person:orcid:0000-0003-3621-1339,Elmadani Saad,1,0,False,False,0000-0003-3621-1339,A5005220728,doi:10.1007/s11136-025-03930-1
person:orcid:0000-0003-4196-8686,Eric Ho Man Tang,1,0,False,False,0000-0003-4196-8686,A5048766394,doi:10.1186/s12955-023-02177-z
person:orcid:0000-0002-6463-1106,Erik Buskens,1,0,False,False,0000-0002-6463-1106,A5077488640,doi:10.1007/s40273-018-0647-0
person:eqmember:17841,Ernest Law,1,0,True,False,0000-0002-6111-8008,A5040405517,doi:10.1016/j.jval.2020.03.019
person:orcid:0000-0002-3581-6451,Eskinder Eshetu Ali,1,0,False,False,0000-0002-3581-6451,A5019890398,doi:10.1186/s12955-024-02305-3
person:orcid:0000-0003-1071-0017,Espen Ajo Arnevik,1,0,False,False,0000-0003-1071-0017,A5082703972,doi:10.1186/s41687-020-00247-0
person:orcid:0000-0002-0115-9596,Espen Walderhaug,1,0,False,False,0000-0002-0115-9596,A5078816855,doi:10.1186/s41687-020-00247-0
person:orcid:0000-0002-3797-949x,Fabianna Resende de Jesus‐Moraleida,1,0,False,False,0000-0002-3797-949x,A5021624866,doi:10.1007/s40273-024-01404-9
person:eqmember:17843,Fan Yang,1,0,True,False,0000-0003-4689-265x,A5056976700,doi:10.1007/s10198-018-0987-x
person:orcid:0000-0002-8249-7481,Fang‐Ju Lin,1,0,False,False,0000-0002-8249-7481,A5024055768,doi:10.1371/journal.pone.0209344
person:openalex:A5081675787,Fanny Kapakasa,1,0,False,False,,A5081675787,doi:10.1016/j.vhri.2021.09.007
person:openalex:A5125700763,Fatma S. E. Ebeid,1,0,False,False,,A5125700763,doi:10.1186/s41687-025-00985-z
person:leader:dd5e12d302df,Fernando Argento,1,3,False,True,0000-0002-2492-8933,A5021426515,doi:10.1186/s12955-026-02581-1
person:orcid:0000-0002-0245-9849,Francesco Malandrini,1,0,False,False,0000-0002-0245-9849,A5083810753,doi:10.1007/s40258-022-00772-7
person:openalex:A5080215797,Frank Deomansingh,1,0,False,False,,A5080215797,doi:10.1038/s41433-023-02860-x
person:orcid:0000-0002-0360-3427,François Lamontagne,1,0,False,False,0000-0002-0360-3427,A5037956429,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-6530-5513,François Lauzier,1,0,False,False,0000-0002-6530-5513,A5011601803,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-0457-2175,Fredrik Norström,1,0,False,False,0000-0002-0457-2175,A5069767747,doi:10.1186/s12955-022-02083-w
person:openalex:A5026503701,G Ruzsa,1,0,False,False,0000-0002-6817-6454,A5026503701,doi:10.1016/j.jval.2020.03.019
person:orcid:0000-0003-3274-0292,Gabrielle Conecker,1,0,False,False,0000-0003-3274-0292,A5064611355,doi:10.1007/s11136-026-04223-x
person:openalex:A5073821926,Galina Opikova,1,0,False,False,,A5073821926,doi:10.3389/ijph.2026.1608807
person:openalex:A5063917571,Gashaw Arega,1,0,False,False,,A5063917571,doi:10.1186/s13643-025-03060-2
person:orcid:0000-0002-2791-9960,Gayathri S. Kumar,1,0,False,False,0000-0002-2791-9960,A5042834834,doi:10.1007/s40273-025-01545-5
person:leader:942313d653a7,Gerard De Pouvourville,1,2,False,True,0000-0002-5941-6823,A5085975930,doi:10.1007/s40273-019-00876-4
person:leader:49d1d576ca39,Gerkens Sophie,1,1,False,True,0000-0001-6211-3471,A5063513647,doi:10.1007/s41669-022-00353-3
person:openalex:A5111502485,Gillian Riordan,1,0,False,False,0000-0003-2698-9948,A5111502485,doi:10.36469/001c.145813
person:orcid:0009-0003-4264-0946,Giovanni Andrulli,1,0,False,False,0009-0003-4264-0946,A5094046394,doi:10.1007/s41669-024-00486-7
person:leader:5fdc94f27d8c,Girma Tekle Gebremariam,1,1,False,True,0000-0002-2747-7955,A5008650274,doi:10.1186/s12955-024-02305-3
person:orcid:0009-0005-5260-4652,Giselle Abangma,1,0,False,False,0009-0005-5260-4652,A5093565451,doi:10.1177/0272989x251380556
person:openalex:A5069811479,Glenn Phillips,1,0,False,False,0000-0002-9676-1909,A5069811479,doi:10.1016/j.jval.2025.09.009
person:leader:6cc4c9299d70,Goitom Molalign Takele,1,4,False,True,0000-0002-9344-3390,A5009462612,doi:10.1186/s13643-025-03060-2
person:openalex:A5010304307,Grace Helena Firmansyah Putri,1,0,False,False,,A5010304307,doi:10.1016/j.vhri.2025.101543
person:author:doi:10.2196/27669:8,Gunther Eysenbach,1,0,False,False,,,doi:10.2196/27669
person:orcid:0000-0003-1604-5353,Gurdas V. Singh,1,0,False,False,0000-0003-1604-5353,A5030616812,doi:10.1007/s40273-025-01550-8
person:openalex:A5062656907,H. M. Leonard,1,0,False,False,,A5062656907,doi:10.1007/s11136-026-04223-x
person:orcid:0000-0002-8229-4369,Hanish Kodali,1,0,False,False,0000-0002-8229-4369,A5084065579,doi:10.1213/ane.0000000000007107
person:openalex:A5075102472,Helder De Quintal,1,0,False,False,0000-0003-3796-4420,A5075102472,doi:10.36469/001c.145813
person:orcid:0000-0003-1231-1490,Henry T. Stelfox,1,0,False,False,0000-0003-1231-1490,A5046035017,doi:10.5492/wjccm.v11.i4.236
person:openalex:A5046103327,Hubert Wong,1,0,False,False,,A5046103327,doi:10.1097/mlr.0000000000002315
person:orcid:0000-0002-9853-1592,Ibtissam Youlyouz‐Marfak,1,0,False,False,0000-0002-9853-1592,A5010461857,doi:10.1007/s11136-025-03930-1
