source,target,coauthored_paper_count,layout_distance,publication_ids,dois
person:eqmember:17946,person:orcid:0000-0002-0680-7353,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:eqmember:17946,person:orcid:0000-0002-0918-7540,1,1.0,doi:10.1007/s40273-025-01476-1,10.1007/s40273-025-01476-1
person:eqmember:17946,person:orcid:0000-0002-1998-9408,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:eqmember:17946,person:orcid:0000-0002-2399-6942,1,1.0,doi:10.1007/s40273-025-01493-0,10.1007/s40273-025-01493-0
person:eqmember:17946,person:orcid:0000-0002-2791-9960,1,1.0,doi:10.1007/s40273-025-01545-5,10.1007/s40273-025-01545-5
person:eqmember:17946,person:orcid:0000-0002-4290-4863,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:eqmember:17946,person:orcid:0000-0002-5599-2209,1,1.0,doi:10.1007/s40273-024-01355-1,10.1007/s40273-024-01355-1
person:eqmember:17946,person:orcid:0000-0002-5692-8882,1,1.0,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475
person:eqmember:17946,person:orcid:0000-0002-7913-7274,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:eqmember:17946,person:orcid:0000-0002-8438-2901,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:eqmember:17946,person:orcid:0000-0002-8859-926x,1,1.0,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886
person:eqmember:17946,person:orcid:0000-0003-0851-8341,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:eqmember:17946,person:orcid:0000-0003-1604-5353,1,1.0,doi:10.1007/s40273-025-01550-8,10.1007/s40273-025-01550-8
person:eqmember:17946,person:orcid:0000-0003-2029-6331,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:eqmember:17946,person:orcid:0000-0003-2449-2516,1,1.0,doi:10.1007/s40273-025-01550-8,10.1007/s40273-025-01550-8
person:eqmember:17946,person:orcid:0000-0003-3550-990x,1,1.0,doi:10.1007/s40273-025-01476-1,10.1007/s40273-025-01476-1
person:eqmember:17946,person:orcid:0000-0003-4007-8243,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:eqmember:17946,person:orcid:0000-0003-4609-3911,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:eqmember:17946,person:orcid:0000-0003-4780-8333,1,1.0,doi:10.1007/s40271-023-00647-6,10.1007/s40271-023-00647-6
person:eqmember:17946,person:orcid:0009-0005-5260-4652,1,1.0,doi:10.1177/0272989x251380556,10.1177/0272989x251380556
person:eqmember:17948,person:eqmember:17962,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17948,person:eqmember:18010,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17948,person:leader:5b6527858de5,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17948,person:leader:c52a5fd501e9,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17948,person:orcid:0000-0002-4832-7833,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17948,person:orcid:0000-0003-4392-6850,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17952,person:eqmember:17966,1,1.0,doi:10.1017/s0266462326103602,10.1017/s0266462326103602
person:eqmember:17952,person:eqmember:17976,1,1.0,doi:10.1017/s0266462326103602,10.1017/s0266462326103602
person:eqmember:17952,person:eqmember:17994,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17952,person:leader:da2b6bcaceb6,1,1.0,doi:10.1017/s0266462326103602,10.1017/s0266462326103602
person:eqmember:17952,person:openalex:A5046103327,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17952,person:openalex:A5058173329,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17952,person:openalex:A5130219809,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17952,person:orcid:0000-0001-8685-3212,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17952,person:orcid:0000-0002-2022-4939,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17952,person:orcid:0000-0002-2115-2447,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17952,person:orcid:0000-0002-6399-5741,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17954,person:eqmember:17976,1,1.0,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2
person:eqmember:17954,person:eqmember:18004,1,1.0,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2
person:eqmember:17954,person:eqmember:18008,1,1.0,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2
person:eqmember:17954,person:eqmember:18019,1,1.0,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2
person:eqmember:17954,person:eqmember:19005,1,1.0,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2
person:eqmember:17954,person:leader:04cf56c7a04c,1,1.0,doi:10.1136/bmjopen-2023-080985,10.1136/bmjopen-2023-080985
person:eqmember:17954,person:orcid:0000-0001-5913-0297,1,1.0,doi:10.1136/bmjopen-2023-080985,10.1136/bmjopen-2023-080985
person:eqmember:17954,person:orcid:0000-0002-2570-1685,1,1.0,doi:10.1136/bmjopen-2023-080985,10.1136/bmjopen-2023-080985
person:eqmember:17954,person:orcid:0000-0002-3816-9106,1,1.0,doi:10.1136/bmjopen-2023-080985,10.1136/bmjopen-2023-080985
person:eqmember:17954,person:orcid:0000-0002-7142-3364,1,1.0,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2
person:eqmember:17956,person:leader:d9674d98607b,1,1.0,doi:10.1186/s41687-025-00928-8,10.1186/s41687-025-00928-8
person:eqmember:17956,person:leader:eb823a3d3fe9,1,1.0,doi:10.1007/s40258-023-00798-5,10.1007/s40258-023-00798-5
person:eqmember:17956,person:leader:ece94cf47888,1,1.0,doi:10.1186/s41687-025-00928-8,10.1186/s41687-025-00928-8
person:eqmember:17956,person:openalex:A5112728116,1,1.0,doi:10.1007/s40258-023-00798-5,10.1007/s40258-023-00798-5
person:eqmember:17956,person:orcid:0000-0001-5374-5100,1,1.0,doi:10.1007/s40258-023-00798-5,10.1007/s40258-023-00798-5
person:eqmember:17956,person:orcid:0000-0002-5473-1592,1,1.0,doi:10.1186/s12955-025-02397-5,10.1186/s12955-025-02397-5
person:eqmember:17956,person:orcid:0000-0003-0519-509x,1,1.0,doi:10.1186/s41687-025-00928-8,10.1186/s41687-025-00928-8
person:eqmember:17956,person:orcid:0000-0003-3941-4553,1,1.0,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8
person:eqmember:17958,person:orcid:0000-0002-9768-5389,1,1.0,doi:10.1007/s10198-025-01769-4,10.1007/s10198-025-01769-4
person:eqmember:17958,person:orcid:0009-0009-9829-5647,1,1.0,doi:10.1007/s11136-021-03007-9,10.1007/s11136-021-03007-9
person:eqmember:17960,person:leader:e448059d8472,1,1.0,doi:10.1186/s12955-021-01858-x,10.1186/s12955-021-01858-x
person:eqmember:17960,person:openalex:A5037261695,1,1.0,doi:10.1016/j.jval.2018.05.002,10.1016/j.jval.2018.05.002
person:eqmember:17960,person:openalex:A5106693152,1,1.0,doi:10.1016/j.jval.2021.10.013,10.1016/j.jval.2021.10.013
person:eqmember:17960,person:openalex:A5106693153,1,1.0,doi:10.1016/j.jval.2021.10.013,10.1016/j.jval.2021.10.013
person:eqmember:17960,person:openalex:A5108286749,1,1.0,doi:10.1016/j.jval.2021.10.013,10.1016/j.jval.2021.10.013
person:eqmember:17960,person:orcid:0000-0001-8778-5055,1,1.0,doi:10.1016/j.jval.2021.10.013,10.1016/j.jval.2021.10.013
person:eqmember:17960,person:orcid:0000-0002-4832-7833,1,1.0,doi:10.1016/j.jval.2018.05.002,10.1016/j.jval.2018.05.002
person:eqmember:17962,person:eqmember:18010,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17962,person:eqmember:18021,1,1.0,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005
person:eqmember:17962,person:eqmember:18646,1,1.0,doi:10.1007/s10198-023-01569-8,10.1007/s10198-023-01569-8
person:eqmember:17962,person:leader:5b6527858de5,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17962,person:leader:c52a5fd501e9,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17962,person:openalex:A5043889398,1,1.0,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005
person:eqmember:17962,person:openalex:A5047819061,1,1.0,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005
person:eqmember:17962,person:openalex:A5052119079,1,1.0,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005
person:eqmember:17962,person:openalex:A5059507519,1,1.0,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005
person:eqmember:17962,person:orcid:0000-0002-2559-6483,1,1.0,doi:10.1007/s10198-023-01569-8,10.1007/s10198-023-01569-8
person:eqmember:17962,person:orcid:0000-0002-4832-7833,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17962,person:orcid:0000-0003-1369-2483,1,1.0,doi:10.1007/s10198-023-01569-8,10.1007/s10198-023-01569-8
person:eqmember:17962,person:orcid:0000-0003-4392-6850,1,1.0,doi:10.1007/s11136-019-02115-x,10.1007/s11136-019-02115-x
person:eqmember:17964,person:eqmember:17976,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:eqmember:17964,person:eqmember:17988,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:eqmember:17964,person:orcid:0000-0001-6780-0019,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:eqmember:17964,person:orcid:0000-0002-1998-9408,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:eqmember:17964,person:orcid:0000-0002-6463-1106,1,1.0,doi:10.1007/s40273-018-0647-0,10.1007/s40273-018-0647-0
person:eqmember:17966,person:eqmember:17976,1,1.0,doi:10.1017/s0266462326103602,10.1017/s0266462326103602
person:eqmember:17966,person:leader:da2b6bcaceb6,1,1.0,doi:10.1017/s0266462326103602,10.1017/s0266462326103602
person:eqmember:17968,person:openalex:A5122911844,1,1.0,doi:10.1007/s11136-025-04145-0,10.1007/s11136-025-04145-0
person:eqmember:17968,person:orcid:0000-0002-0484-1419,1,1.0,doi:10.1007/s11136-017-1512-x,10.1007/s11136-017-1512-x
person:eqmember:17974,person:eqmember:17980,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17974,person:eqmember:17988,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17974,person:eqmember:18000,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17974,person:eqmember:18019,1,1.0,doi:10.1016/j.jval.2025.07.016,10.1016/j.jval.2025.07.016
person:eqmember:17974,person:leader:1ed27ee96b5d,1,1.0,doi:10.1007/s40273-025-01493-0,10.1007/s40273-025-01493-0
person:eqmember:17974,person:leader:22c287b45ebd,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:eqmember:17974,person:leader:33ce5d686145,1,1.0,doi:10.1007/s40273-025-01476-1,10.1007/s40273-025-01476-1
person:eqmember:17974,person:leader:33e259cba916,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:eqmember:17974,person:leader:3a021deb0a29,1,1.0,doi:10.1016/j.vhri.2024.101045,10.1016/j.vhri.2024.101045
person:eqmember:17974,person:leader:50cca9cff5d9,1,1.0,doi:10.1007/s40273-025-01493-0,10.1007/s40273-025-01493-0
person:eqmember:17974,person:leader:63cb6b329986,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:eqmember:17974,person:leader:e441983c0a65,1,1.0,doi:10.1016/j.jval.2025.07.016,10.1016/j.jval.2025.07.016
person:eqmember:17974,person:openalex:A5047192551,1,1.0,doi:10.1016/j.vhri.2024.101045,10.1016/j.vhri.2024.101045
person:eqmember:17974,person:openalex:A5091770714,1,1.0,doi:10.1016/j.vhri.2024.101045,10.1016/j.vhri.2024.101045
person:eqmember:17974,person:openalex:A5132705166,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:eqmember:17974,person:orcid:0000-0001-6121-5409,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:eqmember:17974,person:orcid:0000-0001-6159-2482,1,1.0,doi:10.1007/s40273-021-01109-3,10.1007/s40273-021-01109-3
person:eqmember:17974,person:orcid:0000-0001-7458-6460,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17974,person:orcid:0000-0002-0113-6917,1,1.0,doi:10.1007/s40273-025-01476-1,10.1007/s40273-025-01476-1
person:eqmember:17974,person:orcid:0000-0002-0122-0123,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:eqmember:17974,person:orcid:0000-0002-0918-7540,1,1.0,doi:10.1007/s40273-025-01476-1,10.1007/s40273-025-01476-1
person:eqmember:17974,person:orcid:0000-0002-2399-6942,1,1.0,doi:10.1007/s40273-025-01493-0,10.1007/s40273-025-01493-0
person:eqmember:17974,person:orcid:0000-0002-8385-5965,1,1.0,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886
person:eqmember:17974,person:orcid:0000-0002-8859-926x,1,1.0,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886
person:eqmember:17974,person:orcid:0000-0003-3550-990x,1,1.0,doi:10.1007/s40273-025-01476-1,10.1007/s40273-025-01476-1
person:eqmember:17974,person:orcid:0000-0003-3619-5367,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17974,person:orcid:0000-0003-3897-2908,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:eqmember:17974,person:orcid:0000-0003-4402-9211,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17974,person:orcid:0009-0000-4173-3487,1,1.0,doi:10.1007/s40271-025-00735-9,10.1007/s40271-025-00735-9
person:eqmember:17976,person:eqmember:17988,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:eqmember:17976,person:eqmember:18002,1,1.0,doi:10.1007/s40273-021-01109-3,10.1007/s40273-021-01109-3
person:eqmember:17976,person:eqmember:18004,1,1.0,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2
person:eqmember:17976,person:eqmember:18008,1,1.0,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2
person:eqmember:17976,person:eqmember:18019,1,1.0,doi:10.1007/s11136-025-03983-2,10.1007/s11136-025-03983-2
person:eqmember:17976,person:eqmember:19030,1,1.0,doi:10.1007/s11136-026-04315-8,10.1007/s11136-026-04315-8
person:eqmember:17976,person:leader:3a021deb0a29,1,1.0,doi:10.1016/j.vhri.2024.101045,10.1016/j.vhri.2024.101045
person:eqmember:17976,person:leader:da2b6bcaceb6,1,1.0,doi:10.1017/s0266462326103602,10.1017/s0266462326103602
person:eqmember:17976,person:leader:db0cd1478ab2,1,1.0,doi:10.1007/s11136-026-04315-8,10.1007/s11136-026-04315-8
person:eqmember:17976,person:openalex:A5047192551,1,1.0,doi:10.1016/j.vhri.2024.101045,10.1016/j.vhri.2024.101045
person:eqmember:17976,person:openalex:A5091770714,1,1.0,doi:10.1016/j.vhri.2024.101045,10.1016/j.vhri.2024.101045
person:eqmember:17976,person:orcid:0000-0001-6159-2482,1,1.0,doi:10.1007/s40273-021-01109-3,10.1007/s40273-021-01109-3
person:eqmember:17976,person:orcid:0000-0001-6780-0019,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:eqmember:17976,person:orcid:0000-0002-1998-9408,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:eqmember:17976,person:orcid:0000-0002-3531-0389,1,1.0,doi:10.1007/s11136-024-03817-7,10.1007/s11136-024-03817-7
person:eqmember:17976,person:orcid:0000-0002-8385-5965,1,1.0,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886
person:eqmember:17976,person:orcid:0000-0002-8859-926x,1,1.0,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886
person:eqmember:17976,person:orcid:0000-0003-1988-1250,1,1.0,doi:10.1007/s11136-024-03817-7,10.1007/s11136-024-03817-7
person:eqmember:17976,person:orcid:0000-0003-4535-442x,1,1.0,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886
person:eqmember:17976,person:orcid:0000-0003-4780-8333,1,1.0,doi:10.1007/s40271-023-00647-6,10.1007/s40271-023-00647-6
person:eqmember:17976,person:orcid:0009-0000-4173-3487,1,1.0,doi:10.1007/s40271-025-00735-9,10.1007/s40271-025-00735-9
person:eqmember:17980,person:eqmember:19030,1,1.0,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8
person:eqmember:17980,person:orcid:0000-0001-7458-6460,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17980,person:orcid:0000-0003-3619-5367,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17980,person:orcid:0000-0003-4402-9211,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17982,person:eqmember:18004,1,1.0,doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2
person:eqmember:17982,person:leader:510242c8d95e,1,1.0,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007
person:eqmember:17982,person:leader:6cc4c9299d70,1,1.0,doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2
person:eqmember:17982,person:openalex:A5063917571,1,1.0,doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2
person:eqmember:17982,person:openalex:A5081675787,1,1.0,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007
person:eqmember:17982,person:orcid:0000-0002-2013-6963,1,1.0,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007
person:eqmember:17982,person:orcid:0000-0002-7375-4845,1,1.0,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007
person:eqmember:17982,person:orcid:0000-0002-8639-5191,1,1.0,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007
person:eqmember:17982,person:orcid:0000-0003-3121-6050,1,1.0,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007
person:eqmember:17982,person:orcid:0000-0003-4933-9569,1,1.0,doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2
person:eqmember:17984,person:eqmember:19005,1,1.0,doi:10.1016/j.jval.2025.09.009,10.1016/j.jval.2025.09.009
person:eqmember:17984,person:openalex:A5069811479,1,1.0,doi:10.1016/j.jval.2025.09.009,10.1016/j.jval.2025.09.009
person:eqmember:17984,person:orcid:0000-0001-8778-5055,1,1.0,doi:10.1007/s40271-022-00573-z,10.1007/s40271-022-00573-z
person:eqmember:17988,person:eqmember:19003,1,1.0,doi:10.1016/j.jval.2024.03.002,10.1016/j.jval.2024.03.002
person:eqmember:17988,person:eqmember:19179,1,1.0,doi:10.1016/j.jval.2020.03.019,10.1016/j.jval.2020.03.019
person:eqmember:17988,person:eqmember:19813,1,1.0,doi:10.1007/s11136-014-0897-z,10.1007/s11136-014-0897-z
person:eqmember:17988,person:leader:53444d26184b,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:eqmember:17988,person:leader:697a63a74011,1,1.0,doi:10.1007/s11136-025-04003-z,10.1007/s11136-025-04003-z
person:eqmember:17988,person:openalex:A5026503701,1,1.0,doi:10.1016/j.jval.2020.03.019,10.1016/j.jval.2020.03.019
person:eqmember:17988,person:openalex:A5086557976,1,1.0,doi:10.1016/j.jval.2020.03.019,10.1016/j.jval.2020.03.019
person:eqmember:17988,person:openalex:A5110068367,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:eqmember:17988,person:openalex:A5112406075,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:eqmember:17988,person:orcid:0000-0001-6660-5246,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:eqmember:17988,person:orcid:0000-0001-6780-0019,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:eqmember:17988,person:orcid:0000-0001-7458-6460,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17988,person:orcid:0000-0001-7470-528x,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:eqmember:17988,person:orcid:0000-0002-1998-9408,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:eqmember:17988,person:orcid:0000-0002-6095-2295,1,1.0,doi:10.1016/j.jval.2020.03.019,10.1016/j.jval.2020.03.019
person:eqmember:17988,person:orcid:0000-0002-8249-7481,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:eqmember:17988,person:orcid:0000-0003-0545-1567,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:eqmember:17988,person:orcid:0000-0003-4402-9211,1,1.0,doi:10.1007/s11136-020-02712-1,10.1007/s11136-020-02712-1
person:eqmember:17990,person:leader:63cb6b329986,1,1.0,doi:10.1007/s40273-025-01550-8,10.1007/s40273-025-01550-8
person:eqmember:17990,person:leader:e448059d8472,1,1.0,doi:10.1007/s40273-025-01550-8,10.1007/s40273-025-01550-8
person:eqmember:17990,person:orcid:0000-0001-7472-2039,1,1.0,doi:10.1007/s40273-025-01550-8,10.1007/s40273-025-01550-8
person:eqmember:17990,person:orcid:0000-0003-1604-5353,1,1.0,doi:10.1007/s40273-025-01550-8,10.1007/s40273-025-01550-8
person:eqmember:17990,person:orcid:0000-0003-2449-2516,1,1.0,doi:10.1007/s40273-025-01550-8,10.1007/s40273-025-01550-8
person:eqmember:17992,person:leader:45e0db20f70b,1,1.0,doi:10.1007/s10198-025-01823-1,10.1007/s10198-025-01823-1
person:eqmember:17992,person:leader:606823d7ed51,1,1.0,doi:10.1007/s10198-025-01857-5,10.1007/s10198-025-01857-5
person:eqmember:17992,person:openalex:A5119599136,1,1.0,doi:10.1007/s10198-025-01812-4,10.1007/s10198-025-01812-4
person:eqmember:17992,person:orcid:0000-0002-0476-8397,1,1.0,doi:10.1007/s10198-025-01823-1,10.1007/s10198-025-01823-1
person:eqmember:17992,person:orcid:0000-0002-5882-6070,1,1.0,doi:10.1007/s10198-025-01812-4,10.1007/s10198-025-01812-4
person:eqmember:17994,person:openalex:A5046103327,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17994,person:openalex:A5058173329,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17994,person:openalex:A5130219809,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17994,person:orcid:0000-0001-8685-3212,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17994,person:orcid:0000-0002-2022-4939,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17994,person:orcid:0000-0002-2115-2447,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17994,person:orcid:0000-0002-6399-5741,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:eqmember:17996,person:orcid:0000-0001-6962-0564,1,1.0,doi:10.1007/s11136-020-02469-7,10.1007/s11136-020-02469-7
person:eqmember:17996,person:orcid:0000-0002-0457-2175,1,1.0,doi:10.1186/s12955-022-02083-w,10.1186/s12955-022-02083-w
person:eqmember:17996,person:orcid:0000-0002-4749-5536,1,1.0,doi:10.1007/s11136-020-02469-7,10.1007/s11136-020-02469-7
person:eqmember:17996,person:orcid:0000-0003-2290-0205,1,1.0,doi:10.1007/s11136-020-02469-7,10.1007/s11136-020-02469-7
person:eqmember:17998,person:eqmember:18010,1,1.0,doi:10.12688/wellcomeopenres.21408.2,10.12688/wellcomeopenres.21408.2
person:eqmember:17998,person:eqmember:18019,1,1.0,doi:10.1016/j.vhri.2025.101501,10.1016/j.vhri.2025.101501
person:eqmember:17998,person:eqmember:19813,1,1.0,doi:10.1007/s11136-026-04242-8,10.1007/s11136-026-04242-8
person:eqmember:17998,person:leader:086bfe1b27fe,1,1.0,doi:10.1007/s11136-026-04242-8,10.1007/s11136-026-04242-8
person:eqmember:17998,person:leader:1ed27ee96b5d,1,1.0,doi:10.1007/s40273-025-01493-0,10.1007/s40273-025-01493-0
person:eqmember:17998,person:leader:c4a44baaa49e,1,1.0,doi:10.1016/j.vhri.2025.101501,10.1016/j.vhri.2025.101501
person:eqmember:17998,person:openalex:A5010988882,1,1.0,doi:10.1186/s12955-026-02579-9,10.1186/s12955-026-02579-9
person:eqmember:17998,person:openalex:A5028609651,1,1.0,doi:10.1186/s12955-026-02579-9,10.1186/s12955-026-02579-9
person:eqmember:17998,person:openalex:A5049910190,1,1.0,doi:10.1186/s12955-026-02579-9,10.1186/s12955-026-02579-9
person:eqmember:17998,person:openalex:A5072547675,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:eqmember:17998,person:openalex:A5082190751,1,1.0,doi:10.1186/s12955-026-02579-9,10.1186/s12955-026-02579-9
person:eqmember:17998,person:openalex:A5111788632,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:eqmember:17998,person:orcid:0000-0001-7472-2039,1,1.0,doi:10.1186/s12955-026-02578-w,10.1186/s12955-026-02578-w
person:eqmember:17998,person:orcid:0000-0001-9071-2842,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:eqmember:17998,person:orcid:0000-0002-0680-7353,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:eqmember:17998,person:orcid:0000-0002-2399-6942,1,1.0,doi:10.1007/s40273-025-01493-0,10.1007/s40273-025-01493-0
person:eqmember:17998,person:orcid:0000-0002-5692-8882,1,1.0,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013
person:eqmember:17998,person:orcid:0000-0002-8385-5965,1,1.0,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886
person:eqmember:17998,person:orcid:0000-0002-8859-926x,1,1.0,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886
