review_required,review_reason,status,name,is_project_leader,is_member,n_projects,project_ids,member_id,member_affiliation,member_profile_url,chosen_id,openalex_url,chosen_name,orcid,orcid_url,openalex_affiliation,eq_works,total_works,alternatives,override_id,manual_note
0,,ok,Michael Herdman,1,1,2,2014110;2016730,17930,Insight Consulting & Research,https://euroqol.org/about-us/our-members/member-detail/?memberid=17930,A5006750775,https://openalex.org/A5006750775,Michael Herdman,0000-0002-8189-5357,https://orcid.org/0000-0002-8189-5357,National University of Singapore,67,87,A5107835766=Michael Herdman(29 eq); A5101442953=Michael Herdman(29 eq),,
0,,ok,Michela Meregaglia,1,0,2,2043-RA;351-RA,,,,A5038451583,https://openalex.org/A5038451583,Michela Meregaglia,0000-0003-0092-5970,https://orcid.org/0000-0003-0092-5970,Bocconi University,24,73,,,
0,,ok,Mihretab Gebreslassie,1,0,2,1781-RA;2564-RA,,,,A5085631323,https://openalex.org/A5085631323,Mihretab Gebreslassie,0000-0001-9556-0075,https://orcid.org/0000-0001-9556-0075,Stockholm County Council,6,21,,,
0,,ok,Milad Karimi,1,1,2,2016560;20190550,17937,,https://euroqol.org/about-us/our-members/member-detail/?memberid=17937,A5076374306,https://openalex.org/A5076374306,Milad Karimi,0000-0002-5298-174X,https://orcid.org/0000-0002-5298-174X,Yazd University,9,56,,,
0,,ok_via_works,Minghui Li,1,1,2,2016580;20180620,17942,University of Tennessee,https://euroqol.org/about-us/our-members/member-detail/?memberid=17942,A5100400064,https://openalex.org/A5100400064,Minghui Li,0000-0003-3673-5925,https://orcid.org/0000-0003-3673-5925,,3,,A5103108258=Minghui Li(2 eq); A5126745824=Minghui Zeng(2 eq); A5132606393=Linguo Li(2 eq); A5114833165=LI Ming-hui(1 eq); A5016268972=Minghui Li(1 eq); A5044045569=Li Chen(1 eq); A5065633769=Ting Li(1 eq); A5100656423=Zhifang Li(1 eq); A5003200680=Qian Li(1 eq); A5101562655=Yangchun Li(1 eq); A5024828661=Dongyun Li(1 eq); A5082645897=Yuneng Li(1 eq); A5007642188=Ruijiang Li(1 eq); A5085750703=Meng Li(1 eq); A5100683085=Bingyu Li(1 eq); A5016360933=Linguo Li(1 eq),,
0,,ok,Narcis Gusi,1,1,2,20170290;355-RA,17948,University of Extremadura (Spain),https://euroqol.org/about-us/our-members/member-detail/?memberid=17948,A5042480120,https://openalex.org/A5042480120,Narcís Gusi,0000-0002-1001-8883,https://orcid.org/0000-0002-1001-8883,Complejo Hospitalario de Cáceres,71,254,,,
0,,ok_via_works,Patricia Cubi-Molla,1,0,2,2016460;20180190,,,,A5087726711,https://openalex.org/A5087726711,Patricia Cubí‐Mollá,0000-0002-2803-7337,https://orcid.org/0000-0002-2803-7337,Office Of Health Economics,13,53,,,
0,,ok,Shitong Xie,1,0,2,2209-RA;2211-RA,,,,A5113241600,https://openalex.org/A5113241600,Shitong Xie,,,Tianjin University of Science and Technology,35,61,A5103283293=Shitong Xie(4 eq); A5121097943=Shitong Xie(1 eq),,
0,,ok,Shunya Ikeda,1,0,2,2013140;2014040,,,,A5064794823,https://openalex.org/A5064794823,Shunya Ikeda,0000-0002-1866-2155,https://orcid.org/0000-0002-1866-2155,Hiroshima University,34,300,A5071966276=Shunya Ikeda(1 eq),,
0,,ok,Stirling Bryan,1,1,2,164-RA;1787-RA,17994,University of British Columbia,https://euroqol.org/about-us/our-members/member-detail/?memberid=17994,A5015667412,https://openalex.org/A5015667412,Stirling Bryan,0000-0001-7093-3058,https://orcid.org/0000-0001-7093-3058,Vancouver Coastal Health,54,367,,,
0,,ok,Takeru Shiroiwa,1,0,2,20180280;2098-RA,,,,A5007564965,https://openalex.org/A5007564965,Takeru Shiroiwa,0000-0003-3055-9932,https://orcid.org/0000-0003-3055-9932,National Institute of Public Health,70,166,A5131473235=Shiroiwa Takeru(1 eq),,
0,,ok,Tie Parma Yamato,1,0,2,218-RA;220-VS,,,,A5034831401,https://openalex.org/A5034831401,Tiê Parma Yamato,0000-0002-5228-1292,https://orcid.org/0000-0002-5228-1292,The University of Sydney,8,112,,,
0,,ok,Trudy Sullivan,1,1,2,20180470;441-RA,18004,University of Otago,https://euroqol.org/about-us/our-members/member-detail/?memberid=18004,A5022698267,https://openalex.org/A5022698267,Trudy Sullivan,0000-0001-8452-2591,https://orcid.org/0000-0001-8452-2591,University of Otago,18,82,A5066639875=T Sullivan(1 eq),,
0,,ok,Xin Zhang,1,0,2,1972-RA;2649-EO,,,,A5100427821,https://openalex.org/A5100427821,Lixin Zhang,0000-0003-0894-9520,https://orcid.org/0000-0003-0894-9520,University of Science and Technology Liaoning,2,1125,,,
0,,ok,Xuejing Jin,1,1,2,217-EO;318-RA,18012,Beijing University of Chinese Medicine,https://euroqol.org/about-us/our-members/member-detail/?memberid=18012,A5008581679,https://openalex.org/A5008581679,Xuejing Jin,0000-0003-3513-2364,https://orcid.org/0000-0003-3513-2364,Beijing University of Chinese Medicine,33,61,,,
0,,ok,Aaron Winn,1,0,1,2349-BT,,,,A5066367734,https://openalex.org/A5066367734,Aaron N. Winn,0000-0003-2906-3913,https://orcid.org/0000-0003-2906-3913,University of Illinois Chicago,1,177,,,
0,,ok,Abdelghafour MARFAK,1,0,1,1411-VS,,,,A5024805890,https://openalex.org/A5024805890,Abdelghafour Marfak,0000-0002-4212-8438,https://orcid.org/0000-0002-4212-8438,National School of Architecture,21,79,,,
0,,ok,Abdulmuminu Isah,1,0,1,2236-VS,,,,A5024575926,https://openalex.org/A5024575926,Abdulmuminu Isah,0000-0002-1349-6434,https://orcid.org/0000-0002-1349-6434,University of Nigeria,8,103,A5128234390=Isah Abdulmuminu(1 eq),,
0,,ok,Abdulrasheed Hassan Yusuf,1,0,1,1731-VS,,,,A5138651068,https://openalex.org/A5138651068,Abdulrasheed Hassan Yusuf,,,Mahidol University,1,1,,,
0,,ok,Abeer Al Rabayah,1,0,1,60-VS,,,,A5058964513,https://openalex.org/A5058964513,Abeer Al Rabayah,0000-0003-2952-9103,https://orcid.org/0000-0003-2952-9103,King Hussein Cancer Center,9,28,A5133668877=Abeer Al Rabayah(1 eq),,
0,,ok,Ademola Itiola,1,0,1,1753-PHD,,,,A5093433205,https://openalex.org/A5093433205,Ademola Itiola,,,University of Alberta,2,2,A5009099235=Ademola Joshua Itiola(1 eq),,
0,,ok,Alexander Geissler,1,0,1,301-SG,,,,A5089010455,https://openalex.org/A5089010455,Alexander Geißler,0000-0002-7445-2929,https://orcid.org/0000-0002-7445-2929,University of St.Gallen,11,232,A5121250490=Alexander Geissler(2 eq),,
0,,ok,Alexander van Heusden,1,0,1,1739-EO,,,,A5070658848,https://openalex.org/A5070658848,Alexander van Heusden,0009-0007-8055-5450,https://orcid.org/0009-0007-8055-5450,Murdoch Children's Research Institute,6,37,,,
0,,ok,Andrea L. Monteiro,1,0,1,161-RA,,,,A5024494805,https://openalex.org/A5024494805,A Monteiro,0000-0001-9763-3485,https://orcid.org/0000-0001-9763-3485,Clinton College,20,53,,,
0,,ok,Andrew Lenny,1,0,1,239-RA,,,,A5029564514,https://openalex.org/A5029564514,Andrew Lenny,0000-0002-9325-0062,https://orcid.org/0000-0002-9325-0062,People's History Museum,4,10,,,
0,,ok,Ann Charlotte Egmar,1,0,1,2013060,,,,A5037683865,https://openalex.org/A5037683865,Ann‐Charlotte Egmar,0000-0003-2504-343X,https://orcid.org/0000-0003-2504-343X,Röda Korsets Högskola,16,32,,,
0,,ok,Anna Krabbe-Lugner,1,1,1,2015010,17793,"Ministry of Infrastructure and Water Management, the Netherlands",https://euroqol.org/about-us/our-members/member-detail/?memberid=17793,A5047866823,https://openalex.org/A5047866823,Anna K. Lugnér,,,,3,36,A5086897701=Anna Norinder(2 eq); A5034856594=Lugnér Norinder Anna(1 eq),,
0,,ok,Antony Martin,1,0,1,319-RA,,,,A5070568819,https://openalex.org/A5070568819,Antony P. Martin,0000-0003-4383-6038,https://orcid.org/0000-0003-4383-6038,,13,125,A5006233066=Martin M. Antony(2 eq),,
0,,ok,Arjun Bhadhuri,1,0,1,2506-RA,,,,A5064578943,https://openalex.org/A5064578943,Arjun Bhadhuri,0000-0003-1220-0731,https://orcid.org/0000-0003-1220-0731,University of Basel,12,23,,,
0,,ok,Ava Hoogenboom,1,0,1,1934-TVG,,,,A5117116214,https://openalex.org/A5117116214,Ava F H Hoogenboom,0009-0004-2252-454X,https://orcid.org/0009-0004-2252-454X,Erasmus University Rotterdam,2,2,,,
0,,ok,Beata Koń,1,0,1,91-RA,,,,A5070682056,https://openalex.org/A5070682056,Beata Koń,0000-0003-2190-4546,https://orcid.org/0000-0003-2190-4546,National Health Insurance Fund,1,34,,,
0,,ok,Benedicte Lescrauwaet,1,0,1,2403-BT,,,,A5076552397,https://openalex.org/A5076552397,Bénédicte Lescrauwaet,0000-0002-7976-0330,https://orcid.org/0000-0002-7976-0330,Ghent University Hospital,3,81,,,
0,,ok,Bernhard Slaap,1,0,1,20200050,,,,A5001372652,https://openalex.org/A5001372652,Bernhard Slaap,0000-0002-4301-4790,https://orcid.org/0000-0002-4301-4790,EuroQol Research Foundation,8,8,,,
0,,ok,Birol Yetim,1,0,1,2247-VS,,,,A5048427287,https://openalex.org/A5048427287,Birol Yetim,0000-0002-1294-1874,https://orcid.org/0000-0002-1294-1874,Muş Alparslan University,1,28,,,
0,,ok,Brigitte Essers,1,0,1,2016740,,,,A5056962219,https://openalex.org/A5056962219,Brigitte A.B. Essers,0000-0002-7703-7114,https://orcid.org/0000-0002-7703-7114,Maastricht University Medical Centre,16,114,A5027908703=Brigitte Essers(1 eq); A5121223439=Brigitte A. B. Essers(1 eq); A5133815045=Brigitte A B Essers(1 eq),,
0,,ok,Camilla Falivena,1,0,1,354-RA,,,,A5014952669,https://openalex.org/A5014952669,Camilla Falivena,0000-0003-3259-095X,https://orcid.org/0000-0003-3259-095X,Libera Università Maria SS. Assunta,1,21,,,
0,,ok,Cathrine Elgaard Jensen,1,0,1,1606-RA,,,,A5102727513,https://openalex.org/A5102727513,Cathrine Elgaard Jensen,0000-0001-7300-254X,https://orcid.org/0000-0001-7300-254X,Aalborg University,9,12,A5003573062=Cathrine Elgaard Jensen(3 eq),,
0,,ok_via_works,Ciaran O'Neill,1,0,1,2013280,,,,A5016414995,https://openalex.org/A5016414995,Ciarán O’Neill,0000-0001-7668-3934,https://orcid.org/0000-0001-7668-3934,Queen's University Belfast,27,306,A5074975521=Ciaran O’Neill(1 eq); A5026057829=Ciaran O'Neill(3 eq); A5013966743=Linda O’Neill(2 eq); A5077308157=Stephen O’Neill(1 eq); A5027267415=Brian Patrick O’Neill(1 eq),,
0,,ok,Claire Gudex,1,1,1,20170400,17817,University of Southern Denmark,https://euroqol.org/about-us/our-members/member-detail/?memberid=17817,A5047944478,https://openalex.org/A5047944478,Claire Gudex,0000-0003-3881-9890,https://orcid.org/0000-0003-3881-9890,University of Southern Denmark,40,125,,,
0,,ok,Corneliu Bolbocean,1,0,1,1869-SG,,,,A5018646670,https://openalex.org/A5018646670,Corneliu Bolbocean,0000-0001-5782-1844,https://orcid.org/0000-0001-5782-1844,John Radcliffe Hospital,12,44,A5060530858=C Bolbocean(2 eq),,
0,,ok,Cynthia L. Gong,1,0,1,328-RA,,,,A5101451604,https://openalex.org/A5101451604,Cynthia L. Gong,0000-0003-0159-1335,https://orcid.org/0000-0003-0159-1335,Children's Hospital of Los Angeles,9,83,,,
0,,ok,Darshini Govindasamy,1,0,1,144-RA,,,,A5050754442,https://openalex.org/A5050754442,Darshini Govindasamy,0000-0001-5984-3588,https://orcid.org/0000-0001-5984-3588,South African Medical Research Council,2,65,,,
0,,ok,David Parkin,1,1,1,20170440,17823,,https://euroqol.org/about-us/our-members/member-detail/?memberid=17823,A5081956728,https://openalex.org/A5081956728,David Parkin,0000-0002-9990-8208,https://orcid.org/0000-0002-9990-8208,,44,221,A5113714864=David E. Parkin(8 eq); A5062986955=David G. Marrero(18 eq),,
0,,ok,David Whitehurst,1,1,1,2016350,17825,Simon Fraser University,https://euroqol.org/about-us/our-members/member-detail/?memberid=17825,A5045933977,https://openalex.org/A5045933977,David G. T. Whitehurst,0000-0002-7890-6756,https://orcid.org/0000-0002-7890-6756,Simon Fraser University,46,107,A5139456769=David G. Whitehurst(1 eq),,
0,,ok,Deborah Marshall,1,0,1,1752-RA,,,,A5049401142,https://openalex.org/A5049401142,Deborah A. Marshall,0000-0002-8467-8008,https://orcid.org/0000-0002-8467-8008,University of Calgary,27,548,A5007980923=Deborah Marshall(3 eq),,
0,,ok,Deborah Street,1,1,1,20190350,17827,University of Technology Sydney,https://euroqol.org/about-us/our-members/member-detail/?memberid=17827,A5053497885,https://openalex.org/A5053497885,Deborah J. Street,0000-0002-4476-0656,https://orcid.org/0000-0002-4476-0656,University of Technology Sydney,21,187,,,
0,,ok,Des Scott,1,1,1,2248-TR,17829,University of Cape Town,https://euroqol.org/about-us/our-members/member-detail/?memberid=17829,A5038664789,https://openalex.org/A5038664789,Des Scott,0000-0003-3943-7392,https://orcid.org/0000-0003-3943-7392,University of Cape Town,15,20,,,
0,,ok,Elena Olariu,1,0,1,20180030R1,,,,A5018887750,https://openalex.org/A5018887750,Elena Olariu,0000-0002-8718-5516,https://orcid.org/0000-0002-8718-5516,Matia Fundazioa,7,33,,,
0,,ok,Eliza Wong,1,0,1,20180750,,,,A5033480820,https://openalex.org/A5033480820,Eliza Lai‐Yi Wong,0000-0001-9983-6219,https://orcid.org/0000-0001-9983-6219,Department of Health,44,373,A5053432946=Eliza Mi Ling Wong(6 eq),,
0,,ok,Emelie Heintz,1,0,1,20180760,,,,A5052327641,https://openalex.org/A5052327641,Emelie Heintz,0000-0002-0715-7591,https://orcid.org/0000-0002-0715-7591,Stockholm School of Economics,30,81,,,
0,,ok,Eri Hoshino,1,0,1,2085-VS,,,,A5068533812,https://openalex.org/A5068533812,Eri Hoshino,0000-0003-2308-2048,https://orcid.org/0000-0003-2308-2048,National Center For Child Health and Development,4,77,,,
0,,ok,Erwin Birnie,1,0,1,20200060,,,,A5023843843,https://openalex.org/A5023843843,Erwin Birnie,0000-0002-4534-4857,https://orcid.org/0000-0002-4534-4857,University Medical Center Groningen,31,341,,,
0,,ok,Eszter Szlávicz,1,0,1,2400-RA,,,,A5086041403,https://openalex.org/A5086041403,Eszter Szlávicz,0000-0002-1083-0994,https://orcid.org/0000-0002-1083-0994,Veszprémi Érseki Hittudományi Fõiskola,1,33,,,
0,,ok,Gerkens Sophie,1,0,1,20170491,,,,A5063513647,https://openalex.org/A5063513647,Sophie Gerkens,0000-0001-6211-3471,https://orcid.org/0000-0001-6211-3471,Belgian Health Care Knowledge Centre (KCE),4,154,,,
0,,ok,Girma Tekle Gebremariam,1,0,1,343-RA,,,,A5008650274,https://openalex.org/A5008650274,Girma Tekle Gebremariam,0000-0002-2747-7955,https://orcid.org/0000-0002-2747-7955,Addis Ababa University,10,22,,,
0,,ok,Hannah Hussain,1,0,1,1967-RA,,,,A5015275165,https://openalex.org/A5015275165,Hannah Hussain,0009-0002-5645-184X,https://orcid.org/0009-0002-5645-184X,Office Of Health Economics,5,12,,,
0,,ok,Helen Harcombe,1,0,1,2015160,,,,A5081829233,https://openalex.org/A5081829233,Helen Harcombe,0000-0002-2612-1789,https://orcid.org/0000-0002-2612-1789,University of Otago,2,56,,,
0,,ok,Hesam Ghiasvand,1,0,1,2423-BT,,,,A5011771775,https://openalex.org/A5011771775,Hesam Ghiasvand,0000-0002-3110-6954,https://orcid.org/0000-0002-3110-6954,University of Warwick,1,60,,,
0,,ok,Hilton Lam,1,0,1,20170230,,,,A5071601943,https://openalex.org/A5071601943,Hilton Y. Lam,0000-0003-4042-5997,https://orcid.org/0000-0003-4042-5997,University of the Philippines Manila,6,104,,,
0,,ok,Hsiang-Wen Lin,1,0,1,2016440,,,,A5003956817,https://openalex.org/A5003956817,Hsiang‐Wen Lin,0000-0002-6771-6746,https://orcid.org/0000-0002-6771-6746,China Medical University,13,68,A5100874069=Hsiang-Wen Lin(4 eq); A5108671876=Hsiang-Wen Lin(1 eq),,
0,,ok,Ilan Koppen,1,0,1,1468-RA,,,,A5031557006,https://openalex.org/A5031557006,Ilan J.N. Koppen,0000-0002-1856-0968,https://orcid.org/0000-0002-1856-0968,Emma Kinderziekenhuis,5,98,,,
0,,ok,Ilias Goranitis,1,0,1,454-RA,,,,A5023451391,https://openalex.org/A5023451391,Ilias Goranitis,0000-0001-7946-8324,https://orcid.org/0000-0001-7946-8324,The University of Melbourne,14,153,,,
0,,ok,Iwan van der Horst,1,0,1,1539-SG,,,,A5024802434,https://openalex.org/A5024802434,Iwan C.C. van der Horst,0000-0003-3891-8522,https://orcid.org/0000-0003-3891-8522,Cardiovascular Institute Hospital,11,342,A5109996343=Iwan C. van der Horst(1 eq); A5109591436=Iwan van der Horst(1 eq); A5104342410=Iwan C. C. van der Horst(1 eq),,
0,,ok,Jan Henrik Terheyden,1,0,1,2357-BT,,,,A5069023369,https://openalex.org/A5069023369,Jan Henrik Terheyden,0000-0002-0174-4066,https://orcid.org/0000-0002-0174-4066,University of Bonn,3,97,,,
0,,ok,Jan Verhaar,1,0,1,200-RA,,,,A5035697100,https://openalex.org/A5035697100,Jan A.N. Verhaar,0000-0003-3016-9600,https://orcid.org/0000-0003-3016-9600,Erasmus MC,11,575,,,
0,,ok,Janine van Til,1,0,1,285-PHD,,,,A5070605387,https://openalex.org/A5070605387,Janine A. van Til,0000-0002-5416-5893,https://orcid.org/0000-0002-5416-5893,University of Twente,3,135,,,
0,,ok,Jenny Downs,1,0,1,429-RA,,,,A5045593878,https://openalex.org/A5045593878,Jenny Downs,0000-0001-7358-9037,https://orcid.org/0000-0001-7358-9037,The Kids Research Institute Australia,11,334,,,
0,,ok,Jeremy Dietz,1,0,1,1879-EO,,,,A5078556304,https://openalex.org/A5078556304,Jeremy Dietz,,,National Institute for Health and Care Excellence,1,6,A5123048171=Jeremy Dietz(1 eq),,
0,,ok,Jermaine Dambi,1,0,1,212-RA,,,,A5081348197,https://openalex.org/A5081348197,Jermaine M. Dambi,0000-0002-2446-7903,https://orcid.org/0000-0002-2446-7903,University of Zimbabwe,18,81,A5048329641=Jermaine Matewu Dambi(1 eq),,
0,,ok,Jeshika Singh,1,0,1,2015390,,,,A5036902866,https://openalex.org/A5036902866,Jeshika Singh,0000-0003-3321-5481,https://orcid.org/0000-0003-3321-5481,Daiichi Sankyo (United States),9,30,,,
0,,ok,Jiabi Wen,1,0,1,2288-EO,,,,A5001767251,https://openalex.org/A5001767251,Jiabi Wen,0000-0001-9579-9625,https://orcid.org/0000-0001-9579-9625,University of Alberta,6,13,,,
0,,ok_via_works,Jiyoung Park,1,0,1,2450-RA,,,,A5100409602,https://openalex.org/A5100409602,Jiyoung Park,0000-0003-1374-9187,https://orcid.org/0000-0003-1374-9187,,6,,A5004062042=Hyeung-Keun Park(3 eq); A5083008074=Young-Kwon Park(3 eq); A5079480739=Danbee Park(1 eq); A5011904557=Chongwon Park(1 eq); A5101847622=Myungsook Park(1 eq); A5016509472=Hee‐Won Park(1 eq); A5012306986=Hue Jung Park(1 eq); A5067451446=Chun Wook Park(1 eq); A5080320128=Chul Jong Park(1 eq); A5080097273=Hai‐Jin Park(1 eq); A5070659323=Jiyoung Park(1 eq); A5068610788=Chaehyun Park(1 eq),,
0,,ok,John Yfantopoulos,1,1,1,1710-VS,17889,University of Athens,https://euroqol.org/about-us/our-members/member-detail/?memberid=17889,A5050078092,https://openalex.org/A5050078092,John Yfantopoulos,0000-0003-0424-6887,https://orcid.org/0000-0003-0424-6887,National and Kapodistrian University of Athens,26,125,,,
0,,ok,Jose Luis Pinto-Prades,1,0,1,2015210,,,,A5017788431,https://openalex.org/A5017788431,José Luis Pinto Prades,0000-0002-9684-3410,https://orcid.org/0000-0002-9684-3410,Universidad de Navarra,22,171,,,
0,,ok,Josephine Walker,1,0,1,1732-VS,,,,A5038317615,https://openalex.org/A5038317615,Josephine G. Walker,0000-0002-9732-5738,https://orcid.org/0000-0002-9732-5738,At Bristol,5,164,,,
0,,ok_via_works,Juan Pedro Alonso,1,0,1,2592-RA,,,,A5109481311,https://openalex.org/A5109481311,María del Mar Alonso Montejo,,,,2,,A5111943550=Juan Carlos Torre‐Alonso(1 eq); A5082257111=Mónica Alonso-Martín(1 eq); A5093199173=Rafael Alonso-Valente(1 eq); A5018990701=Ma José Catalán Alonso(1 eq); A5072403243=Javier Blasco‐Alonso(1 eq); A5093481784=Natalia Alonso‐Pérez(1 eq); A5056614217=José Ramón Alberto‐Alonso(1 eq); A5093481794=Pedro Alonso‐López(1 eq); A5079030463=Rafael Alonso Valente(1 eq); A5102667392=Alonso R. Valente(1 eq),,
0,,ok,Judith Bosmans,1,0,1,71-RA,,,,A5016039203,https://openalex.org/A5016039203,Judith E. Bosmans,0000-0002-1443-1026,https://orcid.org/0000-0002-1443-1026,Department of Health,54,377,,,
0,,ok,Julie Ratcliffe,1,0,1,194-RA,,,,A5070505553,https://openalex.org/A5070505553,Julie Ratcliffe,0000-0001-7365-1988,https://orcid.org/0000-0001-7365-1988,Flinders University,140,507,A5103150407=Julie Ratcliffe(1 eq),,
0,,ok,Juntana Pattanaphesaj,1,0,1,2013030,,,,A5040546783,https://openalex.org/A5040546783,Juntana Pattanaphesaj,0000-0003-1426-6777,https://orcid.org/0000-0003-1426-6777,Ministry of Public Health,5,9,,,
0,,ok,KM Vermeulen,1,0,1,2016700,,,,A5110324582,https://openalex.org/A5110324582,KM Vermeulen,,,University Medical Center Groningen,1,4,A5093753904=Vermeulen KM(1 eq),,
0,,ok,Katie Page,1,0,1,20180301,,,,A5103147397,https://openalex.org/A5103147397,Karen Page,0000-0001-9183-9175,https://orcid.org/0000-0001-9183-9175,University of Technology Sydney,3,276,A5055703081=Katie Page(1 eq),,
0,,ok,Katie Spencer,1,0,1,20180670,,,,A5073760994,https://openalex.org/A5073760994,Katie Spencer,0000-0002-6846-4341,https://orcid.org/0000-0002-6846-4341,University of Leeds,1,89,,,
0,,ok,Kelly de Ligt,1,0,1,2317-RA,,,,A5000687889,https://openalex.org/A5000687889,Kelly M. de Ligt,0000-0001-9218-617X,https://orcid.org/0000-0001-9218-617X,Tilburg University,23,68,A5114124402=Kelly de Ligt(1 eq); A5085064498=K. de Ligt(2 eq),,
0,,ok,Kidu Gidey,1,0,1,1627-RA,,,,A5040157120,https://openalex.org/A5040157120,Kidu Gidey,0000-0002-7363-1327,https://orcid.org/0000-0002-7363-1327,Mekelle University,2,40,,,
0,,ok,Klas Goran Sahlen,1,0,1,20180770,,,,A5069574274,https://openalex.org/A5069574274,Klas-Göran Sahlèn,0000-0002-3975-4868,https://orcid.org/0000-0002-3975-4868,,13,71,,,
0,,ok,Knut Stavem,1,1,1,1816-RA,17899,Akershus University Hospital,https://euroqol.org/about-us/our-members/member-detail/?memberid=17899,A5033845511,https://openalex.org/A5033845511,Knut Stavem,0000-0003-4512-8000,https://orcid.org/0000-0003-4512-8000,University of Oslo,66,287,,,
0,,ok,Kompal Sinha,1,0,1,430-RA,,,,A5026880787,https://openalex.org/A5026880787,Kompal Sinha,0000-0003-4318-6100,https://orcid.org/0000-0003-4318-6100,International Labour Organization,6,93,,,
0,,ok,Kristina Burström,1,0,1,2016480,,,,A5005862614,https://openalex.org/A5005862614,Kristina Burström,0000-0001-9996-4317,https://orcid.org/0000-0001-9996-4317,Karolinska Institutet,60,89,,,
0,,ok,Kristina Ludwig,1,1,1,1762-RA,17905,"(1) Department of Health Economics & Health Care Management, School of Public Health, Bielefeld University, Germany; (2) EuroQol Research Foundation",https://euroqol.org/about-us/our-members/member-detail/?memberid=17905,A5035184665,https://openalex.org/A5035184665,Kristina Ludwig,0000-0002-4306-4667,https://orcid.org/0000-0002-4306-4667,Bielefeld University,28,46,A5106693152=Ludwig Kristina(1 eq),,
0,,ok,Lars Ehlers,1,0,1,20170401,,,,A5054828864,https://openalex.org/A5054828864,Lars Holger Ehlers,0000-0001-6512-5566,https://orcid.org/0000-0001-6512-5566,Nordic School of Public Health,26,310,,,
0,,ok,Lina Maria Serna Higuita,1,0,1,2338-RA,,,,A5022647682,https://openalex.org/A5022647682,Lina María Serna-­Higuita,0000-0001-5182-8295,https://orcid.org/0000-0001-5182-8295,Institute for Medical Informatics and Biostatistics,4,228,,,
0,,ok,Luis Rajmil,1,0,1,2016490,,,,A5000326162,https://openalex.org/A5000326162,Luís Rajmil,0000-0002-6625-0649,https://orcid.org/0000-0002-6625-0649,Agencia de Salud Pública de Barcelona,66,211,,,
0,,ok,Malin Regardt,1,0,1,352-RA,,,,A5010406225,https://openalex.org/A5010406225,Malin Regardt,0000-0002-1908-5708,https://orcid.org/0000-0002-1908-5708,Karolinska University Hospital,21,57,A5085481794=M Regardt(3 eq); A5137968190=Malin Regardt(1 eq); A5143489809=Malin Regardt(1 eq),,
0,,ok,Margreet Franken,1,0,1,196-RA,,,,A5089696059,https://openalex.org/A5089696059,M Franken,0000-0003-4207-510X,https://orcid.org/0000-0003-4207-510X,Radboud University Nijmegen,9,104,,,
0,,ok,Mark Sculpher,1,0,1,20180710,,,,A5060049178,https://openalex.org/A5060049178,Mark Sculpher,0000-0003-3746-9913,https://orcid.org/0000-0003-3746-9913,University of York,90,641,A5129518673=Mark Sculpher(2 eq),,
0,,ok,Martijn Doeleman,1,0,1,2101-EO,,,,A5038383689,https://openalex.org/A5038383689,Martijn J. H. Doeleman,0000-0003-4786-4108,https://orcid.org/0000-0003-4786-4108,Utrecht University,2,13,,,
0,,ok,Martin Härter,1,0,1,1719-RA,,,,A5048738092,https://openalex.org/A5048738092,Martin Härter,0000-0001-7443-9890,https://orcid.org/0000-0001-7443-9890,Universität Hamburg,24,856,,,
0,,ok,Maureen Rutten-van Molken,1,0,1,2015020,,,,A5010272673,https://openalex.org/A5010272673,Maureen Rutten‐van Mölken,0000-0001-8706-3159,https://orcid.org/0000-0001-8706-3159,Erasmus University Rotterdam,60,478,A5121515935=Maureen Rutten-van Mölken(2 eq),,
0,,ok,Meixia Liao,1,0,1,1979-EO,,,,A5079423723,https://openalex.org/A5079423723,Meixia Liao,0000-0001-7859-3684,https://orcid.org/0000-0001-7859-3684,National University of Singapore,8,17,,,
0,,ok_via_works,Min-Joo Woo,1,0,1,2013020,,,,A5028665396,https://openalex.org/A5028665396,Woo‐Jung Song,0000-0002-4630-9922,https://orcid.org/0000-0002-4630-9922,,4,,A5101624294=Jae‐Woo Jung(3 eq); A5024260821=Jae‐Woo Kwon(3 eq); A5083043316=Woo‐Kie Min(2 eq); A5053689286=Woo Kyung Kim(2 eq); A5100452176=Sang Woo Kim(2 eq); A5087392818=Min Woo Woo(1 eq); A5052219459=Cheol Woo Ko(1 eq); A5049488372=Jin-Woo Han(1 eq); A5090604870=Jong‐Min Woo(1 eq); A5043314694=Ro Woo Lee(1 eq); A5089346856=Yu Ri Woo(1 eq); A5033724239=Heung‐Woo Park(1 eq); A5005485828=Kun Woo Park(1 eq); A5100742649=Jae Woo Kim(1 eq); A5102811811=Cheol-Woo Kim(1 eq); A5077513339=Young-Min Ye(1 eq); A5101923707=Joohee Kim(1 eq),,
0,,ok,Nyantara Wickramasekera,1,0,1,2102-RA,,,,A5077076014,https://openalex.org/A5077076014,Nyantara Wickramasekera,0000-0002-6552-5153,https://orcid.org/0000-0002-6552-5153,University of Sheffield,4,58,,,
0,,ok,Oriana Ciani,1,0,1,316-EO,,,,A5008052793,https://openalex.org/A5008052793,Oriana Ciani,0000-0002-3607-0508,https://orcid.org/0000-0002-3607-0508,University of Exeter,28,259,,,
