openalex_id,title,year,publication_date,document_type,document_gate,doi,venue,authors,abstract_status,abstract,funder_id,funder_name,euroqol_award_ids,funding_metadata_signal,requires_fulltext_confirmation,in_pilot_discovery_by_doi,in_pilot_retained_by_doi
W4381598791,"Understanding the measurement relationship between EQ-5D-5L, PROMIS-29 and PROPr",2023,2023-06-22,article,candidate_article,10.1007/s11136-023-03462-6,Quality of Life Research,Brendan Mulhern; Tianxin Pan; Richard Norman; An Tran‐Duy; Janel Hanmer; Rosalie Viney; Nancy Devlin,available,"PURPOSE: Many generic patient-reported instruments are available for the measurement of health outcomes, including EQ-5D-5L, and the Patient-Reported Outcome Measurement Information System (PROMIS). Assessing their measurement characteristics informs users about the consistency between, and limits of, evidence produced. The aim was to assess the measurement relationship between the EQ-5D-5L descriptive system and value sets, the PROMIS-29 and PROPr (PROMIS value set). METHODS: Data were extracted from a cross-sectional survey administering measures of quality of life online in Australia. Descriptive analysis, agreement and construct validity assessment methods were used to compare instruments at the item, domain and value set level. RESULTS: In total, 794 Australians completed the survey. Convergent validity analysis found that similar dimensions across instruments were highly correlated (> 0.50), but the PROMIS-29 assesses additional health concepts not explicitly covered by EQ-5D (sleep and fatigue). Known-group assessment found that EQ-5D-5L and PROPr were able to detect those with and without a condition (ES range 0.78-0.83) but PROPr could more precisely detect differing levels of self-reported health. Both instruments were sensitive to differences in levels of pain. DISCUSSION: There is some consistency in what the EQ-5D-5L, PROMIS-29 and PROPr measure. Differences between value set characteristics can be linked to differences what is measured and the valuation approaches used. This has implications for the use of each in assessing health outcomes, and the results can inform decisions about which instrument should be used in which context.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4226133053,Expect Nothing: The (Lack of) Influence of Subjective Life Expectancy on Valuation of Child Health States,2022,2022-04-04,article,candidate_article,10.3389/frhs.2022.803109,Frontiers in Health Services,Stefan A. Lipman,available,"Objective: Earlier research has shown that individuals' subjective life expectancy (SLE) affects health state valuation with time trade-off (TTO). Individuals with longer expected life durations are less willing to trade-off life duration, which yields higher utilities. In this article, the influence of SLE is explored in the valuation of EQ-5D-Y-3L with a proxy perspective, i.e., adults' valuation of health states considering the life of a 10-year-old child. As SLE for children is likely higher, this might explain earlier findings suggesting that individuals are less willing to trade-off years of life for children than for adults. Methods: A total of 197 respondents were recruited to take part in digital TTO interviews, facilitated by trained interviewers. TTO interviews were implemented in accordance with the recommended protocol for the valuation of EQ-5D-Y-3L. Respondents valued 10 EQ-5D-Y-3L health states for a 10-year-old child, after which they were asked to report how old they themselves expected to become and also how old they expected a 10-year-old child to become. Results: Generally, adult respondents reported higher SLE for children than for themselves. Neither SLE was systematically associated with the willingness to trade lifetime or the number of life years traded off in TTO tasks. This null-result was substantiated by regression analyses per health state. Conclusion: The results of this study suggest that individuals' expectations about longevity are not associated with EQ-5D-Y-3L valuation. This lack of association is in contrast to earlier work and might be explained by the psychological distance introduced with proxy perspective valuation, or by the methodological differences with earlier work.",F4320323856,EuroQol Research Foundation,100-2020VS,openalex_funder_relation,1,0,0
W4383552429,"Impact of caregiver’s eHealth literacy, financial well-being, and mental health on quality of life of pediatric patients with osteogenesis imperfecta",2023,2023-07-07,article,candidate_article,10.1186/s12955-023-02148-4,Health and Quality of Life Outcomes,Richard Huan Xu; Liling Zhu; Rongjia Sun; Sainan Zou; Dong Dong,available,"OBJECTIVE: This study assesses the association between health-related quality of life (HRQoL) for pediatric patients with osteogenesis imperfecta (OI) and their caregivers' eHealth literacy (eHL), financial well-being, and mental health along with the impact of eHealth literacy on the financial well-being and mental health of OI caregivers. METHODS: Participants were recruited from a member pool of two OI patient organizations in China. Information about patients' HRQoL and their caregivers' eHL, financial well-being, and mental health was collected. Structure equation modeling (SEM) was used to estimate the relationship between the measures. The robust weighted least square mean and variance adjusted estimator was used. Three criteria, the comparative fit index, the Tucker-Lewis index, and the root mean square error of approximation, were used to evaluate the goodness-of-fit of the model. RESULTS: A total of 166 caregivers completed the questionnaires. Around 28.3% indicated that pediatric OI patients experienced problems related to mobility, and 25.3% reported difficulty doing usual activities. Around 52.4% of caregivers reported that their care receivers have some emotional problems while 8.4% reported that their care receivers have ""a lot of"" emotional problems. 'Some problems' on all dimensions on EQ-5D-Y was the most frequently reported health state (13.9%), and around 10.0% have no problems on all dimensions on EQ-5D-Y. Caregivers tended to show a significantly high eHL, financial well-being, and mental health when their care receivers reported no problems with usual activities and emotions. The SEM demonstrated a significant and positive relationship between eHL, financial well-being, and mental health. CONCLUSION: OI caregivers with high eHL reported satisfactory financial well-being and mental health; their care receivers rarely reported living with poor HRQoL. Providing multicomponent and easy-to-learn training to improve caregivers' eHL should be highly encouraged.",F4320323856,EuroQol Research Foundation,2020RA; 85-2020RA,openalex_funder_relation,1,0,0
W4387340345,Risks of COVID-19-related hospitalisation and mortality among individuals with mental disorders following BNT162b2 and CoronaVac vaccinations: A case-control study,2023,2023-10-04,article,candidate_article,10.1016/j.psychres.2023.115515,Psychiatry Research,Hei Hang Edmund Yiu; Vincent Ka Chun Yan; Yue Wei; Xuxiao Ye; Caige Huang; David Castle; Celine Sze Ling Chui; Francisco Tsz Tsun Lai; Xue Li; Carlos King Ho Wong; Eric Yuk Fai Wan; Ian Chi Kei Wong; Esther W. Chan,available,"Concerns have been raised regarding potential weaker vaccine immunogenicity with higher immune suppression for individuals with pre-existing mental disorders. Yet, data on the effectiveness of COVID-19 vaccinations among this vulnerable population are limited. A case-control study was conducted to investigate the risks of COVID-19-related hospitalisation and mortality among individuals with mental disorders following one to three doses of BNT162b2 and CoronaVac vaccinations in Hong Kong. Data were extracted from electronic health records, vaccination and COVID-19 confirmed case records. Conditional logistic regression was applied with adjustment for comorbidities and medication history. Subgroup analyses were performed with stratification: by age (< 65 and ≥ 65) and mental disorders diagnosis (depression, schizophrenia, anxiety disorder, and bipolar disorder). Two doses of BNT162b2 and CoronaVac significantly reduced COVID-19-related hospitalisation and mortality. Further protection for both outcomes was provided after three doses of BNT162b2 and CoronaVac. The vaccine effectiveness magnitude of BNT162b2 was generally higher than CoronaVac, but the difference diminished after the third dose. Individuals with mental disorders should be prioritised in future mass vaccination programmes of booster doses or bivalent COVID-19 vaccines. Targeted strategies should be developed to resolve the reasons behind vaccine hesitancy among this population and increase their awareness on the benefits of vaccination.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4387424258,Testing 2 Alternative Time Trade-Off Methods for Valuation of Children’s Health States,2023,2023-10-07,article,candidate_article,10.1016/j.jval.2023.08.015,Value in Health,Zhihao Yang; Nancy Devlin; Kim Rand; Nan Luo,unavailable,,F4320323856,EuroQol Research Foundation,2020RA,openalex_funder_relation,1,0,0
W4392013630,Scoring the EQ-HWB-S: can we do it without value sets? A non-parametric item response theory analysis,2024,2024-02-21,article,candidate_article,10.1007/s11136-024-03601-7,Quality of Life Research,You‐Shan Feng; Thomas Kohlmann; Tessa Peasgood; Lidia Engel; Brendan Mulhern; A. Simon Pickard,available,"Abstract Background Only one pilot value set (UK) is currently available for the EQ Health and Wellbeing Instrument short version (EQ-HWB-S). As an alternative to preference-weighted scoring, we examined whether a level summary score (LSS) is appropriate for the EQ-HWB-S using Mokken scaling analyses. Methods Data from patients, carers and the general population collected during the developmental phase of the EQ-HWB-S in Australia, US and UK were used, noting 3 of 9 items have since undergone revision. EQ-HWB-S data fit was examined using R package Mokken scaling’s monotone homogeneity model, utilizing the automated item selection procedure (AISP) as well as Loevinger’s scaling coefficients for items and the scale (H S ). Manifest monotonicity was assessed by examining whether the cumulative probability for responses at or above each response level did not decrease across the summary score. Results EQ-HWB-S data were available for 3340 respondents: US = 903, Australia = 514 and UK = 1923. Mean age was 50 ± 18 and 1841 (55%) were female. AISP placed all 9 items of the EQ-HWB-S on a single scale when the lower bound was set to &lt; 0.448. Strong scalability (H S = 0.561) was found for the EQ-HWB-S as a single scale. Stronger scales were formed by separating the psychosocial items ( n = 6, H S = 0.683) and physical sensation items ( n = 3, H S = 0.713). No violations of monotonicity were found except for the items mobility and daily activities for the subgroups with long-term conditions and UK subjects, respectively. Discussion As EQ-HWB-S items formed a strong scale and subscales based on Mokken analysis, LSS is a promising weighting-free approach to scoring.",F4320323856,EuroQol Research Foundation,127-2020RA,openalex_funder_relation,1,0,0
W4399385940,Olfactory dysfunction as an early predictor for post‐COVID condition at 1‐year follow‐up,2024,2024-06-01,article,candidate_article,10.1002/brb3.3574,Brain and Behavior,Christoffer Granvik; Sara Andersson; Linus Andersson; Camilla Brorsson; Mattias N.E. Forsell; Clas Ahlm; Johan Normark; Alicia Edin,available,"Abstract Background Olfactory dysfunction together with neurological and cognitive symptoms are common after COVID‐19. We aimed to study whether performance on olfactory and neuropsychological tests following infection predict post‐COVID condition (PCC), persisting symptoms, and reduced health‐related quality of life. Methods Both hospitalized (N = 10) and non‐hospitalized individuals (N = 56) were enrolled in this prospective cohort study. Participants were evaluated 1–3 months after infection with an olfactory threshold test and neuropsychological tests, which was used as predictors of PCC. A questionnaire outlining persisting symptoms and the validated instrument EuroQol five‐dimension five‐level for health‐related quality of life assessment were used as outcome data 1 year after infection (N = 59). Principal component analysis was used to identify relevant predictors for PCC at 1 year. Results Objectively assessed olfactory dysfunction at 1–3 months post infection, but not subjective olfactory symptoms, predicted post‐COVID condition with reduced health‐related quality of life (PCC+) at 1 year. The PCC+ group scored more often below the cut off for mild cognitive impairment on the Montreal Cognitive Assessment (61.5% vs. 21.7%) and higher on the Multidimensional Fatigue Inventory‐20, compared to the group without PCC+. Conclusion Our results indicate that objectively assessed, olfactory dysfunction is a predictor for PCC+. These findings underscore the importance of objective olfactory testing. We propose that olfactory screening in the early post‐acute phase of COVID‐19 infection might identify individuals that are at higher risk of developing long‐term health sequalae.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4400380971,A New and Improved Experimental Design for the Discrete Choice Experiment Module of the EuroQol Valuation Technology Protocol,2024,2024-07-06,article,candidate_article,10.1016/j.jval.2024.05.024,Value in Health,Marcel F. Jonker; Bram Roudijk,available,"OBJECTIVES: The EuroQol Valuation Technology (EQ-VT) protocol, which is used to value the EQ-5D-5L instrument, comprises a composite time trade-off and a discrete choice experiment (DCE) module. Despite significant limitations, the DCE module has not been updated since its inception in 2012. This study aimed to update the EQ-VT DCE design using state-of-the-art methods. METHODS: DCE data from 19 EQ-5D-5L valuation studies were summarized using a Bayesian hierarchical meta-analysis model, which created the priors for our Bayesian efficient DCE design. This design comprised 20 subdesigns, each with 12 choice tasks, and included 2 levels that overlapped to reduce the complexity of the choice tasks. The relative efficiency and robustness of the new design were established by comparing the D-errors and minimal sample size requirements for the 19 within-sample and 7 out-of-sample countries with the previous DCE design. RESULTS: The updated DCE design shows large reductions in the D-error: by 20% and 22% for the 19 within-sample and 7 out-of-sample countries, respectively. Sample size requirements were also reduced, resulting in an average reduction of 45% for both the within and out-of-sample countries. CONCLUSIONS: The updated DCE design outperforms the current EQ-VT design. Given its enhanced performance and reduced complexity, it is set to replace the existing DCE design in future EQ-5D-5L valuation studies using the EQ-VT protocol.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4407947786,Making Composite Time Trade-Off Sensitive for Worse-than-Dead Health States,2025,2025-02-26,article,candidate_article,10.1007/s40273-025-01471-6,PharmacoEconomics,Michał Jakubczyk; Bram Roudijk; Stefan A. Lipman; Peep F. M. Stalmeier,available,"The utilities elicited with the composite time trade-off (cTTO) method for health states worse-than-dead (WTD) often correlate poorly with other severity measures, indicating a poor sensitivity of cTTO. We aimed to explore modifications to cTTO to better understand this phenomenon and identify potential improvements. A total of 480 respondents completed an online TTO interview, each valuing 12 EQ-5D-5L health states. The participants were randomized into four arms, A–D. Arm A followed the standard cTTO, serving as a reference. In arm B, we removed the sorting question comparing immediate death versus 10 years in a valued state. Arm C allowed for utility values $$<-1$$ by reducing the time in the valued state in the lead-time TTO (LT-TTO) part of cTTO. In arm D, we randomly selected the starting negative utility in LT-TTO. Utility value distributions, correlations between utilities and level sum score (LSS), and inconsistencies between Pareto-ordered states were analyzed. Arm A replicated the lack of significant correlation between LSS and the negative utility observed in previous work. Of the experimental arms, only arm B exhibited a significant negative correlation. Compared with arm A, arm B produced a higher proportion of WTD states ( $$46.5\%$$ versus $$26.3\%$$ ), less negative utility for WTD states on average ( $$-0.571$$ versus $$-0.752$$ ), and a lower mean censored utility for 55555 ( $$-0.486$$ versus $$-0.406$$ ). The observed lack of correlation between LSS and utility for WTD states appears linked to the use of comparison with immediate death in the sorting question. LT-TTO is capable of eliciting utility values in a way that is sensitive to severity. Modifying the initial questions in cTTO to identify whether health states are BTD or WTD should be considered.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4308858650,To what extent does the use of crosswalks instead of EQ-5D value sets impact reimbursement decisions?: a simulation study,2022,2022-11-13,article,candidate_article,10.1007/s10198-022-01539-6,The European Journal of Health Economics,Ângela Jornada Ben; Johanna M. van Dongen; Aureliano Paolo Finch; Mohamed El Alili; Judith E. Bosmans,available,"PURPOSE: Inconsistent results have been found on the impact of using crosswalks versus EQ-5D value sets on reimbursement decisions. We sought to further investigate this issue in a simulation study. METHODS: Trial-based economic evaluation data were simulated for different conditions (depression, low back pain, osteoarthritis, cancer), severity levels (mild, moderate, severe), and effect sizes (small, medium, large). For all 36 scenarios, utilities were calculated using 3L and 5L value sets and crosswalks (3L to 5L and 5L to 3L crosswalks) for the Netherlands, the United States, and Japan. Utilities, quality-adjusted life years (QALYs), incremental QALYs, incremental cost-effectiveness ratios (ICERs), and probabilities of cost-effectiveness (pCE) obtained from values sets and crosswalks were compared. RESULTS: Differences between value sets and crosswalks ranged from -0.33 to 0.13 for utilities, from -0.18 to 0.13 for QALYs, and from -0.01 to 0.08 for incremental QALYs, resulting in different ICERs. For small effect sizes, at a willingness-to-pay of €20,000/QALY, the largest pCE difference was found for moderate cancer between the Japanese 5L value set and 5L to 3L crosswalk (difference = 0.63). For medium effect sizes, the largest difference was found for mild cancer between the Japanese 3L value set and 3L to 5L crosswalk (difference = 0.06). For large effect sizes, the largest difference was found for mild osteoarthritis between the Japanese 3L value set and 3L to 5L crosswalk (difference = 0.08). CONCLUSION: The use of crosswalks instead of EQ-5D value sets can impact cost-utility outcomes to such an extent that this may influence reimbursement decisions.",F4320323856,EuroQol Research Foundation,71-2020RA,openalex_funder_relation,1,0,0
W4381430828,Characteristics of health-state utilities used in cost-effectiveness analyses: a systematic review of published studies in Asia,2023,2023-06-20,review,candidate_article,10.1186/s12955-023-02131-z,Health and Quality of Life Outcomes,Zhihao Yang; Xueyun Zeng; Weidong Huang; Qingqing Chai; Angela Zhao; Ling‐Hsiang Chuang; Bin Wu; Nan Luo,available,"INTRODUCTION: Cost-utility analysis (CUA) is the preferred form of economic evaluation in many countries. As one of the key data inputs in cost-utility models, health state utility (HSU) has a crucial impact on CUA results. In the past decades, health technology assessment has been expanding rapidly in Asia, yet research examining the methodology and process used to generate cost-effectiveness evidence is scarce. The aim of this study was to examine the reporting of the characteristics of HSU data used in CUAs in Asia and how the characteristics have changed over time. METHODS: A systematic literature search was performed to identify published CUA studies targeting Asian populations. Information was extracted for both the general characteristics of selected studies and the characteristics of reported HSU data. For each HSU value identified, we extracted data for four key characteristics, including 1) estimation method; 2) source of health-related quality of life (HRQoL) data; 3) source of preference data; and 4) sample size. The percentage of nonreporting was calculated and compared over two time periods (1990-2010 vs 2011-2020). RESULTS: A total of 789 studies were included and 4,052 HSUs were identified. Of these HSUs, 3,351 (82.7%) were from published literature and 656 (16.2%) were from unpublished empirical data. Overall, the characteristics of HSU data were not reported in more than 80% of the studies. Of HSUs whose characteristics were reported, most of them were estimated using the EQ-5D (55.7%), Asian HRQoL data (91.9%), and Asian health preferences (87.7%); 45.7% of the HSUs was estimated with a sample of 100 or more individuals. All four characteristics showed improvements after 2010. CONCLUSION: Over the past two decades, there has been a significant increase in CUA studies targeting Asian populations. However, HSU's characteristics were not reported in most of the CUA studies, making it difficult to evaluate the quality and appropriateness of the HSUs used in those cost-effectiveness studies.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4386529880,Time perspective profile and self-reported health on the EQ-5D,2023,2023-09-08,article,candidate_article,10.1007/s11136-023-03509-8,Quality of Life Research,Fanni Rencz; Mathieu F. Janssen,available,"OBJECTIVES: Time perspective (TP) is a psychological construct that is associated with several health-related behaviours, including healthy eating, smoking and adherence to medications. In this study, we aimed to examine the associations of TP profile with self-reported health on the EQ-5D-5L and to detect which domains display response heterogeneity (cut-point shift) for TP. METHODS: We conducted a secondary analysis of EQ-5D-5L data from a representative general population sample in Hungary (n = 996). The 17-item Zimbardo Time Perspective Inventory was used to measure individuals' TP on five subscales: past-negative, past-positive, present-fatalist, present-hedonist and future. The associations between TP subscales and EQ-5D-5L domain scores, EQ VAS and EQ-5D-5L index values were analysed by using partial proportional odds models and multivariate linear regressions. RESULTS: Respondents that scored higher on the past-negative and present-fatalist and lower on the present-hedonist and future subscales were more likely to report more health problems in at least one EQ-5D-5L domain (p < 0.05). Adjusting for socio-economic and health status, three EQ-5D-5L domains exhibited significant associations with various TP subscales (usual activities: present-fatalist and future, pain/discomfort: past-negative and future, anxiety/depression: past-negative, present-fatalist, present-hedonist and future). The anxiety/depression domain showed evidence of cut-point shift. CONCLUSIONS: This study identified response heterogeneity stemming from psychological characteristics in self-reported health on the EQ-5D-5L. TP seems to play a double role in self-reported health, firstly as affecting underlying health and secondly as a factor influencing one's response behavior. These findings increase our understanding of the non-health-related factors that affect self-reported health on standardized health status measures.",F4320323856,EuroQol Research Foundation,461-RA,openalex_funder_relation,1,0,0
W4387303705,An investigation of age dependency in Dutch and Chinese values for EQ-5D-Y,2023,2023-10-03,article,candidate_article,10.3389/fpsyg.2023.1175402,Frontiers in Psychology,Brigitte A.B. Essers; Pei Wang; Elly Stolk; Marcel F. Jonker; Silvia Evers; Manuela Joore; Carmen D. Dirksen,available,"Aims: The primary aim was to explore the age dependency of health state values derived via trade-offs between health-related quality of life (HRQoL) and life years in a discrete choice experiment (DCE). The secondary aim was to explore if people weigh life years and HRQoL differently for children, adolescents, adults, and older adults. Methods: Participants from the general population of the Netherlands and China first completed a series of choice tasks offering choices between two EQ-5D-Y states with a given lifespan. The choice model captured the value of a year in full health, disutility determined by EQ-5D-Y, and a discount rate. Next, they received a slightly different choice task, offering choices between two lives that differed in HRQoL and life expectancy but produced the same number of quality-adjusted life years (QALYs). Participants were randomly assigned to fill out the survey for three or four age frames: a hypothetical person of 10, 15, 40, and 70 years (the last one only applicable to China) to allow the age dependency of the responses to be explored. Results: A total of 1,234 Dutch and 1,818 Chinese people administered the survey. Controlling for time preferences, we found that the agreement of health state values for different age frames was generally stronger in the Netherlands than in China. We found no clear pattern of differences in the QALY composition in both samples. The probability distribution over response options varied most when levels for lifespan or severity were at the extremes of the spectrum. Conclusion/discussion: The magnitude and direction of age effects on values seemed dimension- and country specific. In the Netherlands, we found a few differences in dimension-specific weights elicited for 10- and 15-year-olds compared to 40-year-olds, but the overall age dependency of values was limited. A stronger age dependency of values was observed in China, where values for 70-year-olds differed strongly from the values for other ages. The appropriateness of using existing values beyond the age range for which they were measured needs to be evaluated in the local context.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,1,1
W4400687653,Health-related quality of life and utility values among patients with anxiety and/or depression in a low-income tertiary care setting: a cross-sectional analysis,2024,2024-07-16,article,candidate_article,10.1007/s11136-024-03735-8,Quality of Life Research,Yared Belete Belay; Cathrine Mihalopoulos; Yong Yi Lee; Lidia Engel,available,"OBJECTIVES: To describe the health-related quality of life (HRQoL), estimate the associated health state utility values (HSUVs) and explore factors associated with HRQoL of patients with anxiety and/or depression in a resource-limited hospital setting. METHODS: A cross-sectional survey involving 462 participants was conducted in a hospital setting. The Amharic version of the EQ-5D-5 L assessed HRQoL, while the GAD-7 and PHQ-9 measured severity of anxiety and depression symptoms respectively. HSUVs were analysed based on clinical and demographic profiles; mean differences were compared using t-tests and one-way ANOVA; Scheffe's post hoc comparisons and effect sizes (Cohen's d statistic) were used to assess the magnitude of group differences. Factors associated with HRQoL were explored using regression analysis. RESULTS: The mean HSUV was 0.87 (SD = 0.17) and the EQ VAS was 71.4 (SD = 19.1). Patients with both anxiety and depression scored significantly lower (HSUV = 0.83 [0.16], EQ VAS = 64.4 [17.9]) compared to those with either anxiety only (HSUV = 0.88 [0.17], EQ VAS = 75.3 [17.9]) or depression only (HSUV = 0.89 [0.18], EQ VAS 74.4 [19.7]). Males had slightly higher mean scores than females, while those aged 18-35 years demonstrated the highest scores on both the EQ-5D-5 L and EQ VAS. Older age (β=-0.002), higher PHQ-9 scores (β=-0.008) and comorbid hypertension (β=-0.07) associated with lower HSUVs. Lower EQ VAS scores were associated with being female (β=-4.4), having comorbid hypertension (β=-7.4) and higher PHQ-9 scores (β=-0.86), while a positive association was found with having 'more than enough' income (β = 11.8). CONCLUSIONS: Older age, severity or co-diagnosis of anxiety or depression and comorbid conditions were associated with lower HRQoL, highlighting the need for better interventions to improve the HRQoL of patients with anxiety and depression in Ethiopia.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4402523689,The impact of demographic change on value set validity and obsolescence,2024,2024-09-13,article,candidate_article,10.1007/s11136-024-03770-5,Quality of Life Research,Marcel F. Jonker,available,"PURPOSE: To investigate the contribution of demographic trends in countries' age and gender composition to value set validity and obsolescence. METHODS: Time-trade off (TTO) valuation data from 3 EQ-5D-3L value sets of 20 years or older from the United Kingdom, Japan, and the United States were re-analyzed using Bayesian heteroskedastic Tobit models with sex and age group-specific scale parameters. Original value sets were obtained by weighting the original preference structures with the countries' original demographic composition at the time of the data collection. Updated value sets were created using the original preference structure weighted using the countries' most recent demographic composition. The differences between the original and updated value sets were monitored and compared based on 95% credible intervals. RESULTS: The gender and age composition of the investigated countries changed in all 3 countries over time. The modelled health state preferences also depended on the respondents' gender and age. However, the overall impact of this demographic change on the investigated value sets was negligeable in all 3 countries and this finding was robust to accounting for the impact of ethnicity trends in the United States. CONCLUSION: Value sets may become redundant and obsolete for various reasons, but demographic change was not identified as a contributing factor.",F4320323856,EuroQol Research Foundation,1612-RA,openalex_funder_relation,1,0,0
W4403868889,Quality of life of inflammatory bowel diseases patients in france with EQ-5D-5 L: the QALY-MICI study,2024,2024-10-29,article,candidate_article,10.1007/s11136-024-03821-x,Quality of Life Research,Hélène Sarter; J. Kirschgesner; Laurent Beaugerie; Anne Buisson; Corinne Gower‐Rousseau; Gérard de Pouvourville,unavailable,,F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,1,0
W4406485297,"Adaptation into Basque language and validation of the Barthel Index, EQ-5D-5L and PHQ-9 questionnaires in adult patients",2025,2025-01-17,article,candidate_article,10.1007/s12144-025-07317-w,Current Psychology,Daniela Mestre; Miren Orive; María Gascón; Amaia Bilbao‐González; Leire Erkoreka; Nerea González; José M. Quintana,available,"Abstract Patient Reported Outcome Measures (PROMs) tools are limited resources in Basque, co-official language in Basque Autonomous Community, Spain. The aim of this study was to translate and adapt Basque Barthel Index (BI) and Patient Health Questionnaire-9 (PHQ-9) and to validate them along with Basque EQ-5D-5L. A cross-sectional observational study was carried out to assess the psychometric properties of Basque questionnaires. We recruited Basque speaking adults suffering from diabetes mellitus, heart failure, respiratory or musculoskeletal diseases and a convenience sample (overall n = 347) via post mail, all of them covered by the Galdakao-Usansolo University Hospital. Participants were classified depending on the number of comorbidities and Charlson Comorbidity Index (CCI). BI and PHQ-9 were translated to Basque and back-translated to Spanish and English, respectively. Basque EQ-5D-5L was already available. The comprehensibility and feasibility of instruments were evaluated by cognitive debriefing interviews. Reliability (Cronbach’s alpha), factor analysis, convergent validity and known-groups validity were assessed. Cronbach alpha coefficient was 0.93 for BI, 0.85 for EQ-5D-5L and 0.89 for PHQ-9. Each tool fit into its own single dimension. Three questionnaires correlated independently (each one’s ρ &gt; 0.4, p &lt; .0001) with the physical component (PCS) of Short Form-36 Health Survey (SF-36) and the PHQ-9 with the mental component (MCS) of SF-36, confirming the convergent validity. All the instruments detected differences depending on the number of comorbidities or CCI, demonstrating the known-groups validity. Basque BI, EQ-5D-5L and PHQ-9 are reliable and valid tools that satisfy the psychometric quality requirements for use in clinical practice and research studies.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4407856078,Health valuation protocol for dual discrete choice experiment (dual-DCE) surveys to estimate the effects of different scenarios and attributes on main effects,2025,2025-02-01,article,candidate_article,10.1136/bmjopen-2024-091097,BMJ Open,Benjamin M. Craig,available,"INTRODUCTION: A typical health preference study conducts a single discrete choice experiment (DCE). For example, a health valuation study may elicit preferences on an individual's health-related quality of life along five EQ-5D-5L attributes (Mobility, Self-care, Usual Activities, Pain/Discomfort, Anxiety/Depression). Using this protocol, researchers can conduct a dual-DCE survey (ie, with two different full-block DCEs completed sequentially). To demonstrate this protocol, we will conduct 12 dual-DCE surveys in two waves and estimate the effects of different scenarios and descriptive systems on main effects (ie, incremental differences in value between levels). METHODS AND ANALYSIS: Each of the two DCEs in a dual-DCE survey equates to a stand-alone health valuation study. To demonstrate this protocol, each is an EQ-5D-5L valuation study, including d-efficient blocks of 15 kaizen tasks and 5 paired comparisons. In wave 1 (six surveys, 1000 US adults each), the two DCEs will differ by scenario (1-year episodes ending in recovery or death or no duration/ending described). In wave 2 (six surveys, 200 US adults each), the two DCEs will include the same 5 EQ-5D-5L attributes but differ by the number of additional attributes related to cognition: none, one composite attribute (memory/concentration) and two component attributes (memory, concentration). For each DCE, we will estimate a conditional logit model and test for differences in value using cluster bootstrap techniques. We hypothesise that the values will differ by scenarios and systems. As secondary analyses, we assess the effects of sampling, scenario/system order and DCE order. ETHICS AND DISSEMINATION: The independent review board (IRB) at Advarra determined that this research project (Pro00080475; 11 July 2024) is exempt from IRB oversight based on the Department of Health and Human Services regulations found at 45 CFR 46.104(d)(2). Furthermore, the IRB determined that the project is not subject to requirements for continuing review. To disseminate our findings, we will prepare multiple manuscripts for publication in peer-reviewed journals and present highlights at scientific meetings, such as the EuroQol Plenary Meeting, International Academy of Health Preference Research and ISPOR.",F4320323856,EuroQol Research Foundation,1769-RA; 494-RA,openalex_funder_relation,1,0,0
W4408566995,"Can Adolescents Value the EQ-5D-Y-5L and EQ-5D-5L, and How Do the Values Compare? A Feasibility Study",2025,2025-03-18,article,candidate_article,10.1016/j.jval.2025.02.013,Value in Health,Trudy Sullivan; Emma Wyeth; Robin Turner; Paul Hansen; Franz Ombler; Nancy Devlin; Sarah Derrett,unavailable,,F4320323856,EuroQol Research Foundation,EQ-441-RA,openalex_funder_relation,1,0,0
