record_id	paper_id	work_id	project_ids	article_path	article_sha256	article_bytes	pdf_path	pdf_sha256	pdf_bytes	metadata_source_paths	coverage_reason	metadata_path	metadata_sha256	input_path	input_sha256	input_bytes	task_sha256	ontology_sha256	vocabulary_sha256	normalization_registry_sha256	normalization_aliases_sha256	metadata_enrichment
PDF-P043	10.1016/j.jval.2025.11.005	doi:10.1016/j.jval.2025.11.005	1599-RA	corpus/1599-RA/doi_10.1016_j.jval.2025.11.005.md	7700121fd0e63433907715fcbfb21cb0b9804fba3567d646628ec72030d81a0f	67263	input/projects/1599-RA/papers/doi_10.1016_j.jval.2025.11.005.pdf	39b58a8febf862fba1b367d7e01153713dd08e45b010baa26896ab475ad90cc3	1668329	input/projects/1599-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P043.json	dc4d9d148cabf0ca995a31438ae0899d1740171b640ef159008aff9450947cd1	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P043.md	a0fe9951dddff5f5926d1be140ad35dbcc1b9b8c924901070cb08f06d078d487	113375	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P044	10.1016/j.jval.2026.01.001	doi:10.1016/j.jval.2026.01.001	2181-RA	corpus/2181-RA/doi_10.1016_j.jval.2026.01.001.md	005b49ec8f7e6e4f37e6b7c280d02c92a8b344f7af7e45f4a92b3635492f6796	58131	input/projects/2181-RA/papers/doi_10.1016_j.jval.2026.01.001.pdf	4d575c02c618be6e58588ee66bffcf8e3292813f8fef8ab5622757b6b715b155	2430180	input/projects/2181-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P044.json	7215ad8390c5d30b162bb6e11656a3968e1e312da662d5010e94d70652c01616	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P044.md	ad14620132aa8753345dbf5eaf058670fcb3e0099d54e26cc453c81e5cf88f2c	102227	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P045	10.1016/j.jval.2026.02.013	doi:10.1016/j.jval.2026.02.013	2181-RA	corpus/2181-RA/doi_10.1016_j.jval.2026.02.013.md	16c3ebd63ae4e690554b70a1c0a5d79482a754dbc68658775876dfb2d52dd1d0	49531	input/projects/2181-RA/papers/doi_10.1016_j.jval.2026.02.013.pdf	a6d3776f33d2cbe57fa2319e995c3d6d17d4b7bc9282c03e8a324712cb9699bc	3748095	input/projects/2181-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P045.json	05799f92a500dc97117b79347a9471f0494972028678a87b817bca3bcbc0e134	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P045.md	41063ecc956664f90c60a781c99d3853e5919465eb3181236b7a77cae2d04793	93681	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P046	10.1016/j.socscimed.2021.114519	doi:10.1016/j.socscimed.2021.114519	20190460	corpus/20190460/doi_10.1016_j.socscimed.2021.114519.md	23385bcd61dd2db025fbb50350bf7b3bed4a29b755f832d0d793e93ef460f0e9	70431	input/projects/20190460/papers/doi_10.1016_j.socscimed.2021.114519.pdf	0defbd9ee2e59492119b2e25f5139ba5fc5d21f90ea74763d86cd3d26d7f0fe5	3863813	input/projects/20190460/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P046.json	bf25a819a04477c7921550dfde8474067029b7f36215f1d1d8d755dd99bd78b6	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P046.md	1b7a11c54f07e5562c7345e4558bf54545f80c2d7216e3459daa43f14524079d	115280	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P047	10.1016/j.ssmqr.2024.100398	doi:10.1016/j.ssmqr.2024.100398	20180080	corpus/20180080/doi_10.1016_j.ssmqr.2024.100398.md	1c339ee958da57d83e47066d38577c71fcc5d70fd2dc604e6e02150864879c6f	86679	input/projects/20180080/papers/doi_10.1016_j.ssmqr.2024.100398.pdf	56146e5f9f74fc3fada1580c6f051a5ca20ebd5130de5bb8a3ee80ae62b3ffa9	1145672	input/projects/20180080/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P047.json	6ab9b90a2cf1bab55e0935cd00e48a1398147cde46cf0102282723c28afb7dfa	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P047.md	02e0eda69213c2761616c280fb49e8e863b973bb7695bd48ed5d2c8b99768111	132415	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	AUTHOR_ORDER_REVIEW
PDF-P048	10.1016/j.vhri.2021.09.007	doi:10.1016/j.vhri.2021.09.007	20190200	corpus/20190200/doi_10.1016_j.vhri.2021.09.007.md	8efc8b0e8f4809c803ef45a93d5c5ea97f62c2cb479a538a998adfbedb575979	55032	input/projects/20190200/papers/doi_10.1016_j.vhri.2021.09.007.pdf	356fcf09b1a9b4611e3ec5ca63fc0431359f7928073524bd693540da8391098b	918955	input/projects/20190200/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P048.json	80473d7af39f1e42802f43ed454ba0ce479cd38686939c0f8da577c61c513b2e	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P048.md	76857c7848478ec1c6704bab68bb405a0587eba9a82f90dfb311b506e57b3539	100631	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P049	10.1016/j.vhri.2024.101045	doi:10.1016/j.vhri.2024.101045	234-VS	corpus/234-VS/doi_10.1016_j.vhri.2024.101045.md	62ded16028675ec04459493c8044ea2cd1fcaaf087adb2fd20d79ccd90102992	61916	input/projects/234-VS/papers/doi_10.1016_j.vhri.2024.101045.pdf	1887d71732306f3fa735bdf8cf01e792a6ce5aeb711fcba4f8102f06bf3f5402	766213	input/projects/234-VS/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P049.json	ff67f6886331363e8f21d147074deaa492364fa567f3cd4661de2f1bd956fcc1	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P049.md	b74d404a3e8afb4c4adc706d354478fa3991b9be75452a479d6cc9631239c22d	106922	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P050	10.1016/j.vhri.2025.101121	doi:10.1016/j.vhri.2025.101121	20180140	corpus/20180140/doi_10.1016_j.vhri.2025.101121.md	2baa1151adefafce8218b648c762fb5c7d6ca04085d1b19db6e5a1c5c72ae683	36255	input/projects/20180140/papers/doi_10.1016_j.vhri.2025.101121.pdf	3b0b1f852cd2e787ff2e2c4683fc66d8add0dd28d701969c50dbc9936cb631ef	835062	input/projects/20180140/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P050.json	cac37ad7e611ca9103abddd194be2af1e7fcb1b010adc26027406270d3127642	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P050.md	0e0dab8ab5a66e6b3caa7da6bb8d3d14699a3a90908c653e56c8e9679cb50e97	80648	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P051	10.1016/j.vhri.2025.101501	doi:10.1016/j.vhri.2025.101501	20180600	corpus/20180600/doi_10.1016_j.vhri.2025.101501.md	d9159602d75905927e3176f402fda7013d5c0f85790319fdd66a71f86d315eeb	30221	input/projects/20180600/papers/doi_10.1016_j.vhri.2025.101501.pdf	ea8e3327c57fe513cea084a0f942c670115a189b1d3296bdbfceb9b5c687ea14	1895544	input/projects/20180600/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P051.json	356aa6742cf708012d6543ccc2cd99895da1a56649f772afbd89dac6d123131b	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P051.md	f37cc4547aa4e840caf03eec5ad3a4a86094cc1c7cd39374d071afd9e59d47f9	74993	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P052	10.1016/j.vhri.2025.101543	doi:10.1016/j.vhri.2025.101543	442-RA	corpus/442-RA/doi_10.1016_j.vhri.2025.101543.md	612e4b3d641efb6f6b823935d7f8f69799c8b1dbb2e4caf7eb3fcdc99bad5735	56734	input/projects/442-RA/papers/doi_10.1016_j.vhri.2025.101543.pdf	6d60a107a91138a161ca1651b1a61306764329473f91b57dc936831fc75fba89	2133300	input/projects/442-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P052.json	28cc68a40f2f87dca632f4ae2836d54b5f24700408a6d60641e433f277295536	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P052.md	f97a4ac12e14f6e31189de7447ac998f55607b1ff5da6db4e5cbeb599ac093ae	101029	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P053	10.1136/archdischild-2025-329475	doi:10.1136/archdischild-2025-329475	330-PHD;361-RA	corpus/330-PHD/doi_10.1136_archdischild-2025-329475.md	f420a4a7d101960ca9ecc7453de15fdc633449b4ec444cf725ea45e54cbbde96	56998	input/projects/330-PHD/papers/doi_10.1136_archdischild-2025-329475.pdf	c5b2d110fbf29144c20b67053aeb7f2997d70801b39c8a74ed6ec2640b09478d	404777	input/projects/330-PHD/publications.json;input/projects/361-RA/publications.json	local PDF tranche; project instances=2	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P053.json	1a66572a02bbe985621775a0f0b9e6261f6a12cf3d40c21ddbca9ac70baa2612	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P053.md	6a4e58f9c280b679f09521b1cb8ea50326b91992bed51cadc4d7e3acb8b1d43c	104057	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P054	10.1177/0272989x261446644	doi:10.1177/0272989x261446644	1883-RA	corpus/1883-RA/doi_10.1177_0272989x261446644.md	cb2d8a0953dccd618d2495c8eb4ba4fa1dbc3a4e496fa746040885c41d8fdef8	58150	input/projects/1883-RA/papers/doi_10.1177_0272989x261446644.pdf	ca4ca681fc49404509181ad19ab13c02cf99bfd3f033a2fd4c99846f3b18dafb	517649	input/projects/1883-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P054.json	94a7f357c37cc428518856f74751b699ba935aa9485b9a44ee80072b4f5ae676	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P054.md	6326f364ed868d170a70e829f1784265645655be241692250b93cd3e5b37ff1b	103085	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P055	10.1186/s12955-026-02561-5	doi:10.1186/s12955-026-02561-5	1927-RA	corpus/1927-RA/doi_10.1186_s12955-026-02561-5.md	520383cd805f6f96f425fd69f224a5cbc2efefc7d0554f1fd0dd72e21cc83c58	66739	input/projects/1927-RA/papers/doi_10.1186_s12955-026-02561-5.pdf	6cded2cfe435558131720802d775a061d6d3e9e4e851a8cf0134210eca123af2	877272	input/projects/1927-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P055.json	3cd7926fd97b0a1031a22e05c44d35274c48020646bdf011ba8fd8301e703747	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P055.md	3f0f046c1e032dcea8fa0f9cfebcbdf9e17f478f72ec040c2ebf9e30183f2be9	111214	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	AUTHOR_ORDER_REVIEW
PDF-P056	10.1186/s12955-026-02578-w	doi:10.1186/s12955-026-02578-w	1892-RA	corpus/1892-RA/doi_10.1186_s12955-026-02578-w.md	a5752567666c9884ba873e991aff249bbcdb327ad7053d2df099e0c601c22b50	44450	input/projects/1892-RA/papers/doi_10.1186_s12955-026-02578-w.pdf	da5da844d78d85c66131dd1452113199d11f8fd0bf009f12c997fcd2dfec85e1	802974	input/projects/1892-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P056.json	0f11bba7a781bc672672b909654eb351793867cf158a12c98c9b0c689e208268	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P056.md	f717cb624d8adf74633ec6b586d3bdde79c1d46fff80024ca2eee50613f718eb	89151	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P057	10.1186/s12955-026-02579-9	doi:10.1186/s12955-026-02579-9	1872-RA	corpus/1872-RA/doi_10.1186_s12955-026-02579-9.md	b7aa3f8fac8fea7543c803d1d824a98726169038c0a907e0f250692bd80e7f4d	51096	input/projects/1872-RA/papers/doi_10.1186_s12955-026-02579-9.pdf	47a8bb10c7f0020ae63398ea71fa8e677ffdd95f984329738fcc37d19f58544c	844265	input/projects/1872-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P057.json	1f9e45d8d8297d6e30575d41c1d9d6307c9d97117bd1221a41a67ab96d99936c	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P057.md	1aca0410a101bb8b59722a1d38c86f35cc81a0510bc68a13acc419ac5d8168e6	96345	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P058	10.1186/s12955-026-02581-1	doi:10.1186/s12955-026-02581-1	1891-RA	corpus/1891-RA/doi_10.1186_s12955-026-02581-1.md	a672f5c79e8111e14dd39b67aa7671de240a9e98747bfb224be3c22bf15a0210	62389	input/projects/1891-RA/papers/doi_10.1186_s12955-026-02581-1.pdf	cdb3f7f3e99771415c1762116d04289a71f0e0fece8d54e3c6a1bc54d44c5711	836121	input/projects/1891-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P058.json	c5aef542c4398bd78cd3f9d103154f843a4eb6ef4ed271f6a602bfef00f9876f	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P058.md	5b7eaef3909088e5021437dbbb1f249471e28a3b1ba6d950a58ca591ae5aa9a8	107668	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	AUTHOR_ORDER_REVIEW
PDF-P060	10.12688/wellcomeopenres.21408.2	doi:10.12688/wellcomeopenres.21408.2	1508-RA	corpus/1508-RA/doi_10.12688_wellcomeopenres.21408.2.md	94ecbb2dd9e6c2d21d4ffa337d812922114658c60277c1469323b833a0ca0755	68817	input/projects/1508-RA/papers/doi_10.12688_wellcomeopenres.21408.2.pdf	f6589664df50b6014e716661947264fc926ca4017e68e421dff5dfdc5e3b4d5a	1080128	input/projects/1508-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P060.json	2319d138b3d989c2082ca2150a3d4b4a8a757608372df329cda57086d3b4303a	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P060.md	2e772e1a3dae11c28d21c1b55d9030e996d759380e3f5f5990d1cff98fe0a671	115069	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	NO_EXACT_OPENALEX_MATCH
PDF-P061	10.21203/rs.3.rs-2423517/v1	doi:10.21203/rs.3.rs-2423517/v1	20180080	corpus/20180080/doi_10.21203_rs.3.rs-2423517_v1.md	cd66c5f01ef35c2a3b7ae5391f9ecb2a21d3a7d6a61b6657191c30e5a5a1c837	66318	input/projects/20180080/papers/doi_10.21203_rs.3.rs-2423517_v1.pdf	702a62893ea435dfea6c83ebd68657bbdac7136b9efd72b30d5ecdb72db323fd	947089	input/projects/20180080/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P061.json	cfdd6c1dee9be7c60f77ede8ee62cd3782312bb595474a424b59ff235012c543	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P061.md	ac1d92d317f10d3aa3c93b9a8fa88e97cc2b212b95f2544bba0a5331be3badb5	112096	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P063	10.22541/au.169215780.00019852/v1	doi:10.22541/au.169215780.00019852/v1	20170330	corpus/20170330/doi_10.22541_au.169215780.00019852_v1.md	fe08a041ea76a789382828d96d66274195741e5808218338034b70fd23c3401f	35180	input/projects/20170330/papers/doi_10.22541_au.169215780.00019852_v1.pdf	1fb95997bc8537889e26aebb6ed4102e5fc4f31d69239348dac8b5020ecdc01f	194314	input/projects/20170330/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P063.json	8cf3ee7040ac1bda4c6e759597fef869a8b34a81ae207587694b3350d8960cb4	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P063.md	9371139ce7a67b53b2d0cadba48f47a02edc201f086234fef5fedce19e5138e7	81270	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P064	10.3390/econometrics11010004	doi:10.3390/econometrics11010004	304-PHD	corpus/304-PHD/doi_10.3390_econometrics11010004.md	8407d0ea0c11268badb58bf1b21f71b9ca6436eb98846f25fcfeaa9e9ab92d90	49578	input/projects/304-PHD/papers/doi_10.3390_econometrics11010004.pdf	b72070d08d03a0daac19dbdcb5b74af2e9dd7dd0bc93434502deb589da46d039	438358	input/projects/304-PHD/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P064.json	8b0d3289f1218f6c009df509ac152ab873885e84d5d4a2eed39963597189e622	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P064.md	c0473cd1d00dcf4b800871e9dbf70d26b2e2d0e85cfe1eec979c11ceb4122c16	94073	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P065	10.36469/001c.145813	doi:10.36469/001c.145813	1681-RA	corpus/1681-RA/doi_10.36469_001c.145813.md	ed45cdeb5a91bbcfa14ce4a4d1dd3d91cda29f26cc07c84d71666e6f9304f7fa	60971	input/projects/1681-RA/papers/doi_10.36469_001c.145813.pdf	9b06ca9e5c291c925f3d10e60b20e0ffdbc66b14b05a7af66cae648c8c75ba68	1226291	input/projects/1681-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P065.json	170462e03a52044bd1f3669e7e5fa462b041135f79033ef2d00e1458c7fb239b	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P065.md	33be690586b841f7460ff8516ae3029d71f3aaefc7fde1748e47bcbfa67c1754	108428	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
