source_id,source,target_id,target,weight
person:openalex:A5023969133,Ian A. Harris,person:openalex:A5081998419,Michelle Lorimer,1
person:openalex:A5023969133,Ian A. Harris,person:openalex:A5101850788,Stephen D. Gill,1
person:openalex:A5023984296,Amy Pui Pui Ng,person:openalex:A5035586006,Calvin Kalun Or,1
person:openalex:A5023984296,Amy Pui Pui Ng,person:openalex:A5050893034,Joyce Sau Mei Lam,1
person:openalex:A5023984296,Amy Pui Pui Ng,person:openalex:A5058164483,John King Yiu Cheng,1
person:openalex:A5023984296,Amy Pui Pui Ng,person:openalex:A5071151094,Kiki Sze Nga Liu,1
person:openalex:A5023984296,Amy Pui Pui Ng,person:openalex:A5083350920,Will Ho Gi Cheng,1
person:openalex:A5023984296,Amy Pui Pui Ng,person:openalex:A5104089157,Emily Tsui Yee Tse,1
person:openalex:A5024030578,Kelvin Yi Chong Teo,person:openalex:A5076903875,Yvonne Chung-Hsi Wei,2
person:openalex:A5024031603,Anika Rädke,person:openalex:A5037328125,Thomas Klockgether,2
person:openalex:A5024031603,Anika Rädke,person:openalex:A5039282412,M Pfaff,1
person:openalex:A5024031603,Anika Rädke,person:openalex:A5042050033,Fabian Kleinke,1
person:openalex:A5024031603,Anika Rädke,person:openalex:A5056236835,Wolfgang Hoffmann,3
person:openalex:A5024031603,Anika Rädke,person:openalex:A5058981117,Wiebke Mohr,2
person:openalex:A5024031603,Anika Rädke,person:openalex:A5059290458,Jennifer Faber,2
person:openalex:A5024031603,Anika Rädke,person:openalex:A5063980702,Neeltje van den Berg,1
person:openalex:A5024031603,Anika Rädke,person:openalex:A5067560109,Annelie Scharf,1
person:openalex:A5024031603,Anika Rädke,person:openalex:A5070361492,Heike Jacobi,2
person:openalex:A5024031603,Anika Rädke,person:openalex:A5072137190,Moritz Platen,2
person:openalex:A5024031603,Anika Rädke,person:openalex:A5072290180,Tanja Schmitz‐Hübsch,2
person:openalex:A5024031603,Anika Rädke,person:openalex:A5075596948,Ingo Kilimann,1
person:openalex:A5024031603,Anika Rädke,person:openalex:A5086347511,Franka Mühlichen,1
person:openalex:A5024031603,Anika Rädke,person:openalex:A5112901636,Niklas Weber,4
person:openalex:A5024055768,Fang‐Ju Lin,person:openalex:A5079399532,J Chang,2
person:openalex:A5024055768,Fang‐Ju Lin,person:openalex:A5110068367,Churn‐Shiouh Gau,1
person:openalex:A5024055768,Fang‐Ju Lin,person:openalex:A5112406075,Chia-Ing Li,1
person:openalex:A5024055768,Fang‐Ju Lin,person:openalex:A5113847032,Chao-Hsiun Tang,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5026347571,Chantal Visser,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5026613773,Menno V. Huisman,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5028316001,Remy H.H. Bemelmans,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5039782389,Folkert W. Asselbergs,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5045882445,Corstiaan A. den Uil,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5055195942,Stefanie Koster,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5055336511,Cornelis P. C. de Jager,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5055973290,Coen van Guldener,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5056785549,Bas C. T. van Bussel,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5057323541,Frederikus A. Klok,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5060638203,F. Nanne Croles,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5061424600,Roger E. G. Schutgens,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5069096181,Karina Meijer,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5073171672,Alexander P. J. Vlaar,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5073463366,Albertus Beishuizen,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5075635630,Marten R. Nijziel,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5077627178,Nuray Kuşadasi,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5078835349,Saskia le Cessie,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5080634466,Pieter W. Kamphuisen,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5090296015,Marieke J.H.A. Kruip,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:openalex:A5113543629,Frank Stam,1
person:openalex:A5024110217,Suzanne C. Cannegieter,person:orcid:0009-0007-2799-2491,Hugo Ten Cate,1
person:openalex:A5024428359,Helena Cramer,person:openalex:A5025246162,Ivan Ricardo Zimmermann,1
person:openalex:A5024428359,Helena Cramer,person:openalex:A5031844271,Aline Navega Biz,1
person:openalex:A5024428359,Helena Cramer,person:openalex:A5054418588,Vania Canuto,1
person:openalex:A5024428359,Helena Cramer,person:openalex:A5064666151,Luciane Nascimento Cruz,1
person:openalex:A5024428359,Helena Cramer,person:openalex:A5075707097,Márcia Pinto,1
person:openalex:A5024428359,Helena Cramer,person:openalex:A5087893304,Augusto Afonso Guerra,1
person:openalex:A5024428359,Helena Cramer,person:openalex:A5101404819,Ricardo Ribeiro Alves Fernandes,1
person:openalex:A5024428359,Helena Cramer,person:openalex:A5102074062,Monica Viegas,1
person:openalex:A5024571890,Petra Baji,person:openalex:A5030833512,Alexandru Rotar,1
person:openalex:A5024571890,Petra Baji,person:openalex:A5076187964,Judit Simon,1
person:openalex:A5024571890,Petra Baji,person:openalex:A5083830744,Michael Drummond,1
person:openalex:A5024571890,Petra Baji,person:openalex:A5086557976,László Gulàcsi,1
person:openalex:A5024571890,Petra Baji,person:orcid:0000-0002-6095-2295,Valentin Brodszky,1
person:openalex:A5024589021,Benjamín Higgins,person:openalex:A5039516267,Roland Simon,1
person:openalex:A5024639268,Iain Blair,person:openalex:A5053892909,Iffat Elbarazi,2
person:openalex:A5024639268,Iain Blair,person:openalex:A5059656601,Emmanuel Papadimitropoulos,2
person:openalex:A5024639268,Iain Blair,person:openalex:A5085335754,Marina‐Selini Katsaiti,2
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5026669792,Subhash Pokhrel,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5028667057,Nasrin Nasr,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5030061278,Andrew Street,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5031349761,James Wilson,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5032522696,Charlotte Bramwell,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5041065594,Galina Velikova,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5041284045,Diana Rose,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5041912741,S.E. Davidson,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5042375693,Órlaith Burke,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5054634143,Jan R. Boehnke,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5055949016,Safarina Satkunanathan,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5056510016,Tim Croudace,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5056820346,Dan Robotham,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5057527999,Caroline Potter,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5058780467,Jacki Routledge,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5059059347,Pam Enderby,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5063003600,Mairead Murphy,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5066109132,Elizabeth Gibbons,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5070067422,Samantha Waterman,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5070493741,Hasan Basarir,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5080952698,Laura Kelly,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5082679849,Daisy Elliott,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5087469402,Ines Rombach,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5089149181,Kate Absolom,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5089586523,Ann Henry,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5091171499,Andrew Trigg,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5101883607,Katherine Stevens,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5102131357,Bibhas Roy,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5107214187,Amy Barrat,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5107226688,Jaheeda Gangannagaripalli,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5107858079,Alastair Gray,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5108522350,Angela Coulter,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5108613761,Crispin Jenkinson,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5110449932,Alex Gilbert,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5112221269,Alex Labeit,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5112221270,Ruth Howells,1
person:openalex:A5024642607,Chris Salisbury,person:openalex:A5113786881,Julian Forder,1
person:openalex:A5024937718,Annemieke C. Scholten,person:openalex:A5068551112,Suzanne Polinder,1
person:openalex:A5024937718,Annemieke C. Scholten,person:openalex:A5079035943,Ed F. van Beeck,1
person:openalex:A5024937718,Annemieke C. Scholten,person:openalex:A5091435927,Ewout W. Steyerberg,1
person:openalex:A5024956914,Yuanyuan Gu,person:openalex:A5035192108,Kaushalendra Kumar,1
person:openalex:A5024956914,Yuanyuan Gu,person:openalex:A5063120574,Mona Aghdaee,1
person:openalex:A5024974446,Katarzyna Młyńczak,person:openalex:A5045865276,Emilian Snarski,1
person:openalex:A5024974446,Katarzyna Młyńczak,person:openalex:A5053012296,Grzegorz Basak,1
person:openalex:A5024974446,Katarzyna Młyńczak,person:openalex:A5064853031,Katarzyna Jaśkowiak,1
person:openalex:A5024974446,Katarzyna Młyńczak,person:openalex:A5068277876,Maciej Niewada,1
person:openalex:A5024974446,Katarzyna Młyńczak,person:openalex:A5073219519,Andżelika Gawrońska,1
person:openalex:A5024974446,Katarzyna Młyńczak,person:openalex:A5087683959,Alicja Wójcik,1
person:openalex:A5025022333,Martina Jänicke,person:openalex:A5034764832,Norbert Marschner,1
person:openalex:A5025022333,Martina Jänicke,person:openalex:A5049382078,Natalie Wetzel,1
person:openalex:A5025022333,Martina Jänicke,person:openalex:A5074188740,Thomas Mittendorf,1
person:openalex:A5025022333,Martina Jänicke,person:openalex:A5091584999,Christian Jacob,1
person:openalex:A5025022333,Martina Jänicke,person:openalex:A5109150298,Annette Sauer,1
person:openalex:A5025161452,Lee-Choo Yeoh,person:openalex:A5027850764,Chia-Ming Loo,1
person:openalex:A5025161452,Lee-Choo Yeoh,person:openalex:A5036404968,E-Li Leong,1
person:openalex:A5025161452,Lee-Choo Yeoh,person:openalex:A5060034174,Mazlila Meor Ahmad Shah,1
person:openalex:A5025161452,Lee-Choo Yeoh,person:openalex:A5066592327,Devanandhini Krisnan,1
person:openalex:A5025161452,Lee-Choo Yeoh,person:openalex:A5077495725,Zubaidah Jamil Osman,1
person:openalex:A5025161452,Lee-Choo Yeoh,person:openalex:A5082570472,Ronald Vei-Meng Lim,1
person:openalex:A5025161452,Lee-Choo Yeoh,person:openalex:A5090328603,Huan‐Keat Chan,1
person:openalex:A5025161452,Lee-Choo Yeoh,person:openalex:A5112243484,Kavita Bhojwani,1
person:openalex:A5025225575,Samuel Wiebe,person:openalex:A5044349713,Colin B. Josephson,1
person:openalex:A5025225575,Samuel Wiebe,person:openalex:A5070748957,Guillermo Delgado‐García,1
person:openalex:A5025246162,Ivan Ricardo Zimmermann,person:openalex:A5031844271,Aline Navega Biz,1
person:openalex:A5025246162,Ivan Ricardo Zimmermann,person:openalex:A5054418588,Vania Canuto,1
person:openalex:A5025246162,Ivan Ricardo Zimmermann,person:openalex:A5064666151,Luciane Nascimento Cruz,1
person:openalex:A5025246162,Ivan Ricardo Zimmermann,person:openalex:A5075707097,Márcia Pinto,1
person:openalex:A5025246162,Ivan Ricardo Zimmermann,person:openalex:A5087893304,Augusto Afonso Guerra,1
person:openalex:A5025246162,Ivan Ricardo Zimmermann,person:openalex:A5101404819,Ricardo Ribeiro Alves Fernandes,1
person:openalex:A5025246162,Ivan Ricardo Zimmermann,person:openalex:A5102074062,Monica Viegas,1
person:openalex:A5025255902,Yohana Azhar,person:openalex:A5046364454,Hari Setyowibowo,1
person:openalex:A5025268346,Yakubu Adole Agada-Amade,person:openalex:A5042553941,Montarat Thavorncharoensap,1
person:openalex:A5025268346,Yakubu Adole Agada-Amade,person:openalex:A5052551841,Usa Chaikledkaew,1
person:openalex:A5025268346,Yakubu Adole Agada-Amade,person:openalex:A5056464791,Ammarin Thakkinstian,1
person:openalex:A5025268346,Yakubu Adole Agada-Amade,person:openalex:A5081076545,Taiwo Gboluwaga Amole,1
person:openalex:A5025268346,Yakubu Adole Agada-Amade,person:openalex:A5113838546,Mohammed Nasir Sambo,1
person:openalex:A5025268346,Yakubu Adole Agada-Amade,person:openalex:A5138654137,Bello Usman Ardo,1
person:openalex:A5025299944,Sofia Sveréus,person:openalex:A5060565158,Stefan Fors,1
person:openalex:A5025299944,Sofia Sveréus,person:openalex:A5084325100,Per Tynelius,1
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5026603060,Sophie Waardenburg,4
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5030916636,Bena Hemmen,2
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5039782389,Folkert W. Asselbergs,2
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5044521436,Nick Wilmes,2
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5048637744,Kevin Vernooy,1
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5056147201,Martijn D. de Kruif,1
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5056785549,Bas C. T. van Bussel,3
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5057323541,Frederikus A. Klok,1
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5057571547,Jeanine Verbunt,2
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5064196553,Maike Imkamp,1
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5064771478,Marieke S. J. N. Wintjens,4
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5073737638,Michiel C. Warlé,4
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5084561608,Susanne van Santen,4
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5087921308,Bas Kietselaer,2
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5090476254,Jochen Cals,1
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5109558343,Bea Hemmen,2
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5113772277,B. Bussel,1
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5117669011,Bas L J H Kietelaer,1
person:openalex:A5025483182,Gwyneth Jansen,person:openalex:A5128814326,Bas L.J.H. Kietselaer,1
person:openalex:A5025483182,Gwyneth Jansen,person:orcid:0009-0007-2799-2491,Hugo Ten Cate,1
person:openalex:A5025496507,Graciela Fernández,person:openalex:A5035425659,Óscar Gianneo,1
person:openalex:A5025496507,Graciela Fernández,person:openalex:A5047524207,Vilma Irazola,1
person:openalex:A5025496507,Graciela Fernández,person:openalex:A5084004616,Osvaldo Ulises Garay,1
person:openalex:A5025496507,Graciela Fernández,person:openalex:A5109216859,Marcelo Morales,1
person:openalex:A5025500663,Eve Wittenberg,person:openalex:A5031592947,Becky Pennington,1
person:openalex:A5025500663,Eve Wittenberg,person:openalex:A5037802250,Nalin Payakachat,1
person:openalex:A5025500663,Eve Wittenberg,person:openalex:A5053906209,Werner Brouwer,1
person:openalex:A5025500663,Eve Wittenberg,person:openalex:A5055442587,Thomas Wilkinson,1
person:openalex:A5025500663,Eve Wittenberg,person:openalex:A5073325531,Luz María Peña-Longobardo,1
person:openalex:A5025500663,Eve Wittenberg,person:openalex:A5077825106,Pritaporn Kingkaew,1
person:openalex:A5025500663,Eve Wittenberg,person:openalex:A5080976462,Hareth Al‐Janabi,1
person:openalex:A5025500663,Eve Wittenberg,person:openalex:A5083390736,Wendy J. Ungar,1
person:openalex:A5025500663,Eve Wittenberg,person:openalex:A5089239024,Edward Henry,1
person:openalex:A5025500663,Eve Wittenberg,person:openalex:A5107867567,Lisa A. Prosser,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5026180432,RM Bell,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5026416392,L. S. D. Jewbali,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5026835359,Elias Hellou,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5027063621,Ewan McFarlane,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5028522055,Claire Ball,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5028623546,Matthias Kochanek,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5032528649,Johan De Sutter,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5034052234,Y. A. Almubarak,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5034788379,Anna G M Zondag,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5035871454,MJ Forner,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5036966857,Corine Delsing,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5039557474,Hidde Bleijendaal,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5039782389,Folkert W. Asselbergs,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5040431441,Wolfgang Guggemos,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5040721541,N. Charlotte,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5040744360,Paul Dark,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5041445276,Dirk J. van der Heijden,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5042871448,Mohammed Alshahrani,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5043996334,Kerstin Hellwig,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5045476126,Rutger L. Anthonio,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5048518385,Astrid Schut,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5051267193,Björn‐Erik Ole Jensen,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5051575102,Albert L. Groenendijk,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5051639117,Melanie Stecher,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5056785549,Bas C. T. van Bussel,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5056998699,Janise Braga Barros Ferreira,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5058870508,E A Badings,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5061972659,David F. Heigener,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5062389614,Lukas Eberwein,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5064689966,Lisa Pilgram,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5065724319,Stéphane Heymans,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5066117396,C E M Jakob,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5066159754,A. J. M. van Boxem,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5067399658,Martin Hower,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5067519537,Maarten van Smeden,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5068427831,Willem L. Bor,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5070525780,Ahmet Görkem Er,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5073520095,Alicia Uijl,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5073698080,Riyaz Patel,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5075248311,Matteo Bianco,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5077342701,MZH Kolk,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5078999728,Nora Isberner,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5079510935,Anette Friedrichs,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5079793682,Fahd A Al-Muhanna,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5080702053,W Hermans-van Ast,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5080728423,B. E. Groenemeijer,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5081526352,A. N. Alnafie,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5082537307,P. Y. Kopylov,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5082552831,Avinash Aujayeb,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5084145848,M T H M Henkens,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5084784705,H. A. M. van Kesteren,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5085151864,M. W. J. van Hessen,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5085833113,Amein K. Al‐Ali,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5086377750,Sebastian Dolff,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5086536825,Chiara Bucciarelli‐Ducci,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5086575891,Abdullah Alshehri,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5087305971,C. C. P. Anning,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5087921308,Bas Kietselaer,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5088810449,Mohammad Alkhalil,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5091023964,Alexander D Hilt,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5108706717,R Byrom-Goulthorp,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5108782007,J. T. Drost,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5109354602,Jürgen vom Dahl,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5109531672,Walther Hermans,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5110032434,Jeroen Schaap,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5110491106,N C Lea,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5110852698,N. Y. Y. Al-Windy,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5112301724,Aafke M H Koning,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5112720857,R. G. Tieleman,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5112720858,C Degenhardt,1
person:openalex:A5025503541,Frank Hanses,person:openalex:A5113566905,H. G. R. Dorman,1
person:openalex:A5025654405,M. Jenda Hop,person:openalex:A5044733378,Cornelis H. van der Vlies,1
person:openalex:A5025654405,M. Jenda Hop,person:openalex:A5048316196,Inge Spronk,1
person:openalex:A5025677569,Chakib Nejjari,person:openalex:A5053654153,Abderraouf Hilali,1
person:openalex:A5025774387,William H. Greene,person:openalex:A5063084519,Murat K. Munkin,2
person:openalex:A5025815194,Anja Yvonne Bischof,person:openalex:A5084029512,Irene Salvi,1
person:openalex:A5025815194,Anja Yvonne Bischof,person:openalex:A5088696458,David Kuklinski,1
person:openalex:A5025954491,Ekaterina Bogatyreva,person:openalex:A5028331339,Andrew Simon Gilbert,2
person:openalex:A5025954491,Ekaterina Bogatyreva,person:openalex:A5033164608,Leona Kosowicz,1
person:openalex:A5025954491,Ekaterina Bogatyreva,person:openalex:A5060708607,Frances Batchelor,2
person:openalex:A5026001698,Elizabeth Huiwen Tham,person:openalex:A5043397135,Zai Ru Cheng,2
person:openalex:A5026001698,Elizabeth Huiwen Tham,person:openalex:A5057916355,Siyun Lucinda Tan,1
person:openalex:A5026001698,Elizabeth Huiwen Tham,person:openalex:A5059217253,Jian Yi Soh,3
person:openalex:A5026001698,Elizabeth Huiwen Tham,person:openalex:A5077213708,Nisha Suyien Chandran,2
person:openalex:A5026001698,Elizabeth Huiwen Tham,person:openalex:A5103536409,Anne Goh,3
person:openalex:A5026001698,Elizabeth Huiwen Tham,person:openalex:A5113680561,Madeline Sheun Ling Ho,2
person:openalex:A5026001698,Elizabeth Huiwen Tham,person:openalex:A5119226196,Mark Jean Aan Koh,2
person:openalex:A5026068062,Xiang JianJun,person:openalex:A5030081818,Shuling Kang,1
person:openalex:A5026068062,Xiang JianJun,person:openalex:A5050912692,Yan Lin,1
person:openalex:A5026068062,Xiang JianJun,person:openalex:A5060090179,Quan Zhou,1
person:openalex:A5026068062,Xiang JianJun,person:openalex:A5100400360,Yifeng Chen,1
person:openalex:A5026068062,Xiang JianJun,person:openalex:A5100758235,Yilin Zhang,1
person:openalex:A5026068062,Xiang JianJun,person:openalex:A5100858517,Zhihong Xiao,1
person:openalex:A5026180432,RM Bell,person:openalex:A5026416392,L. S. D. Jewbali,1
person:openalex:A5026180432,RM Bell,person:openalex:A5026835359,Elias Hellou,1
person:openalex:A5026180432,RM Bell,person:openalex:A5027063621,Ewan McFarlane,1
person:openalex:A5026180432,RM Bell,person:openalex:A5028522055,Claire Ball,1
person:openalex:A5026180432,RM Bell,person:openalex:A5028623546,Matthias Kochanek,1
person:openalex:A5026180432,RM Bell,person:openalex:A5032528649,Johan De Sutter,1
person:openalex:A5026180432,RM Bell,person:openalex:A5034052234,Y. A. Almubarak,1
person:openalex:A5026180432,RM Bell,person:openalex:A5034788379,Anna G M Zondag,1
person:openalex:A5026180432,RM Bell,person:openalex:A5035871454,MJ Forner,1
person:openalex:A5026180432,RM Bell,person:openalex:A5036966857,Corine Delsing,1
person:openalex:A5026180432,RM Bell,person:openalex:A5039557474,Hidde Bleijendaal,1
person:openalex:A5026180432,RM Bell,person:openalex:A5039782389,Folkert W. Asselbergs,1
person:openalex:A5026180432,RM Bell,person:openalex:A5040431441,Wolfgang Guggemos,1
person:openalex:A5026180432,RM Bell,person:openalex:A5040721541,N. Charlotte,1
person:openalex:A5026180432,RM Bell,person:openalex:A5040744360,Paul Dark,1
person:openalex:A5026180432,RM Bell,person:openalex:A5041445276,Dirk J. van der Heijden,1
person:openalex:A5026180432,RM Bell,person:openalex:A5042871448,Mohammed Alshahrani,1
person:openalex:A5026180432,RM Bell,person:openalex:A5043996334,Kerstin Hellwig,1
person:openalex:A5026180432,RM Bell,person:openalex:A5045476126,Rutger L. Anthonio,1
person:openalex:A5026180432,RM Bell,person:openalex:A5048518385,Astrid Schut,1
person:openalex:A5026180432,RM Bell,person:openalex:A5051267193,Björn‐Erik Ole Jensen,1
person:openalex:A5026180432,RM Bell,person:openalex:A5051575102,Albert L. Groenendijk,1
person:openalex:A5026180432,RM Bell,person:openalex:A5051639117,Melanie Stecher,1
person:openalex:A5026180432,RM Bell,person:openalex:A5056785549,Bas C. T. van Bussel,1
person:openalex:A5026180432,RM Bell,person:openalex:A5056998699,Janise Braga Barros Ferreira,1
person:openalex:A5026180432,RM Bell,person:openalex:A5058870508,E A Badings,1
person:openalex:A5026180432,RM Bell,person:openalex:A5061972659,David F. Heigener,1
person:openalex:A5026180432,RM Bell,person:openalex:A5062389614,Lukas Eberwein,1
person:openalex:A5026180432,RM Bell,person:openalex:A5064689966,Lisa Pilgram,1
