publication_id,doi,publication_year,author_order,author_name,person_id,display_name,orcid,openalex_id,entity_kind,corresponding,resolution_status,affiliations
doi:10.1016/j.jval.2021.10.013,10.1016/j.jval.2021.10.013,2021,8,Rupel Valentina,person:openalex:A5106693153,Rupel Valentina,,A5106693153,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,1,Tessa Peasgood,person:eqmember:17998,Tessa Peasgood,0000-0001-8024-7801,A5022446221,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,2,Clara Mukuria,person:eqmember:17819,Clara Mukuria,0000-0003-4318-1481,A5043083823,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,3,John Brazier,person:eqmember:17885,John Brazier,0000-0001-8645-4780,A5007276743,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,4,Ole Marten,person:eqmember:17958,Ole Marten,0000-0002-2576-9110,A5033160244,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,5,Simone Kreimeier,person:openalex:A5033965888,Simone Kreimeier,0000-0002-4832-7833,A5033965888,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,6,Nan Luo,person:eqmember:17944,Nan Luo,0000-0001-7980-6979,A5064398143,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,7,Brendan Mulhern,person:eqmember:17807,Brendan Mulhern,0000-0003-3656-8063,A5090013218,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,8,Wolfgang Greiner,person:eqmember:18010,Wolfgang Greiner,0000-0001-9552-6969,A5001823062,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,9,A. Simon Pickard,person:eqmember:17988,Simon Pickard,0000-0001-5645-7091,A5058888906,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,10,Federico Augustovski,person:eqmember:17849,Federico Augustovski,0000-0002-2914-5022,A5053077563,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,11,Lidia Engel,person:eqmember:17911,Lidia Engel,0000-0002-7959-3149,A5039737173,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,12,Luz Gibbons,person:openalex:A5012881493,Luz Gibbons,0000-0002-0235-1635,A5012881493,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,13,Zhihao Yang,person:eqmember:18019,Zhihao Yang,0000-0001-5468-0847,A5028809099,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,14,A Monteiro,person:leader:b95f9aa0caf2,Andrea L. Monteiro,0000-0001-9763-3485,A5024494805,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,15,Maja Kuharić,person:eqmember:19030,Maja Kuharic,0000-0003-3696-9086,A5007210675,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,16,María Belizán,person:leader:320b99af03c2,María Belizán,0000-0002-8739-5249,A5058351382,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,2022,17,Jakob Bue Bjørner,person:openalex:A5035567252,Jakob Bue Bjørner,0000-0001-7033-8224,A5035567252,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,1,Gaurav Jyani,person:openalex:A5044586569,Gaurav Jyani,0000-0003-3787-2446,A5044586569,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,2,Atul Sharma,person:openalex:A5101892318,Atul Sharma,0000-0002-7989-3010,A5101892318,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,3,Shankar Prinja,person:leader:fcc3440e8385,Shankar Prinja,0000-0001-7719-6986,A5071690494,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,4,Sitanshu Sekhar Kar,person:openalex:A5008120844,Sitanshu Sekhar Kar,0000-0001-7122-523x,A5008120844,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,5,Mayur Trivedi,person:openalex:A5006059479,Mayur Trivedi,0000-0002-4532-2340,A5006059479,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,6,Binod Kumar Patro,person:openalex:A5005981100,Binod Kumar Patro,0000-0003-0019-4522,A5005981100,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,7,Aarti Goyal,person:openalex:A5111241643,Aarti Goyal,,A5111241643,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,8,Fredrick Dermawan Purba,person:eqmember:17855,Fredrick Purba,0000-0002-7336-3043,A5059806422,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,9,Aureliano Paolo Finch,person:eqmember:19003,Aureliano Finch,0000-0003-1438-321x,A5055927783,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,10,Kavitha Rajsekar,person:openalex:A5091908644,Kavitha Rajsekar,0000-0003-3042-8537,A5091908644,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,11,Swati Raman,person:openalex:A5054664018,Swati Raman,,A5054664018,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,12,Elly Stolk,person:eqmember:17837,Elly Stolk,0000-0001-5968-0416,A5033903811,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,2022,13,Manmeet Kaur,person:openalex:A5072439986,Manmeet Kaur,0000-0003-2450-3115,A5072439986,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,1,Clara Mukuria,person:eqmember:17819,Clara Mukuria,0000-0003-4318-1481,A5043083823,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,2,Janice Connell,person:openalex:A5037958944,Janice Connell,0000-0003-4609-3911,A5037958944,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,3,Jill Carlton,person:leader:63cb6b329986,Jill Carlton,0000-0002-9373-7663,A5051490866,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,4,Tessa Peasgood,person:eqmember:17998,Tessa Peasgood,0000-0001-8024-7801,A5022446221,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,5,Alison Scope,person:openalex:A5090471571,Alison Scope,0000-0003-1604-1758,A5090471571,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,6,Mark Clowes,person:openalex:A5058853190,Mark Clowes,0000-0002-5582-9946,A5058853190,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,7,Stacey Rand,person:openalex:A5079445531,Stacey Rand,0000-0001-9071-2842,A5079445531,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,8,Karen Jones,person:openalex:A5044553114,Karen Jones,0000-0003-0851-8341,A5044553114,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,9,John Brazier,person:eqmember:17885,John Brazier,0000-0001-8645-4780,A5007276743,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1377,10.1016/j.jval.2021.11.1377,2022,1,Sarah Dewilde,person:eqmember:17984,Sarah Dewilde,0000-0002-7315-3230,A5043932217,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1377,10.1016/j.jval.2021.11.1377,2022,2,Mathieu F. Janssen,person:eqmember:19005,Bas Janssen,0000-0001-6602-6949,A5020933378,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1377,10.1016/j.jval.2021.11.1377,2022,3,Andrew Lloyd,person:eqmember:17791,Andrew Lloyd,0000-0002-7597-6556,A5031114648,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.11.1377,10.1016/j.jval.2021.11.1377,2022,4,Koonal Shah,person:eqmember:17901,Koonal Shah,0000-0002-4927-7858,A5083575745,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,1,Jill Carlton,person:leader:63cb6b329986,Jill Carlton,0000-0002-9373-7663,A5051490866,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,2,Tessa Peasgood,person:eqmember:17998,Tessa Peasgood,0000-0001-8024-7801,A5022446221,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,3,Clara Mukuria,person:eqmember:17819,Clara Mukuria,0000-0003-4318-1481,A5043083823,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,4,Janice Connell,person:openalex:A5037958944,Janice Connell,0000-0003-4609-3911,A5037958944,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,5,John Brazier,person:eqmember:17885,John Brazier,0000-0001-8645-4780,A5007276743,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,6,Kristina Ludwig,person:eqmember:17905,Kristina Ludwig,0000-0002-4306-4667,A5035184665,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,7,Ole Marten,person:eqmember:17958,Ole Marten,0000-0002-2576-9110,A5033160244,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,8,Simone Kreimeier,person:openalex:A5033965888,Simone Kreimeier,0000-0002-4832-7833,A5033965888,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,9,Lidia Engel,person:eqmember:17911,Lidia Engel,0000-0002-7959-3149,A5039737173,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,10,María Belizán,person:leader:320b99af03c2,María Belizán,0000-0002-8739-5249,A5058351382,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,11,Zhihao Yang,person:eqmember:18019,Zhihao Yang,0000-0001-5468-0847,A5028809099,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,12,A Monteiro,person:leader:b95f9aa0caf2,Andrea L. Monteiro,0000-0001-9763-3485,A5024494805,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,13,Maja Kuharić,person:eqmember:19030,Maja Kuharic,0000-0003-3696-9086,A5007210675,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,14,Nan Luo,person:eqmember:17944,Nan Luo,0000-0001-7980-6979,A5064398143,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,15,Brendan Mulhern,person:eqmember:17807,Brendan Mulhern,0000-0003-3656-8063,A5090013218,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,16,Wolfgang Greiner,person:eqmember:18010,Wolfgang Greiner,0000-0001-9552-6969,A5001823062,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,17,A. Simon Pickard,person:eqmember:17988,Simon Pickard,0000-0001-5645-7091,A5058888906,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,18,Federico Augustovski,person:eqmember:17849,Federico Augustovski,0000-0002-2914-5022,A5053077563,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.010,10.1016/j.jval.2021.12.010,2022,1,Federico Augustovski,person:eqmember:17849,Federico Augustovski,0000-0002-2914-5022,A5053077563,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.010,10.1016/j.jval.2021.12.010,2022,2,Fernando Argento,person:leader:dd5e12d302df,Fernando Argento,0000-0002-2492-8933,A5021426515,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.010,10.1016/j.jval.2021.12.010,2022,3,Rocio Rodríguez,person:openalex:A5028771643,Rocio Rodríguez,0000-0001-5687-5517,A5028771643,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.010,10.1016/j.jval.2021.12.010,2022,4,Luz Gibbons,person:openalex:A5012881493,Luz Gibbons,0000-0002-0235-1635,A5012881493,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.010,10.1016/j.jval.2021.12.010,2022,5,Clara Mukuria,person:eqmember:17819,Clara Mukuria,0000-0003-4318-1481,A5043083823,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.010,10.1016/j.jval.2021.12.010,2022,6,María Belizán,person:leader:320b99af03c2,María Belizán,0000-0002-8739-5249,A5058351382,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.014,10.1016/j.jval.2021.12.014,2022,1,Vivian Reckers‐Droog,person:leader:8677f310bcd0,Vivian Reckers-Droog,0000-0001-8722-3431,A5121459836,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.014,10.1016/j.jval.2021.12.014,2022,2,Milad Karimi,person:eqmember:17937,Milad Karimi,0000-0002-5298-174x,A5076374306,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.014,10.1016/j.jval.2021.12.014,2022,3,Stefan A. Lipman,person:eqmember:17992,Stefan Lipman,0000-0002-8784-9650,A5078862538,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2021.12.014,10.1016/j.jval.2021.12.014,2022,4,Janine Verstraete,person:eqmember:17877,Janine Verstraete,0000-0002-1148-4747,A5006452129,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.003,10.1016/j.jval.2022.01.003,2022,1,A Monteiro,person:leader:b95f9aa0caf2,Andrea L. Monteiro,0000-0001-9763-3485,A5024494805,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.003,10.1016/j.jval.2022.01.003,2022,2,Maja Kuharić,person:eqmember:19030,Maja Kuharic,0000-0003-3696-9086,A5007210675,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.003,10.1016/j.jval.2022.01.003,2022,3,A. Simon Pickard,person:eqmember:17988,Simon Pickard,0000-0001-5645-7091,A5058888906,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,1,John Brazier,person:eqmember:17885,John Brazier,0000-0001-8645-4780,A5007276743,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,2,Tessa Peasgood,person:eqmember:17998,Tessa Peasgood,0000-0001-8024-7801,A5022446221,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,3,Clara Mukuria,person:eqmember:17819,Clara Mukuria,0000-0003-4318-1481,A5043083823,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,4,Ole Marten,person:eqmember:17958,Ole Marten,0000-0002-2576-9110,A5033160244,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,5,Simone Kreimeier,person:openalex:A5033965888,Simone Kreimeier,0000-0002-4832-7833,A5033965888,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,6,Nan Luo,person:eqmember:17944,Nan Luo,0000-0001-7980-6979,A5064398143,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,7,Brendan Mulhern,person:eqmember:17807,Brendan Mulhern,0000-0003-3656-8063,A5090013218,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,8,A. Simon Pickard,person:eqmember:17988,Simon Pickard,0000-0001-5645-7091,A5058888906,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,9,Federico Augustovski,person:eqmember:17849,Federico Augustovski,0000-0002-2914-5022,A5053077563,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,10,Wolfgang Greiner,person:eqmember:18010,Wolfgang Greiner,0000-0001-9552-6969,A5001823062,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,11,Lidia Engel,person:eqmember:17911,Lidia Engel,0000-0002-7959-3149,A5039737173,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,12,María Belizán,person:leader:320b99af03c2,María Belizán,0000-0002-8739-5249,A5058351382,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,13,Zhihao Yang,person:eqmember:18019,Zhihao Yang,0000-0001-5468-0847,A5028809099,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,14,A Monteiro,person:leader:b95f9aa0caf2,Andrea L. Monteiro,0000-0001-9763-3485,A5024494805,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,15,Maja Kuharić,person:eqmember:19030,Maja Kuharic,0000-0003-3696-9086,A5007210675,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,16,Luz Gibbons,person:openalex:A5012881493,Luz Gibbons,0000-0002-0235-1635,A5012881493,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,17,Kristina Ludwig,person:eqmember:17905,Kristina Ludwig,0000-0002-4306-4667,A5035184665,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,18,Jill Carlton,person:leader:63cb6b329986,Jill Carlton,0000-0002-9373-7663,A5051490866,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,19,Janice Connell,person:openalex:A5037958944,Janice Connell,0000-0003-4609-3911,A5037958944,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,20,Stacey Rand,person:openalex:A5079445531,Stacey Rand,0000-0001-9071-2842,A5079445531,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,21,Nancy Devlin,person:eqmember:17946,Nancy Devlin,0000-0002-1561-5361,A5103206776,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,22,Karen Jones,person:openalex:A5044553114,Karen Jones,0000-0003-0851-8341,A5044553114,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,23,Aki Tsuchiya,person:eqmember:17790,Aki Tsuchiya,0000-0003-4245-5399,A5015417862,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,24,Rosemary Lovett,person:openalex:A5111788632,Rosemary Lovett,,A5111788632,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,25,Bhash Naidoo,person:openalex:A5072547675,Bhash Naidoo,,A5072547675,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,26,Donna Rowen,person:eqmember:17833,Donna Rowen,0000-0003-3018-5109,A5067226056,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.009,10.1016/j.jval.2022.01.009,2022,27,Juan Carlos Rejón-Parrilla,person:openalex:A5076030034,Juan Carlos Rejón-Parrilla,0000-0002-0680-7353,A5076030034,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.015,10.1016/j.jval.2022.01.015,2022,1,Marcel F. Jonker,person:eqmember:17920,Marcel Jonker,0000-0001-8433-1402,A5063358434,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.015,10.1016/j.jval.2022.01.015,2022,2,Bram Roudijk,person:eqmember:17805,Bram Roudijk,0000-0001-5000-0875,A5028508726,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.01.015,10.1016/j.jval.2022.01.015,2022,3,Merit Maas,person:openalex:A5083171832,Merit Maas,,A5083171832,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,1,Richard Norman,person:eqmember:17974,Richard Norman,0000-0002-3112-3893,A5101841802,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,2,Jan Abel Olsen,person:eqmember:17873,Jan Abel Olsen,0000-0001-9472-2669,A5052181611,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.05.013,10.1016/j.jval.2022.05.013,2022,1,Dominik Golicki,person:eqmember:17831,Dominik Golicki,0000-0001-7741-4760,A5035126117,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.05.013,10.1016/j.jval.2022.05.013,2022,2,Katarzyna Młyńczak,person:openalex:A5024974446,Katarzyna Młyńczak,0000-0002-0877-5623,A5024974446,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.06.012,10.1016/j.jval.2022.06.012,2022,1,Fanni Rencz,person:eqmember:17845,Fanni Rencz,0000-0001-9674-620x,A5024021740,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.06.012,10.1016/j.jval.2022.06.012,2022,2,Mathieu F. Janssen,person:eqmember:19005,Bas Janssen,0000-0001-6602-6949,A5020933378,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,1,Simon McNamara,person:openalex:A5053143734,Simon McNamara,0000-0003-1082-118x,A5053143734,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,2,P. Schneider,person:leader:0a4ba2690908,Paul Schneider,0000-0003-3552-1087,A5007136182,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,3,James Love-Koh,person:openalex:A5033279467,James Love-Koh,0000-0001-9009-5346,A5033279467,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,4,Tim Doran,person:openalex:A5056061208,Tim Doran,0000-0001-7857-3704,A5056061208,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,5,Nils Gutacker,person:eqmember:17954,Nils Gutacker,0000-0002-2833-0621,A5023093255,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.07.013,10.1016/j.jval.2022.07.013,2022,1,Marcel F. Jonker,person:eqmember:17920,Marcel Jonker,0000-0001-8433-1402,A5063358434,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.08.011,10.1016/j.jval.2022.08.011,2022,1,Michał Jakubczyk,person:eqmember:17934,Michał Jakubczyk,0000-0002-0006-6769,A5015781187,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.08.011,10.1016/j.jval.2022.08.011,2022,2,Stefan A. Lipman,person:eqmember:17992,Stefan Lipman,0000-0002-8784-9650,A5078862538,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.08.011,10.1016/j.jval.2022.08.011,2022,3,Bram Roudijk,person:eqmember:17805,Bram Roudijk,0000-0001-5000-0875,A5028508726,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.08.011,10.1016/j.jval.2022.08.011,2022,4,Richard Norman,person:eqmember:17974,Richard Norman,0000-0002-3112-3893,A5101841802,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.08.011,10.1016/j.jval.2022.08.011,2022,5,Eleanor Pullenayegum,person:eqmember:17835,Eleanor Pullenayegum,0000-0003-4265-1330,A5029465719,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.08.011,10.1016/j.jval.2022.08.011,2022,6,Yaling Yang,person:eqmember:18014,yaling Yang,,,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.08.011,10.1016/j.jval.2022.08.011,2022,7,Ning Yan Gu,person:eqmember:17956,Ning Yan Gu,0000-0002-1250-7605,A5063972558,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.08.011,10.1016/j.jval.2022.08.011,2022,8,Elly Stolk,person:eqmember:17837,Elly Stolk,0000-0001-5968-0416,A5033903811,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.09.2478,10.1016/j.jval.2022.09.2478,2022,1,Ines Buchholz,person:eqmember:17869,Ines Buchholz,0000-0001-9729-6992,A5043257626,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.09.2478,10.1016/j.jval.2022.09.2478,2022,2,Mathieu F. Janssen,person:eqmember:19005,Bas Janssen,0000-0001-6602-6949,A5020933378,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.10.008,10.1016/j.jval.2022.10.008,2022,1,Marcel F. Jonker,person:eqmember:17920,Marcel Jonker,0000-0001-8433-1402,A5063358434,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.10.008,10.1016/j.jval.2022.10.008,2022,2,Bas Donkers,person:openalex:A5033508635,Bas Donkers,0000-0002-0412-4276,A5033508635,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.12.012,10.1016/j.jval.2022.12.012,2022,1,Zhihao Yang,person:eqmember:18019,Zhihao Yang,0000-0001-5468-0847,A5028809099,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.12.012,10.1016/j.jval.2022.12.012,2022,2,Kim Rand,person:eqmember:17897,Kim Rand,0000-0001-7692-4099,A5041551368,PERSON,0,ACCEPTED,
doi:10.1016/j.jval.2022.12.012,10.1016/j.jval.2022.12.012,2022,3,Jan J.V. Busschbach,person:eqmember:17875,Jan Busschbach,0000-0002-8602-0381,A5020122364,PERSON,0,ACCEPTED,
