limitation_id,study_id,publication_id,doi,publication_year,primary_research_family,statement,about_ids
P6958d2dbffde:L1,P6958d2dbffde:S1,doi:10.1186/s12955-022-01996-w,10.1186/s12955-022-01996-w,2022,MEASUREMENT_PROPERTY_EVALUATION,"Only 59 of 247 possible test-retest pairs were classified as stable, so the small stable sample can restrict generalizability of the test-retest findings.",
P6958d2dbffde:L2,P6958d2dbffde:S1,doi:10.1186/s12955-022-01996-w,10.1186/s12955-022-01996-w,2022,MEASUREMENT_PROPERTY_EVALUATION,Utility-level responsiveness could not be compared because no preference-based value set was available for EQ-5D-Y-5L.,
P695dbe6ca4ca:limitation_1,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,"The sample did not precisely match the Irish population age profile, with fewer respondents younger than 45 years and more respondents older than 45 years.",
P695dbe6ca4ca:limitation_2,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,The study was not specifically powered to detect differences related to sociodemographic variables.,
P695dbe6ca4ca:limitation_3,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,"Collinearity among covariates could have reduced statistical significance, including for income and insurance.",
P695dbe6ca4ca:limitation_4,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,The models could have endogeneity because insurance status may relate to unobserved prior personal or family experience of the health system.,
P695dbe6ca4ca:limitation_5,P695dbe6ca4ca:study_1,doi:10.1016/j.healthpol.2020.03.005,10.1016/j.healthpol.2020.03.005,2020,HEALTH_PREFERENCE_RESEARCH,The analyses controlled for several covariates but did not control for every potential confounder.,
P696c5f9468bc:L1,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,"The study used a quota (non-probabilistic) sample; younger and more highly educated individuals were slightly over-represented, although utility values did not differ significantly by educational level.",P696c5f9468bc:MU3 | P696c5f9468bc:POP1
P696c5f9468bc:L2,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,"Information from the discrete choice experiment was not used, because the DC models showed inconsistencies that could not be resolved through hybrid modelling and no robust estimation method for DC data is available.",P696c5f9468bc:MO4 | P696c5f9468bc:MU2
P696c5f9468bc:L3,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,VALUE_SET_DEVELOPMENT,"No internal or external validation of the predictions was performed, because the final sample was smaller than originally intended and splitting it would reduce statistical power.",P696c5f9468bc:MO1 | P696c5f9468bc:SM3
P697ea672ccaf:limitation_1,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,Selection bias was possible because the sample may have included a disproportionate number of caregivers interested in health-related quality-of-life assessment and advocacy.,
P697ea672ccaf:limitation_2,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,"The study did not collect children’s intelligence quotients, although diagnoses and impairment levels were diverse.",
P697ea672ccaf:limitation_3,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,Videoconference interviews may have produced somewhat fewer comments than in-person interviews.,
P697ea672ccaf:limitation_4,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,The phrase health and wellbeing may have prompted participants to propose an especially broad set of additional dimensions.,
P697ea672ccaf:limitation_5,P697ea672ccaf:study_1,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,2023,MEASUREMENT_PROPERTY_EVALUATION,"Probe questions, category choices, and quotation classification were subjective, especially in the inductive analysis, and another team could have produced a different framework.",
P69a0b2af2958:lim1,P69a0b2af2958:s1,doi:10.1007/s11136-021-03069-9,10.1007/s11136-021-03069-9,2022,MEASUREMENT_PROPERTY_EVALUATION,"The authors did not know whether respondents completed the questionnaires themselves. Cognitive problems could have impaired completion, so some answers might have been unrecognized proxy responses that require cautious interpretation.",
P69a0b2af2958:lim2,P69a0b2af2958:s1,doi:10.1007/s11136-021-03069-9,10.1007/s11136-021-03069-9,2022,MEASUREMENT_PROPERTY_EVALUATION,"Recruitment through Q-fever patient and support organizations could cause selection bias, because patients with more severe or persistent complaints may be overrepresented.",
P69a0b2af2958:lim3,P69a0b2af2958:s1,doi:10.1007/s11136-021-03069-9,10.1007/s11136-021-03069-9,2022,MEASUREMENT_PROPERTY_EVALUATION,"Non-response could bias results in either direction: people with ongoing complaints may have been more likely to respond, while those with severe fatigue or cognitive problems may have been unable to complete the survey.",
P69a0b2af2958:lim4,P69a0b2af2958:s1,doi:10.1007/s11136-021-03069-9,10.1007/s11136-021-03069-9,2022,MEASUREMENT_PROPERTY_EVALUATION,EQ VAS was used in the absence of a gold standard for HRQoL and may represent a broader health construct.,
P69a0b2af2958:lim5,P69a0b2af2958:s1,doi:10.1007/s11136-021-03069-9,10.1007/s11136-021-03069-9,2022,MEASUREMENT_PROPERTY_EVALUATION,"The eight-item CIS fatigue score used a past-two-weeks recall period and differed in format and concept from a single EQ-5D-style fatigue bolt-on about health today, which could affect apparent sensitivity and added value.",
P69a953aa9fc1:L1,P69a953aa9fc1:S1,doi:10.1007/s11136-026-04315-8,10.1007/s11136-026-04315-8,2026,MEASUREMENT_PROPERTY_EVALUATION,"The study used exploratory rather than confirmatory factor analysis, so the identified structure requires confirmation.",
P69a953aa9fc1:L2,P69a953aa9fc1:S1,doi:10.1007/s11136-026-04315-8,10.1007/s11136-026-04315-8,2026,MEASUREMENT_PROPERTY_EVALUATION,"Exploratory factor analysis is sample-dependent and data-driven, and the findings can differ in other populations or settings; interpretation is also limited to the instruments included.",
P69a953aa9fc1:L3,P69a953aa9fc1:S1,doi:10.1007/s11136-026-04315-8,10.1007/s11136-026-04315-8,2026,MEASUREMENT_PROPERTY_EVALUATION,"The sample included only Australians aged 65 years or older who could complete an online survey, which may exclude people with severe cognitive impairment or limited digital literacy.",
P69a953aa9fc1:L4,P69a953aa9fc1:S1,doi:10.1007/s11136-026-04315-8,10.1007/s11136-026-04315-8,2026,MEASUREMENT_PROPERTY_EVALUATION,"The analyses used no post-stratification weighting or other representativeness adjustment, so generalization to the broader older population requires caution.",
P69a953aa9fc1:L5,P69a953aa9fc1:S1,doi:10.1007/s11136-026-04315-8,10.1007/s11136-026-04315-8,2026,MEASUREMENT_PROPERTY_EVALUATION,The study included generic instruments but no condition-specific measures.,
P69a953aa9fc1:L6,P69a953aa9fc1:S1,doi:10.1007/s11136-026-04315-8,10.1007/s11136-026-04315-8,2026,MEASUREMENT_PROPERTY_EVALUATION,The cross-sectional analysis cannot assess temporal stability or responsiveness of the factor structure.,
P6a371d02ecee:L1,P6a371d02ecee:S1,doi:10.1007/s11136-019-02256-z,10.1007/s11136-019-02256-z,2019,MEASUREMENT_PROPERTY_EVALUATION,"Potential selection and participation bias: fewer than 10% of invited trauma patients completed all EQ-5D surveys, so results may not fully reflect the Dutch trauma population.",P6a371d02ecee:SA3
P6a371d02ecee:L2,P6a371d02ecee:S1,doi:10.1007/s11136-019-02256-z,10.1007/s11136-019-02256-z,2019,MEASUREMENT_PROPERTY_EVALUATION,The EQ-5D-3L was used instead of the more sensitive EQ-5D-5L; recall correspondence of the 5L version remains untested.,P6a371d02ecee:IU1
P6a371d02ecee:L3,P6a371d02ecee:S1,doi:10.1007/s11136-019-02256-z,10.1007/s11136-019-02256-z,2019,MEASUREMENT_PROPERTY_EVALUATION,"Test-retest reliability of the EQ-5D-3L has not been studied in trauma patients, so the observed correspondence could not be benchmarked against instrument accuracy in this population.",P6a371d02ecee:O1
P6a371d02ecee:L4,P6a371d02ecee:S1,doi:10.1007/s11136-019-02256-z,10.1007/s11136-019-02256-z,2019,MEASUREMENT_PROPERTY_EVALUATION,Responders were significantly younger and more often male than non-responders.,P6a371d02ecee:SA3
P6aba19b99c76:lim_application,P6aba19b99c76:study_review,doi:10.1007/s11136-020-02688-y,10.1007/s11136-020-02688-y,2021,EVIDENCE_SYNTHESIS,"The review excluded EQ-5D-5L application studies that did not explicitly assess psychometric properties, which can omit distributional and responsiveness information.",
P6aba19b99c76:lim_experimental,P6aba19b99c76:study_review,doi:10.1007/s11136-020-02688-y,10.1007/s11136-020-02688-y,2021,EVIDENCE_SYNTHESIS,"The review excluded studies that used experimental EQ-5D-5L versions, so it did not capture early content-validity studies or investigations of bolt-on items.",
P6aba19b99c76:lim_geography,P6aba19b99c76:study_review,doi:10.1007/s11136-020-02688-y,10.1007/s11136-020-02688-y,2021,EVIDENCE_SYNTHESIS,"Most included evidence came from Western Europe, OECD countries, and East Asia, so psychometric performance in other regions remains less established.",
P6aba19b99c76:lim_heterogeneity,P6aba19b99c76:study_review,doi:10.1007/s11136-020-02688-y,10.1007/s11136-020-02688-y,2021,EVIDENCE_SYNTHESIS,"Heterogeneity in populations, outcomes, interventions, anchors, and subgroup definitions limited pooling and made it difficult to identify population-specific or treatment-specific responsiveness problems.",
P6aba19b99c76:lim_valuation,P6aba19b99c76:study_review,doi:10.1007/s11136-020-02688-y,10.1007/s11136-020-02688-y,2021,EVIDENCE_SYNTHESIS,"The review did not assess valuation methods or the effect of value-set choice, although both are important for EQ-5D-5L index values and responsiveness.",
P6ad0c765ea2c:limit_1,P6ad0c765ea2c:study_main,doi:10.1016/j.jval.2024.11.010,10.1016/j.jval.2024.11.010,2024,METHODS_RESEARCH,The calculated standard errors represent conditional parameter uncertainty only; they assume that the underlying value-set model is correctly specified and may be sensitive to alternative model specifications.,
P6ad0c765ea2c:limit_2,P6ad0c765ea2c:study_main,doi:10.1016/j.jval.2024.11.010,10.1016/j.jval.2024.11.010,2024,METHODS_RESEARCH,"The results are standard errors of mean health-state values and do not quantify uncertainty in predicting the next observation, which can matter when value sets are used in patient-level analyses.",
P6ad0c765ea2c:limit_3,P6ad0c765ea2c:study_main,doi:10.1016/j.jval.2024.11.010,10.1016/j.jval.2024.11.010,2024,METHODS_RESEARCH,"The publicly available MVH report contains ambiguities and inaccuracies in its exclusion description, so the 2997 records in the modeling sample cannot be identified from public information alone; the authors relied on a historical file.",
P6ad0c765ea2c:limit_4,P6ad0c765ea2c:study_main,doi:10.1016/j.jval.2024.11.010,10.1016/j.jval.2024.11.010,2024,METHODS_RESEARCH,The reported standard errors cover only one of the wider sources of uncertainty around HRQoL values.,
P6adaacd65f57:LIM1,P6adaacd65f57:S1,doi:10.1186/s12955-023-02115-z,10.1186/s12955-023-02115-z,2023,HEALTH_PREFERENCE_RESEARCH,"EQ-5D data may have been collected differently across registers, and these collection differences may explain some observed valuation differences.",
P6adaacd65f57:LIM2,P6adaacd65f57:S1,doi:10.1186/s12955-023-02115-z,10.1186/s12955-023-02115-z,2023,HEALTH_PREFERENCE_RESEARCH,"Dead was not anchored, which limits immediate use of the EQ VAS valuations in economic evaluation.",
P6adaacd65f57:LIM3,P6adaacd65f57:S1,doi:10.1186/s12955-023-02115-z,10.1186/s12955-023-02115-z,2023,HEALTH_PREFERENCE_RESEARCH,VAS and EQ VAS provide no explicit choice or trade-off and can be affected by end-aversion bias.,
P6adaacd65f57:LIM4,P6adaacd65f57:S1,doi:10.1186/s12955-023-02115-z,10.1186/s12955-023-02115-z,2023,HEALTH_PREFERENCE_RESEARCH,"Although EQ VAS and EQ-5D-3L correlations were moderate to high, discrepancy remained between the two measures.",
P6adaacd65f57:LIM5,P6adaacd65f57:S1,doi:10.1186/s12955-023-02115-z,10.1186/s12955-023-02115-z,2023,HEALTH_PREFERENCE_RESEARCH,"Few participants reported level 3 self-care or mobility problems, which may have contributed to inconsistent severity decrements.",
P6ae982b84661:LIM1,P6ae982b84661:S1,doi:10.1136/bmjopen-2024-084440,10.1136/bmjopen-2024-084440,2025,HEALTH_OUTCOME_RESEARCH,"The pooled cross-sectional samples were not a panel, so patient fixed- or random-effects methods could not control for unobserved persistent patient characteristics correlated with health.",
P6ae982b84661:LIM2,P6ae982b84661:S1,doi:10.1136/bmjopen-2024-084440,10.1136/bmjopen-2024-084440,2025,HEALTH_OUTCOME_RESEARCH,Observational cross-sectional data cannot test causal relationships.,
P6ae982b84661:LIM3,P6ae982b84661:S1,doi:10.1136/bmjopen-2024-084440,10.1136/bmjopen-2024-084440,2025,HEALTH_OUTCOME_RESEARCH,"Deprivation was measured for small residential areas rather than individuals, which creates measurement error and may bias estimated deprivation associations toward zero.",
P6ae982b84661:LIM4,P6ae982b84661:S1,doi:10.1136/bmjopen-2024-084440,10.1136/bmjopen-2024-084440,2025,HEALTH_OUTCOME_RESEARCH,"The GPPS stopped including EQ-5D-5L after 2016/2017, so the study could not include more recent data.",
P6b63ac38229e:L1,P6b63ac38229e:S1,doi:10.1093/geront/gnae143,10.1093/geront/gnae143,2025,INSTRUMENT_VERSION_DEVELOPMENT,"Recruitment through an online panel may not represent all United States caregiving situations, especially people without regular internet access.",
P6b63ac38229e:L2,P6b63ac38229e:S1,doi:10.1093/geront/gnae143,10.1093/geront/gnae143,2025,INSTRUMENT_VERSION_DEVELOPMENT,The sample included only adult caregiver-care recipient dyads and excluded caregivers of children.,
P6b63ac38229e:L3,P6b63ac38229e:S1,doi:10.1093/geront/gnae143,10.1093/geront/gnae143,2025,INSTRUMENT_VERSION_DEVELOPMENT,Social desirability bias could have affected responses despite instructions not to discuss responses.,
P6b63ac38229e:L4,P6b63ac38229e:S1,doi:10.1093/geront/gnae143,10.1093/geront/gnae143,2025,INSTRUMENT_VERSION_DEVELOPMENT,Shared method variance or random measurement error could have affected convergent-validity results.,
P6b63ac38229e:L5,P6b63ac38229e:S1,doi:10.1093/geront/gnae143,10.1093/geront/gnae143,2025,INSTRUMENT_VERSION_DEVELOPMENT,The initial simple-sum CARE-2B scoring method requires further validation and comparison with factor or weighted scores.,
P6b63ac38229e:L6,P6b63ac38229e:S1,doi:10.1093/geront/gnae143,10.1093/geront/gnae143,2025,INSTRUMENT_VERSION_DEVELOPMENT,The cross-sectional design does not support causal or directional conclusions.,
P6b63ac38229e:L7,P6b63ac38229e:S1,doi:10.1093/geront/gnae143,10.1093/geront/gnae143,2025,INSTRUMENT_VERSION_DEVELOPMENT,The multivariate factor analysis was exploratory and requires confirmatory factor analysis in future studies.,
P6b63ac38229e:L8,P6b63ac38229e:S1,doi:10.1093/geront/gnae143,10.1093/geront/gnae143,2025,INSTRUMENT_VERSION_DEVELOPMENT,Performance in specific caregiver-care recipient relationships and caregiving contexts remains to be established.,
P6b8579876516:L1,P6b8579876516:S1,doi:10.2196/14947,10.2196/14947,2019,MEASUREMENT_PROPERTY_EVALUATION,Assessment of acceptability was incomplete: administration time and patient views about the instrument were not collected.,
P6b8579876516:L2,P6b8579876516:S1,doi:10.2196/14947,10.2196/14947,2019,MEASUREMENT_PROPERTY_EVALUATION,"No EQ-5D-Y value set was available, so an unweighted summary score was used, which does not allow cost-utility analysis.",
P6b8579876516:L3,P6b8579876516:S1,doi:10.2196/14947,10.2196/14947,2019,MEASUREMENT_PROPERTY_EVALUATION,"The EQ-5D-Y does not cover the social dimension, a key aspect of children's HRQoL.",
P6b8579876516:L4,P6b8579876516:S1,doi:10.2196/14947,10.2196/14947,2019,MEASUREMENT_PROPERTY_EVALUATION,"This is a secondary analysis of a trial designed for another purpose; the 9-month interval between test and retest is too long for reproducibility, little change was expected from the intervention, and the small stable subsample (n=18) means stability results must be interpreted with caution.",
P6b8579876516:L5,P6b8579876516:S1,doi:10.2196/14947,10.2196/14947,2019,MEASUREMENT_PROPERTY_EVALUATION,External validity is limited: results should not be generalised to other chronic conditions.,
P6ba805017d91:limitation_generalizability,P6ba805017d91:study_korea_hrqol_eq5d,doi:10.3961/jpmph.22.151,10.3961/jpmph.22.151,2022,MEASUREMENT_PROPERTY_EVALUATION,The authors stated that generalizability was limited by the qualitative nature of the study. They said that the resulting hypotheses need verification and that similar studies in other Asian and Western countries would permit comparison.,
P6c0f967a0ca0:LIM1,P6c0f967a0ca0:S1,doi:10.1016/j.jval.2024.01.004,10.1016/j.jval.2024.01.004,2024,MEASUREMENT_PROPERTY_EVALUATION,"Although quota-sampled, participants were more often female, more educated, and higher income than the Australian adult population, which can limit generalizability and contributed to many highest responses.",
P6c0f967a0ca0:LIM2,P6c0f967a0ca0:S1,doi:10.1016/j.jval.2024.01.004,10.1016/j.jval.2024.01.004,2024,MEASUREMENT_PROPERTY_EVALUATION,"Participant characteristics and medical conditions were self-reported, so reporting bias was likely.",
P6c0f967a0ca0:LIM3,P6c0f967a0ca0:S1,doi:10.1016/j.jval.2024.01.004,10.1016/j.jval.2024.01.004,2024,MEASUREMENT_PROPERTY_EVALUATION,"EQ-5D-5L was always completed before EQ-HWB; the nonrandom order can cause conceptual error, random error, or repetition bias.",
P6c0f967a0ca0:LIM4,P6c0f967a0ca0:S1,doi:10.1016/j.jval.2024.01.004,10.1016/j.jval.2024.01.004,2024,MEASUREMENT_PROPERTY_EVALUATION,The instruments used different recall periods: current health for EQ-5D-5L and the last seven days for EQ-HWB.,
P6c0f967a0ca0:LIM5,P6c0f967a0ca0:S1,doi:10.1016/j.jval.2024.01.004,10.1016/j.jval.2024.01.004,2024,MEASUREMENT_PROPERTY_EVALUATION,"The survey did not include established subjective well-being measures or experimental EQ-5D-5L well-being bolt-ons, so comparisons were limited to EQ-5D-5L and EQ-HWB.",
P6c0f967a0ca0:LIM6,P6c0f967a0ca0:S1,doi:10.1016/j.jval.2024.01.004,10.1016/j.jval.2024.01.004,2024,MEASUREMENT_PROPERTY_EVALUATION,"The utility models did not assess other quality-of-life factors such as geographic remoteness, loneliness, or health behaviors.",
P6c0f967a0ca0:LIM7,P6c0f967a0ca0:S1,doi:10.1016/j.jval.2024.01.004,10.1016/j.jval.2024.01.004,2024,MEASUREMENT_PROPERTY_EVALUATION,"The EQ-HWB-S analysis used a United Kingdom value set because no Australian value set was available, which can limit comparability with Australian EQ-5D-5L utilities.",
P6c0f967a0ca0:LIM8,P6c0f967a0ca0:S1,doi:10.1016/j.jval.2024.01.004,10.1016/j.jval.2024.01.004,2024,MEASUREMENT_PROPERTY_EVALUATION,"EQ-HWB-S remains experimental, and its ability to detect changes in broader quality-of-life dimensions unique to the measure remains uncertain.",
P6ca0c804f48e:L1,P6ca0c804f48e:S1,doi:10.1016/j.socscimed.2022.115227,10.1016/j.socscimed.2022.115227,2022,METHODS_RESEARCH,"Participants agreed to allocation to either mode, so they may not represent people willing to use only one mode or the wider UK population.",
P6ca0c804f48e:L2,P6ca0c804f48e:S1,doi:10.1016/j.socscimed.2022.115227,10.1016/j.socscimed.2022.115227,2022,METHODS_RESEARCH,"The study occurred during the COVID-19 pandemic, when reluctance to attend in-person interviews and health preferences may have differed from other periods.",
P6ca0c804f48e:L3,P6ca0c804f48e:S1,doi:10.1016/j.socscimed.2022.115227,10.1016/j.socscimed.2022.115227,2022,METHODS_RESEARCH,"The lowest socioeconomic groups and people with less education were underrepresented, possibly because interest required video capability, internet access, and a computer or tablet.",
P6ca0c804f48e:L4,P6ca0c804f48e:S1,doi:10.1016/j.socscimed.2022.115227,10.1016/j.socscimed.2022.115227,2022,METHODS_RESEARCH,Sample sizes were imbalanced between modes because video acceptance was higher and in-person collection stopped when COVID-19 transmission increased.,
P6ca0c804f48e:L5,P6ca0c804f48e:S1,doi:10.1016/j.socscimed.2022.115227,10.1016/j.socscimed.2022.115227,2022,METHODS_RESEARCH,"The study was conducted only in England and only in Sheffield and Oxford, which limits transferability to other settings.",
P6ca0c804f48e:L6,P6ca0c804f48e:S1,doi:10.1016/j.socscimed.2022.115227,10.1016/j.socscimed.2022.115227,2022,METHODS_RESEARCH,"Pandemic distancing required separate screens in the in-person interviews rather than the standard single-device EQ-VT setup; its effect on understanding, engagement, or interaction is unknown.",
P6ca0c804f48e:L7,P6ca0c804f48e:S1,doi:10.1016/j.socscimed.2022.115227,10.1016/j.socscimed.2022.115227,2022,METHODS_RESEARCH,The study evaluated TTO but not discrete choice experiments because it was designed to inform a UK EQ-5D-5L valuation that would use only TTO.,
P6e0e569512f1:LIM1,P6e0e569512f1:S1,doi:10.1186/s41687-022-00518-y,10.1186/s41687-022-00518-y,2022,HEALTH_OUTCOME_RESEARCH,"The original survey sample was not representative of the Alberta population. Weighting improved comparability, but respondents with large weights could overrepresent problems if their HRQL did not represent their demographic group.",
P6e0e569512f1:LIM2,P6e0e569512f1:S1,doi:10.1186/s41687-022-00518-y,10.1186/s41687-022-00518-y,2022,HEALTH_OUTCOME_RESEARCH,"The pandemic survey recorded self-reported gender identity, while the pre-pandemic norms reported HRQL by sex, which made the subgroup measures non-equivalent.",
P6e0e569512f1:LIM3,P6e0e569512f1:S1,doi:10.1186/s41687-022-00518-y,10.1186/s41687-022-00518-y,2022,HEALTH_OUTCOME_RESEARCH,"Urban or rural dwelling was collected only in survey 2 and was used as a proxy for health zones. This reduced the available observations, and rural health zones also contain cities, so dwelling did not represent health zone well.",
P6e2efa4e6b09:L1,P6e2efa4e6b09:S1,doi:10.1038/s41598-024-77858-w,10.1038/s41598-024-77858-w,2025,HEALTH_OUTCOME_RESEARCH,"Actual LMWH dose was unavailable for the full cohort, so the authors could not verify protocol compliance outside two academic hospitals; protocol deviations could weaken the instrumental exposure.",
P6e2efa4e6b09:L2,P6e2efa4e6b09:S1,doi:10.1038/s41598-024-77858-w,10.1038/s41598-024-77858-w,2025,HEALTH_OUTCOME_RESEARCH,"Clinical characteristics at HDU or ICU admission were unavailable, so balance at that time could not be checked. Dose tertiles and a continuous log-transformed dose were also less clinically relevant than dose-intensity categories.",
P6e2efa4e6b09:L3,P6e2efa4e6b09:S1,doi:10.1038/s41598-024-77858-w,10.1038/s41598-024-77858-w,2025,HEALTH_OUTCOME_RESEARCH,The analysis assumed that hospitals did not differ in other treatment policies that affected the outcomes. This assumption was checked only for hydroxychloroquine and not for all treatments.,
P6e2efa4e6b09:L4,P6e2efa4e6b09:S1,doi:10.1038/s41598-024-77858-w,10.1038/s41598-024-77858-w,2025,HEALTH_OUTCOME_RESEARCH,Pulmonary embolism could have been misclassified because there was no central adjudication and hospitals could differ in testing practices; time-related awareness could also affect diagnosis.,
P6e2efa4e6b09:L5,P6e2efa4e6b09:S1,doi:10.1038/s41598-024-77858-w,10.1038/s41598-024-77858-w,2025,HEALTH_OUTCOME_RESEARCH,"Generalizability is uncertain because the sample was limited to Dutch HDU or ICU patients during the first pandemic wave, later variants and treatments differ, and only six patients had a protocolised therapeutic LMWH dose.",
P6e2efa4e6b09:L6,P6e2efa4e6b09:S1,doi:10.1038/s41598-024-77858-w,10.1038/s41598-024-77858-w,2025,HEALTH_OUTCOME_RESEARCH,"Some event dates were missing and imputed, 12 patients had missing outcome information and were treated as discharged alive, missing weight affected dose assignment and model inclusion, and transferred patients could include unidentified duplicates.",
P6e5dec5fc04f:limitation_comparison,P6e5dec5fc04f:study_main,doi:10.1016/j.jval.2023.03.003,10.1016/j.jval.2023.03.003,2023,METHODS_RESEARCH,"The comparison with the Chinese EQ-5D-5L study may be affected by different quality-control procedures: the youth study used a minimum cTTO task-time indicator, whereas the adult comparator did not use the same quality-control process.",
P6e5dec5fc04f:limitation_sample,P6e5dec5fc04f:study_main,doi:10.1016/j.jval.2023.03.003,10.1016/j.jval.2023.03.003,2023,METHODS_RESEARCH,The sample was slightly over-represented by females and participants with higher education compared with the general population of China.,
P6eaabe2397d1:LIM1,P6eaabe2397d1:S1,doi:10.1007/s11136-026-04231-x,10.1007/s11136-026-04231-x,2026,POPULATION_REFERENCE_DESCRIPTION,"The sample covered Peninsular Malaysia only, so the results may not generalize to Sabah and Sarawak in East Malaysia.",
P6eaabe2397d1:LIM2,P6eaabe2397d1:S1,doi:10.1007/s11136-026-04231-x,10.1007/s11136-026-04231-x,2026,POPULATION_REFERENCE_DESCRIPTION,"Minor demographic imbalances required census weighting, although the reported design effect was small.",
P6eaabe2397d1:LIM3,P6eaabe2397d1:S1,doi:10.1007/s11136-026-04231-x,10.1007/s11136-026-04231-x,2026,POPULATION_REFERENCE_DESCRIPTION,The cross-sectional design does not support causal inference.,
P6eaabe2397d1:LIM4,P6eaabe2397d1:S1,doi:10.1007/s11136-026-04231-x,10.1007/s11136-026-04231-x,2026,POPULATION_REFERENCE_DESCRIPTION,Data were collected in 2016 and represent a pre-pandemic baseline.,
P6eaabe2397d1:LIM5,P6eaabe2397d1:S1,doi:10.1007/s11136-026-04231-x,10.1007/s11136-026-04231-x,2026,POPULATION_REFERENCE_DESCRIPTION,"The fixed order of EQ-5D-5L, EQ VAS, and EQ-5D-3L administration may have caused sequence effects.",
P6eaabe2397d1:LIM6,P6eaabe2397d1:S1,doi:10.1007/s11136-026-04231-x,10.1007/s11136-026-04231-x,2026,POPULATION_REFERENCE_DESCRIPTION,"The norms came from the same sample as the Malaysian EQ-5D-5L valuation study rather than an independent population survey, although health data were collected before valuation tasks.",
P6eaabe2397d1:LIM7,P6eaabe2397d1:S1,doi:10.1007/s11136-026-04231-x,10.1007/s11136-026-04231-x,2026,POPULATION_REFERENCE_DESCRIPTION,"Some demographic strata were small, including the Other ethnicity group with 10 participants.",
P6eaabe2397d1:LIM8,P6eaabe2397d1:S1,doi:10.1007/s11136-026-04231-x,10.1007/s11136-026-04231-x,2026,POPULATION_REFERENCE_DESCRIPTION,"The EQ-5D-3L index used a VAS-based value set, which limits direct international and between-version comparisons.",
P6ecb6a8d5126:L1,P6ecb6a8d5126:S1,doi:10.1016/j.jval.2026.02.016,10.1016/j.jval.2026.02.016,2026,MEASUREMENT_PROPERTY_EVALUATION,Small Global Rating of Change subgroups limited exploration of different thresholds for health improvement and worsening.,
P6ecb6a8d5126:L2,P6ecb6a8d5126:S1,doi:10.1016/j.jval.2026.02.016,10.1016/j.jval.2026.02.016,2026,MEASUREMENT_PROPERTY_EVALUATION,Recall bias in retrospective measures and response shift in prospective measures over the 12-month interval could affect interpretation of perceived change in dimension and symptom-severity scores.,
P6f509bba7c17:L1,P6f509bba7c17:S1,doi:10.1016/j.socscimed.2021.114519,10.1016/j.socscimed.2021.114519,2021,VALUE_SET_DEVELOPMENT,"Preferences were collected during the COVID-19 outbreak, and the effect of the pandemic on EQ-5D-5L preferences was unknown.",
P6f509bba7c17:L2,P6f509bba7c17:S1,doi:10.1016/j.socscimed.2021.114519,10.1016/j.socscimed.2021.114519,2021,VALUE_SET_DEVELOPMENT,"The study did not use a controlled comparison with face-to-face interviews, so videoconferencing mode-of-administration effects could not be ruled out.",
P6f509bba7c17:L3,P6f509bba7c17:S1,doi:10.1016/j.socscimed.2021.114519,10.1016/j.socscimed.2021.114519,2021,VALUE_SET_DEVELOPMENT,"Internet-access and computer-literacy requirements could have caused selection bias, especially among older, less educated, diseased, or less technically skilled people; feasibility in middle- and low-income contexts remains uncertain.",
P6f509bba7c17:L4,P6f509bba7c17:S1,doi:10.1016/j.socscimed.2021.114519,10.1016/j.socscimed.2021.114519,2021,VALUE_SET_DEVELOPMENT,The study did not explore model specifications beyond the standard main-effects specifications for which the EQ-VT protocol was optimized.,
