product_id,study_id,publication_id,doi,publication_year,product,product_type,status,development_state,validation_state,deployment_state,approval_state,n_scoring_uses
P7e86c2885b02:PROD_JM,P7e86c2885b02:S1,doi:10.1186/s12955-021-01734-8,10.1186/s12955-021-01734-8,2021,Jamaica EQ-5D-5L population norms,POPULATION_REFERENCE_DATA,DEVELOPMENT:Produced in this study,Produced in this study,,,,0
P7eac309f5864:product_framework,P7eac309f5864:study_main,doi:10.1002/hec.4863,10.1002/hec.4863,2024,QALY-first framework for interpreting health-state values,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Proposed in this paper,Proposed in this paper,,,,0
P7f57ac4f12e0:PRD1,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,Dataset of extracted characteristics for 86 unique discount-rate measurement methods,DATASET,DEPLOYMENT:Provided in the electronic supplementary information of the publication,,,Provided in the electronic supplementary information of the publication,,0
P7f57ac4f12e0:PRD2,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,Interactive table for selecting discount-rate measurement methods,SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Available online as a searchable and filterable interactive table,,,Available online as a searchable and filterable interactive table,,0
P80521ac85a71:PR1,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,UK EQ-5D-3L value set,VALUE_SET,,,,,,0
P80521ac85a71:PR2,P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,England EQ-5D-5L value set,VALUE_SET,VALIDATION:in research only,,in research only,,,0
P80d13ed3ef16:PR1,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,EQ-5D-5L population norms for Ireland (2015/16),POPULATION_REFERENCE_DATA,,,,,,0
P80d13ed3ef16:PR2,P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,Irish EQ-5D-5L survey 2015-2016 dataset deposited with the Irish Social Science Data Archive,DATASET,DEPLOYMENT:Freely available from the Irish Social Science Data Archive on completion of a data request form,,,Freely available from the Irish Social Science Data Archive on completion of a data request form,,0
P819b34d2567f:prod_scoring_code,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,"Belgian EQ-5D-Y-3L utility calculation code for SAS, Stata, and SPSS",SCORING_ALGORITHM,"DEPLOYMENT:SAS, Stata, and SPSS code supplied in electronic supplementary material",,,"SAS, Stata, and SPSS code supplied in electronic supplementary material",,0
P819b34d2567f:prod_value_set,P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,Belgian EQ-5D-Y-3L value set,VALUE_SET,DEPLOYMENT:Planned for inclusion in forthcoming updated Belgian pharmacoeconomic guidelines | DEVELOPMENT:Value set developed and reported,Value set developed and reported,,Planned for inclusion in forthcoming updated Belgian pharmacoeconomic guidelines,,1
P81b66c580a32:P1,P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,Pakistani EQ-5D-3L value set,VALUE_SET,DEPLOYMENT:Available for use in Pakistani EQ-5D-3L studies and economic evaluations | DEVELOPMENT:Developed from the final hybrid heteroskedastic model without a constant,Developed from the final hybrid heteroskedastic model without a constant,,Available for use in Pakistani EQ-5D-3L studies and economic evaluations,,1
P81fe3275ea7f:PROD1,P81fe3275ea7f:S1,doi:10.1016/j.jval.2023.12.009,10.1016/j.jval.2023.12.009,2023,German rheumatic-disease patient-based EQ-5D-5L OPUF value set,VALUE_SET,DEVELOPMENT:Derived from the mean of 122 personal utility-function coefficient sets | VALIDATION:Internally consistent; preliminary DCE hold-out predictive testing reported,Derived from the mean of 122 personal utility-function coefficient sets,Internally consistent; preliminary DCE hold-out predictive testing reported,,,1
P8231fcaa3bcd:PD1,P8231fcaa3bcd:S1,doi:10.1007/s11136-020-02650-y,10.1007/s11136-020-02650-y,2020,"US EQ-5D-5L index and EQ VAS population norms from the face-to-face sample, by age, gender, race, ethnicity, general health, prescription medication use, illness experience, self-reported conditions and dimension levels",POPULATION_REFERENCE_DATA,"DEVELOPMENT:Available as the primary set of US normative values, recommended particularly for data collected in person","Available as the primary set of US normative values, recommended particularly for data collected in person",,,,0
P8231fcaa3bcd:PD2,P8231fcaa3bcd:S1,doi:10.1007/s11136-020-02650-y,10.1007/s11136-020-02650-y,2020,"US EQ-5D-5L index and EQ VAS norms from the online panel sample, reported separately for unsupervised online data collection",POPULATION_REFERENCE_DATA,"DEVELOPMENT:Available as a separate set of norms, recommended for comparison with unsupervised data elicited from online panels","Available as a separate set of norms, recommended for comparison with unsupervised data elicited from online panels",,,,0
P82be0e2af35e:PROD1,P82be0e2af35e:S1,doi:10.1136/bmjopen-2023-080985,10.1136/bmjopen-2023-080985,2024,IndiQol longitudinal dataset,DATASET,DEPLOYMENT:Planned deposit with the EuroQol Group for access by eligible researchers after request approval | DEVELOPMENT:Planned collection over four survey waves during 2023–2024,Planned collection over four survey waves during 2023–2024,,Planned deposit with the EuroQol Group for access by eligible researchers after request approval,,0
P837f91603190:product_eq3l_norms,P837f91603190:study_1,doi:10.1186/s12889-023-16003-0,10.1186/s12889-023-16003-0,2023,Indonesian youth population norms for EQ-5D-Y-3L and EQ VAS,POPULATION_REFERENCE_DATA,"DEVELOPMENT:Population norms developed and reported | VALIDATION:Authors judged the norms representative and valid for national use by sex, age, and residence",Population norms developed and reported,"Authors judged the norms representative and valid for national use by sex, age, and residence",,,0
P837f91603190:product_eq5l_norms,P837f91603190:study_1,doi:10.1186/s12889-023-16003-0,10.1186/s12889-023-16003-0,2023,Indonesian youth population norms for EQ-5D-Y-5L,POPULATION_REFERENCE_DATA,"DEVELOPMENT:Population norms developed and reported | VALIDATION:Authors judged the norms representative and valid for national use by sex, age, and residence",Population norms developed and reported,"Authors judged the norms representative and valid for national use by sex, age, and residence",,,0
P837f91603190:product_pedsql_norms,P837f91603190:study_1,doi:10.1186/s12889-023-16003-0,10.1186/s12889-023-16003-0,2023,Indonesian youth population norms for PedsQL 4.0 Generic Core Scales,POPULATION_REFERENCE_DATA,"DEVELOPMENT:Population norms developed and reported | VALIDATION:Authors judged the norms representative and valid for national use by sex, age, and residence",Population norms developed and reported,"Authors judged the norms representative and valid for national use by sex, age, and residence",,,0
P847af4218db7:product_mm_framework,P847af4218db7:study_review,doi:10.1007/s11136-024-03669-1,10.1007/s11136-024-03669-1,2024,Modern medicine HRQoL framework,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Synthesized from the included literature in this systematic review,Synthesized from the included literature in this systematic review,,,,0
P847af4218db7:product_tcm_framework,P847af4218db7:study_review,doi:10.1007/s11136-024-03669-1,10.1007/s11136-024-03669-1,2024,Traditional Chinese medicine HRQoL framework,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Synthesized from the included literature in this systematic review,Synthesized from the included literature in this systematic review,,,,0
P848e21315875:PR1,P848e21315875:S1,doi:10.1016/j.jval.2018.02.004,10.1016/j.jval.2018.02.004,2018,Power QALY value function with 15 EQ-5D-5L preference weights and temporal-unit-specific powers,SCORING_ALGORITHM,VALIDATION:Results should be confirmed in one or more other studies before power QALYs are incorporated into resource allocation calculations,,Results should be confirmed in one or more other studies before power QALYs are incorporated into resource allocation calculations,,,0
P8602ac65b5dd:PRD1,P8602ac65b5dd:S1,doi:10.1007/s40273-017-0538-9,10.1007/s40273-017-0538-9,2017,Indonesian EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:We now have a representative EQ-5D-5L value set for Indonesia,We now have a representative EQ-5D-5L value set for Indonesia,,,,1
P8649416919cb:prod_dataset,P8649416919cb:study_main,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886,2024,Anonymised PTO survey dataset for Melbourne Figshare,DATASET,DEVELOPMENT:Planned for release after study completion; no current-study dataset existed at protocol publication,Planned for release after study completion; no current-study dataset existed at protocol publication,,,,0
P8649416919cb:prod_protocol,P8649416919cb:study_main,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886,2024,Peasgood mixed-methods Person Trade Off protocol,PROTOCOL,DEVELOPMENT:Detailed protocol published,Detailed protocol published,,,,0
P8a15c9b86d32:product_pcc_model,P8a15c9b86d32:study_corfu_pcc_model,doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,CORFU model for the probability of post-COVID-19 condition two years after infection,SCORING_ALGORITHM,"VALIDATION:Internally validated with 1,000 bootstrap samples; regression coefficients were shrunk by a factor of 0.90.",,"Internally validated with 1,000 bootstrap samples; regression coefficients were shrunk by a factor of 0.90.",,,0
P8a69ff951909:product_5,P8a69ff951909:study_1,doi:10.1016/j.jval.2025.02.013,10.1016/j.jval.2025.02.013,2025,Study-specific EQ-5D-5L personal and social value sets,VALUE_SET,DEVELOPMENT:Experimental study-specific value sets generated in a feasibility sample; not a population value set,Experimental study-specific value sets generated in a feasibility sample; not a population value set,,,,0
P8a69ff951909:product_y,P8a69ff951909:study_1,doi:10.1016/j.jval.2025.02.013,10.1016/j.jval.2025.02.013,2025,Study-specific EQ-5D-Y-5L personal and social value sets,VALUE_SET,DEVELOPMENT:Experimental study-specific value sets generated in a feasibility sample; not a population value set,Experimental study-specific value sets generated in a feasibility sample; not a population value set,,,,0
P8b7b1da59243:PD1,P8b7b1da59243:S1,doi:10.1136/bmjopen-2022-065142,10.1136/bmjopen-2022-065142,2022,CORFU long COVID prediction model,SCORING_ALGORITHM,DEVELOPMENT:To be developed and internally validated during the study,To be developed and internally validated during the study,,,,0
P8b7b1da59243:PD2,P8b7b1da59243:S1,doi:10.1136/bmjopen-2022-065142,10.1136/bmjopen-2022-065142,2022,CORFU patient platform prototype,SOFTWARE_OR_DECISION_SUPPORT,"DEVELOPMENT:Prototype to be developed and tested in a limited number of cohorts, in collaboration with the EuroQol Research Foundation","Prototype to be developed and tested in a limited number of cohorts, in collaboration with the EuroQol Research Foundation",,,,0
P8b7b1da59243:PD3,P8b7b1da59243:S1,doi:10.1136/bmjopen-2022-065142,10.1136/bmjopen-2022-065142,2022,CORFU questionnaire,INSTRUMENT_VERSION,DEPLOYMENT:In use and continuously developing; based on an internationally developed basic questionnaire on persistent symptoms after COVID-19 and refined with patient feedback,,,In use and continuously developing; based on an internationally developed basic questionnaire on persistent symptoms after COVID-19 and refined with patient feedback,,0
P8c3b4955b748:product_dataset,P8c3b4955b748:study_main,doi:10.1186/s41687-025-00842-z,10.1186/s41687-025-00842-z,2025,Archived adolescent idiopathic scoliosis questionnaire dataset (DOI 10.34894/PDJZXH),DATASET,"DEPLOYMENT:Archived in a data repository; available upon reasonable request after approval by the author team, with access restrictions because the data are sensitive",,,"Archived in a data repository; available upon reasonable request after approval by the author team, with access restrictions because the data are sensitive",,0
P8d488800e756:PROD_EXP_VS,P8d488800e756:S1,doi:10.1186/s12955-025-02391-x,10.1186/s12955-025-02391-x,2025,Experimental EQ-5D-5L value sets for Peru and Denmark under four DCE design variants,VALUE_SET,VALIDATION:Methodological comparison completed; further investigation is needed before models that account for nonlinear time preferences are considered suitable for EQ-5D-5L valuation studies.,,Methodological comparison completed; further investigation is needed before models that account for nonlinear time preferences are considered suitable for EQ-5D-5L valuation studies.,,,0
P8d497cfa82dc:PD1,P8d497cfa82dc:S1,doi:10.1016/j.jval.2021.11.1377,10.1016/j.jval.2021.11.1377,2022,"""Circle of Life"" conceptual framework linking nodes, themes and the trade-off between quality and quantity of life for child and adult health states",TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Developed and reported in this study as a conceptual model derived from the coded think-aloud data,Developed and reported in this study as a conceptual model derived from the coded think-aloud data,,,,0
P8d497cfa82dc:PD2,P8d497cfa82dc:S1,doi:10.1016/j.jval.2021.11.1377,10.1016/j.jval.2021.11.1377,2022,"Codebook of 2 meta-themes, 5 themes and their nodes for child and adult health state valuation",TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Codebook finalised after cyclic review by 2 coders and independent review by a third team member,Codebook finalised after cyclic review by 2 coders and independent review by a third team member,,,,0
P8e3fb22f5b94:P1,P8e3fb22f5b94:S1,doi:10.1007/s10198-022-01481-7,10.1007/s10198-022-01481-7,2023,Romanian EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Developed and available as the Romanian national EQ-5D-5L value set,Developed and available as the Romanian national EQ-5D-5L value set,,,,1
P9074b2a0ac66:PR1,P9074b2a0ac66:S1,doi:10.1007/s40273-018-0615-8,10.1007/s40273-018-0615-8,2018,German EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:recommended as the preferred value set for Germany,recommended as the preferred value set for Germany,,,,1
P90de47f7c176:P1,P90de47f7c176:S1,doi:10.1002/hec.4529,10.1002/hec.4529,2022,"Corrective approach for composite time trade-off that adjusts utilities, including utilities for states worse than dead, for individually measured loss aversion and discounting",SCORING_ALGORITHM,DEVELOPMENT:Extended to lead-time TTO and empirically applied; authors state the paper provides the foundations for use of the corrective approach in health state valuation practice,Extended to lead-time TTO and empirically applied; authors state the paper provides the foundations for use of the corrective approach in health state valuation practice,,,,0
P90ec2144f219:prod1,P90ec2144f219:s1,doi:10.1016/j.jval.2021.04.1280,10.1016/j.jval.2021.04.1280,2021,New Zealand EQ-5D-5L population norms constructed from personal value sets,POPULATION_REFERENCE_DATA,DEVELOPMENT:Derived and reported,Derived and reported,,,,0
P92f91a600840:PD1,P92f91a600840:S1,doi:10.1007/s10198-024-01710-1,10.1007/s10198-024-01710-1,2025,"Psychometric Validation of the Chinese Versions of EQ-5D-Y-3L and EQ-TIPS In Children and Adolescents with COVID-19 dataset, Mendeley Data V1, doi:10.17632/w4xxkf7brg.1",DATASET,DEPLOYMENT:Openly available in Mendeley Data as version 1,,,Openly available in Mendeley Data as version 1,,0
P93749e68c902:product_3l_vs,P93749e68c902:study_jordan_3l,doi:10.1007/s10198-024-01712-z,10.1007/s10198-024-01712-z,2024,Jordanian EQ-5D-3L value set,VALUE_SET,"DEVELOPMENT:Generated as the first national EQ-5D-3L value set for Jordan | VALIDATION:Selected after logical-consistency, statistical-significance, fit, and prediction-accuracy checks plus sensitivity analyses",Generated as the first national EQ-5D-3L value set for Jordan,"Selected after logical-consistency, statistical-significance, fit, and prediction-accuracy checks plus sensitivity analyses",,,1
P93749e68c902:product_5l_crosswalk,P93749e68c902:study_jordan_3l,doi:10.1007/s10198-024-01712-z,10.1007/s10198-024-01712-z,2024,Jordanian EQ-5D-5L crosswalk value set,VALUE_SET,DEVELOPMENT:Generated as an interim crosswalk value set from the Jordanian EQ-5D-3L value set,Generated as an interim crosswalk value set from the Jordanian EQ-5D-3L value set,,,,1
P9428c0ffdaf0:PD1,P9428c0ffdaf0:S1,doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,EQ-HWB 64-item candidate pool,INSTRUMENT_VERSION,DEVELOPMENT:64-item candidate set taken forward to the stage 4 psychometric survey | VALIDATION:Face validity tested in 6 countries; psychometric testing not yet done at this stage,64-item candidate set taken forward to the stage 4 psychometric survey,Face validity tested in 6 countries; psychometric testing not yet done at this stage,,,0
P9428c0ffdaf0:PD2,P9428c0ffdaf0:S1,doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,2022,EQ-HWB 97-item draft face validation item pool,INSTRUMENT_VERSION,DEVELOPMENT:97 draft items and 4 response scales prepared for face validation,97 draft items and 4 response scales prepared for face validation,,,,0
P95480ae61c78:product_dataset,P95480ae61c78:study_main,doi:10.3390/children8100920,10.3390/children8100920,2021,Open dataset for the TANDI study in children aged 3 to 4 years,DATASET,DEPLOYMENT:Openly available in FigShare at doi:10.25375/uct.16810555,,,Openly available in FigShare at doi:10.25375/uct.16810555,,0
P9562cbd1e70a:prod_protocol,P9562cbd1e70a:s1,doi:10.1007/s40273-020-00909-3,10.1007/s40273-020-00909-3,2020,International EQ-5D-Y-3L valuation protocol,PROTOCOL,DEPLOYMENT:Available for country research teams to generate EQ-5D-Y-3L value sets | DEVELOPMENT:Developed and presented as an evidence-based international protocol,Developed and presented as an evidence-based international protocol,,Available for country research teams to generate EQ-5D-Y-3L value sets,,0
P9571363025cd:product_ptto,P9571363025cd:study_1,doi:10.1016/j.jval.2024.05.009,10.1016/j.jval.2024.05.009,2024,Pits time trade-off (pTTO) method,PROTOCOL,DEVELOPMENT:The authors developed a novel pits time trade-off task that uses EQ-5D-5L state 55555 and full health as anchors and one procedure for all target states. | VALIDATION:Exploratory comparison against cTTO in 115 analyzed participants across six selected EQ-5D-5L health states; further research over a broader state spectrum is required.,The authors developed a novel pits time trade-off task that uses EQ-5D-5L state 55555 and full health as anchors and one procedure for all target states.,Exploratory comparison against cTTO in 115 analyzed participants across six selected EQ-5D-5L health states; further research over a broader state spectrum is required.,,,0
P965a097c5477:prod_value_set,P965a097c5477:study_egypt_5l,doi:10.1007/s40273-021-01100-y,10.1007/s40273-021-01100-y,2021,Egyptian EQ-5D-5L value set (2022),VALUE_SET,"DEPLOYMENT:Available as a scoring system for Egyptian economic evaluations and health technology assessment | DEVELOPMENT:Value set developed and reported | VALIDATION:Preferred model selected after internal performance, logical-consistency, and sensitivity checks",Value set developed and reported,"Preferred model selected after internal performance, logical-consistency, and sensitivity checks",Available as a scoring system for Egyptian economic evaluations and health technology assessment,,1
P9674a56f772e:PR1,P9674a56f772e:S1,doi:10.1007/s40271-023-00655-6,10.1007/s40271-023-00655-6,2024,MMSE-based EQ-5D-5L self-report guidance,IMPLEMENTATION_GUIDANCE,"DEVELOPMENT:Preliminary guidance generated from a novel exploratory, relatively small-scale study","Preliminary guidance generated from a novel exploratory, relatively small-scale study",,,,0
P97c68f4df76b:PR1,P97c68f4df76b:S1,doi:10.1007/s11136-021-02899-x,10.1007/s11136-021-02899-x,2021,German EQ-5D-Y-3L four-item cognitive bolt-on,INSTRUMENT_VERSION,"DEVELOPMENT:Developed as a four-item pilot bolt-on with cognitive abilities, concentration, memory, and school performance items. | VALIDATION:Qualitative and standard pretests reported good acceptability, feasibility, and validity in the tested German pediatric samples.","Developed as a four-item pilot bolt-on with cognitive abilities, concentration, memory, and school performance items.","Qualitative and standard pretests reported good acceptability, feasibility, and validity in the tested German pediatric samples.",,,0
P97c68f4df76b:PR2,P97c68f4df76b:S1,doi:10.1007/s11136-021-02899-x,10.1007/s11136-021-02899-x,2021,English translation of the EQ-5D-Y cognitive bolt-on,INSTRUMENT_VERSION,VALIDATION:Non-validated English translation.,,Non-validated English translation.,,,0
P989fa5e42194:PROD1,P989fa5e42194:S1,doi:10.1186/s12955-018-1036-2,10.1186/s12955-018-1036-2,2018,EQ-5D-5L population norms for the urban Chinese population by age and gender,POPULATION_REFERENCE_DATA,,,,,,0
P98a61142a09a:product_reference,P98a61142a09a:study1,doi:10.1007/s40273-023-01264-9,10.1007/s40273-023-01264-9,2023,"England 2017–2018 QALE inequality estimates, HRQoL-dimension contributions, and implied equity weights",POPULATION_REFERENCE_DATA,DEVELOPMENT:Developed and reported as updated inputs for distributional cost-effectiveness analysis,Developed and reported as updated inputs for distributional cost-effectiveness analysis,,,,0
P994243e030ee:PD1,P994243e030ee:S1,doi:10.1016/j.socscimed.2019.112707,10.1016/j.socscimed.2019.112707,2019,New Zealand EQ-5D-5L social value set created with the PAPRIKA online tool (n = 2468; 55555 = −0.830),VALUE_SET,DEVELOPMENT:New social value set created and reported; the full value set is available on request from the authors,New social value set created and reported; the full value set is available on request from the authors,,,,0
P994243e030ee:PD2,P994243e030ee:S1,doi:10.1016/j.socscimed.2019.112707,10.1016/j.socscimed.2019.112707,2019,"Online tool for creating personal and social EQ-5D-5L value sets, implementing the PAPRIKA adaptive partial-profile DCE, a binary search for states worse than dead, and data quality checks",SOFTWARE_OR_DECISION_SUPPORT,"DEVELOPMENT:Developed, refined through think-aloud sessions and pilot-testing, and applied in a national online survey; a warm-up exercise is planned for future applications | VALIDATION:Reported as feasible and acceptable to participants on the basis of think-aloud sessions, pilot-testing and population survey feedback","Developed, refined through think-aloud sessions and pilot-testing, and applied in a national online survey; a warm-up exercise is planned for future applications","Reported as feasible and acceptable to participants on the basis of think-aloud sessions, pilot-testing and population survey feedback",,,0
P994243e030ee:PD3,P994243e030ee:S1,doi:10.1016/j.socscimed.2019.112707,10.1016/j.socscimed.2019.112707,2019,Personal EQ-5D-5L value sets (3125 health state values) for each of the 2468 high-quality participants,DATASET,,,,,,0
P9c72daab39ca:PR1,P9c72daab39ca:S1,doi:10.1016/j.jval.2017.10.023,10.1016/j.jval.2017.10.023,2017,Spanish EQ-5D-5L value set (model 3 hybrid interval regression estimates),VALUE_SET,DEVELOPMENT:Recommended for use in health technology assessment in Spain,Recommended for use in health technology assessment in Spain,,,,1
P9cd3ec6c2594:PD1,P9cd3ec6c2594:S1,doi:10.1007/s40273-022-01210-1,10.1007/s40273-022-01210-1,2022,Indonesian EQ-5D-Y-3L value set,VALUE_SET,"DEVELOPMENT:First EQ-5D-Y-3L value set for Indonesia, now available for cost-utility analyses and health-related quality-of-life studies for children in Indonesia","First EQ-5D-Y-3L value set for Indonesia, now available for cost-utility analyses and health-related quality-of-life studies for children in Indonesia",,,,1
P9d318250967a:PR1,P9d318250967a:S1,doi:10.1007/s10198-024-01714-x,10.1007/s10198-024-01714-x,2025,"Four single-aspect EQ-5D cognition bolt-on items: concentration, memory, calculation, and learning",INSTRUMENT_VERSION,DEVELOPMENT:Developed as four separate items after literature review and consultation; each item used EQ-5D-style wording and response levels | VALIDATION:Psychometric validity was supported for use in general Chinese population health surveys; calculation and learning had the best performance,Developed as four separate items after literature review and consultation; each item used EQ-5D-style wording and response levels,Psychometric validity was supported for use in general Chinese population health surveys; calculation and learning had the best performance,,,0
P9d318250967a:PR2,P9d318250967a:S1,doi:10.1007/s10198-024-01714-x,10.1007/s10198-024-01714-x,2025,Eleven hypothetical compound EQ-5D cognition bolt-on item variants,INSTRUMENT_VERSION,"DEVELOPMENT:Constructed analytically from all possible combinations of the four single-aspect items and scored with the worse level counts rule; respondents did not answer these items directly | VALIDATION:Preliminary results supported compound items that cover multiple cognitive functions, but direct respondent interpretation and response remain untested",Constructed analytically from all possible combinations of the four single-aspect items and scored with the worse level counts rule; respondents did not answer these items directly,"Preliminary results supported compound items that cover multiple cognitive functions, but direct respondent interpretation and response remain untested",,,0
P9d705ba2d740:product_framework,P9d705ba2d740:study_main,doi:10.1177/0272989x261446644,10.1177/0272989x261446644,2026,"Three-category framework for measurement, relative preference, and absolute preference reasoning in bolt-on valuation",TAXONOMY_OR_FRAMEWORK,VALIDATION:Applied independently by two authors with 87.7% agreement; discrepancies were resolved through team consensus,,Applied independently by two authors with 87.7% agreement; discrepancies were resolved through team consensus,,,0
P9ef8ea3025fd:prod_chichewa,P9ef8ea3025fd:s1,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,2021,"Final adapted beta EQ-5D-Y-5L, Chichewa (Malawi)",INSTRUMENT_VERSION,"DEVELOPMENT:Final adapted beta version produced after forward-backward translation, cognitive interviews, and four iterative card-ranking rounds. | VALIDATION:Overall linguistic and conceptual equivalence was established through adaptation testing; psychometric-property testing remained future work.","Final adapted beta version produced after forward-backward translation, cognitive interviews, and four iterative card-ranking rounds.",Overall linguistic and conceptual equivalence was established through adaptation testing; psychometric-property testing remained future work.,,,0
P9f0302e5cab3:prod1,P9f0302e5cab3:s1,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,Experimental EQ-5D-5L + Itching,INSTRUMENT_VERSION,DEVELOPMENT:Experimental measure created by adding a five-level recoding of the POSAS itching item to EQ-5D-5L. | VALIDATION:Exploratory psychometric evaluation completed in adults 5-7 years after burn injury; the added value was small.,Experimental measure created by adding a five-level recoding of the POSAS itching item to EQ-5D-5L.,Exploratory psychometric evaluation completed in adults 5-7 years after burn injury; the added value was small.,,,0
P9f6695931355:PR1,P9f6695931355:S1,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,Age- and sex-specific EQ-5D-5L utility and quality-adjusted life expectancy population norms for England (undiscounted and discounted at 1.5% and 3.5%),POPULATION_REFERENCE_DATA,"DEVELOPMENT:Published as new QALE population norms for England, with a planned update once the new UK EQ-5D-5L value set is available","Published as new QALE population norms for England, with a planned update once the new UK EQ-5D-5L value set is available",,,,0
P9f6695931355:PR2,P9f6695931355:S1,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"QALY Shortfall Calculator, an R-Shiny web application for absolute and proportional QALY shortfall (https://shiny.york.ac.uk/shortfall)",SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Publicly available online at https://shiny.york.ac.uk/shortfall with R source code at https://github.com/bitowaqr/shortfall,,,Publicly available online at https://shiny.york.ac.uk/shortfall with R source code at https://github.com/bitowaqr/shortfall,,0
Pa0abb276a225:PROD1,Pa0abb276a225:S1,doi:10.12688/wellcomeopenres.21408.1,10.12688/wellcomeopenres.21408.1,2024,United Kingdom OPUF EQ-HWB-S value set,VALUE_SET,VALIDATION:Exploratory and preliminary; further validation is needed,,Exploratory and preliminary; further validation is needed,,,1
Pa0abb276a225:PROD2,Pa0abb276a225:S1,doi:10.12688/wellcomeopenres.21408.1,10.12688/wellcomeopenres.21408.1,2024,Germany general population OPUF EQ-HWB-S value set,VALUE_SET,VALIDATION:Exploratory and preliminary; further validation is needed,,Exploratory and preliminary; further validation is needed,,,1
Pa0abb276a225:PROD3,Pa0abb276a225:S1,doi:10.12688/wellcomeopenres.21408.1,10.12688/wellcomeopenres.21408.1,2024,Germany diabetes OPUF EQ-HWB-S value set,VALUE_SET,VALIDATION:Exploratory and preliminary; further validation is needed,,Exploratory and preliminary; further validation is needed,,,1
Pa0abb276a225:PROD4,Pa0abb276a225:S1,doi:10.12688/wellcomeopenres.21408.1,10.12688/wellcomeopenres.21408.1,2024,Germany rheumatic disease OPUF EQ-HWB-S value set,VALUE_SET,VALIDATION:Exploratory and preliminary; further validation is needed,,Exploratory and preliminary; further validation is needed,,,1
Pa0c1b9d06174:Pd1,Pa0c1b9d06174:S1,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9,2015,"Checklist for REporting VAluaTion StudiEs (CREATE), 21 items in seven sections",CHECKLIST_OR_TOOL,DEVELOPMENT:Final CREATE consists of a total of 21 items; development is an ongoing process with planned future involvement of researchers outside the EuroQol Group,Final CREATE consists of a total of 21 items; development is an ongoing process with planned future involvement of researchers outside the EuroQol Group,,,,0
Pa0d882d348de:PR1,Pa0d882d348de:S1,doi:10.1016/j.jval.2022.10.008,10.1016/j.jval.2022.10.008,2022,Optimal scaling interaction model BUGS code,SOFTWARE_OR_DECISION_SUPPORT,"DEPLOYMENT:All BUGS model codes are included in Appendix 4 of the online Supplemental Materials, and a precompiled version of OpenBUGS with the user-written functions is available upon request from the first author",,,"All BUGS model codes are included in Appendix 4 of the online Supplemental Materials, and a precompiled version of OpenBUGS with the user-written functions is available upon request from the first author",,0
Pa16afb486584:PROD1,Pa16afb486584:S1,doi:10.1007/s11136-021-02802-8,10.1007/s11136-021-02802-8,2021,Final German EQ-5D-AA for people with multiple sclerosis,INSTRUMENT_VERSION,DEVELOPMENT:Finalised after two focus groups and four iterative testing and refinement waves | VALIDATION:Exploratory feasibility and patient-perspective face validity supported; reliability and broader psychometric validity require subsequent larger studies,Finalised after two focus groups and four iterative testing and refinement waves,Exploratory feasibility and patient-perspective face validity supported; reliability and broader psychometric validity require subsequent larger studies,,,0
