use_id,study_id,publication_id,doi,publication_year,part_id,use_type,source_label,canonical_label,registry_id,parent_registry_id,parent_label,variant_kind,language_code,jurisdiction,version,respondent_form,context,function,analytic_role
P7e86c2885b02:MU_MULTI,P7e86c2885b02:S1,doi:10.1186/s12955-021-01734-8,10.1186/s12955-021-01734-8,2021,P7e86c2885b02:P_JM,Method,Multistage stratified cluster sampling,Multistage stratified cluster sampling,method:multistage-stratified-cluster-sampling,,,,,,,,SOURCE_STUDY_ACTIVITY,SAMPLING,
P7e86c2885b02:MU_QUOTA,P7e86c2885b02:S1,doi:10.1186/s12955-021-01734-8,10.1186/s12955-021-01734-8,2021,P7e86c2885b02:P_BB,Method,Quota sampling,Quota sampling,method:quota-sampling,,,,,,,,SOURCE_STUDY_ACTIVITY,SAMPLING,
P7e86c2885b02:MU_STATE,P7e86c2885b02:S1,doi:10.1186/s12955-021-01734-8,10.1186/s12955-021-01734-8,2021,,Method,Health-state frequency analysis,Health-state frequency analysis,method:health-state-frequency,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7e86c2885b02:MU_WELCHA,P7e86c2885b02:S1,doi:10.1186/s12955-021-01734-8,10.1186/s12955-021-01734-8,2021,,Method,Welch's ANOVA,Welch's ANOVA,method:welch-anova,method:analysis-of-variance,Analysis of variance,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7e86c2885b02:MU_WELCHT,P7e86c2885b02:S1,doi:10.1186/s12955-021-01734-8,10.1186/s12955-021-01734-8,2021,,Method,Welch t-test,Welch t-test,method:welch-t-test,method:t-test,t-test,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7e86c2885b02:MU_WT,P7e86c2885b02:S1,doi:10.1186/s12955-021-01734-8,10.1186/s12955-021-01734-8,2021,P7e86c2885b02:P_CAR,Method,Survey weighting,Survey weighting,method:survey-weighting,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7e86c2885b02:SW_STATA,P7e86c2885b02:S1,doi:10.1186/s12955-021-01734-8,10.1186/s12955-021-01734-8,2021,,Software,Stata 14,Stata 14,software:stata-14,software:stata,STATA,SOFTWARE_VERSION,,,14,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7e9eb00b7899:IU1,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,CURRENT_STUDY_OBJECT,MEASUREMENT_PROPERTY_TEST_OBJECT,
P7e9eb00b7899:IU2,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,,Instrument,MSIS-8D,MSIS-8D,instrument:msis-8d,,,,,,,,CURRENT_STUDY_OBJECT,MEASUREMENT_PROPERTY_TEST_OBJECT,
P7e9eb00b7899:IU3,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,,Instrument,MSIS-29 version 2,MSIS-29 version 2,instrument:msis-29-v2,,,FORM_VERSION,,,,,DIRECT_CURRENT_ACTIVITY,SCORING_INPUT,
P7e9eb00b7899:IU4,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Instrument,web-EDSS,web-EDSS,instrument:web-edss,,,,,,,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P7e9eb00b7899:IU5,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Instrument,Fatigue Severity Scale,Fatigue Severity Scale,instrument:fatigue-severity-scale,,,,,,,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P7e9eb00b7899:IU6,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Instrument,"MS Walking Scale, 12-item version","MS Walking Scale, 12-item version",instrument:msws-12,,,FORM_VERSION,,,,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P7e9eb00b7899:IU7,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Instrument,"Hospital Anxiety and Depression Scale, Anxiety subscale","Hospital Anxiety and Depression Scale, Anxiety subscale",instrument:hads-a,,,FORM_VERSION,,,,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P7e9eb00b7899:IU8,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Instrument,"Hospital Anxiety and Depression Scale, Depression subscale","Hospital Anxiety and Depression Scale, Depression subscale",instrument:hads-d,,,FORM_VERSION,,,,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P7e9eb00b7899:MU1,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1A,Method,Missingness analysis,Missingness analysis,method:missingness-analysis,,,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU10,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Method,Bonferroni correction,Bonferroni correction,method:bonferroni-correction,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7e9eb00b7899:MU11,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1C,Method,Paired t-test,Paired t-test,method:paired-t-test,method:t-test,t-test,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU12,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1C,Method,Standardized effect size,Standardized effect size,method:standardized-effect-size,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU13,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1C,Method,Standardized response mean,Standardized response mean,method:standardized-response-mean,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU14,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1C,Method,Wilcoxon signed-rank test,Wilcoxon signed-rank test,method:wilcoxon-signed-rank-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU15,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1D,Method,Paired t-test,Paired t-test,method:paired-t-test,method:t-test,t-test,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU16,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1D,Method,Standardized effect size,Standardized effect size,method:standardized-effect-size,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU17,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1D,Method,Standardized response mean,Standardized response mean,method:standardized-response-mean,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU18,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1D,Method,Wilcoxon signed-rank test,Wilcoxon signed-rank test,method:wilcoxon-signed-rank-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU2,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Method,Health-state frequency analysis,Health-state frequency analysis,method:health-state-frequency,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU3,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Method,ceiling and floor percentages,ceiling and floor percentages,method:ceiling-and-floor-percentages,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU4,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Method,Dimension-score frequency distribution,Dimension-score frequency distribution,method:dimension-score-frequency-distribution,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU5,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Method,Health-state density curve,Health-state density curve,method:health-state-density-curve,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU6,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Method,Health-state density index,Health-state density index,method:health-state-density-index,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU7,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Method,One-way analysis of variance,One-way analysis of variance,method:one-way-anova,method:analysis-of-variance,Analysis of variance,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU8,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Method,Independent t-test,Independent t-test,method:independent-t-test,method:t-test,t-test,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:MU9,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,P7e9eb00b7899:P1B,Method,Spearman's rank correlation,Spearman's rank correlation,method:spearman-rank-correlation,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7e9eb00b7899:PR1,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,,Protocol,Revised COSMIN reporting guideline,Revised COSMIN reporting guideline,protocol:cosmin-reporting-guideline-revised,protocol:cosmin-guidelines,COSMIN guidelines,PROTOCOL_VERSION,,,2.0,,DIRECT_CURRENT_ACTIVITY,REPORTING_GUIDELINE,
P7e9eb00b7899:SW1,P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,,Software,Stata 18,Stata 18,software:stata-18,software:stata,STATA,SOFTWARE_VERSION,,,18,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7eac309f5864:instrument_eq5d,P7eac309f5864:study_main,doi:10.1002/hec.4863,10.1002/hec.4863,2024,P7eac309f5864:part_critique,Instrument,EQ-5D,EQ-5D,instrument:eq-5d,,,,,,,,DISCUSSION_ONLY,REFERENCE_ONLY,
P7eac309f5864:method_concept_analysis,P7eac309f5864:study_main,doi:10.1002/hec.4863,10.1002/hec.4863,2024,,Method,Concept analysis,Concept analysis,method:concept-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITATIVE_ANALYSIS,
P7eac309f5864:method_tto,P7eac309f5864:study_main,doi:10.1002/hec.4863,10.1002/hec.4863,2024,P7eac309f5864:part_critique,Method,TTO,TTO,method:tto,,,,,,,,CURRENT_STUDY_OBJECT,PREFERENCE_ELICITATION,
P7f57ac4f12e0:MET1,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Method,Systematic literature review,Systematic literature review,method:systematic-literature-review,method:literature-review,literature review,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_IDENTIFICATION,
P7f57ac4f12e0:MET2,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Method,Systematic literature review,Systematic literature review,method:systematic-literature-review,method:literature-review,literature review,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_SYNTHESIS,
P7f57ac4f12e0:MET3,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Method,Database and citation-search workflow,Database and citation-search workflow,method:database-and-citation-search-workflow,,,,,,,,DIRECT_CURRENT_ACTIVITY,EVIDENCE_IDENTIFICATION,
P7f57ac4f12e0:MET4,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Method,Independent dual screening,Independent dual screening,method:independent-dual-screening,,,INTEGRATED_WORKFLOW,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P7f57ac4f12e0:MET5,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Method,Expert-panel consultation,Expert-panel consultation,method:expert-panel-consultation,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P7f57ac4f12e0:MET6,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7f57ac4f12e0:MET7,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Method,Citation network analysis,Citation network analysis,method:citation-network-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7f57ac4f12e0:MOD1,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Model,Linear regression model,Linear regression model,model:linear-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P7f57ac4f12e0:PROT1,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Protocol,PRISMA guidelines,PRISMA guidelines,protocol:prisma,,,,,,,,DIRECT_CURRENT_ACTIVITY,REPORTING_GUIDELINE,
P7f57ac4f12e0:SW1,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Software,Rayyan.ai,Rayyan.ai,software:rayyan-ai,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_MANAGEMENT,
P7f57ac4f12e0:SW2,P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,,Software,VOSviewer,VOSviewer,software:vosviewer,,,,,,,,DIRECT_CURRENT_ACTIVITY,VISUALIZATION_OR_REPORTING,
P7fd4be9bd3ad:ins1,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P7fd4be9bd3ad:ins2,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,DIRECT_CURRENT_ACTIVITY,OUTCOME_MEASURE,
P7fd4be9bd3ad:met1,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,Online survey,Online survey,method:online-survey,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
P7fd4be9bd3ad:met10,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,Partial F-test,Partial F-test,method:partial-f-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7fd4be9bd3ad:met11,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,Population QALY and lives-affected extrapolation,Population QALY and lives-affected extrapolation,method:population-qaly-and-lives-affected-extrapolation,,,,,,,,DIRECT_CURRENT_ACTIVITY,MAPPING_OR_DERIVATION,
P7fd4be9bd3ad:met2,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,Quota sampling,Quota sampling,method:quota-sampling,,,,,,,,DIRECT_CURRENT_ACTIVITY,SAMPLING,
P7fd4be9bd3ad:met3,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7fd4be9bd3ad:met4,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,t-test,t-test,method:t-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7fd4be9bd3ad:met5,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,Chi-square test,Chi-square test,method:chi-square-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7fd4be9bd3ad:met6,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,Cross-validation,Cross-validation,method:cross-validation,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7fd4be9bd3ad:met7,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,Bootstrap resampling,Bootstrap resampling,method:bootstrap-resampling,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7fd4be9bd3ad:met8,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,Bonferroni correction,Bonferroni correction,method:bonferroni-correction,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7fd4be9bd3ad:met9,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Method,E-value sensitivity analysis,E-value sensitivity analysis,method:e-value-sensitivity-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7fd4be9bd3ad:mod1,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Model,Ordinary least squares regression,Ordinary least squares regression,model:ordinary-least-squares-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,COMPARATOR
P7fd4be9bd3ad:mod2,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Model,Lasso regression,Lasso regression,model:lasso-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P7fd4be9bd3ad:mod3,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Model,Post-lasso ordinary least squares regression,Post-lasso ordinary least squares regression,model:post-lasso-ordinary-least-squares-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P7fd4be9bd3ad:soft1,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Software,Amazon Mechanical Turk,Amazon Mechanical Turk,software:amazon-mechanical-turk,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_COLLECTION,
P7fd4be9bd3ad:soft2,P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,,Software,R,R,software:r,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7ff2c0aa4360:IU_EQ,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,CURRENT_STUDY_OBJECT,MEASUREMENT_PROPERTY_TEST_OBJECT,
P7ff2c0aa4360:IU_EQ_SCORE,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,SCORING_INPUT,
P7ff2c0aa4360:IU_GHQ,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Instrument,"General Health Questionnaire, 12-item version","General Health Questionnaire, 12-item version",instrument:ghq-12,,,FORM_VERSION,,,12-item,,CURRENT_STUDY_OBJECT,MEASUREMENT_PROPERTY_TEST_OBJECT,
P7ff2c0aa4360:IU_GHQ_PRED,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Instrument,"General Health Questionnaire, 12-item version","General Health Questionnaire, 12-item version",instrument:ghq-12,,,FORM_VERSION,,,12-item,,DIRECT_CURRENT_ACTIVITY,PREDICTOR_MEASURE,
P7ff2c0aa4360:IU_LIFE,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Instrument,Overall life satisfaction item,Overall life satisfaction item,instrument:overall-life-satisfaction-item,,,,,,,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P7ff2c0aa4360:IU_VAS,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,CURRENT_STUDY_OBJECT,MEASUREMENT_PROPERTY_TEST_OBJECT,
P7ff2c0aa4360:MOD_LIN,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Model,Linear regression model,Linear regression model,model:linear-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P7ff2c0aa4360:MOD_ORD,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Model,Ordinal logistic model,Ordinal logistic model,model:ordinal-logit,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P7ff2c0aa4360:MU_BART,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Method,Bartlett's test of sphericity,Bartlett's test of sphericity,method:bartlett-sphericity-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P7ff2c0aa4360:MU_DESC,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7ff2c0aa4360:MU_EFA,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Method,Exploratory factor analysis,Exploratory factor analysis,method:exploratory-factor-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7ff2c0aa4360:MU_IPW,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Method,Inverse probability weighting,Inverse probability weighting,method:inverse-probability-weighting,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7ff2c0aa4360:MU_KMEANS,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Method,k-means clustering,k-means clustering,method:k-means-clustering,method:cluster-analysis,Cluster analysis,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7ff2c0aa4360:MU_KMO,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Method,Kaiser-Meyer-Olkin test,Kaiser-Meyer-Olkin test,method:kaiser-meyer-olkin-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P7ff2c0aa4360:MU_MDS,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Method,Multidimensional scaling,Multidimensional scaling,method:multidimensional-scaling,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7ff2c0aa4360:MU_PROMAX,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Method,Promax rotation,Promax rotation,method:promax-rotation,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P7ff2c0aa4360:MU_SPEAR,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Method,Spearman's rank correlation,Spearman's rank correlation,method:spearman-rank-correlation,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P7ff2c0aa4360:SW_R,P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,,Software,R,R,software:r,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P80071270ac1b:INS1,P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,,Instrument,EQ-5D,EQ-5D,instrument:eq-5d,,,,,,,,CURRENT_STUDY_OBJECT,EVIDENCE_SYNTHESIS_TARGET,
