study_id,publication_id,doi,publication_year,study_ordinal,label,primary_research_family,execution_status,source_status,purposes,countries,component_approach,temporal_structure,comparison_structure,allocation_structure,synthesis_design,mixed_method_integration,project_ids,n_parts,n_instrument_uses,n_method_uses,n_findings,n_limitations,n_products
P7e63d1301463:S1,doi:10.1007/s40258-023-00798-5,10.1007/s40258-023-00798-5,2023,1,National cross-sectional study of HRQoL from pregnancy through postpartum,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,260-RA | 384-RA,2,4,4,7,4,0
P7e86c2885b02:S1,doi:10.1186/s12955-021-01734-8,10.1186/s12955-021-01734-8,2021,1,"EQ-5D-5L population norms for Barbados, Jamaica, and the English-speaking Caribbean",POPULATION_REFERENCE_DESCRIPTION,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION | POPULATION_NORMS,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,,,,3,2,10,8,5,3
P7e9eb00b7899:S1,doi:10.1007/s11136-026-04229-5,10.1007/s11136-026-04229-5,2026,1,Psychometric comparison of EQ-5D-3L and MSIS-8D in people with multiple sclerosis,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,United Kingdom,,,,,,,1572-RA,4,8,18,7,6,0
P7eac309f5864:study_main,doi:10.1002/hec.4863,10.1002/hec.4863,2024,1,Conceptual assessment of death as an anchor for health-state values,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | VALUATION_METHOD_EVALUATION,,CONCEPTUAL,NOT_APPLICABLE,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,,20180210,2,1,2,6,0,1
P7f57ac4f12e0:S1,doi:10.1007/s11166-024-09439-1,10.1007/s11166-024-09439-1,2024,1,Systematic review of unique methods for measuring discount rates,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | METHOD_OR_PROTOCOL_QUALITY,,EVIDENCE_SYNTHESIS,NOT_APPLICABLE,BETWEEN_METHOD,NOT_APPLICABLE,NARRATIVE_SYNTHESIS | SYSTEMATIC_REVIEW,,245-RA,0,0,7,7,7,2
P7fd4be9bd3ad:st1,doi:10.1007/s11606-021-06674-z,10.1007/s11606-021-06674-z,2021,1,First-wave US COVID-19 population health survey,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,ECONOMIC_BURDEN_ESTIMATION | OUTCOME_DESCRIPTION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,,,84-RA,0,2,11,7,3,0
P7ff2c0aa4360:S1,doi:10.1016/j.jval.2024.01.005,10.1016/j.jval.2024.01.005,2024,1,Comparison of EQ-5D-5L and GHQ-12 items and constructs in Belgium,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Belgium,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,,0,6,9,6,2,0
P80071270ac1b:S1,doi:10.1007/s11136-024-03856-0,10.1007/s11136-024-03856-0,2024,1,Registry-based analysis of health utilities used in oncology cost-utility analyses,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | METHOD_OR_PROTOCOL_QUALITY | OUTCOME_DESCRIPTION,,EVIDENCE_SYNTHESIS,VARIABLE_SOURCE_TIME,BETWEEN_CONTEXT,NOT_APPLICABLE,NARRATIVE_SYNTHESIS | SYSTEMATIC_REVIEW,,2016540,0,5,7,8,2,0
P80521ac85a71:S1,doi:10.1007/s40273-018-0622-9,10.1007/s40273-018-0622-9,2018,1,Commentary on the comparative performance of EQ-5D-3L and EQ-5D-5L and implications for NICE,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | PREFERENCE_COMPARISON,,EVIDENCE_SYNTHESIS,NOT_APPLICABLE,BETWEEN_INSTRUMENT,NOT_APPLICABLE,NARRATIVE_SYNTHESIS,,,0,2,3,7,2,2
P80bae15dd798:S1,doi:10.1002/hec.3445,10.1002/hec.3445,2016,1,Test of health state reference dependency in EQ-5D-5L valuations using an efficient DCE in a Dutch general population sample,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,RANDOMIZED,,,2013310,2,2,3,4,2,0
P80d13ed3ef16:S1,doi:10.12688/hrbopenres.12848.1,10.12688/hrbopenres.12848.1,2018,1,"Irish EQ-5D-5L population norms cross-sectional survey, 2015/16",POPULATION_REFERENCE_DESCRIPTION,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION | POPULATION_NORMS,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,2013280,0,2,6,8,2,2
P814913fe25d1:S1,doi:10.1007/s40271-025-00749-3,10.1007/s40271-025-00749-3,2025,1,Qualitative content-validity evaluation of EQ-HWB in caregivers of children with health conditions,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT,Australia,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,,1559-RA,0,5,4,10,4,0
P819b34d2567f:study_be_y3l_vs,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,2022,1,Belgian EQ-5D-Y-3L valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUE_SET_DEVELOPMENT,Belgium,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,124-VS,2,5,9,7,4,2
P81b66c580a32:S1,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,2023,1,Pakistan EQ-5D-3L valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUE_SET_DEVELOPMENT,Pakistan,,,,,,,20180660,2,1,9,7,2,1
P81fe3275ea7f:S1,doi:10.1016/j.jval.2023.12.009,10.1016/j.jval.2023.12.009,2023,1,German rheumatic-disease patient-based EQ-5D-5L OPUF valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,Germany,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,1508-RA,0,3,7,9,6,1
P8231fcaa3bcd:S1,doi:10.1007/s11136-020-02650-y,10.1007/s11136-020-02650-y,2020,1,"US EQ-5D-5L population norms from the face-to-face valuation sample, with comparison to online-panel norms",POPULATION_REFERENCE_DESCRIPTION,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION | POPULATION_NORMS,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,NOT_APPLICABLE,,20190410,2,4,8,10,4,2
P82be0e2af35e:S1,doi:10.1136/bmjopen-2023-080985,10.1136/bmjopen-2023-080985,2024,1,IndiQol longitudinal household survey protocol,HEALTH_OUTCOME_RESEARCH,PLANNED,NO_RESULTS_YET,OUTCOME_DESCRIPTION,,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,430-RA,0,9,9,0,3,1
P831dfd0001ed:S1,doi:10.1016/j.jval.2022.05.013,10.1016/j.jval.2022.05.013,2022,1,Systematic review and meta-analysis of the measurement properties of the EQ-5D-Y-3L and EQ-5D-Y-5L in children and adolescents,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | MEASUREMENT_PROPERTY_EVALUATION,Australia | Canada | China | Germany | Italy | Japan | Netherlands | South Africa | South Korea | Spain | Sweden | Taiwan | Thailand | United Kingdom,EVIDENCE_SYNTHESIS,VARIABLE_SOURCE_TIME,BETWEEN_INSTRUMENT,NOT_APPLICABLE,META_ANALYSIS | NARRATIVE_SYNTHESIS | SYSTEMATIC_REVIEW,,214-RA,0,12,19,14,4,0
P837f91603190:study_1,doi:10.1186/s12889-023-16003-0,10.1186/s12889-023-16003-0,2023,1,Indonesian youth HRQoL population norms study,POPULATION_REFERENCE_DESCRIPTION,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION | POPULATION_NORMS,Indonesia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,,0,5,6,10,5,3
P840f39437dd0:study1,doi:10.1177/0272989x251325828,10.1177/0272989x251325828,2025,1,Secondary analysis of DCE anchoring and time preferences in Trinidad and Tobago,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,341-RA,0,2,8,5,3,0
P8426890d1e81:S1,doi:10.1016/j.jval.2026.04.003,10.1016/j.jval.2026.04.003,2026,1,Item-level convergent and structural validity of EQ-HWB-9 in US informal caregivers,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,RANDOMIZED,,,,0,4,6,5,6,0
P844a23f9b837:S1,doi:10.1016/j.pec.2026.109628,10.1016/j.pec.2026.109628,2026,1,Systematic review of comprehension of and preferences for PROM data visualizations,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | METHOD_OR_PROTOCOL_QUALITY,,EVIDENCE_SYNTHESIS,NOT_APPLICABLE,BETWEEN_CONTEXT,NOT_APPLICABLE,NARRATIVE_SYNTHESIS | SYSTEMATIC_REVIEW,,,0,3,4,9,5,0
P844d88f07dea:S1,doi:10.1016/j.vhri.2015.07.002,10.1016/j.vhri.2015.07.002,2015,1,Feasibility and cultural appropriateness of EQ-5D-5L TTO and DCE valuation in the United Arab Emirates,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | TRANSLATION_AND_CULTURAL_ADAPTATION | VALUATION_METHOD_EVALUATION,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,NONRANDOMIZED,,,2013040,0,4,10,9,9,0
P847af4218db7:study_review,doi:10.1007/s11136-024-03669-1,10.1007/s11136-024-03669-1,2024,1,Systematic review of Chinese HRQoL conceptual frameworks,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | EVIDENCE_SYNTHESIS,China,EVIDENCE_SYNTHESIS,NOT_APPLICABLE,BETWEEN_CONTEXT,NOT_APPLICABLE,NARRATIVE_SYNTHESIS | SYSTEMATIC_REVIEW,,398-RA,3,0,3,8,3,2
P848e21315875:S1,doi:10.1016/j.jval.2018.02.004,10.1016/j.jval.2018.02.004,2018,1,US online paired-comparison survey identifying a power value function for quality-adjusted life span without constant proportionality,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,RANDOMIZED,,,2015290,0,4,4,6,2,1
P85481b1179a6:S1,doi:10.1016/j.jval.2018.12.008,10.1016/j.jval.2018.12.008,2019,1,"Prevalence of implausible EQ-5D-5L health states and their effect on EQ-VAS valuation, with qualitative exploration, Guizhou Medical University students, China",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,China,,,WITHIN_PERSON,,,SEQUENTIAL,2016040,3,3,9,7,3,0
P8564e7888da7:S1,doi:10.1186/s41687-026-01075-4,10.1186/s41687-026-01075-4,2026,1,Face validity of the Traditional Chinese EQ-HWB in Hong Kong,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION,China,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,,,0,2,6,7,0,0
P8575a27bec1d:study_1,doi:10.1371/journal.pone.0319227,10.1371/journal.pone.0319227,2025,1,Australian public views on the relative value of child and adult health gains,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON,Australia,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,EMBEDDED,348-PHD,0,0,8,11,8,0
P85c1bd7ae674:S1,doi:10.1186/s41687-022-00530-2,10.1186/s41687-022-00530-2,2022,1,Comparison of health-related quality of life between Roma and general-population adults in Romania,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Romania,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,,NOT_APPLICABLE,NOT_APPLICABLE,,20180030R1,3,3,8,8,6,0
P85d68288e773:study_eqvas_asia,doi:10.1007/s40271-020-00452-5,10.1007/s40271-020-00452-5,2021,1,Qualitative study of EQ-VAS interpretation and perceptions in three Asian populations,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,China | Japan | Singapore,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,BETWEEN_CONTEXT,NONRANDOMIZED,,,2016290,3,2,10,9,2,0
P85d8942a4bd6:study1,doi:10.1007/s10198-022-01539-6,10.1007/s10198-022-01539-6,2022,1,Simulation study of EQ-5D value sets versus crosswalks in reimbursement decisions,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,ECONOMIC_EVALUATION | MAPPING_OR_CROSSWALK | METHOD_OR_PROTOCOL_QUALITY,,MODEL_BASED,LONGITUDINAL_REPEATED,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,71-RA,2,2,7,6,2,0
P8602ac65b5dd:S1,doi:10.1007/s40273-017-0538-9,10.1007/s40273-017-0538-9,2017,1,Indonesian EQ-5D-5L valuation study using EQ-VT (C-TTO and DCE),VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUE_SET_DEVELOPMENT,Indonesia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,,,2013240,0,3,9,6,3,1
P8649416919cb:study_main,doi:10.1371/journal.pone.0302886,10.1371/journal.pone.0302886,2024,1,Mixed-methods study of the relative social value of child and young-person health gains,HEALTH_PREFERENCE_RESEARCH,PLANNED,NO_RESULTS_YET,METHOD_OR_PROTOCOL_QUALITY | OUTCOME_DESCRIPTION | PREFERENCE_COMPARISON,Australia,,,,,,SEQUENTIAL,348-PHD,3,3,17,0,6,2
P86a9ea12512b:S1,doi:10.1186/s12955-020-01410-3,10.1186/s12955-020-01410-3,2020,1,Performance of EQ-5D-Y Proxy version 1 in children aged 3 to 5 years,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION,South Africa,,,,,,,20170540,2,5,8,8,4,0
P8a15c9b86d32:study_corfu_pcc_model,doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,1,Development and internal validation of a two-year post-COVID condition prediction model,APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,DECISION_SUPPORT_DEVELOPMENT | OUTCOME_DESCRIPTION,Netherlands,MODEL_BASED,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,,420-RA,0,2,4,4,3,1
P8a69ff951909:study_1,doi:10.1016/j.jval.2025.02.013,10.1016/j.jval.2025.02.013,2025,1,Feasibility and comparison of adolescent valuation of EQ-5D-Y-5L and EQ-5D-5L,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | IMPLEMENTATION_EVALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,,QUALITATIVE_INQUIRY | QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,RANDOMIZED,,EMBEDDED,441-RA,3,6,9,9,6,2
P8b573caacc66:S1,doi:10.1177/0272989x19841592,10.1177/0272989x19841592,2019,1,Multivariate mixed-effects and latent class analysis of association and agreement between TTO and DCE preferences in the Canadian EQ-5D-5L valuation study,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Canada,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD | WITHIN_PERSON,NOT_REPORTED,NOT_APPLICABLE,,2015130 | 20190270,0,2,12,8,4,0
P8b5d09414838:S1,doi:10.1007/s11136-024-03735-8,10.1007/s11136-024-03735-8,2024,1,HRQoL and health-state utility values among Ethiopian outpatients with anxiety and/or depression,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Ethiopia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,,0,4,9,7,5,0
P8b7b1da59243:S1,doi:10.1136/bmjopen-2022-065142,10.1136/bmjopen-2022-065142,2022,1,"CORona Follow Up (CORFU) longitudinal multiple cohort study of long COVID prevalence, pathophysiology, prediction and health-related quality of life",HEALTH_OUTCOME_RESEARCH,DATA_COLLECTION_ACTIVE,NO_RESULTS_YET,DECISION_SUPPORT_DEVELOPMENT | OUTCOME_DESCRIPTION,Netherlands,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,420-RA | 645-RA,4,8,14,0,4,3
P8c07afda9880:S1,doi:10.1007/s11136-017-1774-3,10.1007/s11136-017-1774-3,2018,1,Secondary analysis of the 2012 Current Living in Kirklees (CLiK) survey: health and lifestyle-related attitude segments as predictors of EQ-VAS self-rated health and life-satisfaction,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NONRANDOMIZED,,,2014130,0,6,3,5,4,0
P8c1fa4c8863d:s1,doi:10.3389/fpubh.2023.1031978,10.3389/fpubh.2023.1031978,2023,1,Health-state fluctuations and EQ-5D-5L assessment in dementia,METHODS_RESEARCH,DATA_COLLECTION_ACTIVE,NO_RESULTS_YET,MEASUREMENT_PROPERTY_EVALUATION | METHOD_OR_PROTOCOL_QUALITY | OUTCOME_DESCRIPTION,Germany,,LONGITUDINAL_REPEATED,WITHIN_DYAD | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,SEQUENTIAL,244-RA,3,11,8,0,4,0
P8c36689cf743:S1,doi:10.1016/j.dialog.2022.100032,10.1016/j.dialog.2022.100032,2022,1,Head-to-head comparison of EQ-5D-Y-3L and EQ-5D-Y-5L performance and validity in South African children and adolescents with cerebral palsy,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,South Africa,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,20180730,0,4,11,10,4,0
P8c3b4955b748:study_main,doi:10.1186/s41687-025-00842-z,10.1186/s41687-025-00842-z,2025,1,Head-to-head comparison of adult and youth five-level EQ-5D versions in adolescents with idiopathic scoliosis,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,287-PHD,0,4,13,7,4,1
P8cc9e49f6010:S1,doi:10.1002/hpm.2406,10.1002/hpm.2406,2017,1,Bandung neurosurgery patient outcomes project (Part II): patient pathways and feasibility/acceptability of telephone follow-up,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | OUTCOME_DESCRIPTION,Indonesia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,NONCOMPARATIVE,NOT_APPLICABLE,,,2015170,0,0,5,8,3,0
P8d19da865e59:s1,doi:10.36469/001c.145813,10.36469/001c.145813,2025,1,Cross-sectional performance comparison of EQ-TIPS-3L version 2.0 and PedsQL in infants and toddlers with chronic health conditions,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,South Africa,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,365-RA,0,7,6,9,4,0
P8d488800e756:S1,doi:10.1186/s12955-025-02391-x,10.1186/s12955-025-02391-x,2025,1,Comparison of DCE-with-duration designs under nonlinear time preferences,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Denmark,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_GROUP | BETWEEN_METHOD,RANDOMIZED,,,,2,2,3,8,6,1
P8d497cfa82dc:S1,doi:10.1016/j.jval.2021.11.1377,10.1016/j.jval.2021.11.1377,2022,1,Mixed methods study of why adult respondents value EQ-5D health states differently for an 8-year-old child than for a 40-year-old adult,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON,Belgium | Netherlands | United Kingdom,,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_GROUP | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,CONVERGENT_PARALLEL,20180640,3,4,10,7,6,2
P8d7099133b88:S1,doi:10.1016/j.jval.2018.06.001,10.1016/j.jval.2018.06.001,2018,1,Discrete choice experiment testing second-order interactions in the EQ-5D-3L value function (Dutch general population),METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_REPORTED,,,,0,1,8,4,3,0
P8e27de53c431:S1,doi:10.1007/s11136-019-02200-1,10.1007/s11136-019-02200-1,2019,1,"Responsiveness of the EQ-5D-3L and EQ-5D-5L over 3 months in patients following total hip or knee replacement in Alberta, Canada",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Canada,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP | BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,,0,3,10,7,7,0
P8e3fb22f5b94:S1,doi:10.1007/s10198-022-01481-7,10.1007/s10198-022-01481-7,2023,1,Romanian EQ-5D-5L valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUE_SET_DEVELOPMENT,Romania,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,20180030R1,0,5,9,9,4,1
P8ec7119a01a1:study1,doi:10.1016/j.vhri.2021.02.001,10.1016/j.vhri.2021.02.001,2021,1,Comparison of EQ-5D value sets among South American countries,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON,,QUANTITATIVE_EMPIRICAL,NOT_APPLICABLE,BETWEEN_CONTEXT,NOT_APPLICABLE,,,,4,3,8,8,2,0
P8f639f3647b7:s1,doi:10.1016/j.socscimed.2020.112801,10.1016/j.socscimed.2020.112801,2020,1,Comparison of EQ-5D-5L health preferences between Polish migrants and Irish natives,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON,Poland,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,2013280,0,3,4,6,5,0
P903b95d630f2:S1,doi:10.1093/ofid/ofab466.689,10.1093/ofid/ofab466.689,2021,1,COVID-19 vaccine uptake and perceptions among US pregnant persons,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,260-RA,0,0,4,5,0,0
P9074b2a0ac66:S1,doi:10.1007/s40273-018-0615-8,10.1007/s40273-018-0615-8,2018,1,German EQ-5D-5L valuation study using EQ-VT protocol 2.0,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUE_SET_DEVELOPMENT,Germany,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,,,2012020,0,4,8,7,5,1
P908ecc0ee07b:S1,doi:10.1007/s10198-021-01377-y,10.1007/s10198-021-01377-y,2021,1,Within-person experiment on self-versus-other and child-versus-adult perspectives in EQ-5D-Y-3L valuation,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,RANDOMIZED,,,20190890,2,1,6,7,6,0
