publication_id,doi,pmid,pmcid,title,publication_year,publication_date,journal,publisher,article_type,open_access,licence_url,canonical_url,full_text_format,euroqol_support,support_scope,project_ids,n_projects,study_ids,primary_research_families,countries,eq_instruments,instruments,n_authors,n_findings,n_limitations,n_products,cited_by_count,citation_match_status,citation_retrieved_at,keywords,funding_statement,abstract
doi:10.1186/s41687-021-00356-4,10.1186/s41687-021-00356-4,34636998,PMC8505782,The use of patient-reported measures in epilepsy care: the Calgary Comprehensive Epilepsy Program experience,2021,2021-10-12,Journal of Patient-Reported Outcomes,Springer,case-report,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-021-00356-4,JATS,explicit,Publication support only: article-processing fees for the supplement.,,0,Pa66cf984df8e:study_cep_experience,APPLIED_USE_RESEARCH,Canada,EQ-5D-5L,10-item Quality of Life in Epilepsy Inventory | EQ-5D-5L | GAD-7 | Global Assessment of Disability of Epilepsy | Global Assessment of Severity of Epilepsy | Liverpool Adverse Events Profile | Neurological Disorders Depression Inventory for Epilepsy | Treatment Satisfaction Questionnaire for Medication,3,8,3,1,24,EXACT,2026-08-27T00:00:00Z,,,"AbstractThe regular use of patient-reported measures (PRMs) has been associated with greater patient satisfaction and outcomes. In this article, we will review the Calgary Comprehensive Epilepsy Program's successful experience with PRMs in both clinical and research settings, as well as our current challenges and future directions. Our experience will illustrate that is feasible and convenient to implement PRMs, and especially electronic PRMs (ePRMs), into epilepsy clinics. These PRMs have direct clinical and research applications. They inform clinical decision making through readily interpretable scales to which clinicians can expeditiously respond. Equally, they are increasingly forming an integral and central component of intervention and outcomes-based research. However, implementation studies are necessary to address knowledge gaps and facilitate adoption and dissemination of this approach. A natural symbiosis of the clinical and research realms is precision medicine. The foundations of precision-based interventions are now being set whereby we can maximize the quality of life and psychosocial functioning on an individual level. As illustrated in this article, this exciting prospect crucially depends on the routine use of ePRMs in the everyday care of people with epilepsy. Increasing ePRMs uptake will clearly be a catalyst propelling precision epilepsy from aspiration to clinical reality."
doi:10.1186/s41687-021-00361-7,10.1186/s41687-021-00361-7,34636988,PMC8511220,"The use of patient-reported outcome measures in primary care: applications, benefits and challenges",2021,2021-10-12,Journal of Patient-Reported Outcomes,Springer,case-report,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-021-00361-7,JATS,explicit,Article processing fees for publication of the supplement; the authors received no direct remuneration.,,0,P37467c2acc94:S1,APPLIED_USE_RESEARCH,Canada,EQ-5D-5L,12-Item Short Form Health Survey version 2 | Behavioral Health Consultant 7-item PROM | Burns Anxiety Inventory | EQ-5D-5L | Generalized Anxiety Disorder-7 | Happiness Thermometer | Mental Health Continuum-Short Form | Outcome Questionnaire-45 | Pain Self-Efficacy Questionnaire | Patient Health Questionnaire-9,5,8,5,0,18,EXACT,2026-08-27T00:00:00Z,,"FundingArticle processing fees for the publication of this supplement were paid by a grant from the EuroQol Research Foundation to Alberta PROMs and EQ-5D Research and Support Unit (APERSU), University of Alberta. Authors received no direct remuneration.","PROMs use in primary care has expanded from simply describing patient populations to contributing to decision-making, in response to the increasingly complex, ever-changing healthcare environment. In Alberta, primary care is organized into primary care networks (PCNs), where family physicians are grouped geographically and supported by allied health professionals. PCNs implement programs and services in response to local population health needs with frequent evaluation, often incorporating PROMs for this purpose. As PCN programs and services vary greatly across Alberta, so do their use of PROMs. An area of commonality is the use of the EQ-5D-5L instrument; 29 out of 41 PCNs are registered and licensed to use the instrument. It is often administrated by paper, pre- and post-program, and in combination with other specific measures, depending on the program or target population. Some PCNs share programming and therefore outcome measurement, but often the selection, implementation (including training and administration procedures) and evaluation/reporting of PROMs are unique to the PCN. As well, data analysis is largely dependent on the size and capacity of the PCN. Using PROMs for PCN program evaluation supports clinical understanding and complements clinical outcomes. PROMs describe the population attending a program, as well as provide an element of consistency when examining trends across multiple programs or timepoints. This contributes to inquiries and decisions around program development, components, administrative features, resource allocation and delivery. Challenges of PROMs use in primary care include the absence of cohesive data capture technology. This limits data capabilities and presents difficulties with data fidelity, storage, export, and analysis. Additionally, this real-world application lacks a control arm and presents methodological challenges for comparative research purposes. Furthermore, capturing long term patient outcomes poses administrative challenges of multiple follow ups. More research is required into best reporting mechanisms to ensure the data is used to its full potential. To overcome these challenges, leadership and clinician engagement are key. As well, determining consistent PCN PROM reporting requirements will ensure data are comparable across PCNs and contribute to provincial level evaluations, further supporting the movement towards overall health system quality improvement."
doi:10.1186/s41687-021-00369-z,10.1186/s41687-021-00369-z,,,Implementation of EQ-5D-5L as a routine outcome measure in Community Outpatient and Specialized Rehabilitation Services,2021,2021,Journal of Patient-Reported Outcomes,,article,0,,https://doi.org/10.1186/s41687-021-00369-z,PDF,explicit,EuroQol support applied to the article processing fees for publication of the supplement. The authors state that they received no direct remuneration; AHS and APERSU provided in-kind contributions.,96-EO,1,P068928b2dacd:st1,APPLIED_USE_RESEARCH,Canada,EQ VAS | EQ-5D-5L,EQ VAS | EQ-5D-5L,4,7,4,2,28,EXACT,2026-08-27T00:00:00Z,,,"Rehabilitation is a person-centred approach that optimizes functioning to reduce impairments in individuals with illness, injury or disability. Patient-reported outcome measures (PROMs) have a role in rehabilitation to inform clinical practice, enhance patient-centered care, support health services programming, direct performance measurement, and contribute to quality improvement. A Canadian provincial health system implemented a Rehabilitation Model of Care that provides a real-world perspective on the adoption of a standardized PROM, the EuroQol EQ-5D-5L, in the community rehabilitation setting. This article will provide an overview of PROMs implementation in the community rehabilitation context, and discuss key facilitators and challenges to implementation within the 18 early adopter sites and with the spread and scale to 152 urban and rural sites. A change management approach, contextualized local coaching and strong leadership support were facilitators in the initial phases of implementation. Adequate resources and infrastructure from technological platforms for electronic data capture and visualization were assets in addition to clinical teams that had existing strong quality improvement cultures to collect PROMS in existing workflows. Challenges to implementation include the clinical relevance of the PROM, difficulty with contextualization to suit diverse clinical and programmatic teams, and the need for further knowledge sharing activities to build readiness for adoption. The implementation of PROMs in community rehabilitation has added value at the clinical (micro), programmatic (meso) and health system level (macro). Clinically, it has promoted the importance of incorporating the patients' voice into outcome measurement. At the program level, the cultivation of a data informed learning community was fostered as teams make improvements and use data to inform future program growth or service changes. Finally, at the health system level, data visualization promotes transparency and accountability with performance across the province and the standardized use of the EQ-5D-5L provides a consistent language to promote measurement throughout the health system."
doi:10.1186/s41687-021-00373-3,10.1186/s41687-021-00373-3,34637003,PMC8511222,"Utilizing Patient Reported Outcome Measures (PROMs) in ambulatory oncology in Alberta: Digital reporting at the micro, meso and macro level",2021,2021-10-12,Journal of Patient-Reported Outcomes,Springer,case-report,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-021-00373-3,JATS,explicit,Publication costs for this supplement article only.,,0,P6f8758152f4b:s1,APPLIED_USE_RESEARCH,Canada,EQ-5D-5L,Canadian Problem Checklist | EQ-5D-5L | Putting Patients First | Revised Edmonton Symptom Assessment System,7,5,4,5,37,EXACT,2026-08-27T00:00:00Z,,,"AbstractCancer patients experience numerous distressing symptoms and concerns across the course of their illness, which negatively influence their quality of life. Regardless of cancer type, unmanaged symptoms can lead to adverse downstream consequences. Patient Reported Outcome Measures (PROMs) can be used to inform patient care and lead to targeted symptom management but simply gathering this information does not improve outcomes for the patient. Patient generated information must be easy for the clinicians to access and interpret if it is to be used to inform care delivery in ambulatory oncology facilities. This pragmatic work responded to this need. One Canadian provincial ambulatory oncology jurisdiction implemented digital tracking of PROMs over time in the provincial Electronic Medical Record (EMR) to support full integration of PROMs into standard care workflows and processes. Due to an inability within the EMR for direct patient entry, a hybrid data-entry was designed where the patient completes a paper-based PROM in the waiting room, and after clinical review, a clinician documents this along with their clinical assessment in the EMR. Several digital dashboards were developed which report PROMs data at the micro (individual), meso (clinic) and macro (program) levels. Using PROMs routinely in these provincial practice settings has numerous benefits including enhanced patient-clinician communication, assisting with problem detection, management of symptoms, and improving outcomes for patients. There are over 60,000 unique patients represented in our PROMs database, and over 300,000 unique screening events captured. The PROMs data is now used at all levels of the provincial cancer jurisdiction to provide targeted person centred care (micro), to staff appropriately at a clinic or program level (meso), and for capacity planning for provincial programs (macro). A new provincial EMR is currently being implemented which has an associated patient portal. Based on the success of this work, integration of direct entry of PROMs by the patient prior to the appointment and an associated workflow for symptom management is underway in this jurisdiction.Keywords: Patient Reported Outcome Measures, PROMs, PROs, Cancer, Symptom complexity level, Complexity algorithm, PRO dashboards, Symptom management, Routine, Dashboards, Ambulatory oncology, Micro, Meso, Macro, Aggregate, Person centred care, Personalized care"
doi:10.1186/s41687-021-00374-2,10.1186/s41687-021-00374-2,34637010,PMC8511255,Selection of patient-reported outcome measures (PROMs) for use in health systems,2021,2021-10-12,Journal of Patient-Reported Outcomes,Springer,case-report,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-021-00374-2,JATS,explicit,Article-processing fees for publication of the supplement; the authors state that they received no direct remuneration.,96-EO,1,P21eacbb47a7a:S1,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,,,,3,6,0,2,91,EXACT,2026-08-27T00:00:00Z,,,"AbstractMany healthcare systems around the world have been increasingly using patient-reported outcome measures (PROMs) in routine outcome measurement to enhance patient-centered care and incorporate the patient’s perspective in health system performance evaluation. One of the key steps in using PROMs in health systems is selecting the appropriate measure(s) to serve the purpose and context of measurement. However, the availability of many PROMs makes this choice rather challenging. Our aim was to provide an integrated approach for PROM(s) selection for use by end-users in health systems.The proposed approach was based on relevant literature and existing guidebooks that addressed PROMs selection in various areas and for various purposes, as well as on our experience working with many health system users of PROMs in Canada. The proposed approach includes the following steps: (1) Establish PROMs selection committee; (2) Identify the focus, scope, and type of PROM measurement; (3) Identify potential PROM(s); (4) Review practical considerations for each of the identified PROMs; (5) Review measurement properties of shortlisted PROMs; (6) Review patient acceptance of shortlisted PROMs; (7) Recommend a PROM(s); and (8) Pilot the selected PROM(s). The selection of appropriate PROMs is one step in the successful implementation of PROMs within health systems, albeit, an essential step. We provide guidance for the selection of PROMs to satisfy all potential usages at the micro (patient-clinician), meso (organization), and macro (system) levels within the health system. Selecting PROMs that satisfy all these purposes is essential to ensure continuity and standardization of measurement over time. This is an iterative process and users should consider all the available information from all presented steps in selecting PROMs. Each of these considerations has a different weight in diverse clinical contexts and settings with various types of patients and resources."
doi:10.1186/s41687-021-00385-z,10.1186/s41687-021-00385-z,34709470,PMC8555046,Burden of mental health symptoms and perceptions of their management in in-centre hemodialysis care: a mixed methods study,2021,2021-10-28,Journal of Patient-Reported Outcomes,Springer,research-article,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-021-00385-z,JATS,explicit,Qualitative sub-study of the EMPATHY trial,,0,P2ba84add45b1:study_main,HEALTH_OUTCOME_RESEARCH,Canada,EQ-5D-5L,EQ-5D-5L | Edmonton Symptom Assessment System-revised: Renal | GAD-2 | Patient Health Questionnaire-2,8,5,4,0,17,EXACT,2026-08-27T00:00:00Z,Anxiety symptoms | Chronic hemodialysis | Depressive symptoms | Mental health | PROMs,can-solve ckd networkSCA-145103JohnsonJeffrey A. | http://dx.doi.org/10.13039/501100006419euroqol research foundation20180170JohnsonJeffrey A.,"BackgroundWe aimed to describe (1) depressive and anxiety symptom burdens reported by adults on in-centre hemodialysis in Northern Alberta, Canada and (2) patients’ and nurses’ perceptions of managing such symptoms using routine patient-reported outcome measures (PROMs).MethodsA longitudinal mixed methods approach was employed. Cluster randomized controlled trial data exposed the prevalence of positive screens (scores ≥ 3) for depressive (PHQ-2) and anxiety (GAD-2) symptoms. A descriptive qualitative approach was used to understand patients’ and nurses’ perceptions of managing these symptoms using the ESAS-r: Renal and EQ-5D-5L. Using purposeful sampling, patients and nurses were invited for interviews. Field notes were documented from 6 dialysis unit observations. Patients’ responses to open-ended survey questions and nurses’ electronic chart notes related to mental health were compiled. Thematic and content analyses were used.ResultsAverage age of patients (n = 408) was 64.0 years (SD 15.4), 57% were male, and 87% were not working; 29% screened positive for depressive symptoms, 21% for anxiety symptoms, and 16% for both. From patient (n = 10) and nurse (n = 8) interviews, unit observations, patient survey responses (n = 779) and nurses’ chart notes (n = 84), we discerned that PROMs (ESAS-r: Renal/EQ-5D-5L) had the potential to identify and prompt management of mental health concerns. However, opinions differed about whether mental health was within kidney care scope. Nonetheless, participants agreed there was a lack of mental health resources.ConclusionsPrevalence of depressive and anxiety symptoms aligned with existing literature. Tensions regarding mental health management highlight the need for systemic decisions about how routine PROM use, including mental health assessment, may be optimized to meet patients’ needs.Supplementary InformationThe online version contains supplementary material available at 10.1186/s41687-021-00385-z."
doi:10.1186/s41687-021-00406-x,10.1186/s41687-021-00406-x,34982262,PMC8727660,Adding a fatigue item to the EQ-5D-5L improves its psychometric performance in the general population,2022,2022-01-04,Journal of Patient-Reported Outcomes,Springer,research-article,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-021-00406-x,JATS,explicit,Whole study funded by EuroQol Research Foundation grant 20180330 to Juanita A. Haagsma.,20180330,1,Pcd1b08ec9a14:ST1,MEASUREMENT_PROPERTY_EVALUATION,Netherlands,"EQ VAS | EQ-5D-5L + Fatigue (EQ-5D-5L with the RPQ fatigue item added as sixth item) | EQ-5D-5L, Dutch, Netherlands","EQ VAS | EQ-5D-5L + Fatigue (EQ-5D-5L with the RPQ fatigue item added as sixth item) | EQ-5D-5L, Dutch, Netherlands | Rivermead Post-Concussion Symptoms Questionnaire",5,8,3,0,21,EXACT,2026-08-27T00:00:00Z,Bolt-on | EQ-5D | Fatigue | General population | Health-related quality of life,http://dx.doi.org/10.13039/501100006419euroqol research foundation20180330HaagsmaJuanita A.,"BackgroundFatigue is a common and often disturbing sequela of serious chronic health conditions. In the widely applied HRQL instrument, the EQ-5D, this aspect is not included directly, for its assumed lack of additional information. We investigated the validity of this assumption by determining the gain—if any—of an additional fatigue item to the EQ-5D-5L in a general population sample.MethodsA Dutch general population sample (including diseased people) completed a web-based survey including the EQ-5D-5L and the Rivermead Post-Concussion Symptoms Questionnaire (RPQ). The RPQ fatigue item was used to create the EQ-5D-5L + Fatigue. We head-to-head compared the psychometric performance contrasting the EQ-5D-5L and EQ-5D-5L + Fatigue: distribution (e.g. ceiling), informativity cf. Shannon's indices, convergent validity, domain dependency, and explanatory power. Results were compared between subgroups with and without ≥ 1 chronic health condition.ResultsThe study population consisted of 3027 persons of whom 52% had a chronic health condition. The mean EQ-5D-5L utility score was 0.83 and 48% experienced some degree of fatigue. Adding the fatigue item to the EQ-5D-5L decreased the ceiling effect, increased absolute informativity (Hʹ = 6.44 vs. Hʹ = 4.90) and relative informativity (Jʹ = 0.46 vs. Jʹ = 0.42). The extra fatigue item slightly increased convergent validity (Spearman’s rank correlation coefficient = − 0.61 vs. − 0.62). Domain dependency analysis showed that all EQ-5D-5L domains are dominant over the fatigue item. Explanatory power of the EQ-5D-5L + Fatigue was higher compared to the EQ-5D-5L (R2 = 0.42 vs. 0.39). The gain is substantially larger in the subgroup with chronic health conditions.ConclusionsAdding a fatigue item to the EQ-5D-5L improved all psychometric performance criteria of the enriched instrument in the general population. Effects are substantially larger in the subgroup with chronic health conditions, indicating that adding a fatigue item to the EQ-5D-5L is especially relevant in evaluating the HRQL of diseased people."
doi:10.1186/s41687-022-00437-y,10.1186/s41687-022-00437-y,35394269,PMC8993969,The role of patient and public involvement and engagement (PPIE) within the development of the EQ Health and Wellbeing (EQ-HWB),2022,2022-04-08,Journal of Patient-Reported Outcomes,Springer,research-article,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-022-00437-y,JATS,explicit,"EuroQol Research Foundation co-funded the reported PPIE work within the E-QALY project, alongside the UK Medical Research Council.",,0,Pe09fb447badf:S1,METHODS_RESEARCH,United Kingdom,EQ-HWB,EQ-HWB,6,6,5,1,15,EXACT,2026-08-27T00:00:00Z,,,"AbstractObjectivesThe value of patient and public involvement and engagement (PPIE) within the development and refinement of outcome measures is becoming increasingly recognized. The aim of this paper is to provide an overview of how PPIE was integrated within the development of a new measure designed for use in economic evaluations across health and social care, the EQ Health and Wellbeing (EQ-HWB™).MethodsFour PPIE sessions were held at key stages. Discussions from each session and the outcome of any tasks were shared with the wider research team and used to help inform decision-making.Results and discussionPPIE covered several components of outcome measure development including; review of conceptual model; discussion on sub-domain inclusion; item refinement and reduction; pre-testing of items; selection of items for the measure; and design of the measure. Key learning points for future projects were highlighted including; consideration of practicalities, resources and logistics of PPIE activities; how sessions and activities are managed effectively; and how to managing expectations and communication from both researcher and PPIE perspectives.ConclusionsThe PPIE group provided invaluable insight into perspectives of future patients and carers. Their input was fed into a number of developmental stages. The formal involvement from the PPIE group meant that the voice of the general public was heard. This helped ensure the appropriateness of the design of the final measure."
doi:10.1186/s41687-022-00474-7,10.1186/s41687-022-00474-7,35696002,PMC9192869,Comparative performance of the EuroQol EQ-5D-5L and the CDC healthy days measures in assessing population health,2022,2022-06-13,Journal of Patient-Reported Outcomes,Springer,research-article,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-022-00474-7,JATS,explicit,"EuroQol Group is named as a funder of APERSU, the unit that conducted the reported study; no grant number is given.",,0,Pe3968d5e397c:STU1,MEASUREMENT_PROPERTY_EVALUATION,Canada,EQ VAS | EQ-5D-5L,CDC Healthy Days | Canadian Deprivation Index | EQ VAS | EQ-5D-5L,5,9,3,0,7,EXACT,2026-08-27T00:00:00Z,,,"AbstractObjectivesTo examine the comparative performance of EuroQol EQ-5D-5L and Center for Disease Control Healthy Days measures in assessing population health. MethodsUsing data from 2014 Alberta Community Health Survey, a cross-sectional population-based survey (N = 7559), conducted in Alberta, Canada, we examined construct validity of the measures as indicators of population health. Differences in EQ-5D-5L index score, visual analogue scale (EQ-VAS), and CDC unhealthy days index across socio-demographic subgroups were tested by Mann–Whitney and Kruskal–Wallis tests using known-groups approach.ResultsEQ-5D-5L and CDC Healthy Days provided comparable assessments of population health in this sample. Both measures discriminated between subgroups defined by self-perceived health status, level of education, and material deprivation. The discriminative ability of CDC Healthy Days was limited in capturing variability in health among age groups compared to the EQ-5D-5L. Among participants who reported 0 unhealthy days, the proportion of those with level 3 problems in pain/discomfort varied from 1.1% for participants aged 18–24 to 19.2% for those over 75 years.ConclusionsEQ-5D-5L demonstrated better construct validity than CDC Healthy Days in assessing health in a population-based sample of adults."
doi:10.1186/s41687-022-00480-9,10.1186/s41687-022-00480-9,35708825,PMC9203648,"Comparison of the EQ-5D-Y-5L, EQ-5D-Y-3L and PedsQL in children and adolescents",2022,2022-06-16,Journal of Patient-Reported Outcomes,Springer,research-article,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-022-00480-9,JATS,explicit,"EuroQol Research Foundation funded the reported study (Project EQ20180730, recipient Janine Verstraete).",20180730,1,Pa563eae7095f:S1,MEASUREMENT_PROPERTY_EVALUATION,South Africa,"EQ-5D-Y-3L, English, South Africa | EQ-5D-Y-5L, English, United Kingdom","EQ-5D-Y-3L, English, South Africa | EQ-5D-Y-5L, English, United Kingdom | PedsQL 4.0 Generic Core Scales | Self-Rated Health question, five-level (excellent to poor)",2,7,8,0,31,EXACT,2026-08-27T00:00:00Z,Concurrent validity | EQ-5D-Y-3L | EQ-5D-Y-5L | PedsQL | Youth,http://dx.doi.org/10.13039/501100006419EuroQol Research FoundationEQ20180730VerstraeteJanine,"BackgroundThere is an increased use of Patient-Reported Outcome Measures (PROMs) in children and adolescents. The aim of this study was to compare the feasibility, concurrent validity and known-group validity of the EQ-5D-Y-3L (Y-3L), EQ-5D-Y-5L (Y-5L) and PedsQL self-report PROMs. MethodsFive hundred and fifty children and adolescents, aged 8–15-years, with acute and chronic health conditions and a general population sample were recruited from schools and hospitals in Cape Town South Africa. All respondents self-completed the Y-5L, PedsQL, Self-Rated Health Question and Y-3L. Feasibility of the measures was determined by comparing the number of missing responses. Convergent validity was assessed by Spearman’s and Intra-class correlations on the corresponding items and summary scores respectively. Known-groups validity across health conditions was assessed across the summary scores of the measures with analysis of variance (ANOVA).ResultsThe Y-3L and Y-5L had a total of 1% and 3.5% missing responses compared to 19% on the PedsQL. Similar items on the PedsQL and Y-3L/Y-5L showed high correlations (> 0.5) and related items showed moderate correlations (0.3). PedsQL total score was moderately and significantly associated with Y-3L and Y-5L level sum and VAS scores. The Y-3L and Y-5L level sum and VAS scores showed significant differences between known health groups whereas the PedsQL only showed differences between those with acute and chronic illness.ConclusionThe results of this study show that the Y-3L and Y-5L showed comparable psychometric validity to the PedsQL. When considering the choice between the PedsQL, Y-5L and Y-3L these study results indicate that the EQ-5D-Y instruments (Y-3L and Y-5L) are recommended for studies assessing known-group validity or where missing data should be minimised. The PedsQL generic measure may be preferable in future studies including the general population where a ceiling effect is anticipated. When considering the choice between the Y-5L and the Y-3L there was no systematic difference in the validity between these instruments or between the Y-3L or Y-5L and the PedsQL. Thus, the selection of EQ-5D-Y measures to include in future studies should be guided by the characteristics of the population to be tested."
doi:10.1186/s41687-022-00518-y,10.1186/s41687-022-00518-y,36224297,PMC9556143,"Self-reported health-related quality of life of the general population in Alberta, Canada during the COVID-19 pandemic",2022,2022-10-12,Journal of Patient-Reported Outcomes,Springer,research-article,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-022-00518-y,JATS,explicit,The funding applies to the reported study.,,0,P6e0e569512f1:S1,HEALTH_OUTCOME_RESEARCH,Canada,EQ VAS | EQ-5D-5L,EQ VAS | EQ-5D-5L,6,5,3,1,19,EXACT,2026-08-27T00:00:00Z,Alberta | COVID-19 | EQ-5D-5L | General population | Health-related quality of life | Population norms,Alberta Health Services | Health Quality Council of Alberta | http://dx.doi.org/10.13039/501100006419EuroQol Research Foundation,"BackgroundThe COVID-19 pandemic has impacted various aspects of people’s life and wellbeing around the world. This study aimed to examine the impact of the COVID-19 pandemic on health-related quality of life (HRQL), measured by the EQ-5D-5L, amongst the general population in the province of Alberta, Canada, and explore whether the impact varied across population subgroups based on age, gender, and dwelling.MethodsData came from two waves of a repeated cross-sectional population-based survey, the COVID-19 Experiences and Impact Survey, administered by the Health Quality Council of Alberta. The first data collection (survey 1: n = 8790) was during May/June 2020 and the second (survey 2: n = 9263) during Oct 2020. We examined the comparability of weighted survey data and their representativeness to Alberta’s general population. We then explored between-survey differences in EQ-5D-5L index, EQ-VAS and dimension responses, and differences across subgroups within each survey. We compared HRQL of the pooled sample (survey 1&2) with the Alberta population norms data from the pre-pandemic period.ResultsMean EQ-5D-5L index and EQ-VAS scores were 0.81 (0.15) and 72.54 (18.57), and 0.82 (0.14) and 71.98 (18.96) in surveys 1 and 2, respectively. The anxiety/depression dimension had the most reported problems (survey 1: 69.5%, survey 2: 70.2%). Respondents aged 16–24 or 75 and older, who identified themselves as a woman, or residing in urban areas had significantly lower EQ-5D-5L index scores compared to their counterparts in both surveys. Between-survey differences were not substantially different. Comparing the pooled sample with the pre-pandemic Alberta population norms, EQ-5D-5L index scores (0.82 vs. 0.84) and EQ-VAS scores (72.26 vs. 77.40) were significantly lower, and respondents aged 16–44, women, or urban residents were more impacted. More problems were reported in the anxiety/depression (69.9% vs. 37.2%) and usual activities dimensions (40.5% vs. 26.0%) during the pandemic period, especially for respondents aged 16–44, women, and those residing in urban areas.ConclusionsLower HRQL was reported during the COVID-19 pandemic compared to pre-pandemic HRQL in this population, with anxiety/depression and usual activities affected the most. People who were younger, women, and residing in urban areas were most impacted. The government responses to COVID-19 policies during population outbreaks should consider the needs of Albertans in these particular groups.Supplementary InformationThe online version contains supplementary material available at 10.1186/s41687-022-00518-y."
doi:10.1186/s41687-022-00530-2,10.1186/s41687-022-00530-2,36547744,PMC9780407,Differences in health-related quality of life between the Roma community and the general population in Romania,2022,2022-12-22,Journal of Patient-Reported Outcomes,Springer,research-article,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1186/s41687-022-00530-2,JATS,explicit,"EuroQol support applied to the general-population source survey through EQ-VT Software V2.1, an approved standardized interviewing protocol, and agreed biweekly data-quality checks; the paper separately reports Horizon 2020 grant 748612 as its funding source.",20180030R1,1,P85c1bd7ae674:S1,HEALTH_OUTCOME_RESEARCH,Romania,EQ VAS | EQ-5D-5L,EQ VAS | EQ-5D-5L | Sociodemographic questionnaire,4,8,6,0,9,EXACT,2026-08-27T00:00:00Z,,,"AbstractBackgroundPrevious research has shown that Roma people report worse health outcomes than the general population and suffer from a myriad of economic and social disadvantages. The objective of this study was to assess the differences in the health-related quality of life (HRQoL) between the Roma people and the Romanian general population.MethodsTwo cross-sectional surveys were conducted face-to-face in 2018 and 2019 in two nationally representative samples of both the general population and Roma communities, recruited from all regions of Romania. Both samples completed the EQ-5D-5L and EQ-VAS questionnaires, as well as a range of sociodemographic questions. Coarsened Exact Matching and several different regression models were used to assess the differences in HRQoL between the two groups.Results2308 respondents were included in the matched sample: 1,621 general population individuals; 687 Roma people. Roma people had more problems with self-care, pain/discomfort, and anxiety/depression than the general population. They also reported a lower overall level of HRQoL than the general population of Romania, as reflected by the lower EQ-5D-5L and EQ-VAS scores. Our sensitivity analysis between Coarsened Exact Matching and other matching procedures showed consistent results across all regression models.ConclusionsIn Romania, the Roma community has a lower level of HRQoL than the general population. Understanding the underlying causes of this inequality should be the focus of future research. Policies aimed at reducing the level of health inequality between the Roma and the general populations should be promoted locally.Supplementary InformationThe online version contains supplementary material available at 10.1186/s41687-022-00530-2.Keywords: Health-related quality of life, EQ-5D-5L, EQ-VAS, Romania, Roma people"
