project_id,project_title,principal_investigator,working_group,start_year,publication_id,doi,publication_title,publication_year,journal
100-RA,Valuation of the EQ-5D-3L-Y in the Netherlands and an investigation on different proxy perspectives,Bram Roudijk,"Valuation, Youth",2020,doi:10.1007/s40273-022-01192-0,10.1007/s40273-022-01192-0,A Value Set for the EQ-5D-Y-3L in the Netherlands,2022,Pharmacoeconomics
100-RA,Valuation of the EQ-5D-3L-Y in the Netherlands and an investigation on different proxy perspectives,Bram Roudijk,"Valuation, Youth",2020,doi:10.1007/s40273-022-01202-1,10.1007/s40273-022-01202-1,In a Child’s Shoes: Composite Time Trade-Off Valuations for EQ-5D-Y-3L with Different Proxy Perspectives,2022,Pharmacoeconomics
102-RA,"The impact of COVID-19 on health status, based on the EQ-5D-5L, of adults visiting emergency departments and primary care clinics in Alberta, Canada",Fatima Al Sayah,Populations and Health Systems,2020,doi:10.17269/s41997-021-00606-4,10.17269/s41997-021-00606-4,The impact of COVID-19 pandemic on health-related quality of life of adults visiting emergency departments and primary care settings in Alberta,2022,Canadian Journal of Public Health = Revue Canadienne de Santé Publique
103-RA,Using EQ-5D to measure health status in Chinese populations during the COVID-19 pandemic,Zhuxin Mao,Populations and Health Systems,2020,doi:10.3390/ijerph18063043,10.3390/ijerph18063043,Investigating the Self-Reported Health Status of Domestic and Overseas Chinese Populations during the COVID-19 Pandemic,2021,International Journal of Environmental Research and Public Health
104-RA,Using TTO data to anchor DCE data and produce EQ-5D-Y value sets: comparing alternative approaches using existing and simulated data,David Mott,"Valuation, Youth",2020,doi:10.1007/s40273-022-01214-x,10.1007/s40273-022-01214-x,Analytical Considerations When Anchoring Discrete Choice Experiment Values Using Composite Time Trade-Off Data: The Case of EQ-5D-Y-3L,2022,Pharmacoeconomics
109-RA,Improving predictive precision in valuation studies using non-parametric techniques,Eleanor Pullenayegum,Valuation,2020,doi:10.1177/0272989x231173699,10.1177/0272989x231173699,Bayesian Models with Spatial Correlation Improve the Precision of EQ-5D-5L Value Sets.,2023,PubMed
109-RA,Improving predictive precision in valuation studies using non-parametric techniques,Eleanor Pullenayegum,Valuation,2020,doi:10.1177/0272989x241241328,10.1177/0272989x241241328,Creating a Multiply Imputed Value Set for the EQ-5D-5L in Canada: State-Level Misspecification Terms Are Needed to Characterize Parameter Uncertainty Correctly,2024,Medical Decision Making
111-RA,Developing and testing a version of EQ-5D-Y for use in children aged 2-5 years using a mixed methods approach,Kim Dalziel,Youth,2020,doi:10.1007/s40273-024-01350-6,10.1007/s40273-024-01350-6,Psychometric Performance Comparison of the Adapted versus Original Versions of the EQ-5D-Y-3L and -Y-5L in Proxy Respondents for 2- to 4-Year-Olds,2024,Pharmacoeconomics
111-RA,Developing and testing a version of EQ-5D-Y for use in children aged 2-5 years using a mixed methods approach,Kim Dalziel,Youth,2020,doi:10.1016/j.jval.2023.06.004,10.1016/j.jval.2023.06.004,A Qualitative Investigation to Develop an Adapted Version of the EQ-5D-Y-3L for Use in Children Aged 2-4 Years,2023,Value in Health
111-RA,Developing and testing a version of EQ-5D-Y for use in children aged 2-5 years using a mixed methods approach,Kim Dalziel,Youth,2020,doi:10.1186/s12955-025-02456-x,10.1186/s12955-025-02456-x,Exploring valuation of a modified EQ-5D-Y-3L adapted for 2–4 year olds: a think-aloud study,2025,Health and Quality of Life Outcomes
115-RA,Facing death to understand the construct validity of the (c)TTO method: a conceptual approach,Peep Stalmeier,"Valuation, Youth",2020,doi:10.1177/0272989x241286477,10.1177/0272989x241286477,What Makes the Time Tradeoff Tick? A Sociopsychological Explanation,2024,Medical Decision Making
116-RA,Development and testing of EQ-5D-5L bolt-on descriptors for hearing,Chris Sampson,Descriptive Systems,2021,doi:10.1007/s11136-024-03851-5,10.1007/s11136-024-03851-5,A qualitative systematic review of the impact of hearing on quality of life,2025,Quality of Life Research
117-RA,Conceptual challenges in the valuation of health in children and adolescents,Koonal Shah,"Valuation, Youth",2020,doi:10.1017/s0266462322003154,10.1017/s0266462322003154,PD56 Conceptual Issues In The Valuation Of Health States In Children,2022,International Journal of Technology Assessment in Health Care
118-RA,An international comparison of the impacts of COVID-19 using EQ-5D,Philip Clarke,Populations and Health Systems,2020,doi:10.1016/j.vaccine.2025.127450,10.1016/j.vaccine.2025.127450,Accuracy of online surveys in predicting COVID-19 uptake and demand: A cohort study investigating vaccine sentiments and switching in 13 countries from 2020 to 2022,2025,Vaccine
118-RA,An international comparison of the impacts of COVID-19 using EQ-5D,Philip Clarke,Populations and Health Systems,2020,doi:10.1371/journal.pmed.1004146,10.1371/journal.pmed.1004146,The COVID-19 pandemic and health-related quality of life across 13 high- and low-middle-income countries: A cross-sectional analysis,2023,PLOS Medicine
119-RA,A qualitative study on the content validity of the EQ-5D-5L and EQ-PSO bolt-on in patients with psoriasis in Hungary,Fanni Rencz,Descriptive Systems,2020,doi:10.1007/s11136-022-03141-y,10.1007/s11136-022-03141-y,A qualitative investigation of the relevance of skin irritation and self-confidence bolt-ons and their conceptual overlap with the EQ-5D in patients with psoriasis,2022,Quality of Life Research
120-RA,The role of time and lexicographic preferences in valuation of EQ-5D-Y for health states better and worse than dead.,Stefan A. Lipman,"Valuation, Youth",2020,doi:10.1007/s10198-022-01466-6,10.1007/s10198-022-01466-6,Time and lexicographic preferences in the valuation of EQ-5D-Y with time trade-off methodology,2023,The European Journal of Health Economics
123-RA,Decomposing the socioeconomic gradient in health-related quality of life over the life course (DeQoL-LIFE),Nils Gutacker,Populations and Health Systems,2020,doi:10.1007/s40273-023-01264-9,10.1007/s40273-023-01264-9,Decomposition of Quality-Adjusted Life Expectancy Inequalities by Mortality and Health-Related Quality of Life Dimensions,2023,Pharmacoeconomics
123-RA,Decomposing the socioeconomic gradient in health-related quality of life over the life course (DeQoL-LIFE),Nils Gutacker,Populations and Health Systems,2020,doi:10.1186/s12955-022-02024-7,10.1186/s12955-022-02024-7,Socioeconomic inequalities in HRQoL in England: an age-sex stratified analysis,2022,Health and Quality of Life Outcomes
124-VS,**Valuing the EQ-5D-Y-3L in Belgium using the new protocol**,Dewilde Sarah,"Valuation, Youth",2020,doi:10.1007/s40271-022-00573-z,10.1007/s40271-022-00573-z,Exploring the Comparability of Face-to-Face Versus Video Conference-Based Composite Time Trade-Off Interviews: Insights from EQ-5D-Y-3L Valuation Studies in Belgium and Spain,2022,The Patient
124-VS,**Valuing the EQ-5D-Y-3L in Belgium using the new protocol**,Dewilde Sarah,"Valuation, Youth",2020,doi:10.1007/s40273-022-01187-x,10.1007/s40273-022-01187-x,An EQ-5D-Y-3L Value Set for Belgium,2022,Pharmacoeconomics
127-RA,Developing Scoring Methods for the 25-item EQALY Instrument,You-Shan Feng,"Descriptive Systems, EQ-HWB",2020,doi:10.1007/s11136-024-03601-7,10.1007/s11136-024-03601-7,Scoring the EQ-HWB-S: can we do it without value sets? A non-parametric item response theory analysis,2024,Quality of Life Research
137-RA,Navigating antithrombotic therapies with the EQ-5D: An analysis of the COMPASS Trial,Feng Xie,Others,2020,doi:10.1093/ehjopen/oeae083,10.1093/ehjopen/oeae083,Health-related quality of life with rivaroxaban plus aspirin vs. aspirin alone in chronic stable cardiovascular disease: Cardiovascular Outcomes for People Using Anticoagulation Strategies (COMPASS) trial,2024,European Heart Journal Open
138-RA,Preference heterogeneity in health valuation: Peru EQ-VT data,Suzana Karim,Valuation,2020,doi:10.1186/s12955-022-02079-6,10.1186/s12955-022-02079-6,Preference heterogeneity in health valuation: a latent class analysis of the Peru EQ-5D-5L values,2023,Health and Quality of Life Outcomes
139-RA,Preference heterogeneity in health valuation: Dutch BWS data,Suzana Karim,Valuation,2020,doi:10.1186/s12955-022-01989-9,10.1186/s12955-022-01989-9,Exploring the importance of controlling heteroskedasticity and heterogeneity in health valuation: a case study on Dutch EQ-5D-5L,2022,Health and Quality of Life Outcomes
140-RA,Assessing regional variations in the impact of COVID-19 on quality of life as a function of regional social isolation controls in the U.S.,Nadine Zawadzkli,Populations and Health Systems,2020,doi:10.1007/s11482-025-10427-z,10.1007/s11482-025-10427-z,Measuring Regional Variations in US Population-Level Health-Related Quality of Life During COVID-19 Using the EQ-5D-5L,2025,Applied Research in Quality of Life
1404-RA,Revised title: Are there any challenges in valuing Y-5L arising from the descriptive system? A multi-country study Previous title: A multi-country pilot study of EQ-5D-Y-5L valuation,Nancy Devlin,"Valuation, Youth",2022,doi:10.1007/s40273-025-01530-y,10.1007/s40273-025-01530-y,"Eliciting and Anchoring Health State Preferences Using Discrete Choice Experiments Among Adults, Adolescents, and Children",2025,PharmacoEconomics
1404-RA,Revised title: Are there any challenges in valuing Y-5L arising from the descriptive system? A multi-country study Previous title: A multi-country pilot study of EQ-5D-Y-5L valuation,Nancy Devlin,"Valuation, Youth",2022,doi:10.1016/j.jval.2025.07.016,10.1016/j.jval.2025.07.016,Testing the Valuation of the EQ-5D-Y-5L in Adults and Adolescents: Results From a 5-Country Study and Implications for the Descriptive System,2025,Value in Health
141-RA,"Test-retest reliability of the EQ-5D-5L in the general population of the UK, Italy and the Netherlands",Juanita Haagsma,Descriptive Systems,2020,doi:10.1007/s11136-021-02893-3,10.1007/s11136-021-02893-3,"Test–retest reliability of the EQ-5D-5L and the reworded QOLIBRI-OS in the general population of Italy, the Netherlands, and the United Kingdom",2021,Quality of Life Research
1411-VS,Valuing health‐related quality of life: An EQ‐5D‐5L value set for Morocco,Abdelghafour MARFAK,Valuation,2022,doi:10.1007/s11136-025-03930-1,10.1007/s11136-025-03930-1,Valuing health‐related quality of life: an EQ‐5D‐5L value set for Morocco,2025,Quality of Life Research
1413-RA,Fitting mixed logit models with a garbage class instead of manually screening for respondents with low data quality,Marcel Jonker,Valuation,2022,doi:10.1016/j.jval.2022.07.013,10.1016/j.jval.2022.07.013,The Garbage Class Mixed Logit Model: Accounting for Low-Quality Response Patterns in Discrete Choice Experiments,2022,Value in Health
142-RA,Performance of the EQ-5D-Y Interviewer Administered Version in young children aged 5-8 years,Janine Verstraete,Youth,2020,doi:10.1186/s12955-023-02100-6,10.1186/s12955-023-02100-6,The validity and reliability of the interviewer-administered EQ-5D-Y-3L version in young children,2023,Health and Quality of Life Outcomes
142-RA,Performance of the EQ-5D-Y Interviewer Administered Version in young children aged 5-8 years,Janine Verstraete,Youth,2020,doi:10.3390/children9010093,10.3390/children9010093,Performance of the EQ-5D-Y Interviewer Administered Version in Young Children,2022,Children
1445-RA,Assessment of Impact of an NGO Support Program – The Dara Project,Marisa Santos,"Descriptive Systems, EQ-HWB",2023,doi:10.1016/j.vhri.2025.101524,10.1016/j.vhri.2025.101524,Assessing the Impact of a Social Program Using EQ-HWB-9 and EQ-5D-5L: The Dara Project,2025,Value in Health Regional Issues
1447-RA,Investigating the dimensionality of wellbeing instruments and their added value in explaining health and wellbeing,M. Elske van den Akker-van Marle,Descriptive Systems,2022,doi:10.1016/j.socscimed.2024.116720,10.1016/j.socscimed.2024.116720,Exploring the measurement of health related quality of life and broader instruments: A dimensionality analysis,2024,Social Science & Medicine
1455-RA,A comparison of the EQ Health and Wellbeing (EQ-HWB) and EQ-5D-5L instruments.,Emily McDool,"Descriptive Systems, Valuation",2022,doi:10.1016/j.jval.2024.05.007,10.1016/j.jval.2024.05.007,Psychometric Performance of the EQ Health and Wellbeing Short in a United Kingdom Population Sample,2024,Value in Health
1456-PD,EQ-5D-5L health utilities to inform cancer drug funding decisions,Teresa Tsui,Populations and Health Systems,2023,doi:10.3390/curroncol32060308,10.3390/curroncol32060308,"Patient Experiences Regarding Feasibility of Implementing Real-World EQ-5D Collection at an Oncology Centre in Ontario, Canada",2025,Current Oncology
1456-PD,EQ-5D-5L health utilities to inform cancer drug funding decisions,Teresa Tsui,Populations and Health Systems,2023,doi:10.3390/curroncol32110645,10.3390/curroncol32110645,Examining the Association Between Equity-Related Factors and EQ-5D-3L Health Utilities of Patients with Cancer,2025,Current Oncology
1462-PHD,"Examining the desirability, feasibility, and impact of involving children in the valuation of EQ-5D-Y health states",Vivian Reckers-Droog,"Valuation, Youth",2023,doi:10.1007/s10198-025-01823-1,10.1007/s10198-025-01823-1,"Nothing about us, without us? A reflection on and call for involving children in the process of valuing child health",2025,The European Journal of Health Economics
1465-VS,Developing a value set for the EQ-5D-5L in United Arab Emirates,Fatima Al Sayah,"Valuation, Populations and Health Systems",2022,doi:10.1016/j.jval.2025.01.003,10.1016/j.jval.2025.01.003,A Value Set for EQ-5D-5L in the United Arab Emirates,2025,Value in Health
147-RA,Exploring the EQ-5D adult and youth descriptive systems,Janine Verstraete,"Descriptive Systems, Youth",2020,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,Transitioning between the EQ-5D youth and adult descriptive systems in a group of adolescents,2024,Journal of Patient-Reported Outcomes
1475-RA,Exploring the content validity of the EQ-PSO bolt-ons in chronic skin conditions other than psoriasis,Andrew Lloyd,Descriptive Systems,2022,doi:10.1007/s11136-024-03875-x,10.1007/s11136-024-03875-x,"Exploring the content validity of the EQ-5D-5L and four bolt-ons (skin irritation, self-confidence, sleep, social relationships) in atopic dermatitis and chronic urticaria",2025,Quality of Life Research
148-RA,Combining health and social outcomes using the EQ-5D-5L and the ASCOT – development of a pilot value set,Rosalie Viney,"Descriptive Systems, Valuation",2020,doi:10.1016/j.jval.2025.08.010,10.1016/j.jval.2025.08.010,How Do Different Health States Impact Preferences for Social-Care-Related Quality of Life: An Exploration of EQ-5D-5L and Adult Social Care Outcomes Toolkit Using a Vignette Approach,2025,Value in Health
148-RA,Combining health and social outcomes using the EQ-5D-5L and the ASCOT – development of a pilot value set,Rosalie Viney,"Descriptive Systems, Valuation",2020,doi:10.1186/s12955-025-02352-4,10.1186/s12955-025-02352-4,A framework for extending the health-related quality adjusted life year by combining instruments,2025,Health and Quality of Life Outcomes
1481-PHD,Incorporating informal carers' quality of life in health economic evaluation using the EQ-5D,Lidia Engel,"Descriptive Systems, Valuation",2023,doi:10.1007/s11136-024-03737-6,10.1007/s11136-024-03737-6,Assessing the psychometric performance of the EQ-5D-5L among informal caregivers of people with dementia,2024,Quality of Life Research
