person_id,display_name,family_name,given_names,orcid,openalex_id,entity_kind,identity_status,euroqol_member,n_projects_as_pi,n_publications,first_publication_year,last_publication_year
person:openalex:A5045845839,Jirat Nimworaphan,Nimworaphan,Jirat,0000-0003-0728-5400,A5045845839,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5045865276,Emilian Snarski,Snarski,Emilian,0000-0003-2700-7571,A5045865276,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2020,2026
person:openalex:A5045882445,Corstiaan A. den Uil,den Uil,Corstiaan A,0000-0003-0635-2843,A5045882445,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5045925648,Ivan Chi Ho Au,Au,Ivan Chi Ho,0000-0001-5904-8322,A5045925648,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5046035017,Henry T. Stelfox,Stelfox,Henry T,0000-0003-1231-1490,A5046035017,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5046102296,Leire Erkoreka,Erkoreka,Leire,0000-0002-9104-0694,A5046102296,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5046103327,Hubert Wong,Wong,Hubert,,A5046103327,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5046364454,Hari Setyowibowo,Setyowibowo,Hari,0000-0001-5091-3180,A5046364454,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2024,2025
person:openalex:A5046584081,Patricia Akweongo,Akweongo,Patricia,0000-0001-6728-3365,A5046584081,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5046594080,Emma Wyeth,Wyeth,Emma,0000-0002-6869-5190,A5046594080,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2023,2025
person:openalex:A5046614364,Todd A. Lee,Lee,Todd A.,0000-0003-3619-5367,A5046614364,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2018,2024
person:openalex:A5047018203,Jose-Maria Mengibar,Mengibar,Jose-Maria,0000-0003-1343-8522,A5047018203,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5047040073,Jiangyang Du,Du,Jiangyang,,A5047040073,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5047176697,Kathleen Wheeler,Wheeler,Kathleen,0000-0003-0971-3763,A5047176697,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2025
person:openalex:A5047349285,Lara Noronha Ferreira,Ferreira,Lara Noronha,0000-0003-2378-7750,A5047349285,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5047524207,Vilma Irazola,Irazola,Vilma,0000-0002-6100-1862,A5047524207,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2013,2015
person:openalex:A5047710543,Bianca Smit,Smit,Bianca,,A5047710543,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5047819061,Koen Pepermans,Pepermans,Koen,0000-0001-7294-9491,A5047819061,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5047819566,Kathrin Reetz,Reetz,Kathrin,0000-0002-9730-9228,A5047819566,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5048091736,Kirsten M. Fiest,Fiest,Kirsten M,0000-0002-7299-6594,A5048091736,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5048092082,Laura Brand,Brand,Laura,0009-0009-9829-5647,A5048092082,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5048157654,WA Udezi,Udezi,WA,0000-0003-4597-6667,A5048157654,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5048316196,Inge Spronk,Spronk,Inge,0000-0001-9571-576x,A5048316196,PERSON,NEW_EXTERNAL_IDENTITY,0,0,11,2019,2023
person:openalex:A5048385516,Bram Rochwerg,Rochwerg,Bram,0000-0002-8293-7061,A5048385516,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5048428990,Catharina G.M. Groothuis-Oudshoorn,Groothuis-Oudshoorn,Catharina G.M.,,A5048428990,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5048456007,Xinyu Qian,Qian,Xinyu,,A5048456007,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5048518385,Astrid Schut,Schut,Astrid,0000-0001-9397-7109,A5048518385,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5048637744,Kevin Vernooy,Vernooy,Kevin,0000-0002-8818-5964,A5048637744,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2022,2025
person:openalex:A5048640441,Sebastià Santaeugènia,Santaeugènia González,Sebastià Josep,0000-0002-2725-4065,A5048640441,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5048766394,Eric Ho Man Tang,Tang,Eric HM,0000-0003-4196-8686,A5048766394,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5048849041,Linda Hansapinyo,Hansapinyo,Linda,0000-0002-4718-798x,A5048849041,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5048876130,Louis Niessen,Niessen,Louis W.,0000-0002-8639-5191,A5048876130,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2021,2024
person:openalex:A5048879957,Worapot Srimanan,Srimanan,Worapot,0000-0002-2088-8639,A5048879957,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5048972649,Mohammad Ehsanul Karim,Karim,Mohammad Ehsanul,0000-0002-0346-2871,A5048972649,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2025
person:openalex:A5048983595,Ian Waudby-Smith,Waudby-Smith,Ian,0000-0003-4471-1405,A5048983595,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5049026777,Reinier Timman,Timman,Reinier,0000-0002-7772-0394,A5049026777,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2017,2018
person:openalex:A5049113486,Richard Sawatzky,Sawatzky,Richard,0000-0002-8042-190x,A5049113486,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5049115294,Elisabeth Huynh,Huynh,Elisabeth,0000-0002-1855-3143,A5049115294,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2017,2017
person:openalex:A5049221968,Margo Schmitt‐Boshnick,Schmitt-Boshnick,Margo,,A5049221968,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5049309526,Carlotta Varriale,Varriale,Carlotta,0000-0002-4441-6687,A5049309526,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5049382078,Natalie Wetzel,Wetzel,Natalie,,A5049382078,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5049462853,Hayley Hubberstey,Hubberstey,Hayley,,A5049462853,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5049486122,Poramaet Laowanapiban,Laowanapiban,Poramaet,0000-0003-0171-0090,A5049486122,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5049552804,Darrin Baines,Baines,Darrin,0000-0001-9502-4678,A5049552804,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2021
person:openalex:A5049684124,Liling Zhu,Zhu,Liling,,A5049684124,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2022,2023
person:openalex:A5049702181,Jaafar Chemli,Chemli,Jaafar,0000-0002-0646-5947,A5049702181,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2026
person:openalex:A5049798741,Carlos A Castañeda-Orjuela,Castañeda-Orjuela,Carlos,0000-0002-8735-6223,A5049798741,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5049910190,Jonathan N. Davies,Davies,Jonathan N.,0000-0001-7838-126x,A5049910190,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2026
person:openalex:A5050033562,Linda Sande,Sande,Linda,0009-0003-4230-5961,A5050033562,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5050057225,Jiruth Sriratanaban,Sriratanaban,Jiruth,0000-0001-5456-1717,A5050057225,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5050285677,Kelly M. Sunderland,Sunderland,Kelly M.,0000-0002-5003-1935,A5050285677,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5050414675,Natalia Hounsome,Hounsome,Natalia,0000-0003-4460-2495,A5050414675,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5050491421,Abdu Mengesha,Mengesha,Abdu,,A5050491421,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5050497223,Aleksandra Dudzisz,Dudzisz,Aleksandra,,A5050497223,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2026
person:openalex:A5050574646,Bridget Johnston,Johnston,Bridget,0000-0002-0565-9571,A5050574646,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5050733538,Kailu Wang,Wang,Kailu,0000-0002-3462-4677,A5050733538,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2026
person:openalex:A5050744717,Yu Fang,Fang,Yu,0000-0003-3187-2007,A5050744717,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2022,2023
person:openalex:A5050846738,Jason Pui Yin Cheung,Cheung,Jason Pui Yin,0000-0002-7052-0875,A5050846738,PERSON,NEW_EXTERNAL_IDENTITY,0,0,6,2019,2025
person:openalex:A5050893034,Joyce Sau Mei Lam,Lam,Joyce Sau Mei,0000-0002-6856-6532,A5050893034,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2022
person:openalex:A5050912692,Yan Lin,Lin,Yan,0000-0002-0585-6671,A5050912692,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5051032053,Siti Khadijah Binti Mohamad Asfia,Asfia,Siti Khadijah Binti Mohamad,0000-0001-7559-215x,A5051032053,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5051267193,Björn‐Erik Ole Jensen,Jensen,Björn‐Erik Ole,0000-0003-1626-4855,A5051267193,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5051372183,Marc Hendricks,Hendricks,Marc,0000-0002-3636-0994,A5051372183,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2026
person:openalex:A5051418070,Shir Lynn Lim,Lim,Shir Lynn,0000-0002-1151-2357,A5051418070,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5051422828,Peiwen Jiang,Jiang,Peiwen,0009-0000-4173-3487,A5051422828,PERSON,NEW_EXTERNAL_IDENTITY,0,0,5,2025,2026
person:openalex:A5051441138,Jing Wu,Wu,Jing,0000-0002-6012-2785,A5051441138,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2022,2023
person:openalex:A5051575102,Albert L. Groenendijk,Groenendijk,Albert L.,0000-0002-2072-2532,A5051575102,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5051600022,Michael Donnelly,Donnelly,Michael,0000-0001-8380-7413,A5051600022,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5051630157,Ruth Wong,Wong,Ruth,0000-0002-4536-4794,A5051630157,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5051637962,Rosa-María Galindo-Suárez,Galindo-Suárez,Rosa-María,,A5051637962,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5051639117,Melanie Stecher,Stecher,Melanie,0000-0002-3460-1299,A5051639117,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5051943172,Charles Normand,Normand,Charles,0000-0002-0885-5754,A5051943172,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5051988707,Alan Davidson,Davidson,Alan,0000-0002-4646-4332,A5051988707,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2026
person:openalex:A5052003796,Seyi Ladele Amosun,Amosun,Seyi,0000-0001-7385-227x,A5052003796,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5052048899,Adovich S. Rivera,Rivera,Adovich S.,0000-0003-2533-0818,A5052048899,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2022
person:openalex:A5052089030,Maribel Ahuir,Ahuir,Maribel,,A5052089030,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5052119079,Thomas Neyens,Neyens,Thomas,0000-0003-2364-7555,A5052119079,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5052229575,Stephanie C. E. Schuit,Schuit,Stephanie C. E.,0000-0003-1200-9961,A5052229575,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5052266669,Margaret S. Herridge,Herridge,Margaret,0000-0002-2903-1631,A5052266669,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5052326586,Nicolas Bouckaert,Bouckaert,Nicolas,0000-0003-2513-8957,A5052326586,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5052551841,Usa Chaikledkaew,Chaikledkaew,Usa,0000-0001-9457-9823,A5052551841,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5052563559,Adrienn Katalin Poór,Poór,Adrienn Katalin,0000-0002-6524-9021,A5052563559,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5052884545,Jing Cai,Cai,Jing,0000-0001-6934-0108,A5052884545,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5053012296,Grzegorz Basak,Basak,Grzegorz,0000-0003-3858-8180,A5053012296,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2020,2026
person:openalex:A5053139067,Udeni De Silva Perera,De Silva Perera,Udeni,0000-0002-8859-926x,A5053139067,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5053139656,Patrícia Antunes,Antunes,Patrícia,0000-0003-3248-6327,A5053139656,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5053143734,Simon McNamara,McNamara,Simon,0000-0003-1082-118x,A5053143734,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2022,2023
person:openalex:A5053430669,Juliette Malley,Malley,Juliette,0000-0001-5759-1647,A5053430669,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5053562527,Robinson Ramírez‐Vélez,Ramírez‐Vélez,Robinson,0000-0003-3075-6960,A5053562527,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5053596607,Na Luo,Luo,Na,,A5053596607,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5053602710,Leonardo Régis Leira Pereira,Pereira,Leonardo Régis Leira,0000-0002-8609-1390,A5053602710,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5053654153,Abderraouf Hilali,Hilali,Abderraouf,0000-0003-0221-9914,A5053654153,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5053699466,Ilana N. Ackerman,Ackerman,Ilana N,0000-0002-6028-1612,A5053699466,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5053707866,MIDWEST SAPH,SAPH,MIDWEST,,A5053707866,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2018,2018
person:openalex:A5053842557,Xingju Qi,Qi,Xingju,,A5053842557,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5053892909,Iffat Elbarazi,Elbarazi,Iffat,0000-0001-7151-2175,A5053892909,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2015,2025
person:openalex:A5053906209,Werner Brouwer,Brouwer,Werner,0000-0002-0476-8397,A5053906209,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2023,2025
person:openalex:A5053960402,María Gascón,Gascón,María,0000-0002-3810-1654,A5053960402,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5054229228,José M. Quintana,Quintana,José M.,0000-0003-2170-7876,A5054229228,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5054284981,G. Ardine de Wit,Wit,G. Ardine de,0000-0002-1375-7657,A5054284981,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5054375490,Gerald Choon‐Huat Koh,Koh,Gerald Choon‐Huat,0000-0002-6453-6897,A5054375490,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5054398877,P. Santos-Moreno,Santos-Moreno,Pedro,0000-0001-7802-0317,A5054398877,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5054418588,Vania Canuto,Canuto,Vania,,A5054418588,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5054448701,Ai-Ping Chua,Chua,Ai-Ping,0000-0003-1773-5049,A5054448701,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2024,2025
person:openalex:A5054515213,Mariska de Jongh,de Jongh,Mariska,,A5054515213,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5054559841,Woro Supadmi,Supadmi,Woro,0000-0003-2033-3905,A5054559841,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5054634143,Jan R. Boehnke,Boehnke,Jan R.,0000-0003-0249-1870,A5054634143,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5054647242,Raluca Căplescu,Caplescu,Raluca,0000-0001-6489-171x,A5054647242,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2021,2023
person:openalex:A5054664018,Swati Raman,Raman,Swati,,A5054664018,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2020,2022
person:openalex:A5054826547,Axel Mühlbacher,Mühlbacher,Axel,0000-0003-4402-9211,A5054826547,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2023
person:openalex:A5054988860,Tran Thu Ngan,Ngan,Tran Thu,0000-0003-2771-9878,A5054988860,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5055015672,Marko Ogorevc,Ogorevc,Marko,0000-0001-9970-3045,A5055015672,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2020,2023
person:openalex:A5055195942,Stefanie Koster,Koster,Stephanie C E,0000-0001-8449-9985,A5055195942,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5055336511,Cornelis P. C. de Jager,de Jager,C Peter C,0000-0002-2157-4543,A5055336511,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5055351763,Kojiro Shimozuma,Shimozuma,Kojiro,,A5055351763,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5055420426,Bethany Franks,Franks,Bethany,0000-0002-3427-7142,A5055420426,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5055442587,Thomas Wilkinson,Wilkinson,Thomas,,A5055442587,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5055477304,Jorge Aliaga,Aliaga,Jorge,0000-0001-9067-8488,A5055477304,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5055521522,Alan Schwartz,Schwartz,Alan,0000-0003-3809-6637,A5055521522,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2018,2018
person:openalex:A5055528451,Annie Hawton,Hawton,Annie,0000-0002-1336-5899,A5055528451,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5055555263,Bonnie Corradetti,Corradetti,Bonnie,,A5055555263,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5055581623,Monika Janda,Janda,Monika,0000-0002-1728-8085,A5055581623,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5055586791,H. Felfel,Felfel,Hajer,0000-0001-9577-3599,A5055586791,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5055643997,Carmen D. Dirksen,Dirksen,Carmen,0000-0002-0377-3389,A5055643997,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5055725320,Philip Castillo,Castillo,Philip,,A5055725320,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2022
person:openalex:A5055845369,Suthida Panpitpat,Panpitpat,Suthida,,A5055845369,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5055869562,Raymond Duch,Duch,Raymond,0000-0002-1166-7674,A5055869562,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5055949016,Safarina Satkunanathan,Satkunanathan,Safarina,0000-0003-3039-3960,A5055949016,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5055964030,Delvys Rodríguez‐Abreu,Rodríguez-Abreu,Delvys,0000-0003-0506-1366,A5055964030,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2023,2023
person:openalex:A5055973290,Coen van Guldener,van Guldener,Coen,,A5055973290,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5056049677,Paul Swinburn,Swinburn,Paul,0000-0002-3303-5934,A5056049677,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2012,2012
person:openalex:A5056061208,Tim Doran,Doran,Tim,0000-0001-7857-3704,A5056061208,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2022,2023
person:openalex:A5056136253,Corinne Gower‐Rousseau,Gower-Rousseau,C,0000-0002-3925-5364,A5056136253,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5056147201,Martijn D. de Kruif,de Kruif,Martijn D,0000-0003-2883-9441,A5056147201,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2022,2025
person:openalex:A5056236835,Wolfgang Hoffmann,Hoffmann,Wolfgang,0000-0002-6359-8797,A5056236835,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2021,2024
person:openalex:A5056342390,Eugen Baican,Baican,Eugen,,A5056342390,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5056372307,Sarah Wordsworth,Wordsworth,Sarah,0000-0002-2361-3040,A5056372307,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5056411428,Horus Laffite,Laffite,Horus,0000-0002-0513-3174,A5056411428,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5056464791,Ammarin Thakkinstian,Thakkinstian,Ammarin,0000-0001-9991-386x,A5056464791,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5056510016,Tim Croudace,Croudace,Tim,0000-0001-8346-7463,A5056510016,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5056528203,Richard H. Chapman,Chapman,Richard H.,0000-0002-1988-1368,A5056528203,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5056614296,Hélène Sarter,Sarter,H,0000-0001-8099-5754,A5056614296,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5056785549,Bas C. T. van Bussel,van Bussel,Bas C T,0000-0003-1621-7848,A5056785549,PERSON,NEW_EXTERNAL_IDENTITY,0,0,6,2021,2025
person:openalex:A5056820346,Dan Robotham,Robotham,Dan,0000-0003-2968-2415,A5056820346,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5056836963,Vicky Serra‐Sutton,Serra-Sutton,Vicky,0000-0002-7852-175x,A5056836963,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5056854306,Jeehee Pyo,Pyo,Jeehee,0000-0001-7644-8088,A5056854306,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5056957640,Yemi Oluboyede,Oluboyede,Yemi,0000-0002-9891-8279,A5056957640,PERSON,NEW_EXTERNAL_IDENTITY,0,0,6,2019,2026
person:openalex:A5056998699,Janise Braga Barros Ferreira,Ferreira,Janise Braga Barros,0000-0001-7480-937x,A5056998699,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5057067158,Dimity Pond,Pond,Dimity,0000-0001-6520-4213,A5057067158,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5057182324,Lichelle Groot,GROOT,Lichelle,0000-0002-3333-2023,A5057182324,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5057323541,Frederikus A. Klok,Klok,Frederikus A,0000-0001-9961-0754,A5057323541,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2022,2025
person:openalex:A5057363004,Lee Constable,Constable,Lee,0000-0002-5692-8882,A5057363004,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2024,2026
person:openalex:A5057527999,Caroline Potter,Potter,Caroline,0000-0001-7128-968x,A5057527999,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5057552039,Biruck Gashawbeza,Gashawbeza,Biruck,0000-0002-3614-2401,A5057552039,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5057571547,Jeanine Verbunt,Verbunt,Jeanine,0000-0002-9060-9455,A5057571547,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2025
person:openalex:A5057916355,Siyun Lucinda Tan,Tan,Siyun Lucinda,,A5057916355,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5058034201,Simona Ernu,Ernu,Simona,,A5058034201,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5058041225,Suntaree Thitiwichienlert,Thitiwichienlert,Suntaree,0000-0001-8311-6241,A5058041225,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5058164483,John King Yiu Cheng,Cheng,John King Yiu,0009-0002-8704-776x,A5058164483,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5058173329,Lena Cuthbertson,Cuthbertson,Lena,,A5058173329,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5058205892,Sonia S. Anand,Anand,Sonia,0000-0003-3692-7441,A5058205892,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
