finding_id,ordinal,publication_id,doi,publication_year,outcome,reported_value,unit,denominator,time,subgroup,comparator,direction,uncertainty
P9eab1e7b13d8:FN1,1,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,,14.02,percent relative reduction,proxy-report total sample,,Proxy reports,EQ-5D-Y-3L versus EQ-5D-Y-5L,Lower ceiling effect with EQ-5D-Y-5L,
P9eab1e7b13d8:FN1,2,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,,approximately 16.6,percent relative reduction,self-report total sample,,Self-reports,EQ-5D-Y-3L versus EQ-5D-Y-5L,Lower ceiling effect with EQ-5D-Y-5L,"The narrative reports 16.65%, while Table 2 reports 16.56%."
P9eab1e7b13d8:FN2,1,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,,2.40–10.99,percent inconsistent responses,by domain,,Proxy reports,,,
P9eab1e7b13d8:FN2,2,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,,3.42–11.30,percent inconsistent responses,by domain,,Self-reports,,,
P9eab1e7b13d8:FN3,1,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,,0.84,Spearman correlation,,,Proxy reports; looking after myself domain,Corresponding EQ-5D-Y domains,,
P9eab1e7b13d8:FN3,2,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,,0.75,Spearman correlation,,,Self-reports; looking after myself domain,Corresponding EQ-5D-Y domains,,
P9eab1e7b13d8:FN3,3,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,,0.64,Spearman correlation,,,"Proxy reports; feeling worried, sad or unhappy domain",Corresponding EQ-5D-Y domains,,
P9eab1e7b13d8:FN3,4,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,,0.65,Spearman correlation,,,"Self-reports; feeling worried, sad or unhappy domain",Corresponding EQ-5D-Y domains,,
P9eab1e7b13d8:FN5,1,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,,0.74,kappa,,Baseline to 2-day follow-up,Proxy reports; EQ VAS in 10 categories,,Substantial agreement,p < 0.001
P9eab1e7b13d8:FN5,2,doi:10.1007/s40273-024-01379-7,10.1007/s40273-024-01379-7,2024,,0.51,kappa,,Baseline to 2-day follow-up,Self-reports; EQ VAS in 10 categories,,Moderate agreement,p < 0.001
P9ec8c7eff099:F1,1,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Self-reported change in alcohol consumption since the start of the COVID-19 pandemic,82.3,%,4999 respondents,T3,No change,,No change,
P9ec8c7eff099:F1,2,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Self-reported change in alcohol consumption since the start of the COVID-19 pandemic,12.6,%,4999 respondents,T3,Decrease,,Decrease,
P9ec8c7eff099:F1,3,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Self-reported change in alcohol consumption since the start of the COVID-19 pandemic,5.1,%,4999 respondents,T3,Increase,,Increase,
P9ec8c7eff099:F2,1,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Weekly alcohol-consumption category before and during the pandemic,Z = -2.7; p = 0.006,,4999 respondents,"Before versus during the pandemic, reported at T3",,Weekly beverage category before the pandemic,Difference,
P9ec8c7eff099:F3,1,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Self-reported change in alcohol consumption since the start of the COVID-19 pandemic,OR 3.43,odds ratio,4996 respondents,During the pandemic,Excessive drinking before pandemic; decreased consumption,No change in consumption,Higher odds,95% CI 2.22-5.28; p < 0.001
P9ec8c7eff099:F3,2,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Self-reported change in alcohol consumption since the start of the COVID-19 pandemic,OR 5.30,odds ratio,4996 respondents,During the pandemic,Excessive drinking before pandemic; increased consumption,No change in consumption,Higher odds,95% CI 3.19-8.79; p < 0.001
P9ec8c7eff099:F3,3,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Self-reported change in alcohol consumption since the start of the COVID-19 pandemic,OR 2.33,odds ratio,4996 respondents,During the pandemic,Job loss; decreased consumption,No job loss; no change in consumption,Higher odds,95% CI 1.66-3.27; p < 0.001
P9ec8c7eff099:F3,4,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Self-reported change in alcohol consumption since the start of the COVID-19 pandemic,OR 2.80,odds ratio,4996 respondents,During the pandemic,Job loss; increased consumption,No job loss; no change in consumption,Higher odds,95% CI 1.77-4.44; p < 0.001
P9ec8c7eff099:F4,1,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Self-reported change in alcohol consumption since the start of the COVID-19 pandemic,OR 1.35,odds ratio,4996 respondents,During the pandemic,PHQ-9 >=10; decreased consumption,PHQ-9 <10; no change in consumption,Higher odds,95% CI 1.01-1.80; p = 0.04
P9ec8c7eff099:F4,2,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Self-reported change in alcohol consumption since the start of the COVID-19 pandemic,OR 2.24,odds ratio,4996 respondents,During the pandemic,PHQ-9 >=10; increased consumption,PHQ-9 <10; no change in consumption,Higher odds,95% CI 1.49-3.36; p < 0.001
P9ec8c7eff099:F4,3,doi:10.3390/nu16162591,10.3390/nu16162591,2024,Self-reported change in alcohol consumption since the start of the COVID-19 pandemic,OR 1.27,odds ratio,4996 respondents,During the pandemic,GAD-7 >=10; increased consumption,GAD-7 <10; no change in consumption,No statistically significant association,95% CI 0.82-1.96; p = 0.28
P9ec8c7eff099:F7,1,doi:10.3390/nu16162591,10.3390/nu16162591,2024,,0.098,Nagelkerke pseudo R-squared,4996 respondents,,,,,Deviance chi-square 345.5; p < 0.001
P9ef8ea3025fd:f_assist,1,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,2021,,7 of 10,children,10 questionnaire completers,,Children aged 8 to 10 years,,Needed instruction assistance,
P9ef8ea3025fd:f_health,1,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,2021,,7 of 7,children,7 healthy questionnaire completers,,Healthy children,Acutely ill children,Reported 11111,
P9ef8ea3025fd:f_health,2,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,2021,,6,children,7 healthy questionnaire completers,,Healthy children,,EQ VAS 100,
P9ef8ea3025fd:f_health,3,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,2021,,1,child,7 healthy questionnaire completers,,Healthy children,,EQ VAS 95,
P9ef8ea3025fd:f_rank_initial,1,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,2021,,52 of 120,rankings,120 severity-level rankings,Round 1,All four tested EQ-5D-Y-5L dimension sets,,Incorrect,43%
P9ef8ea3025fd:f_rank_initial,2,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,2021,,32 of 52,incorrect rankings,52 incorrect rankings,Round 1,Inversion between “a little bit” and “some”,,Inversion,62%
P9ef8ea3025fd:f_rank_initial,3,doi:10.1016/j.vhri.2021.09.007,10.1016/j.vhri.2021.09.007,2021,,14%,percent of incorrect rankings,52 incorrect rankings,Round 1,Inversion involving “a lot” and “extreme”,,Inversion,
P9f0302e5cab3:f1,1,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,118,patients,243 analyzed patients,5-7 years after burn injury,,,reported itching,
P9f0302e5cab3:f1,2,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,48.6,percent,243 analyzed patients,5-7 years after burn injury,,,reported itching,
P9f0302e5cab3:f1,3,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,0.87 (SD 0.18),utility score,243 analyzed patients,5-7 years after burn injury,,,,
P9f0302e5cab3:f1,4,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,81.6 (SD 15.7),EQ VAS points,243 analyzed patients,5-7 years after burn injury,,,,
P9f0302e5cab3:f2,1,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,46.5,percent full-health profiles,243 analyzed patients,,,EQ-5D-5L,higher ceiling,
P9f0302e5cab3:f2,2,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,32.1,percent full-health profiles,243 analyzed patients,,,EQ-5D-5L + Itching,lower ceiling,
P9f0302e5cab3:f2,3,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,59,unique profiles,243 analyzed patients,,,EQ-5D-5L,,
P9f0302e5cab3:f2,4,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,86,unique profiles,243 analyzed patients,,,EQ-5D-5L + Itching,more observed profiles,
P9f0302e5cab3:f3,1,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,3.64,Shannon Index H',243 analyzed patients,,,EQ-5D-5L,,
P9f0302e5cab3:f3,2,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,4.76,Shannon Index H',243 analyzed patients,,,EQ-5D-5L + Itching,higher,
P9f0302e5cab3:f3,3,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,0.31,Shannon Evenness J',243 analyzed patients,,,EQ-5D-5L,,
P9f0302e5cab3:f3,4,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,0.34,Shannon Evenness J',243 analyzed patients,,,EQ-5D-5L + Itching,higher,
P9f0302e5cab3:f4,1,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,-0.587,Spearman rank correlation coefficient,243 analyzed patients,,,EQ-5D-5L level-sum score versus EQ VAS,stronger absolute correlation,
P9f0302e5cab3:f4,2,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,-0.507,Spearman rank correlation coefficient,243 analyzed patients,,,EQ-5D-5L + Itching level-sum score versus EQ VAS,weaker absolute correlation,
P9f0302e5cab3:f5,1,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,2.5-13.2,percent of profiles,243 analyzed patients,,,severe/extreme itching and no problem on another dimension,more common,
P9f0302e5cab3:f5,2,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,0-1.2,percent of profiles,243 analyzed patients,,,no itching and severe/extreme problem on another dimension,less common,
P9f0302e5cab3:f6,1,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,49.0,percent variance explained,243 analyzed patients,,,five EQ-5D-5L dimensions,,
P9f0302e5cab3:f6,2,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,49.3,percent variance explained,243 analyzed patients,,,five EQ-5D-5L dimensions plus itching,0.3 percentage-point increase,
P9f0302e5cab3:f6,3,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,50.6,percent variance explained,243 analyzed patients,,,final model including age and sex after backward selection,,
P9f0302e5cab3:f7,1,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,83.3,mean EQ VAS points,125 patients,,,itching level 1,,
P9f0302e5cab3:f7,2,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,83.0,mean EQ VAS points,58 patients,,,itching level 2,,
P9f0302e5cab3:f7,3,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,2020,,75.7-77.6,mean EQ VAS points,60 patients across itching levels 3-5,,,itching levels 3-5,lower,
P9f5e73c36b66:F1,1,doi:10.1007/s40273-018-0694-6,10.1007/s40273-018-0694-6,2018,Coverage of the severity range by health states selected into the design,"mean 0.31, SD 0.44",QALY value of selected states,health states in the design,,"DCE-duration, unstratified",severity-stratified design,Skewed toward milder states,
P9f5e73c36b66:F1,2,doi:10.1007/s40273-018-0694-6,10.1007/s40273-018-0694-6,2018,Coverage of the severity range by health states selected into the design,"mean 0.09, SD 0.35",QALY value of selected states,health states in the design,,"DCE-duration, severity-stratified",unstratified design,Closer to the distribution of all health states,
P9f5e73c36b66:F1,3,doi:10.1007/s40273-018-0694-6,10.1007/s40273-018-0694-6,2018,Coverage of the severity range by health states selected into the design,16.8% versus 39.0%,proportion of selected unique states that are bad states,256 and 310 unique states respectively,,"DCE-duration, unstratified versus severity-stratified",,Stratification increased inclusion of bad states,
P9f5e73c36b66:F2,1,doi:10.1007/s40273-018-0694-6,10.1007/s40273-018-0694-6,2018,"EQ-5D-5L health state values on the QALY scale (DCE-death, DCE-duration) or latent utility scale (standard DCE)","mean 0.41, SD 0.30 versus mean 0.40, SD 0.26",QALY value of selected states,health states in the design,,"DCE-death, unstratified versus severity-stratified",,No substantial difference,
P9f5e73c36b66:F3,1,doi:10.1007/s40273-018-0694-6,10.1007/s40273-018-0694-6,2018,"EQ-5D-5L health state values on the QALY scale (DCE-death, DCE-duration) or latent utility scale (standard DCE)",56.0%,proportion of 3125 health states worse than dead,3125 EQ-5D-5L states,,"DCE-duration, unstratified",severity-stratified,Higher,
P9f5e73c36b66:F3,2,doi:10.1007/s40273-018-0694-6,10.1007/s40273-018-0694-6,2018,"EQ-5D-5L health state values on the QALY scale (DCE-death, DCE-duration) or latent utility scale (standard DCE)",42.8%,proportion of 3125 health states worse than dead,3125 EQ-5D-5L states,,"DCE-duration, severity-stratified",unstratified,Lower,
P9f5e73c36b66:F3,3,doi:10.1007/s40273-018-0694-6,10.1007/s40273-018-0694-6,2018,"EQ-5D-5L health state values on the QALY scale (DCE-death, DCE-duration) or latent utility scale (standard DCE)",-1.64 versus -1.11,QALY value of state 55555,,,"DCE-duration, unstratified versus severity-stratified",,Unstratified value more negative,95% credible intervals -1.93 to -1.38 and -1.37 to -0.89
P9f5e73c36b66:F4,1,doi:10.1007/s40273-018-0694-6,10.1007/s40273-018-0694-6,2018,Mean signed errors of predicted choice probabilities (in-sample and out-of-sample),-0.0347,mean signed error,"bad health states, B-C tasks",,unstratified model on unstratified choice sets,,Significant negative error,significant at 5% level
P9f5e73c36b66:F4,2,doi:10.1007/s40273-018-0694-6,10.1007/s40273-018-0694-6,2018,Mean signed errors of predicted choice probabilities (in-sample and out-of-sample),-0.0559,mean signed error,"bad health states, B-C tasks",,unstratified model predicting severity-stratified choice sets,0.0028 for severity-stratified model predicting unstratified choice sets,Worse out-of-sample prediction,significant at 5% level
P9f6695931355:FI1,1,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Quality-adjusted life expectancy by single year of age and sex, undiscounted and discounted at 1.5% and 3.5%",68.24,QALYs,,"At birth, undiscounted",Women (Table 2); reported as men in the abstract,,,
P9f6695931355:FI1,2,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Quality-adjusted life expectancy by single year of age and sex, undiscounted and discounted at 1.5% and 3.5%",68.21,QALYs,,"At birth, undiscounted",Men (Table 2); reported as women in the abstract,,,
P9f6695931355:FI2,1,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,Period life expectancy by single year of age and sex,83.33,years,,At birth,Women,,,
P9f6695931355:FI2,2,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,Period life expectancy by single year of age and sex,79.67,years,,At birth,Men,,,
P9f6695931355:FI3,1,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Quality-adjusted life expectancy by single year of age and sex, undiscounted and discounted at 1.5% and 3.5%",39.92,QALYs,,"At birth, 1.5% discount rate",Women,,,
P9f6695931355:FI3,2,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Quality-adjusted life expectancy by single year of age and sex, undiscounted and discounted at 1.5% and 3.5%",40.62,QALYs,,"At birth, 1.5% discount rate",Men,,,
P9f6695931355:FI3,3,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Quality-adjusted life expectancy by single year of age and sex, undiscounted and discounted at 1.5% and 3.5%",23.61,QALYs,,"At birth, 3.5% discount rate",Women,,,
P9f6695931355:FI3,4,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Quality-adjusted life expectancy by single year of age and sex, undiscounted and discounted at 1.5% and 3.5%",24.36,QALYs,,"At birth, 3.5% discount rate",Men,,,
P9f6695931355:FI4,1,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Mean EQ-5D-5L utility score by age band and sex, crosswalked to the UK EQ-5D-3L value set",0.878 (95% CI 0.870-0.896),utility,,2017-2018,Women aged 16-17 years,,,95% CI 0.870-0.896
P9f6695931355:FI4,2,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Mean EQ-5D-5L utility score by age band and sex, crosswalked to the UK EQ-5D-3L value set",0.666 (95% CI 0.651-0.721),utility,,2017-2018,Women aged 90 years and older,,,95% CI 0.651-0.721
P9f6695931355:FI4,3,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Mean EQ-5D-5L utility score by age band and sex, crosswalked to the UK EQ-5D-3L value set",0.918 (95% CI 0.910-0.935),utility,,2017-2018,Men aged 16-17 years,,,95% CI 0.910-0.935
P9f6695931355:FI4,4,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Mean EQ-5D-5L utility score by age band and sex, crosswalked to the UK EQ-5D-3L value set",0.656 (95% CI 0.635-0.730),utility,,2017-2018,Men aged 90 years and older,,,95% CI 0.635-0.730
P9f6695931355:FI5,1,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Quality-adjusted life expectancy by single year of age and sex, undiscounted and discounted at 1.5% and 3.5%",71.9,QALYs,,"At birth, undiscounted","Women, MVH EQ-5D-3L population norms",EQ-5D-5L data with Hernández Alava et al crosswalk,Higher,
P9f6695931355:FI5,2,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Quality-adjusted life expectancy by single year of age and sex, undiscounted and discounted at 1.5% and 3.5%",3.7,QALYs,,"At birth, undiscounted",Women,EQ-5D-5L data with Hernández Alava et al crosswalk,Higher,
P9f6695931355:FI5,3,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Quality-adjusted life expectancy by single year of age and sex, undiscounted and discounted at 1.5% and 3.5%",1.0,QALYs,,"At birth, undiscounted",Men,EQ-5D-5L data with Hernández Alava et al crosswalk,Higher,
P9f6695931355:FI7,1,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,"Quality-adjusted life expectancy by single year of age and sex, undiscounted and discounted at 1.5% and 3.5%",1.07,QALYs,,"At age 60 years, undiscounted",Women,Men,Higher,
P9f6695931355:FI8,1,doi:10.1016/j.jval.2022.07.005,10.1016/j.jval.2022.07.005,2022,,1762 of 16 175 (10.9%),participants,Health Survey for England 2017 and 2018 participants,2017-2018,,,,
P9f9547efc0e0:f_ex_base,1,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,EQ-5D-5L dimension levels and health profiles,90.2,percent,301 patients,Baseline,Exercise and active living program,No problems (level 1),Higher prevalence of pain or discomfort problems,
P9f9547efc0e0:f_ex_base,2,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,EQ-5D-5L dimension levels and health profiles,0.74,EQ-5D-5L index points,301 patients,Baseline,Exercise and active living program,Alberta norm 0.84,Lower,SD 0.18
P9f9547efc0e0:f_ex_base,3,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,EQ-5D-5L dimension levels and health profiles,66.5,EQ VAS points,301 patients,Baseline,Exercise and active living program,Alberta norm 77.4,Lower,SD 18.9
P9f9547efc0e0:f_ex_change,1,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Canadian EQ-5D-5L index score and change,+0.01,EQ-5D-5L index points,112 patients,Pre to post,Exercise and active living program,MID 0.04,Increase below MID,SD 0.11; effect size 0.1
P9f9547efc0e0:f_ex_change,2,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Canadian EQ-5D-5L index score and change,+5.0,EQ VAS points,112 patients,Pre to post,Exercise and active living program,MID 7.0,Increase below MID,SD 13.7; effect size 0.3
P9f9547efc0e0:f_ex_change,3,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Canadian EQ-5D-5L index score and change,17,percent,112 patients,Pre to post,Usual activities dimension,,Improved,
P9f9547efc0e0:f_ex_change,4,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Canadian EQ-5D-5L index score and change,25,percent,112 patients,Pre to post,Pain or discomfort dimension,,Deteriorated,
P9f9547efc0e0:f_ex_pchc,1,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Paretian classification of health change,36.6,percent,112 patients,Pre to post,Exercise and active living program,,Improved,
P9f9547efc0e0:f_ex_pchc,2,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Paretian classification of health change,22.3,percent,112 patients,Pre to post,Exercise and active living program,,Deteriorated,
P9f9547efc0e0:f_ex_pchc,3,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Paretian classification of health change,23.2,percent,112 patients,Pre to post,Exercise and active living program,,Mixed change,
P9f9547efc0e0:f_ex_pchc,4,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Paretian classification of health change,17.9,percent,112 patients,Pre to post,Exercise and active living program,,No change,
P9f9547efc0e0:f_nut_base,1,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,EQ-5D-5L dimension levels and health profiles,75.9,percent,573 patients,Baseline,Nutrition program,No problems (level 1),Higher prevalence of pain or discomfort problems,
P9f9547efc0e0:f_nut_base,2,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,EQ-5D-5L dimension levels and health profiles,0.77,EQ-5D-5L index points,573 patients,Baseline,Nutrition program,Alberta norm 0.84,Lower,SD 0.19
P9f9547efc0e0:f_nut_base,3,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,EQ-5D-5L dimension levels and health profiles,70.1,EQ VAS points,573 patients,Baseline,Nutrition program,Alberta norm 77.4,Lower,SD 15.6
P9f9547efc0e0:f_nut_change,1,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Canadian EQ-5D-5L index score and change,+0.02,EQ-5D-5L index points,212 patients,Pre to post,Nutrition program,MID 0.04,Increase below MID,SD 0.11; effect size 0.1
P9f9547efc0e0:f_nut_change,2,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Canadian EQ-5D-5L index score and change,+1.0,EQ VAS points,212 patients,Pre to post,Nutrition program,MID 7.0,Increase below MID,SD 15.6; effect size 0.1
P9f9547efc0e0:f_nut_change,3,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Canadian EQ-5D-5L index score and change,16,percent,212 patients,Pre to post,Anxiety or depression dimension,,Improved,
P9f9547efc0e0:f_nut_change,4,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Canadian EQ-5D-5L index score and change,26,percent,212 patients,Pre to post,Pain or discomfort dimension,,Deteriorated,
P9f9547efc0e0:f_nut_pchc,1,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Paretian classification of health change,37.3,percent,212 patients,Pre to post,Nutrition program,,Improved,
P9f9547efc0e0:f_nut_pchc,2,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Paretian classification of health change,24.5,percent,212 patients,Pre to post,Nutrition program,,Deteriorated,
P9f9547efc0e0:f_nut_pchc,3,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Paretian classification of health change,17.0,percent,212 patients,Pre to post,Nutrition program,,Mixed change,
P9f9547efc0e0:f_nut_pchc,4,doi:10.1002/hsr2.70308,10.1002/hsr2.70308,2024,Paretian classification of health change,21.2,percent,212 patients,Pre to post,Nutrition program,,No change,
P9fb3501c6535:F_CEIL,1,doi:10.1016/j.jval.2025.07.004,10.1016/j.jval.2025.07.004,2025,,60.4%,percent reporting 11111,154 P1 dyads,Baseline,Y-3L P1 proxy report,Y-3L P2: 56.3%,Higher ceiling with P1,P = .456 for P1 versus P2
P9fb3501c6535:F_CEIL,2,doi:10.1016/j.jval.2025.07.004,10.1016/j.jval.2025.07.004,2025,,53.9%,percent reporting 11111,154 P1 dyads,Baseline,Y-5L P1 proxy report,Y-5L P2: 47.1%,Higher ceiling with P1,Difference not statistically significant
P9fb3501c6535:F_PROXY_BETTER,1,doi:10.1016/j.jval.2025.07.004,10.1016/j.jval.2025.07.004,2025,,0.05,3L index points,154 P1 dyads,Baseline,P1 proxy minus child,P2 difference: 0.03,Proxy reports better health,P1 P = .002; P2 P = .018
P9fb3501c6535:F_PROXY_BETTER,2,doi:10.1016/j.jval.2025.07.004,10.1016/j.jval.2025.07.004,2025,,-0.50,5L level sum points,154 P1 dyads,Baseline,P1 proxy minus child,P2 difference: -0.32,Proxy reports better health,P1 P = .004; P2 P = .063
P9fb3501c6535:F_PROXY_BETTER,3,doi:10.1016/j.jval.2025.07.004,10.1016/j.jval.2025.07.004,2025,,5.48,EQ VAS points,154 P1 dyads,Baseline,P1 proxy minus child,P2 difference: 1.77,Proxy reports better health,P1 P = .002; P2 P = .251
P9fb3501c6535:F_RESP,1,doi:10.1016/j.jval.2025.07.004,10.1016/j.jval.2025.07.004,2025,,0.48,standardized effect size,21 P1 dyads,Baseline to follow-up,Y-3L P1,Y-3L P2: 0.21,Improvement,P1 change statistically significant
P9fb3501c6535:F_RESP,2,doi:10.1016/j.jval.2025.07.004,10.1016/j.jval.2025.07.004,2025,,0.28,standardized effect size,21 P1 dyads,Baseline to follow-up,Y-5L P1,Y-5L P2: 0.42,Improvement,P2 change statistically significant
P9fb3501c6535:F_RESP,3,doi:10.1016/j.jval.2025.07.004,10.1016/j.jval.2025.07.004,2025,,0.57,standardized response mean,21 P1 dyads,Baseline to follow-up,Y-3L P1,Y-3L P2: 0.25,Improvement,
P9fb3501c6535:F_RESP,4,doi:10.1016/j.jval.2025.07.004,10.1016/j.jval.2025.07.004,2025,,0.26,standardized response mean,21 P1 dyads,Baseline to follow-up,Y-5L P1,Y-5L P2: 0.41,Improvement,
P9fb3501c6535:F_SCORE_AGREE,1,doi:10.1016/j.jval.2025.07.004,10.1016/j.jval.2025.07.004,2025,,0.34 to 0.38,ICC,154 P1 dyads,Baseline,P1 scores,P2: 0.22 to 0.42,Low agreement,
Pa06ed50f6556:F1,1,doi:10.1016/j.jval.2025.06.008,10.1016/j.jval.2025.06.008,2025,,All dimension-specific RAI comparisons were not statistically significant,,,,,Adult own versus child perspective,NO_DIFFERENCE,P values ranged from .410 to .750
Pa06ed50f6556:F2,1,doi:10.1016/j.jval.2025.06.008,10.1016/j.jval.2025.06.008,2025,,1.572 and 1.745,relative attribute importance,"adult-own and child perspectives, respectively",,,Having pain or discomfort,HIGHEST,
Pa06ed50f6556:F2,2,doi:10.1016/j.jval.2025.06.008,10.1016/j.jval.2025.06.008,2025,,1.000 and 1.000,relative attribute importance,"adult-own and child perspectives, respectively",,,Looking after myself,LOWEST,
Pa06ed50f6556:F3,1,doi:10.1016/j.jval.2025.06.008,10.1016/j.jval.2025.06.008,2025,,141 of 150,choice pairs,,,,Adult own versus child perspective,NO_DIFFERENCE,No statistically significant difference
Pa06ed50f6556:F3,2,doi:10.1016/j.jval.2025.06.008,10.1016/j.jval.2025.06.008,2025,,72.4% and 74.8%,percent choosing the lower-level-sum-score state,"adult-own and child perspectives, respectively",,,Adult own versus child perspective,NO_DIFFERENCE,P = .121 after adjustment for level-sum-score difference
Pa06ed50f6556:F3,3,doi:10.1016/j.jval.2025.06.008,10.1016/j.jval.2025.06.008,2025,,P = .171,,,,,Pooled level-sum-score mixed logit model,NO_DIFFERENCE,
